wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
NE,0.0,1010.0,NE,8.2,2008-12-11,31.0,5.3,11.0,27.6,1007.4,22.8,Adelaide,41.0,17.0,22.0,ESE,18.3,No,29.3,Yes
,9.8,1001.5,SW,4.0,2008-12-12,95.0,,,18.3,994.7,18.7,Adelaide,43.0,19.0,97.0,WSW,17.3,Yes,20.7,Yes
SW,23.6,1006.9,S,,2008-12-13,78.0,3.1,17.0,18.4,1008.6,16.7,Adelaide,41.0,13.0,60.0,SW,14.7,Yes,19.8,No
SSW,0.6,1014.2,S,,2008-12-14,60.0,7.0,15.0,16.5,1014.7,14.9,Adelaide,41.0,13.0,63.0,WSW,12.1,No,20.4,No
NNW,0.0,1016.3,WSW,13.2,2008-12-15,57.0,12.3,11.0,21.8,1014.4,16.0,Adelaide,28.0,15.0,38.0,WSW,9.8,No,24.3,No
W,0.0,1015.5,WSW,6.4,2008-12-16,65.0,7.5,7.0,25.1,1012.0,18.4,Adelaide,26.0,9.0,43.0,SW,15.5,No,25.9,No
NE,0.0,1009.7,WSW,5.6,2008-12-17,51.0,8.7,9.0,27.9,1005.6,22.3,Adelaide,24.0,9.0,36.0,WSW,18.0,No,29.3,No
SW,0.0,1010.2,SW,6.0,2008-12-18,71.0,10.7,20.0,21.4,1011.1,17.3,Adelaide,46.0,26.0,49.0,SW,16.0,No,22.6,No
SE,0.0,1018.2,SE,7.0,2008-12-19,46.0,12.2,15.0,23.3,1016.5,16.7,Adelaide,39.0,17.0,29.0,ESE,11.1,No,24.1,No
ENE,0.0,1018.9,ENE,,2008-12-20,33.0,12.6,17.0,28.3,1015.0,21.1,Adelaide,43.0,11.0,21.0,ESE,15.7,No,30.5,No
ENE,0.0,1011.4,N,,2008-12-21,20.0,8.2,15.0,33.7,1007.5,24.9,Adelaide,43.0,19.0,9.0,N,21.1,No,34.5,No
WNW,0.0,1009.5,SW,27.2,2008-12-22,64.0,5.0,17.0,23.8,1010.5,21.0,Adelaide,39.0,13.0,56.0,NW,19.1,No,24.8,No
S,0.0,1016.3,S,4.6,2008-12-23,59.0,8.3,11.0,25.4,1013.2,17.4,Adelaide,35.0,9.0,35.0,SW,16.2,No,27.0,No
N,0.0,1012.9,SW,6.4,2008-12-24,42.0,13.8,9.0,29.8,1012.5,21.4,Adelaide,28.0,13.0,20.0,WNW,14.3,No,30.1,No
NE,0.0,1013.4,N,,2008-12-25,52.0,4.6,4.0,30.2,1010.9,21.9,Adelaide,28.0,7.0,26.0,WSW,15.6,No,30.8,No
SW,0.0,1009.7,W,,2008-12-26,40.0,13.4,7.0,32.5,1006.2,25.3,Adelaide,22.0,11.0,21.0,W,18.0,No,33.6,Yes
SW,2.6,1009.2,WSW,20.8,2008-12-27,69.0,12.0,11.0,24.0,1007.9,20.7,Adelaide,31.0,15.0,45.0,W,18.5,Yes,25.3,No
W,0.0,1008.7,WSW,,2008-12-28,63.0,3.3,19.0,23.1,1007.6,19.8,Adelaide,39.0,17.0,61.0,SW,18.0,No,24.3,No
S,0.0,1013.2,SW,12.8,2008-12-29,46.0,9.3,15.0,21.0,1012.5,17.2,Adelaide,37.0,15.0,39.0,WSW,15.4,No,22.8,No
WSW,0.2,1011.2,WSW,,2008-12-30,88.0,7.0,22.0,22.4,1010.5,17.4,Adelaide,54.0,26.0,52.0,SW,16.9,No,23.1,Yes
WSW,1.2,1010.6,W,11.8,2008-12-31,61.0,9.0,15.0,22.4,1009.0,17.8,Adelaide,30.0,9.0,41.0,WSW,15.8,Yes,23.3,No
SW,0.0,1011.3,SW,,2009-01-01,58.0,10.9,17.0,22.5,1012.4,18.1,Adelaide,50.0,20.0,40.0,SW,16.9,No,22.9,No
SSE,0.0,1020.9,ESE,14.2,2009-01-02,39.0,12.6,17.0,22.7,1018.5,16.1,Adelaide,37.0,13.0,25.0,SE,13.9,No,24.1,No
E,0.0,1017.6,SW,,2009-01-03,26.0,12.7,9.0,28.2,1014.7,21.9,Adelaide,30.0,13.0,15.0,SW,13.8,No,29.1,No
NNE,0.0,1013.8,SW,,2009-01-04,25.0,12.0,2.0,32.2,1012.2,24.2,Adelaide,31.0,13.0,7.0,W,15.1,No,33.3,No
WSW,0.0,1015.0,SW,24.6,2009-01-05,28.0,13.3,4.0,29.2,1013.2,22.3,Adelaide,26.0,15.0,22.0,SW,14.6,No,30.5,No
N,0.0,1012.0,,8.2,2009-01-06,25.0,13.3,6.0,,,23.1,Adelaide,31.0,,,WSW,15.2,No,31.0,No
S,0.2,1013.3,WSW,8.2,2009-01-07,75.0,9.1,11.0,24.3,1013.5,18.5,Adelaide,48.0,22.0,43.0,SW,16.0,No,25.1,No
SE,0.0,1019.9,SSE,7.4,2009-01-08,45.0,12.7,17.0,23.2,1019.2,17.6,Adelaide,37.0,22.0,30.0,SE,14.3,No,23.8,No
SE,0.0,1018.6,WSW,8.0,2009-01-09,36.0,9.5,6.0,25.0,1014.8,18.7,Adelaide,54.0,13.0,27.0,ESE,13.8,No,26.0,No
WSW,0.0,1012.4,WSW,,2009-01-10,46.0,12.6,2.0,27.7,1009.6,19.5,Adelaide,35.0,22.0,29.0,SW,13.3,No,28.7,No
W,0.0,1012.8,WSW,,2009-01-11,52.0,12.5,6.0,27.1,1010.7,18.8,Adelaide,41.0,20.0,32.0,SW,14.4,No,28.4,No
SW,0.0,1016.8,SW,22.6,2009-01-12,44.0,12.4,6.0,33.1,1013.2,21.2,Adelaide,28.0,11.0,20.0,N,14.5,No,35.2,No
N,0.0,1010.0,NW,10.2,2009-01-13,11.0,10.7,19.0,40.0,1007.1,32.7,Adelaide,54.0,30.0,4.0,NW,21.1,No,41.3,No
N,0.0,1011.7,WSW,12.6,2009-01-14,57.0,12.8,7.0,30.8,1009.8,23.8,Adelaide,35.0,20.0,35.0,W,20.0,No,32.3,No
S,0.0,1018.8,WSW,10.0,2009-01-15,55.0,11.3,11.0,24.6,1018.3,19.0,Adelaide,48.0,28.0,41.0,SW,15.1,No,25.2,No
S,0.0,1022.7,S,7.4,2009-01-16,52.0,12.6,13.0,26.3,1021.1,19.2,Adelaide,35.0,17.0,28.0,SSE,14.4,No,27.6,No
E,0.0,1023.8,SW,,2009-01-17,41.0,12.9,11.0,23.7,1020.6,16.8,Adelaide,31.0,20.0,35.0,W,13.3,No,27.2,No
SW,0.0,1018.8,SW,,2009-01-18,22.0,13.0,6.0,32.3,1014.9,25.6,Adelaide,33.0,13.0,15.0,SE,16.5,No,32.9,No
NNW,0.0,1011.7,SW,24.8,2009-01-19,19.0,13.1,7.0,36.7,1008.8,28.2,Adelaide,35.0,19.0,7.0,W,19.0,No,38.5,No
NW,0.0,1007.3,WSW,11.4,2009-01-20,19.0,11.9,6.0,35.7,1007.6,28.5,Adelaide,39.0,19.0,,SW,19.4,No,36.9,No
WNW,0.0,1011.3,WSW,9.2,2009-01-21,49.0,11.8,6.0,27.4,1008.2,21.7,Adelaide,30.0,17.0,25.0,SW,17.4,No,29.0,No
NNW,0.0,1002.8,WSW,7.4,2009-01-22,55.0,11.0,19.0,24.8,1004.7,22.4,Adelaide,52.0,20.0,55.0,WNW,18.4,No,27.6,No
N,0.0,1008.1,WNW,7.6,2009-01-23,47.0,11.7,17.0,26.6,1005.5,19.2,Adelaide,46.0,22.0,32.0,WNW,14.3,No,27.6,No
SW,1.0,1013.1,WSW,,2009-01-24,48.0,12.4,19.0,22.9,1013.6,18.8,Adelaide,59.0,17.0,41.0,WSW,17.7,No,24.4,No
SSW,0.0,1018.0,W,,2009-01-25,53.0,12.9,7.0,29.7,1016.5,19.8,Adelaide,28.0,13.0,21.0,WSW,13.9,No,30.4,No
SW,0.0,1019.9,ENE,,2009-01-26,42.0,13.2,7.0,35.1,1015.9,22.0,Adelaide,24.0,7.0,15.0,SE,16.9,No,36.6,No
NNE,0.0,1013.4,WSW,32.2,2009-01-27,16.0,12.0,7.0,42.0,1009.9,32.4,Adelaide,30.0,15.0,5.0,N,21.2,No,43.2,No
N,0.0,1007.5,WNW,13.0,2009-01-28,10.0,12.5,11.0,43.9,1005.3,38.3,Adelaide,35.0,22.0,7.0,NE,30.7,No,45.7,No
N,0.0,1009.0,WNW,14.6,2009-01-29,16.0,12.9,19.0,42.4,1007.5,37.3,Adelaide,50.0,24.0,11.0,NNW,33.9,No,43.4,No
NE,0.0,1010.5,W,13.8,2009-01-30,17.0,13.1,11.0,42.2,1007.2,36.3,Adelaide,48.0,15.0,12.0,ESE,29.4,No,43.1,No
NW,0.0,1012.0,WSW,14.4,2009-01-31,38.0,,9.0,40.2,1010.5,31.4,Adelaide,69.0,17.0,12.0,SE,27.5,No,41.1,No
SSE,0.0,1012.8,SSW,,2009-02-01,41.0,10.0,7.0,37.4,1010.2,29.9,Adelaide,65.0,17.0,24.0,SE,25.9,No,40.6,No
SSW,0.0,1011.3,SE,24.0,2009-02-02,32.0,11.0,2.0,36.4,1009.2,31.4,Adelaide,56.0,24.0,22.0,SE,28.3,No,38.8,No
WNW,0.0,1010.8,WSW,11.4,2009-02-03,49.0,13.0,4.0,34.5,1007.7,25.7,Adelaide,35.0,17.0,29.0,W,21.5,No,36.3,No
NNW,0.0,1008.1,WSW,8.6,2009-02-04,49.0,13.1,2.0,31.9,1006.0,24.5,Adelaide,24.0,13.0,34.0,SW,19.3,No,33.0,No
NW,0.0,1008.0,SW,8.6,2009-02-05,67.0,12.8,2.0,33.5,1007.6,23.9,Adelaide,39.0,24.0,27.0,SW,19.1,No,35.6,No
S,0.0,1006.8,WNW,8.8,2009-02-06,38.0,12.1,2.0,41.4,1003.5,28.8,Adelaide,31.0,13.0,15.0,NW,21.0,No,43.9,No
N,0.0,1000.8,SSW,,2009-02-07,12.0,11.6,19.0,33.8,1004.4,37.4,Adelaide,70.0,22.0,29.0,NNW,25.8,No,41.5,No
SSE,0.8,1013.7,SSE,,2009-02-08,65.0,4.3,15.0,23.3,1015.7,20.2,Adelaide,35.0,20.0,37.0,SSE,18.6,No,24.8,No
SE,0.0,1020.0,SSE,27.6,2009-02-09,47.0,12.2,11.0,22.8,1018.1,17.1,Adelaide,43.0,24.0,33.0,SSE,14.7,No,23.3,No
S,0.0,1021.5,SSW,9.4,2009-02-10,54.0,6.4,13.0,19.2,1020.3,16.0,Adelaide,43.0,17.0,33.0,SSE,13.7,No,21.1,No
ESE,0.0,1023.7,SE,5.0,2009-02-11,49.0,7.3,11.0,20.0,1021.5,14.7,Adelaide,46.0,20.0,35.0,SSE,13.2,No,21.3,No
SE,0.0,1023.1,SSE,4.8,2009-02-12,56.0,12.7,13.0,22.8,1020.3,15.7,Adelaide,43.0,19.0,24.0,SSE,12.5,No,23.8,No
ESE,0.0,1021.9,SE,7.0,2009-02-13,43.0,12.7,19.0,27.2,1019.4,18.9,Adelaide,,22.0,21.0,,15.2,No,28.8,No
ENE,0.0,1020.6,SW,,2009-02-14,36.0,12.3,11.0,27.7,1018.0,24.2,Adelaide,48.0,20.0,31.0,SSE,18.3,No,31.3,No
SSW,0.0,1017.8,W,,2009-02-15,58.0,11.7,7.0,27.6,1014.8,19.7,Adelaide,35.0,20.0,36.0,W,17.2,No,30.0,No
N,0.0,1016.1,W,24.8,2009-02-16,47.0,12.5,4.0,29.9,1012.8,23.1,Adelaide,37.0,20.0,34.0,WSW,18.8,No,31.7,No
NE,0.0,1012.8,SW,9.4,2009-02-17,30.0,11.8,11.0,32.3,1010.2,27.4,Adelaide,39.0,20.0,23.0,ESE,20.9,No,34.2,No
NNE,0.0,1010.6,W,9.4,2009-02-18,25.0,12.5,9.0,34.3,1007.6,28.0,Adelaide,31.0,17.0,17.0,ESE,22.2,No,35.4,No
NNE,0.0,1008.6,SSW,8.4,2009-02-19,24.0,7.8,9.0,25.4,1009.3,27.5,Adelaide,39.0,19.0,54.0,WSW,20.6,No,33.0,No
S,0.0,1017.0,SSW,7.8,2009-02-20,50.0,9.0,11.0,22.8,1017.0,19.9,Adelaide,39.0,19.0,49.0,SW,16.3,No,24.9,No
ESE,0.0,1020.6,SSE,,2009-02-21,55.0,12.0,13.0,25.3,1017.6,19.1,Adelaide,41.0,19.0,37.0,SSE,16.8,No,26.4,No
ESE,0.0,1016.3,W,,2009-02-22,59.0,12.5,2.0,29.3,1012.7,19.6,Adelaide,31.0,17.0,23.0,WSW,14.5,No,31.4,No
N,0.0,1012.3,SW,18.8,2009-02-23,42.0,11.3,2.0,26.7,1013.6,22.0,Adelaide,46.0,24.0,45.0,SW,17.3,No,27.6,No
N,0.0,1020.2,NE,7.6,2009-02-24,47.0,11.3,6.0,25.1,1017.1,16.7,Adelaide,37.0,13.0,20.0,E,13.0,No,27.4,No
NE,0.0,1017.1,SW,7.2,2009-02-25,23.0,12.3,13.0,31.7,1015.3,22.6,Adelaide,35.0,9.0,14.0,ESE,16.4,No,32.4,No
NNE,0.0,1014.7,NNW,9.8,2009-02-26,15.0,12.1,15.0,36.8,1011.0,26.4,Adelaide,33.0,9.0,8.0,NE,22.5,No,38.7,No
NNE,0.0,1011.3,SW,9.6,2009-02-27,10.0,11.0,9.0,29.3,1011.6,29.2,Adelaide,41.0,20.0,38.0,SW,26.3,No,32.2,No
N,0.0,1016.0,SSW,7.6,2009-02-28,64.0,11.9,6.0,29.0,1013.1,18.2,Adelaide,31.0,15.0,23.0,SSE,14.4,No,29.5,No
W,0.0,1015.7,WSW,,2009-03-01,62.0,5.2,4.0,21.7,1014.4,17.1,Adelaide,28.0,17.0,46.0,W,15.2,No,24.0,No
NNW,0.0,1011.5,NE,11.8,2009-03-02,51.0,1.0,9.0,26.8,1008.6,20.7,Adelaide,46.0,7.0,44.0,NE,17.1,No,28.7,Yes
NW,1.6,1003.0,WSW,3.4,2009-03-03,76.0,0.6,6.0,17.9,1009.7,23.7,Adelaide,54.0,24.0,76.0,WSW,20.7,Yes,23.8,Yes
WSW,10.2,1020.1,WSW,3.4,2009-03-04,55.0,6.4,24.0,19.6,1021.2,17.0,Adelaide,59.0,31.0,52.0,WSW,14.1,Yes,21.1,No
S,0.4,1023.4,WSW,4.4,2009-03-05,73.0,5.8,11.0,20.1,1022.0,16.7,Adelaide,37.0,19.0,65.0,SW,13.9,No,21.3,No
NE,0.0,1019.7,SSW,3.6,2009-03-06,73.0,5.5,2.0,20.1,1016.9,17.0,Adelaide,26.0,6.0,61.0,WSW,14.6,No,22.1,No
N,0.0,1017.8,SSE,,2009-03-07,69.0,8.2,4.0,22.9,1015.8,17.5,Adelaide,35.0,7.0,44.0,SSE,13.4,No,24.4,No
S,0.0,1019.3,SSE,,2009-03-08,51.0,11.8,6.0,25.4,1017.1,17.7,Adelaide,39.0,13.0,31.0,ESE,15.0,No,26.9,No
NNW,0.0,1018.8,SW,,2009-03-09,42.0,11.9,6.0,28.3,1016.4,20.6,Adelaide,30.0,13.0,26.0,SSE,15.1,No,29.6,No
S,0.0,1017.6,SW,16.6,2009-03-10,59.0,11.3,6.0,27.2,1015.4,19.2,Adelaide,,15.0,42.0,,15.9,No,29.4,No
ENE,0.0,1017.0,WSW,5.0,2009-03-11,64.0,10.6,7.0,27.1,1014.3,19.9,Adelaide,,17.0,41.0,,17.4,No,28.0,No
,0.0,1015.9,SW,5.4,2009-03-12,53.0,10.7,0.0,29.3,1013.6,21.4,Adelaide,33.0,13.0,34.0,WSW,16.9,No,30.1,No
,0.0,1015.8,WSW,7.0,2009-03-13,47.0,11.3,0.0,32.2,1013.4,22.4,Adelaide,28.0,15.0,20.0,W,16.9,No,32.7,No
SW,0.4,1014.0,WSW,,2009-03-14,71.0,9.7,15.0,20.2,1015.1,18.9,Adelaide,56.0,30.0,49.0,WSW,17.9,No,22.0,No
SW,0.2,1018.3,WSW,,2009-03-15,67.0,3.3,15.0,17.5,1017.7,15.9,Adelaide,39.0,20.0,72.0,WSW,15.1,No,19.8,Yes
S,6.0,1018.6,WSW,14.8,2009-03-16,90.0,3.2,4.0,19.2,1018.4,15.2,Adelaide,41.0,22.0,54.0,WSW,14.3,Yes,20.0,No
ESE,0.4,1021.2,WSW,3.0,2009-03-17,60.0,9.8,6.0,21.6,1017.8,15.7,Adelaide,30.0,13.0,49.0,SW,14.5,No,22.6,No
NE,0.0,1015.1,NW,4.4,2009-03-18,41.0,8.7,13.0,27.7,1012.2,19.8,Adelaide,35.0,20.0,23.0,NW,12.2,No,28.4,No
NNE,0.0,1013.1,SW,4.8,2009-03-19,36.0,11.4,7.0,24.4,1013.7,21.6,Adelaide,30.0,15.0,52.0,WSW,16.7,No,26.1,No
,0.0,1015.8,SW,4.6,2009-03-20,69.0,10.9,0.0,27.7,1011.6,16.4,Adelaide,24.0,13.0,33.0,WSW,12.5,No,29.8,No
NNE,0.0,1009.4,NNW,,2009-03-21,30.0,6.4,9.0,33.7,1007.5,26.9,Adelaide,57.0,17.0,19.0,NNW,16.4,No,35.0,No
SSE,0.0,1017.0,WSW,,2009-03-22,60.0,11.2,13.0,21.1,1015.6,17.0,Adelaide,41.0,22.0,34.0,WSW,15.0,No,22.1,No
,0.0,1017.8,WSW,17.8,2009-03-23,60.0,11.1,0.0,22.6,1014.2,14.8,Adelaide,28.0,19.0,39.0,W,11.6,No,24.1,No
NNE,0.6,1015.9,NNE,3.4,2009-03-24,81.0,0.2,7.0,21.8,1014.5,16.7,Adelaide,30.0,7.0,49.0,E,14.8,No,22.8,Yes
NE,1.6,1015.8,WSW,1.0,2009-03-25,67.0,11.2,6.0,24.1,1016.2,19.2,Adelaide,26.0,15.0,56.0,WSW,16.3,Yes,25.6,No
S,0.0,1023.4,WSW,4.0,2009-03-26,70.0,10.5,11.0,23.8,1023.3,19.0,Adelaide,43.0,26.0,48.0,WSW,16.2,No,24.6,No
ENE,0.0,1027.7,SW,6.0,2009-03-27,62.0,11.2,7.0,23.0,1025.1,14.7,Adelaide,24.0,13.0,43.0,SW,10.8,No,23.6,No
NE,0.0,1023.4,SW,,2009-03-28,59.0,11.4,2.0,27.5,1020.3,15.0,Adelaide,22.0,13.0,16.0,WSW,10.2,No,29.3,No
,0.0,1021.2,WSW,,2009-03-29,49.0,11.3,0.0,29.6,1019.1,15.4,Adelaide,41.0,17.0,15.0,SE,11.4,No,31.6,No
SW,0.0,1021.8,SE,16.0,2009-03-30,50.0,11.1,6.0,31.0,1019.4,20.4,Adelaide,37.0,15.0,18.0,SE,15.4,No,32.0,No
E,0.0,1019.4,WSW,7.0,2009-03-31,24.0,11.1,13.0,32.4,1016.7,25.2,Adelaide,41.0,17.0,16.0,ESE,20.4,No,33.1,No
NE,0.0,1017.8,N,7.0,2009-04-01,37.0,11.0,11.0,33.0,1015.6,25.3,Adelaide,31.0,15.0,18.0,N,19.3,No,34.1,No
SSE,0.0,1017.6,NW,7.0,2009-04-02,48.0,9.4,6.0,33.4,1015.7,23.3,Adelaide,35.0,19.0,21.0,NNW,21.0,No,33.9,No
S,0.0,1022.0,SW,6.2,2009-04-03,62.0,8.3,7.0,19.8,1021.2,16.5,Adelaide,46.0,26.0,58.0,SW,16.4,No,21.7,No
SSE,0.0,1026.9,WSW,,2009-04-04,59.0,7.3,9.0,18.8,1025.1,15.5,Adelaide,35.0,17.0,46.0,SW,11.8,No,20.3,Yes
SSW,4.6,1024.6,SW,,2009-04-05,80.0,7.5,9.0,19.2,1022.8,16.6,Adelaide,37.0,20.0,62.0,SW,14.8,Yes,21.0,No
SSE,0.0,1029.5,SE,12.0,2009-04-06,47.0,1.1,11.0,16.8,1027.9,15.9,Adelaide,33.0,11.0,47.0,SSE,13.8,No,17.8,No
SE,0.0,1031.9,SSE,3.0,2009-04-07,57.0,9.4,13.0,20.6,1028.3,15.4,Adelaide,35.0,15.0,40.0,SE,12.5,No,21.2,No
NW,0.0,1029.1,W,3.4,2009-04-08,63.0,10.9,6.0,20.7,1025.1,16.0,Adelaide,30.0,15.0,49.0,SSE,11.6,No,22.6,No
SSW,0.0,1023.0,WSW,5.8,2009-04-09,64.0,10.7,4.0,21.6,1019.2,16.4,Adelaide,26.0,15.0,44.0,SW,10.2,No,22.3,No
,0.0,1021.6,WSW,,2009-04-10,69.0,10.7,0.0,21.9,1019.7,16.6,Adelaide,28.0,15.0,49.0,SW,9.4,No,22.0,No
,0.0,1023.3,WSW,,2009-04-11,56.0,10.8,0.0,24.6,1020.7,17.8,Adelaide,22.0,13.0,29.0,SW,9.8,No,25.3,No
S,0.0,1022.1,WSW,,2009-04-12,41.0,10.9,4.0,28.2,1019.3,20.1,Adelaide,24.0,9.0,14.0,NW,10.5,No,28.7,No
NNW,0.0,1019.8,WSW,,2009-04-13,25.0,10.5,7.0,26.9,1016.2,21.0,Adelaide,26.0,13.0,16.0,NNW,11.3,No,28.5,No
N,0.0,1016.3,NW,17.2,2009-04-14,73.0,9.9,7.0,24.0,1012.4,17.5,Adelaide,26.0,9.0,40.0,SW,14.1,No,24.9,No
SW,0.0,1015.7,WSW,3.4,2009-04-15,50.0,8.0,22.0,18.2,1015.0,16.1,Adelaide,56.0,17.0,40.0,SW,14.7,No,18.9,No
N,0.0,1015.2,WNW,3.8,2009-04-16,62.0,3.1,9.0,19.5,1013.8,15.0,Adelaide,37.0,20.0,58.0,W,11.5,No,20.8,No
W,0.4,1019.4,SW,2.0,2009-04-17,70.0,3.0,13.0,21.0,1019.3,18.4,Adelaide,24.0,7.0,48.0,SW,15.0,No,21.7,No
ENE,0.0,1025.0,WSW,,2009-04-18,60.0,8.9,2.0,20.9,1023.0,18.1,Adelaide,33.0,20.0,56.0,WSW,11.8,No,22.3,No
ESE,0.0,1025.0,ESE,,2009-04-19,58.0,10.7,4.0,22.4,1020.4,18.5,Adelaide,28.0,15.0,42.0,SE,12.1,No,22.9,No
S,0.0,1020.7,WSW,9.0,2009-04-20,62.0,8.8,2.0,24.7,1017.0,18.1,Adelaide,22.0,13.0,41.0,SW,11.4,No,26.1,No
NE,0.0,1020.3,NNE,3.0,2009-04-21,33.0,2.6,15.0,25.4,1017.7,21.5,Adelaide,28.0,13.0,23.0,NNE,14.8,No,27.4,No
NE,0.0,1019.7,SW,3.8,2009-04-22,31.0,10.4,13.0,26.6,1015.8,21.7,Adelaide,35.0,15.0,22.0,NE,14.5,No,28.5,No
NNE,0.0,1010.6,NE,6.2,2009-04-23,32.0,0.0,17.0,18.0,1004.9,22.2,Adelaide,48.0,22.0,69.0,N,21.3,No,22.2,Yes
NW,28.8,1002.3,SW,0.6,2009-04-24,94.0,2.4,7.0,16.9,1004.0,14.4,Adelaide,54.0,17.0,71.0,W,13.1,Yes,17.8,Yes
NNW,8.4,1003.6,WSW,,2009-04-25,94.0,1.8,13.0,14.7,1000.8,15.3,Adelaide,78.0,30.0,73.0,W,14.4,Yes,18.4,Yes
SW,18.6,1010.3,SW,,2009-04-26,43.0,7.0,26.0,14.5,1011.6,13.7,Adelaide,57.0,24.0,60.0,W,9.9,Yes,16.7,Yes
SW,10.8,1013.2,WSW,6.6,2009-04-27,75.0,7.1,19.0,17.8,1013.7,16.7,Adelaide,50.0,26.0,70.0,WSW,11.1,Yes,19.6,Yes
NNW,2.0,1023.0,SW,2.2,2009-04-28,72.0,6.1,7.0,16.7,1021.4,13.6,Adelaide,20.0,11.0,50.0,NNW,8.7,Yes,17.8,No
NE,0.0,1022.4,WSW,1.6,2009-04-29,58.0,10.3,9.0,19.1,1020.4,15.3,Adelaide,22.0,13.0,50.0,WSW,9.6,No,20.2,No
NE,0.0,1022.4,WNW,2.2,2009-04-30,69.0,7.6,9.0,18.7,1020.3,15.0,Adelaide,28.0,15.0,56.0,WNW,8.6,No,19.9,No
NE,0.0,1024.0,SSE,1.4,2009-05-01,82.0,0.7,9.0,15.2,1022.5,14.2,Adelaide,24.0,2.0,91.0,SSE,9.8,No,17.4,Yes
NNW,8.6,1028.6,SSE,,2009-05-02,83.0,9.6,4.0,18.1,1026.4,13.2,Adelaide,20.0,6.0,42.0,SE,7.9,Yes,18.7,No
N,0.0,1030.3,WSW,,2009-05-03,69.0,10.1,4.0,17.8,1028.3,12.9,Adelaide,22.0,13.0,52.0,WSW,6.4,No,18.7,No
N,0.0,1032.3,ESE,5.0,2009-05-04,78.0,3.4,2.0,17.6,1030.4,13.3,Adelaide,20.0,11.0,54.0,ESE,8.2,No,18.1,No
,0.0,1032.1,S,0.4,2009-05-05,79.0,6.2,0.0,17.8,1029.2,12.5,Adelaide,22.0,9.0,51.0,WSW,8.1,No,18.9,No
N,0.0,1030.5,SW,1.4,2009-05-06,69.0,2.0,2.0,16.8,1027.9,14.8,Adelaide,28.0,13.0,58.0,SSW,10.7,No,18.1,No
S,0.0,1030.8,SSE,1.4,2009-05-07,72.0,4.4,7.0,17.2,1029.2,15.0,Adelaide,24.0,13.0,60.0,SSE,12.7,No,18.3,No
ESE,0.0,1032.7,SSE,1.2,2009-05-08,71.0,5.9,9.0,17.2,1029.8,14.7,Adelaide,26.0,9.0,57.0,ESE,10.5,No,17.7,No
SE,0.0,1029.8,SSE,,2009-05-09,73.0,0.3,7.0,17.0,1026.2,14.3,Adelaide,28.0,11.0,58.0,S,13.1,No,17.1,No
ESE,0.0,1026.4,SSW,,2009-05-10,72.0,5.2,9.0,16.2,1023.6,13.8,Adelaide,22.0,9.0,60.0,ENE,12.5,No,16.8,No
,0.0,1025.1,SSE,5.4,2009-05-11,68.0,9.8,0.0,19.1,1022.8,13.8,Adelaide,24.0,11.0,45.0,SSE,7.2,No,19.8,No
NNE,0.0,1024.7,WSW,2.2,2009-05-12,70.0,9.1,4.0,17.9,1021.8,13.9,Adelaide,28.0,17.0,57.0,WSW,8.2,No,18.8,Yes
NNE,2.0,1021.7,WSW,1.4,2009-05-13,89.0,0.7,7.0,15.9,1018.8,12.6,Adelaide,26.0,15.0,68.0,SSW,9.8,Yes,16.2,Yes
SSW,4.8,1019.0,WSW,1.0,2009-05-14,89.0,4.6,20.0,16.2,1017.0,14.3,Adelaide,41.0,19.0,71.0,W,11.7,Yes,18.5,No
NW,1.0,1017.8,WSW,1.2,2009-05-15,80.0,0.5,19.0,15.9,1015.7,16.1,Adelaide,46.0,17.0,94.0,W,13.5,No,17.5,No
SSW,0.0,1019.3,WSW,,2009-05-16,88.0,7.8,11.0,17.8,1019.6,15.7,Adelaide,33.0,17.0,67.0,W,14.6,No,18.3,Yes
,13.8,1023.7,NNW,,2009-05-17,92.0,0.3,0.0,15.6,1021.4,14.7,Adelaide,13.0,4.0,90.0,NNW,13.7,Yes,16.1,Yes
E,1.6,1022.5,E,4.2,2009-05-18,61.0,3.1,9.0,17.4,1018.8,15.3,Adelaide,30.0,9.0,55.0,ESE,13.0,Yes,18.6,No
,0.0,1018.5,SW,1.8,2009-05-19,64.0,7.6,0.0,17.3,1016.1,14.2,Adelaide,24.0,13.0,53.0,ENE,9.2,No,18.6,No
,0.0,1020.0,SSW,1.2,2009-05-20,78.0,7.4,0.0,18.0,1018.9,12.6,Adelaide,24.0,4.0,69.0,ESE,7.9,No,19.4,No
ENE,0.0,1023.3,NE,1.4,2009-05-21,60.0,9.7,6.0,22.4,1019.9,17.6,Adelaide,31.0,13.0,38.0,ENE,12.1,No,22.8,No
NE,0.0,1019.9,NNE,2.6,2009-05-22,48.0,8.6,11.0,22.2,1015.0,17.7,Adelaide,43.0,19.0,34.0,NE,13.8,No,22.5,No
NNE,0.0,1012.5,NNE,,2009-05-23,53.0,3.4,22.0,20.9,1009.9,18.2,Adelaide,48.0,17.0,47.0,NNE,17.4,No,21.5,Yes
