RainToday,Evaporation,WindDir3pm,Temp3pmF,MaxTempF,Cloud3pm,WindSpeed9am,Rainfall,Date,Location,Humidity3pm,MinTempF,WindGustDir,RainTomorrow,Sunshine,WindDir9am,Humidity9am,Pressure3pm,WindSpeed3pm,Cloud9am,Temp9amF,WindGustSpeed,Pressure9am
No,8.0,WNW,90.5,92.3,1.0,17.0,0.0,2009-04-22,AliceSprings,15.0,60.08,NE,No,11.2,NE,19.0,1011.1,11.0,1.0,75.92,26.0,1014.9
No,11.4,WNW,90.68,95.0,6.0,37.0,0.0,2009-04-23,AliceSprings,12.0,70.7,W,No,7.5,N,16.0,1008.9,35.0,3.0,80.42,61.0,1011.5
No,11.6,SSE,73.4,74.48,0.0,28.0,0.0,2009-04-24,AliceSprings,22.0,57.02,SSW,No,11.1,S,44.0,1013.5,13.0,1.0,59.36,41.0,1017.8
No,7.4,SSW,77.54,78.62,0.0,13.0,0.0,2009-04-25,AliceSprings,19.0,47.48,S,No,11.1,SSE,50.0,1014.2,15.0,0.0,62.6,30.0,1018.3
No,4.8,S,77.54,79.16,0.0,11.0,0.0,2009-04-26,AliceSprings,23.0,50.36,ESE,No,11.2,S,34.0,1015.5,13.0,0.0,66.56,31.0,1018.8
No,6.0,SE,74.66,76.64,0.0,13.0,0.0,2009-04-27,AliceSprings,27.0,48.56,E,No,11.0,ESE,47.0,1017.5,20.0,0.0,63.5,33.0,1020.7
No,6.4,SSE,74.48,75.56,7.0,4.0,0.0,2009-04-28,AliceSprings,23.0,46.94,SE,No,8.3,E,44.0,1018.6,19.0,7.0,63.14,35.0,1022.4
No,5.6,SSE,76.82,77.54,1.0,2.0,0.0,2009-04-29,AliceSprings,20.0,45.68,ESE,No,9.0,WNW,43.0,1017.5,20.0,2.0,59.0,41.0,1021.5
No,6.8,ESE,74.66,76.46,0.0,0.0,0.0,2009-04-30,AliceSprings,22.0,45.68,ESE,No,11.0,,42.0,1016.3,20.0,0.0,62.959999999999994,33.0,1020.2
No,8.4,SE,74.12,75.38,4.0,11.0,0.0,2009-05-01,AliceSprings,19.0,44.06,ESE,No,10.9,ESE,36.0,1019.2,24.0,1.0,62.24,50.0,1022.3
No,7.4,SE,71.78,72.5,0.0,11.0,0.0,2009-05-02,AliceSprings,16.0,42.980000000000004,SSE,No,11.0,ESE,35.0,1021.1,30.0,1.0,59.0,48.0,1024.6
No,7.6,SE,73.04,73.58,1.0,15.0,0.0,2009-05-03,AliceSprings,15.0,41.36,ESE,No,11.0,ESE,31.0,1022.0,22.0,0.0,59.18,50.0,1025.0
No,7.2,ESE,71.78,72.86,1.0,13.0,0.0,2009-05-04,AliceSprings,17.0,41.0,ESE,No,10.7,E,34.0,1022.6,24.0,2.0,59.9,46.0,1026.0
No,6.8,E,71.42,73.04,1.0,11.0,0.0,2009-05-05,AliceSprings,22.0,40.82,ESE,No,10.7,ESE,38.0,1022.1,11.0,1.0,57.2,43.0,1026.1
No,6.0,ESE,75.2,76.46,2.0,9.0,0.0,2009-05-06,AliceSprings,16.0,43.519999999999996,SSE,No,10.8,SSW,34.0,1021.0,24.0,0.0,58.28,44.0,1025.3
No,7.2,SE,71.24000000000001,72.68,1.0,11.0,0.0,2009-05-07,AliceSprings,20.0,44.6,ESE,No,10.8,SE,38.0,1021.2,24.0,0.0,59.36,48.0,1025.5
No,7.0,SE,69.08,70.52,2.0,20.0,0.0,2009-05-08,AliceSprings,23.0,43.7,SSE,No,10.7,SE,43.0,1021.4,22.0,2.0,56.66,41.0,1025.9
No,6.4,SE,72.68,73.75999999999999,2.0,17.0,0.0,2009-05-09,AliceSprings,15.0,40.46,E,No,10.8,E,37.0,1019.2,22.0,1.0,56.3,39.0,1024.1
No,5.8,ESE,72.32,73.4,5.0,4.0,0.0,2009-05-10,AliceSprings,21.0,42.44,ESE,No,10.5,E,36.0,1017.3,19.0,1.0,57.74,37.0,1021.0
No,6.4,S,69.25999999999999,73.22,0.0,7.0,0.0,2009-05-11,AliceSprings,18.0,39.74,S,No,10.8,NW,42.0,1018.4,22.0,0.0,55.4,37.0,1021.7
No,5.6,SE,68.9,69.8,3.0,4.0,0.0,2009-05-12,AliceSprings,23.0,39.02,ESE,No,10.5,SW,44.0,1017.0,20.0,1.0,55.22,37.0,1021.7
No,5.2,SSE,68.72,69.98,2.0,6.0,0.0,2009-05-13,AliceSprings,21.0,40.82,SE,No,10.3,SW,44.0,1016.5,20.0,1.0,54.68,41.0,1020.4
No,5.6,SE,67.64,68.0,2.0,0.0,0.0,2009-05-14,AliceSprings,20.0,40.82,ESE,No,10.6,,39.0,1017.7,26.0,2.0,55.58,48.0,1021.4
No,6.2,ESE,68.9,69.25999999999999,4.0,2.0,0.0,2009-05-15,AliceSprings,25.0,39.02,ESE,No,10.4,N,41.0,1019.1,20.0,1.0,55.58,50.0,1022.9
No,5.6,E,65.3,67.28,8.0,11.0,0.0,2009-05-16,AliceSprings,33.0,47.66,E,No,1.5,SE,46.0,1019.1,19.0,7.0,54.86,56.0,1022.4
No,4.0,E,65.84,65.84,8.0,4.0,0.0,2009-05-17,AliceSprings,37.0,50.0,ESE,No,0.0,N,54.0,1015.4,15.0,8.0,55.94,30.0,1021.6
No,2.8,S,71.6,73.94,7.0,2.0,0.0,2009-05-18,AliceSprings,29.0,49.64,S,No,6.8,ENE,53.0,1013.0,9.0,3.0,60.980000000000004,30.0,1017.6
No,4.0,SSE,73.58,74.66,1.0,7.0,0.0,2009-05-19,AliceSprings,21.0,44.42,S,No,10.6,WSW,54.0,1013.4,17.0,0.0,58.64,37.0,1016.8
No,5.2,S,72.32,72.32,0.0,2.0,0.0,2009-05-20,AliceSprings,24.0,42.44,SE,No,10.6,WSW,54.0,1015.9,20.0,0.0,55.94,37.0,1018.9
No,6.4,ESE,69.08,70.52,0.0,7.0,0.0,2009-05-21,AliceSprings,27.0,42.8,,No,10.5,WSW,55.0,1015.2,13.0,0.0,56.120000000000005,,1018.5
No,3.8,SSW,73.4,74.12,0.0,2.0,0.0,2009-05-22,AliceSprings,27.0,39.56,ENE,No,10.5,WNW,59.0,1013.4,9.0,1.0,56.120000000000005,19.0,1017.9
No,3.2,NNW,82.4,83.48,0.0,20.0,0.0,2009-05-23,AliceSprings,17.0,46.94,NNW,No,10.4,NNW,41.0,1008.7,15.0,0.0,63.86,31.0,1013.7
No,6.8,WNW,84.38000000000001,85.28,2.0,22.0,0.0,2009-05-24,AliceSprings,15.0,57.2,NNW,No,10.2,NNW,27.0,1010.0,28.0,1.0,70.16,48.0,1012.4
No,8.0,SE,68.18,70.7,4.0,20.0,0.0,2009-05-25,AliceSprings,38.0,54.86,SE,No,8.3,SE,48.0,1016.3,17.0,1.0,62.059999999999995,33.0,1019.0
No,6.8,ESE,66.56,68.0,7.0,15.0,0.0,2009-05-26,AliceSprings,36.0,48.2,ESE,No,2.7,ESE,50.0,1018.4,19.0,7.0,56.84,35.0,1020.6
No,3.6,SE,65.84,67.1,7.0,20.0,0.0,2009-05-27,AliceSprings,39.0,54.14,E,No,1.9,ESE,55.0,1017.7,20.0,7.0,58.1,37.0,1020.7
No,4.8,ESE,69.44,69.98,6.0,17.0,0.6,2009-05-28,AliceSprings,29.0,52.52,ESE,No,6.1,ESE,54.0,1017.7,22.0,7.0,57.2,35.0,1021.4
No,6.6,E,69.44,70.34,6.0,24.0,0.0,2009-05-29,AliceSprings,22.0,47.66,E,Yes,8.2,E,39.0,1018.3,17.0,5.0,55.76,37.0,1021.7
Yes,5.2,ESE,48.92,49.28,8.0,19.0,8.2,2009-05-30,AliceSprings,97.0,47.120000000000005,ENE,Yes,0.0,E,96.0,1017.8,26.0,8.0,47.120000000000005,39.0,1022.8
Yes,0.4,SSE,50.72,51.44,8.0,13.0,12.4,2009-05-31,AliceSprings,91.0,46.94,ESE,No,0.0,E,95.0,1020.5,13.0,7.0,48.2,22.0,1023.0
No,0.4,ESE,51.44,51.620000000000005,8.0,11.0,0.4,2009-06-01,AliceSprings,84.0,48.2,SE,No,0.0,E,92.0,1021.8,13.0,8.0,48.92,24.0,1024.1
No,0.4,E,53.96,54.68,7.0,7.0,0.4,2009-06-02,AliceSprings,71.0,47.48,ESE,No,0.0,SE,90.0,1021.5,9.0,8.0,48.56,20.0,1023.9
No,2.0,S,62.42,64.75999999999999,1.0,0.0,0.2,2009-06-03,AliceSprings,45.0,37.76,S,No,10.3,,92.0,1018.4,11.0,1.0,48.2,19.0,1022.4
No,1.4,E,70.7,71.96,1.0,0.0,0.0,2009-06-04,AliceSprings,35.0,39.92,ESE,No,10.2,,92.0,1016.1,7.0,0.0,50.36,20.0,1020.4
No,3.2,NW,69.08,72.5,7.0,20.0,0.0,2009-06-05,AliceSprings,40.0,50.36,NW,Yes,4.3,N,44.0,1013.6,26.0,4.0,63.14,41.0,1016.2
Yes,4.8,W,66.56,67.46,0.0,15.0,1.2,2009-06-06,AliceSprings,27.0,52.52,SW,No,10.3,SW,61.0,1015.9,24.0,1.0,55.76,33.0,1018.4
No,4.0,SSW,62.42,63.5,1.0,9.0,0.0,2009-06-07,AliceSprings,39.0,40.28,SSW,No,10.3,WSW,74.0,1018.1,13.0,2.0,50.36,33.0,1021.7
No,3.4,SSW,62.059999999999995,63.14,0.0,7.0,0.0,2009-06-08,AliceSprings,35.0,39.38,SW,No,10.3,W,63.0,1020.1,9.0,0.0,50.9,24.0,1023.1
No,3.2,ESE,63.86,64.75999999999999,1.0,2.0,0.0,2009-06-09,AliceSprings,34.0,37.4,E,No,10.3,WNW,65.0,1022.0,9.0,0.0,50.54,28.0,1025.3
No,2.4,E,63.32,64.22,0.0,0.0,0.0,2009-06-10,AliceSprings,30.0,37.76,SSE,No,10.1,,79.0,1022.1,13.0,0.0,49.82,33.0,1025.6
No,3.2,NE,66.38,67.1,0.0,0.0,0.0,2009-06-11,AliceSprings,23.0,34.88,ENE,No,10.1,,69.0,1018.6,15.0,0.0,47.3,28.0,1024.3
No,4.4,NNW,72.5,73.75999999999999,0.0,17.0,0.0,2009-06-12,AliceSprings,14.0,42.980000000000004,NW,No,10.1,N,42.0,1015.0,19.0,1.0,57.56,41.0,1020.2
No,5.6,SSW,78.98,80.06,3.0,0.0,0.0,2009-06-13,AliceSprings,17.0,52.16,W,No,9.7,,31.0,1012.1,9.0,2.0,61.7,44.0,1015.5
No,6.2,SW,61.34,62.6,1.0,15.0,0.2,2009-06-14,AliceSprings,27.0,45.86,SW,No,10.2,SSW,44.0,1016.3,13.0,1.0,52.879999999999995,33.0,1019.0
No,4.0,S,61.7,62.24,3.0,11.0,0.0,2009-06-15,AliceSprings,43.0,39.2,SSE,No,10.2,S,57.0,1020.2,19.0,1.0,51.44,37.0,1022.7
No,3.8,SSE,62.059999999999995,62.6,1.0,2.0,0.0,2009-06-16,AliceSprings,33.0,36.86,SE,No,9.5,WNW,68.0,1021.6,15.0,5.0,48.379999999999995,39.0,1024.2
No,,ESE,60.26,61.34,6.0,17.0,0.0,2009-06-17,AliceSprings,36.0,44.06,SE,No,5.5,ESE,64.0,1022.7,15.0,7.0,53.78,31.0,1025.7
No,7.2,SE,60.980000000000004,61.7,0.0,0.0,0.0,2009-06-18,AliceSprings,30.0,33.44,ESE,No,10.2,,61.0,1021.3,17.0,0.0,47.66,31.0,1025.5
No,3.4,ENE,64.04,64.4,0.0,0.0,0.0,2009-06-19,AliceSprings,25.0,33.08,E,No,10.3,,63.0,1017.7,11.0,0.0,46.58,31.0,1022.3
No,2.8,W,71.78,73.75999999999999,3.0,0.0,0.0,2009-06-20,AliceSprings,13.0,33.26,WNW,No,10.3,,47.0,1014.2,4.0,1.0,51.8,24.0,1018.5
No,4.0,NW,76.46,77.72,3.0,11.0,0.0,2009-06-21,AliceSprings,18.0,40.82,NW,No,8.2,N,27.0,1012.6,19.0,2.0,60.8,31.0,1016.3
No,4.6,SSE,72.5,73.22,1.0,15.0,0.0,2009-06-22,AliceSprings,21.0,48.2,SSW,No,10.2,WSW,37.0,1014.6,11.0,1.0,58.82,22.0,1017.9
No,4.2,SE,71.42,72.68,0.0,4.0,0.0,2009-06-23,AliceSprings,15.0,43.7,SSE,No,10.3,NW,38.0,1016.1,7.0,0.0,57.02,20.0,1019.4
No,4.4,NNW,74.84,76.1,7.0,2.0,0.0,2009-06-24,AliceSprings,19.0,44.06,NNW,No,3.9,WSW,44.0,1014.9,9.0,5.0,53.78,20.0,1018.7
No,4.4,NW,77.72,79.16,7.0,20.0,0.0,2009-06-25,AliceSprings,17.0,53.78,NNW,No,2.7,N,18.0,1009.7,26.0,5.0,67.46,52.0,1014.3
No,5.4,W,71.6,72.68,1.0,17.0,0.0,2009-06-26,AliceSprings,29.0,53.96,SW,No,10.3,W,59.0,1010.5,22.0,1.0,62.24,41.0,1013.3
No,6.6,W,72.14,73.4,0.0,7.0,0.0,2009-06-27,AliceSprings,25.0,43.879999999999995,W,No,10.3,W,58.0,1011.2,13.0,1.0,56.3,26.0,1014.5
No,4.0,W,75.38,76.64,0.0,4.0,0.0,2009-06-28,AliceSprings,25.0,45.32,SW,No,10.3,W,41.0,1011.7,9.0,1.0,59.72,31.0,1014.5
No,4.0,NW,82.04,82.4,2.0,0.0,0.0,2009-06-29,AliceSprings,13.0,43.519999999999996,WNW,No,10.3,,34.0,1010.8,22.0,2.0,64.22,41.0,1014.3
No,7.6,NW,87.08000000000001,88.16,1.0,35.0,0.0,2009-06-30,AliceSprings,22.0,62.24,NW,No,10.3,NW,28.0,1010.5,35.0,5.0,73.75999999999999,57.0,1012.4
No,8.0,E,71.78,73.4,1.0,13.0,0.0,2009-07-01,AliceSprings,25.0,55.4,SE,No,10.3,S,47.0,1016.2,11.0,0.0,62.6,28.0,1019.5
No,5.2,S,66.92,67.82,1.0,6.0,0.0,2009-07-02,AliceSprings,23.0,43.879999999999995,SSW,No,10.3,S,42.0,1021.0,19.0,0.0,53.96,41.0,1023.1
No,4.4,SE,64.04,64.94,5.0,6.0,0.0,2009-07-03,AliceSprings,30.0,37.22,ESE,No,9.7,SSW,41.0,1023.3,17.0,1.0,50.18,33.0,1027.2
No,4.6,E,62.24,62.6,7.0,9.0,0.0,2009-07-04,AliceSprings,42.0,40.28,E,No,7.0,S,67.0,1022.0,22.0,6.0,50.36,33.0,1025.8
No,3.4,SSE,62.42,63.32,6.0,9.0,0.0,2009-07-05,AliceSprings,41.0,42.260000000000005,E,No,6.3,ENE,73.0,1018.0,9.0,5.0,50.0,30.0,1022.3
No,2.8,SE,63.86,64.75999999999999,1.0,4.0,0.0,2009-07-06,AliceSprings,40.0,38.12,E,No,10.3,WNW,64.0,1018.2,15.0,0.0,50.54,30.0,1021.1
No,3.8,ESE,65.12,66.74000000000001,1.0,0.0,0.0,2009-07-07,AliceSprings,29.0,36.14,ESE,No,10.3,,63.0,1017.8,17.0,1.0,49.64,31.0,1021.3
No,4.0,SE,66.74000000000001,67.46,1.0,0.0,0.0,2009-07-08,AliceSprings,22.0,35.6,SE,No,10.3,,63.0,1019.1,19.0,1.0,48.74,35.0,1021.3
No,4.0,E,68.72,69.98,0.0,2.0,0.0,2009-07-09,AliceSprings,19.0,35.6,ESE,No,10.3,N,51.0,1018.5,11.0,2.0,50.54,26.0,1021.9
No,4.0,NW,75.92,77.0,0.0,0.0,0.0,2009-07-10,AliceSprings,17.0,37.04,N,No,10.3,,31.0,1014.4,13.0,0.0,54.32,33.0,1019.6
No,5.0,WNW,79.34,80.78,0.0,6.0,0.0,2009-07-11,AliceSprings,21.0,49.1,NNW,No,10.3,NNW,33.0,1011.7,17.0,1.0,64.22,35.0,1015.3
No,5.8,NW,81.86,82.58,1.0,7.0,0.0,2009-07-12,AliceSprings,14.0,48.74,NNW,No,10.3,W,48.0,1011.5,28.0,0.0,59.540000000000006,48.0,1016.3
No,6.6,SSW,58.28,60.440000000000005,6.0,13.0,0.0,2009-07-13,AliceSprings,59.0,52.7,S,No,4.6,SSE,65.0,1017.7,13.0,7.0,56.3,39.0,1019.3
No,2.2,WSW,61.88,64.22,0.0,13.0,0.0,2009-07-14,AliceSprings,19.0,35.96,SSW,No,10.3,WSW,49.0,1018.0,17.0,0.0,48.92,33.0,1022.7
No,4.8,SSW,59.540000000000006,60.8,1.0,17.0,0.0,2009-07-15,AliceSprings,36.0,38.3,SSW,No,10.3,SSW,54.0,1020.4,17.0,1.0,48.92,35.0,1023.2
No,3.0,SSW,62.059999999999995,63.5,0.0,0.0,0.0,2009-07-16,AliceSprings,27.0,33.62,ESE,No,10.4,,62.0,1019.7,6.0,0.0,48.2,22.0,1023.1
No,3.0,WNW,68.0,69.62,0.0,0.0,0.0,2009-07-17,AliceSprings,21.0,32.36,NNW,No,10.4,,51.0,1017.5,13.0,0.0,51.26,31.0,1022.2
No,4.0,SSE,72.32,73.04,0.0,2.0,0.0,2009-07-18,AliceSprings,12.0,34.88,WSW,No,10.4,NNW,37.0,1017.9,11.0,1.0,56.84,24.0,1021.4
No,4.8,N,73.04,74.12,,2.0,0.0,2009-07-19,AliceSprings,12.0,38.48,NE,No,10.4,SE,25.0,1016.0,20.0,0.0,59.72,41.0,1021.1
No,7.0,N,82.4,83.3,0.0,17.0,0.0,2009-07-20,AliceSprings,9.0,51.620000000000005,NNW,No,10.4,NNW,15.0,1013.6,24.0,0.0,61.16,46.0,1018.7
No,8.0,NNW,76.1,78.25999999999999,6.0,0.0,0.0,2009-07-21,AliceSprings,29.0,56.66,,No,3.0,,44.0,1014.3,28.0,5.0,66.2,,1018.2
No,4.8,SSE,69.44,70.34,2.0,13.0,0.0,2009-07-22,AliceSprings,23.0,59.18,SSW,No,9.4,SW,33.0,1017.4,15.0,3.0,63.32,35.0,1020.5
No,5.0,E,69.08,69.98,0.0,0.0,0.0,2009-07-23,AliceSprings,15.0,39.74,,No,10.5,,34.0,1020.1,13.0,0.0,54.14,,1023.0
No,5.4,E,72.5,73.75999999999999,0.0,7.0,0.0,2009-07-24,AliceSprings,15.0,34.88,E,No,10.5,ESE,35.0,1019.3,17.0,0.0,51.98,26.0,1024.6
No,6.2,NNW,74.3,77.9,6.0,20.0,0.0,2009-07-25,AliceSprings,14.0,49.82,NNW,No,5.9,N,22.0,1016.7,13.0,6.0,61.34,30.0,1020.3
No,4.0,S,64.22,65.3,0.0,22.0,0.0,2009-07-26,AliceSprings,20.0,52.7,SSW,No,10.4,S,47.0,1020.9,24.0,1.0,56.66,48.0,1023.9
No,6.0,ESE,61.88,62.78,6.0,15.0,0.0,2009-07-27,AliceSprings,28.0,37.04,ESE,No,10.6,SE,44.0,1023.6,26.0,3.0,52.52,44.0,1026.7
No,5.0,SE,60.440000000000005,61.34,0.0,20.0,0.0,2009-07-28,AliceSprings,23.0,35.78,ESE,No,10.7,SE,48.0,1025.1,24.0,2.0,49.1,44.0,1028.5
No,5.0,SE,62.959999999999994,63.86,0.0,11.0,0.0,2009-07-29,AliceSprings,22.0,32.36,ESE,No,10.7,ESE,47.0,1026.3,24.0,0.0,48.56,56.0,1029.2
No,6.2,SE,63.32,64.04,,9.0,0.0,2009-07-30,AliceSprings,25.0,33.8,ESE,No,10.6,SSE,53.0,1025.5,22.0,0.0,48.379999999999995,43.0,1029.1
No,3.6,SE,64.58,66.02,0.0,9.0,0.0,2009-07-31,AliceSprings,24.0,34.16,ESE,No,10.7,ESE,50.0,1023.8,20.0,1.0,50.9,44.0,1027.6
No,4.4,ESE,66.02,67.1,0.0,0.0,0.0,2009-08-01,AliceSprings,27.0,34.88,E,No,10.7,,63.0,1022.7,15.0,0.0,49.28,33.0,1027.1
No,4.6,S,67.64,69.08,0.0,6.0,0.0,2009-08-02,AliceSprings,20.0,35.96,ENE,No,10.8,WNW,53.0,1022.8,13.0,0.0,50.0,31.0,1026.6
No,5.4,E,68.72,69.8,0.0,0.0,0.0,2009-08-03,AliceSprings,16.0,35.24,ESE,No,10.8,,43.0,1022.0,13.0,0.0,50.0,30.0,1025.5
No,5.2,ESE,71.24000000000001,72.5,0.0,0.0,0.0,2009-08-04,AliceSprings,10.0,35.24,ESE,No,10.9,,38.0,1020.2,13.0,0.0,50.36,33.0,1023.6
No,5.8,ENE,69.98,73.75999999999999,0.0,0.0,0.0,2009-08-05,AliceSprings,6.0,35.24,ENE,No,10.9,,31.0,1018.8,13.0,0.0,52.879999999999995,31.0,1022.0
No,4.0,WNW,79.52,80.78,0.0,6.0,0.0,2009-08-06,AliceSprings,5.0,35.42,W,No,,N,14.0,1016.8,11.0,0.0,61.519999999999996,28.0,1019.9
No,,SE,80.06,81.14,,6.0,0.0,2009-08-07,AliceSprings,4.0,40.28,E,No,,NW,13.0,1017.1,13.0,,58.82,35.0,1020.4
No,11.4,ESE,78.98,79.52,0.0,4.0,0.0,2009-08-08,AliceSprings,7.0,38.839999999999996,E,No,10.9,WNW,22.0,1016.0,15.0,0.0,57.74,26.0,1020.6
No,6.2,WSW,81.5,82.58,0.0,0.0,0.0,2009-08-09,AliceSprings,2.0,39.92,WSW,No,11.0,,21.0,1014.0,22.0,0.0,58.82,33.0,1018.2
No,7.4,W,85.64,87.26,0.0,26.0,0.0,2009-08-10,AliceSprings,2.0,46.76,NNW,No,10.9,NNW,6.0,1012.9,20.0,0.0,70.88,44.0,1015.7
No,9.4,W,87.98,88.88000000000001,0.0,20.0,0.0,2009-08-11,AliceSprings,3.0,54.68,NNW,No,11.0,WNW,5.0,1012.3,20.0,0.0,77.72,56.0,1015.3
No,11.2,NW,87.26,89.06,0.0,7.0,0.0,2009-08-12,AliceSprings,4.0,50.36,NW,No,11.1,NNW,13.0,1012.0,31.0,0.0,70.34,37.0,1016.1
No,8.0,NW,88.88000000000001,89.78,1.0,11.0,0.0,2009-08-13,AliceSprings,7.0,55.04,NW,No,11.1,W,12.0,1013.2,26.0,0.0,76.1,48.0,1016.0
No,9.8,WNW,88.88000000000001,90.86,2.0,6.0,0.0,2009-08-14,AliceSprings,11.0,52.34,NNW,No,10.8,E,20.0,1013.8,22.0,1.0,73.58,57.0,1017.6
No,9.2,NNW,89.06,91.22,3.0,24.0,0.0,2009-08-15,AliceSprings,14.0,70.34,N,No,10.9,NNW,22.0,1011.6,30.0,3.0,78.25999999999999,56.0,1016.1
No,15.2,S,82.4,86.18,4.0,20.0,0.0,2009-08-16,AliceSprings,18.0,73.58,NNW,No,11.0,NW,17.0,1014.3,22.0,3.0,79.88,50.0,1016.0
No,9.6,E,73.04,73.75999999999999,4.0,30.0,0.0,2009-08-17,AliceSprings,10.0,53.96,ESE,No,10.8,ESE,13.0,1021.2,24.0,1.0,62.78,50.0,1023.8
No,8.8,NE,85.1,86.72,1.0,13.0,0.0,2009-08-18,AliceSprings,11.0,49.1,ENE,No,10.8,ENE,16.0,1017.9,11.0,6.0,61.34,37.0,1023.1
No,7.6,WNW,88.34,90.14,1.0,22.0,0.0,2009-08-19,AliceSprings,10.0,51.44,NNW,No,11.0,NNE,16.0,1017.2,24.0,0.0,75.74000000000001,50.0,1020.9
No,9.2,W,89.78,91.76,0.0,6.0,0.0,2009-08-20,AliceSprings,9.0,52.34,SW,No,11.2,NNW,25.0,1014.1,13.0,0.0,71.06,50.0,1019.5
No,8.0,WNW,92.48,94.46000000000001,0.0,7.0,0.0,2009-08-21,AliceSprings,10.0,58.459999999999994,NW,No,11.2,N,21.0,1010.1,24.0,0.0,76.64,50.0,1014.3
No,11.4,NW,94.64,95.36,0.0,9.0,0.0,2009-08-22,AliceSprings,7.0,61.88,NW,No,11.2,NNW,21.0,1009.4,31.0,0.0,78.44,52.0,1013.2
No,10.6,NNW,95.0,95.18,1.0,9.0,0.0,2009-08-23,AliceSprings,10.0,54.68,NW,No,11.2,WNW,15.0,1009.3,31.0,0.0,79.16,52.0,1013.3
No,11.2,SE,84.56,86.36,1.0,11.0,0.0,2009-08-24,AliceSprings,22.0,61.519999999999996,S,No,11.0,SSE,34.0,1012.4,7.0,0.0,73.22,28.0,1016.3
No,8.0,ENE,76.64,78.62,2.0,24.0,0.0,2009-08-25,AliceSprings,15.0,57.92,ESE,Yes,10.4,ESE,21.0,1015.9,19.0,4.0,66.74000000000001,41.0,1018.7
Yes,9.8,NE,56.66,67.46,8.0,6.0,3.6,2009-08-26,AliceSprings,87.0,54.32,E,Yes,0.0,WNW,85.0,1018.3,11.0,8.0,54.68,35.0,1022.2
Yes,1.6,N,67.82,76.1,7.0,13.0,8.0,2009-08-27,AliceSprings,55.0,51.08,NNW,No,0.5,NNW,29.0,1014.5,19.0,8.0,67.28,39.0,1017.0
No,3.4,NW,89.78,92.48,2.0,22.0,0.0,2009-08-28,AliceSprings,21.0,58.82,NW,No,9.5,NNW,33.0,1008.3,37.0,6.0,75.92,57.0,1013.4
No,8.4,NW,90.86,93.02,2.0,7.0,0.0,2009-08-29,AliceSprings,17.0,62.24,NW,No,11.0,N,32.0,1010.1,43.0,5.0,76.64,63.0,1013.6
No,12.6,SE,70.16,71.24000000000001,5.0,31.0,0.0,2009-08-30,AliceSprings,33.0,57.56,ESE,No,8.6,SE,46.0,1019.0,30.0,6.0,63.5,52.0,1021.7
No,8.0,ESE,68.18,68.54,5.0,24.0,0.0,2009-08-31,AliceSprings,20.0,50.18,ESE,No,7.9,ESE,29.0,1020.4,19.0,4.0,56.48,39.0,1024.3
No,6.6,NNE,77.18,80.06,2.0,22.0,0.0,2009-09-01,AliceSprings,14.0,51.8,E,No,10.7,E,23.0,1013.7,15.0,4.0,61.7,37.0,1019.9
No,9.2,NW,91.76,93.38000000000001,1.0,30.0,0.0,2009-09-02,AliceSprings,16.0,59.540000000000006,NNW,Yes,9.5,N,17.0,1009.0,33.0,4.0,74.3,59.0,1013.9
Yes,9.8,SW,78.08,80.24000000000001,1.0,13.0,2.8,2009-09-03,AliceSprings,36.0,65.3,WSW,No,9.8,WSW,72.0,1012.9,15.0,2.0,72.5,44.0,1014.6
No,5.8,ESE,73.94,75.74000000000001,0.0,20.0,0.0,2009-09-04,AliceSprings,24.0,52.7,E,No,11.0,SE,35.0,1015.3,15.0,1.0,63.32,35.0,1019.0
No,8.0,NW,86.18,87.26,0.0,11.0,0.0,2009-09-05,AliceSprings,11.0,49.82,NW,No,11.0,ENE,28.0,1012.0,19.0,0.0,63.86,44.0,1017.6
No,8.4,WNW,89.96000000000001,94.28,5.0,20.0,0.0,2009-09-06,AliceSprings,8.0,62.6,NW,No,11.0,NNW,26.0,1008.0,37.0,4.0,77.0,56.0,1012.9
No,14.0,SSW,74.12,74.48,1.0,26.0,0.0,2009-09-07,AliceSprings,12.0,56.84,S,No,11.3,SSE,16.0,1015.4,13.0,0.0,64.75999999999999,39.0,1018.1
No,7.4,SSE,72.86,73.75999999999999,0.0,13.0,0.0,2009-09-08,AliceSprings,15.0,43.7,ESE,No,11.3,ESE,26.0,1015.6,11.0,0.0,60.440000000000005,30.0,1019.8
No,6.4,WSW,78.44,80.24000000000001,0.0,13.0,0.0,2009-09-09,AliceSprings,10.0,42.620000000000005,SSW,No,11.3,NNE,21.0,1013.8,15.0,0.0,65.84,30.0,1017.9
No,6.2,NW,82.94,84.74,1.0,24.0,0.0,2009-09-10,AliceSprings,5.0,45.68,N,No,11.4,N,10.0,1014.2,17.0,0.0,71.78,35.0,1018.2
No,7.6,NW,87.08000000000001,88.7,0.0,17.0,0.0,2009-09-11,AliceSprings,5.0,53.42,NNW,No,11.6,NNE,6.0,1014.7,19.0,0.0,73.94,44.0,1019.2
No,12.0,NNW,89.24,91.03999999999999,0.0,33.0,0.0,2009-09-12,AliceSprings,2.0,62.24,WNW,No,11.6,NNW,2.0,1014.0,19.0,0.0,79.34,56.0,1018.2
No,11.4,SSE,90.68,93.91999999999999,3.0,17.0,0.0,2009-09-13,AliceSprings,12.0,65.84,SSW,No,10.1,WNW,5.0,1014.7,13.0,2.0,83.66,37.0,1017.5
