WindGustDir,Cloud9am,Temp9amC,RainToday,Sunshine,Pressure3pm,WindSpeed3pm,WindDir9am,WindGustSpeed,RainTomorrow,Cloud3pm,WindSpeed9am,Date,MinTempC,Location,Evaporation,MaxTempC,WindDir3pm,Rainfall,Humidity9am,Temp3pmC,Humidity3pm,Pressure9am
NW,7.0,16.0,No,2.2,1023.0,11.0,NW,20.0,No,7.0,6.0,2009-05-25,12.7,SydneyAirport,3.6,20.6,NE,0.0,78.0,20.1,60.0,1025.7
N,5.0,14.5,No,8.4,1018.5,6.0,WNW,28.0,No,1.0,19.0,2009-05-26,12.6,SydneyAirport,0.6,23.2,E,0.0,86.0,22.0,50.0,1022.3
W,7.0,16.7,No,0.1,1018.3,11.0,WNW,35.0,Yes,8.0,13.0,2009-05-27,14.0,SydneyAirport,3.0,17.9,WSW,0.0,77.0,15.5,93.0,1020.2
SSW,3.0,15.1,Yes,7.7,1020.1,33.0,SW,52.0,Yes,4.0,17.0,2009-05-28,11.6,SydneyAirport,0.4,17.2,S,3.8,88.0,16.3,81.0,1021.0
SSW,2.0,14.2,Yes,6.1,1022.3,37.0,W,59.0,Yes,7.0,17.0,2009-05-29,11.4,SydneyAirport,2.4,16.6,SSW,6.0,66.0,15.7,74.0,1023.1
SE,7.0,13.4,Yes,4.0,1026.9,26.0,SSW,59.0,Yes,7.0,31.0,2009-05-30,10.8,SydneyAirport,4.6,18.2,SW,16.0,89.0,15.2,84.0,1027.8
SE,3.0,17.9,Yes,2.8,1031.9,28.0,E,50.0,No,7.0,28.0,2009-05-31,13.1,SydneyAirport,1.2,19.6,E,5.2,47.0,17.8,53.0,1033.3
ESE,7.0,14.6,No,0.0,1030.1,9.0,NNW,31.0,Yes,7.0,11.0,2009-06-01,13.9,SydneyAirport,3.0,17.0,WNW,0.2,71.0,16.2,75.0,1032.6
E,7.0,15.1,Yes,3.4,1026.8,17.0,NW,28.0,Yes,6.0,9.0,2009-06-02,11.9,SydneyAirport,1.2,20.1,NNE,1.6,83.0,18.8,62.0,1029.9
ENE,8.0,15.2,Yes,0.1,1022.0,20.0,SSE,28.0,Yes,8.0,9.0,2009-06-03,14.5,SydneyAirport,2.8,18.7,ENE,7.4,95.0,17.6,87.0,1025.8
NW,7.0,14.4,Yes,0.6,1016.5,7.0,WNW,22.0,No,8.0,11.0,2009-06-04,13.0,SydneyAirport,0.0,17.9,NNE,3.0,91.0,17.1,81.0,1020.5
W,5.0,16.9,No,3.5,1012.1,15.0,W,33.0,No,7.0,13.0,2009-06-05,12.8,SydneyAirport,1.0,20.1,WNW,0.0,76.0,19.4,47.0,1014.5
W,0.0,13.1,No,9.8,1009.8,13.0,NW,37.0,No,1.0,15.0,2009-06-06,9.1,SydneyAirport,2.2,19.5,W,0.0,62.0,19.0,38.0,1013.9
NW,7.0,12.3,No,6.6,1004.6,33.0,NNW,48.0,No,2.0,15.0,2009-06-07,10.0,SydneyAirport,3.8,19.9,WNW,0.8,84.0,19.2,37.0,1008.0
WNW,2.0,14.6,No,9.0,1007.1,28.0,NNW,44.0,No,3.0,15.0,2009-06-08,10.0,SydneyAirport,3.2,20.1,WNW,0.2,58.0,19.9,32.0,1009.6
WNW,3.0,12.3,No,6.0,1007.9,35.0,W,59.0,No,6.0,26.0,2009-06-09,9.2,SydneyAirport,2.6,17.0,NW,0.0,52.0,15.6,34.0,1011.2
W,1.0,10.6,No,9.6,1012.9,39.0,W,61.0,No,1.0,43.0,2009-06-10,8.9,SydneyAirport,4.4,14.4,W,0.0,36.0,13.5,32.0,1012.2
W,1.0,8.4,No,9.8,1018.0,26.0,W,48.0,No,1.0,30.0,2009-06-11,5.3,SydneyAirport,4.0,16.1,WSW,0.0,47.0,15.2,29.0,1020.6
WSW,1.0,10.0,No,9.4,1019.8,7.0,WNW,39.0,No,7.0,15.0,2009-06-12,6.3,SydneyAirport,3.0,17.6,W,0.0,57.0,17.2,34.0,1024.0
WNW,7.0,9.8,No,4.6,1013.6,13.0,NW,31.0,No,7.0,20.0,2009-06-13,7.6,SydneyAirport,2.6,20.1,NNW,0.0,68.0,18.1,29.0,1017.4
N,6.0,11.2,No,0.3,1011.8,6.0,NW,24.0,Yes,8.0,15.0,2009-06-14,9.0,SydneyAirport,3.4,14.3,N,0.0,65.0,13.6,73.0,1014.3
WSW,2.0,11.5,Yes,8.6,1010.4,17.0,NW,41.0,No,3.0,15.0,2009-06-15,7.3,SydneyAirport,0.8,18.1,SW,2.2,71.0,17.3,40.0,1012.8
S,6.0,14.8,No,0.5,1019.8,35.0,SSW,57.0,Yes,7.0,31.0,2009-06-16,8.5,SydneyAirport,3.0,15.2,SSW,0.0,81.0,14.6,87.0,1017.5
SW,7.0,11.7,Yes,3.3,1026.4,22.0,NW,43.0,Yes,6.0,15.0,2009-06-17,10.5,SydneyAirport,0.8,16.4,SSE,10.0,92.0,15.2,76.0,1027.2
E,5.0,12.5,Yes,3.3,1027.9,9.0,WSW,37.0,Yes,4.0,6.0,2009-06-18,10.2,SydneyAirport,1.0,16.0,SSE,5.8,92.0,14.5,89.0,1029.5
E,6.0,14.9,Yes,7.2,1027.9,19.0,NE,37.0,No,4.0,13.0,2009-06-19,10.0,SydneyAirport,1.4,18.2,ESE,9.8,75.0,17.5,42.0,1030.0
ENE,7.0,13.3,No,0.6,1024.3,13.0,NNW,61.0,Yes,8.0,11.0,2009-06-20,10.5,SydneyAirport,3.8,16.7,NE,0.4,87.0,16.2,87.0,1027.8
NNE,7.0,14.2,Yes,1.9,1020.3,24.0,NW,31.0,Yes,8.0,9.0,2009-06-21,13.1,SydneyAirport,0.6,19.7,NNE,21.0,92.0,18.3,81.0,1023.6
NNE,7.0,16.3,Yes,6.7,1017.5,7.0,WNW,35.0,No,3.0,13.0,2009-06-22,14.2,SydneyAirport,1.8,19.9,SSW,12.6,89.0,17.3,81.0,1019.9
NW,1.0,14.3,No,9.5,1016.3,11.0,NW,22.0,No,1.0,11.0,2009-06-23,10.3,SydneyAirport,1.6,19.9,SSE,0.4,71.0,18.8,57.0,1019.5
WSW,6.0,11.9,No,6.3,1010.5,13.0,N,52.0,No,1.0,2.0,2009-06-24,8.9,SydneyAirport,1.4,19.8,N,0.0,75.0,18.7,50.0,1014.7
W,5.0,12.3,No,6.5,1012.1,19.0,WNW,33.0,No,6.0,13.0,2009-06-25,8.4,SydneyAirport,2.2,17.7,WNW,0.2,64.0,16.2,44.0,1014.2
NW,2.0,12.4,No,8.8,1008.8,11.0,S,30.0,No,4.0,2.0,2009-06-26,9.0,SydneyAirport,1.8,19.0,E,0.0,65.0,17.0,47.0,1012.5
E,6.0,11.2,No,0.2,1005.2,9.0,NW,26.0,No,7.0,9.0,2009-06-27,9.2,SydneyAirport,2.2,16.4,ENE,0.0,75.0,14.9,83.0,1007.8
WSW,6.0,12.5,No,5.3,1004.1,17.0,WNW,44.0,Yes,7.0,15.0,2009-06-28,10.9,SydneyAirport,2.2,19.8,NW,0.0,80.0,18.8,47.0,1006.0
WNW,1.0,13.6,Yes,9.8,1009.9,15.0,NNW,30.0,No,1.0,17.0,2009-06-29,9.3,SydneyAirport,2.0,21.4,NW,3.6,58.0,20.8,38.0,1011.9
N,7.0,16.2,No,2.2,1007.3,31.0,NNW,41.0,No,3.0,20.0,2009-06-30,12.5,SydneyAirport,1.4,20.6,N,0.0,60.0,20.1,45.0,1012.6
WNW,1.0,17.6,No,8.6,1004.0,33.0,W,54.0,No,1.0,9.0,2009-07-01,13.4,SydneyAirport,4.0,22.0,WNW,0.0,52.0,21.1,22.0,1005.6
W,1.0,15.8,No,8.4,1006.2,35.0,NNW,52.0,No,1.0,13.0,2009-07-02,9.8,SydneyAirport,4.8,19.4,W,0.0,41.0,18.5,27.0,1007.6
W,2.0,13.0,No,9.4,1003.9,37.0,W,70.0,No,5.0,43.0,2009-07-03,10.7,SydneyAirport,5.6,16.2,W,0.0,44.0,14.7,40.0,1003.4
W,1.0,11.7,No,9.8,1011.0,33.0,WSW,50.0,No,1.0,28.0,2009-07-04,7.4,SydneyAirport,3.8,17.3,WSW,0.0,51.0,16.0,37.0,1012.2
W,2.0,13.5,No,9.8,1016.1,19.0,W,41.0,No,1.0,20.0,2009-07-05,9.8,SydneyAirport,3.0,15.8,S,0.0,50.0,15.5,40.0,1016.3
SW,5.0,9.4,No,6.5,1017.4,11.0,WNW,28.0,Yes,6.0,17.0,2009-07-06,5.8,SydneyAirport,3.0,16.6,NW,0.0,62.0,16.0,36.0,1020.4
SSW,7.0,12.6,Yes,3.9,1024.1,28.0,S,52.0,Yes,7.0,31.0,2009-07-07,7.1,SydneyAirport,2.6,14.0,SSW,2.8,77.0,12.3,84.0,1024.4
WSW,7.0,11.0,Yes,3.2,1028.0,4.0,NW,37.0,Yes,6.0,9.0,2009-07-08,9.1,SydneyAirport,2.6,14.8,N,19.0,97.0,14.1,78.0,1029.5
SE,7.0,12.7,Yes,4.4,1028.3,20.0,SE,37.0,Yes,5.0,20.0,2009-07-09,7.6,SydneyAirport,0.4,17.6,SE,10.2,92.0,16.2,59.0,1030.7
S,5.0,12.6,Yes,8.4,1024.5,22.0,W,39.0,No,5.0,13.0,2009-07-10,9.1,SydneyAirport,1.8,17.3,SE,4.6,92.0,16.4,65.0,1028.0
NE,7.0,11.6,No,3.6,1018.3,17.0,NW,24.0,No,7.0,13.0,2009-07-11,8.7,SydneyAirport,2.0,17.3,NE,0.2,85.0,16.4,51.0,1022.3
NNW,7.0,11.5,No,2.3,1009.0,22.0,NW,31.0,No,5.0,11.0,2009-07-12,10.4,SydneyAirport,1.4,18.3,N,0.0,81.0,17.9,52.0,1014.4
,5.0,14.1,No,2.8,1005.5,13.0,WNW,,No,6.0,7.0,2009-07-13,11.1,SydneyAirport,2.4,18.8,NW,0.2,77.0,18.4,32.0,1007.4
NW,1.0,12.9,No,9.7,1004.4,30.0,NW,52.0,No,2.0,24.0,2009-07-14,9.2,SydneyAirport,3.2,17.8,W,0.0,60.0,16.7,36.0,1007.0
SSW,4.0,9.9,No,6.9,1008.0,13.0,NNW,41.0,Yes,3.0,17.0,2009-07-15,6.5,SydneyAirport,2.6,17.0,SE,0.0,67.0,14.7,43.0,1009.8
SSW,7.0,8.9,Yes,2.5,1010.2,22.0,W,57.0,Yes,7.0,22.0,2009-07-16,8.2,SydneyAirport,2.0,14.8,SSW,1.2,77.0,13.6,55.0,1011.9
SSW,3.0,12.3,Yes,4.5,1018.9,35.0,SW,54.0,No,7.0,31.0,2009-07-17,8.8,SydneyAirport,3.2,14.7,SSW,6.2,73.0,14.3,67.0,1018.9
NW,1.0,11.2,No,9.8,1018.0,13.0,NW,26.0,No,1.0,17.0,2009-07-18,7.3,SydneyAirport,3.0,18.7,W,0.0,69.0,18.6,39.0,1022.2
W,3.0,10.6,No,9.4,1019.0,28.0,NW,35.0,No,1.0,26.0,2009-07-19,6.0,SydneyAirport,2.2,20.1,W,0.0,61.0,19.0,33.0,1020.8
N,0.0,12.4,No,10.0,1019.9,9.0,NW,30.0,No,0.0,15.0,2009-07-20,7.6,SydneyAirport,2.6,21.2,NNW,0.0,58.0,20.8,28.0,1024.8
N,0.0,13.2,No,10.0,1015.1,15.0,NW,31.0,No,1.0,9.0,2009-07-21,8.2,SydneyAirport,5.4,23.0,NW,0.0,54.0,22.7,26.0,1021.1
NNW,3.0,21.0,No,8.0,1004.8,31.0,NNW,56.0,Yes,4.0,26.0,2009-07-22,13.2,SydneyAirport,4.8,25.5,NNW,0.0,44.0,24.6,33.0,1011.1
WSW,1.0,14.4,Yes,8.1,1014.3,30.0,WSW,56.0,No,3.0,7.0,2009-07-23,11.5,SydneyAirport,5.6,17.0,WSW,3.0,56.0,16.4,42.0,1012.4
SSW,1.0,11.2,No,9.4,1024.3,13.0,WNW,31.0,No,1.0,17.0,2009-07-24,8.0,SydneyAirport,2.2,15.5,SSE,0.6,59.0,15.3,58.0,1025.7
NW,1.0,10.3,No,9.9,1021.6,15.0,NW,28.0,No,1.0,17.0,2009-07-25,6.5,SydneyAirport,1.8,17.6,ESE,0.0,68.0,17.0,43.0,1026.0
NW,8.0,10.6,No,0.3,1014.0,9.0,NW,22.0,Yes,8.0,15.0,2009-07-26,8.2,SydneyAirport,5.8,15.2,W,0.0,74.0,13.2,75.0,1018.9
WSW,1.0,12.2,Yes,9.0,1015.1,24.0,WSW,48.0,No,1.0,31.0,2009-07-27,8.0,SydneyAirport,0.4,18.7,WSW,9.4,59.0,17.7,32.0,1015.8
WSW,0.0,12.5,No,10.0,1020.0,26.0,NNW,50.0,No,1.0,17.0,2009-07-28,8.3,SydneyAirport,3.6,18.9,WSW,0.0,53.0,17.3,38.0,1022.2
SW,1.0,12.7,No,9.1,1022.1,13.0,W,43.0,No,5.0,19.0,2009-07-29,7.5,SydneyAirport,2.2,20.0,SE,0.0,58.0,17.4,49.0,1023.8
W,1.0,13.0,No,9.5,1018.9,17.0,WNW,44.0,No,0.0,17.0,2009-07-30,8.4,SydneyAirport,4.0,19.4,NW,0.0,55.0,19.0,35.0,1024.1
W,5.0,13.9,No,8.5,1017.6,33.0,N,54.0,No,2.0,11.0,2009-07-31,8.0,SydneyAirport,3.0,19.9,W,0.0,55.0,19.4,37.0,1019.8
WSW,1.0,13.0,No,10.2,1021.0,17.0,WNW,37.0,No,0.0,17.0,2009-08-01,7.9,SydneyAirport,3.8,19.6,WNW,0.0,55.0,19.3,32.0,1025.2
SW,1.0,12.1,No,10.1,1022.3,11.0,NW,35.0,No,1.0,15.0,2009-08-02,7.7,SydneyAirport,4.0,19.7,NW,0.0,56.0,18.9,35.0,1027.4
,2.0,14.9,No,8.8,1019.4,26.0,NW,,No,5.0,22.0,2009-08-03,7.5,SydneyAirport,4.0,20.8,W,0.0,49.0,19.8,31.0,1019.9
NNW,8.0,12.6,No,5.1,1017.1,17.0,NW,35.0,No,2.0,13.0,2009-08-04,9.8,SydneyAirport,3.2,19.6,WNW,0.0,61.0,19.0,38.0,1021.5
E,5.0,11.9,No,9.9,1020.0,13.0,NW,26.0,No,1.0,15.0,2009-08-05,7.0,SydneyAirport,2.8,19.0,ESE,0.0,62.0,17.6,43.0,1022.6
NNE,7.0,12.1,No,9.2,1018.8,20.0,NW,37.0,No,4.0,15.0,2009-08-06,7.8,SydneyAirport,2.0,21.0,NE,0.0,68.0,19.2,44.0,1023.3
WSW,5.0,14.8,No,8.9,1009.0,30.0,NNW,85.0,No,6.0,15.0,2009-08-07,9.3,SydneyAirport,4.8,24.7,WNW,0.0,52.0,24.0,18.0,1015.3
S,2.0,11.2,No,9.9,1020.6,26.0,WSW,56.0,No,1.0,20.0,2009-08-08,7.8,SydneyAirport,6.4,14.6,S,0.0,42.0,14.4,51.0,1023.2
E,5.0,10.8,No,8.4,1017.4,17.0,NW,26.0,No,4.0,13.0,2009-08-09,5.1,SydneyAirport,2.6,18.6,E,0.0,50.0,16.9,47.0,1020.5
NNE,6.0,10.1,No,4.1,1016.6,17.0,NW,26.0,No,7.0,15.0,2009-08-10,6.7,SydneyAirport,1.8,18.1,NE,0.0,64.0,17.0,49.0,1019.5
NE,7.0,12.6,No,2.4,1011.9,30.0,NW,50.0,Yes,7.0,15.0,2009-08-11,9.2,SydneyAirport,1.2,18.2,NNE,0.0,72.0,18.1,58.0,1015.8
NW,4.0,13.5,Yes,9.7,1009.2,17.0,NW,37.0,No,4.0,13.0,2009-08-12,9.1,SydneyAirport,1.6,20.5,WNW,4.8,67.0,20.1,30.0,1012.3
W,0.0,15.2,No,10.2,1011.4,19.0,NNW,46.0,No,1.0,17.0,2009-08-13,8.9,SydneyAirport,5.4,21.3,W,0.0,48.0,20.5,36.0,1014.0
W,2.0,15.0,No,9.9,1015.8,19.0,WSW,30.0,No,1.0,17.0,2009-08-14,11.2,SydneyAirport,3.0,20.5,ENE,0.0,58.0,19.1,55.0,1018.8
WNW,0.0,14.3,No,10.5,1015.6,13.0,NNW,33.0,No,0.0,17.0,2009-08-15,8.6,SydneyAirport,3.2,22.9,WNW,0.0,58.0,21.9,35.0,1019.2
N,1.0,15.1,No,10.2,1008.2,24.0,NNW,44.0,No,1.0,15.0,2009-08-16,9.2,SydneyAirport,2.0,25.9,NNE,0.0,53.0,25.4,23.0,1015.5
SW,0.0,18.2,No,10.2,1013.7,28.0,WSW,57.0,No,0.0,31.0,2009-08-17,12.4,SydneyAirport,8.0,23.2,SW,0.0,37.0,20.1,25.0,1013.4
WSW,1.0,13.4,No,10.4,1026.0,19.0,W,39.0,No,1.0,15.0,2009-08-18,9.0,SydneyAirport,6.2,17.5,SE,0.0,43.0,17.0,44.0,1027.8
NE,0.0,13.4,No,10.4,1022.7,28.0,NW,35.0,No,1.0,11.0,2009-08-19,7.8,SydneyAirport,4.2,19.8,NE,0.0,56.0,19.4,42.0,1027.7
W,7.0,12.7,No,4.9,1013.8,19.0,NNW,28.0,No,1.0,15.0,2009-08-20,9.5,SydneyAirport,2.8,21.6,E,0.0,72.0,21.1,36.0,1019.2
WNW,2.0,18.2,No,4.8,1001.4,31.0,NNW,63.0,No,7.0,20.0,2009-08-21,10.3,SydneyAirport,4.0,26.2,NNE,0.0,43.0,24.9,31.0,1008.9
WSW,7.0,14.5,No,6.3,1009.5,26.0,SSW,43.0,No,1.0,17.0,2009-08-22,14.0,SydneyAirport,7.0,21.3,ENE,0.0,58.0,19.4,41.0,1012.2
NNE,1.0,18.5,No,10.2,1007.1,30.0,NW,37.0,No,3.0,13.0,2009-08-23,11.9,SydneyAirport,3.6,25.8,NE,0.0,54.0,24.1,40.0,1011.9
WNW,2.0,25.0,No,3.5,1005.5,24.0,WNW,85.0,Yes,8.0,24.0,2009-08-24,16.2,SydneyAirport,5.6,25.4,NNW,0.0,42.0,19.5,61.0,1005.9
WNW,1.0,16.2,Yes,10.5,1006.3,28.0,W,87.0,No,1.0,39.0,2009-08-25,15.2,SydneyAirport,5.0,20.8,WNW,1.2,23.0,20.5,19.0,1007.3
W,0.0,14.4,No,10.9,1010.3,30.0,SW,78.0,No,0.0,7.0,2009-08-26,11.7,SydneyAirport,8.4,22.6,NW,0.0,39.0,21.9,14.0,1013.1
NE,0.0,18.4,No,11.0,1013.0,30.0,NW,37.0,No,0.0,9.0,2009-08-27,11.0,SydneyAirport,6.0,22.5,NE,0.0,30.0,21.4,31.0,1017.5
NE,0.0,18.6,No,10.2,1012.4,24.0,WNW,35.0,No,1.0,11.0,2009-08-28,8.9,SydneyAirport,3.2,25.2,NE,0.0,31.0,24.0,16.0,1016.3
NW,7.0,17.9,No,5.2,998.1,30.0,N,74.0,No,5.0,26.0,2009-08-29,14.2,SydneyAirport,9.2,27.0,NE,0.2,43.0,22.6,50.0,1008.0
W,1.0,14.4,No,10.9,1010.4,31.0,W,70.0,No,0.0,31.0,2009-08-30,13.2,SydneyAirport,9.2,20.1,WNW,0.2,34.0,19.4,19.0,1011.7
WSW,1.0,15.2,No,10.9,1013.8,24.0,WNW,48.0,No,1.0,26.0,2009-08-31,9.8,SydneyAirport,6.0,22.0,WSW,0.0,36.0,20.9,28.0,1017.2
W,1.0,17.6,No,10.7,1019.4,24.0,WNW,33.0,No,1.0,11.0,2009-09-01,10.1,SydneyAirport,4.2,21.4,ESE,0.0,39.0,18.8,41.0,1021.7
ENE,1.0,16.3,No,10.9,1021.7,22.0,WNW,35.0,No,1.0,9.0,2009-09-02,9.4,SydneyAirport,3.8,18.9,E,0.0,51.0,18.4,58.0,1024.6
WSW,2.0,16.8,No,4.7,1018.7,11.0,NW,33.0,Yes,8.0,13.0,2009-09-03,11.6,SydneyAirport,4.6,22.1,SSW,0.0,70.0,15.5,96.0,1020.6
NW,7.0,16.9,Yes,6.9,1009.6,20.0,NW,39.0,No,3.0,15.0,2009-09-04,14.4,SydneyAirport,1.8,25.9,NW,4.6,75.0,24.6,37.0,1014.7
WSW,1.0,17.0,No,10.2,1015.0,20.0,SW,41.0,No,1.0,24.0,2009-09-05,14.2,SydneyAirport,6.4,19.4,SE,0.0,40.0,18.5,41.0,1016.3
NE,2.0,15.6,No,10.0,1013.9,31.0,NW,48.0,No,1.0,9.0,2009-09-06,10.1,SydneyAirport,3.8,20.3,NE,0.0,49.0,19.3,51.0,1018.8
NNE,7.0,15.7,No,2.1,1000.4,35.0,NW,52.0,Yes,6.0,19.0,2009-09-07,13.4,SydneyAirport,5.4,21.5,NNE,0.0,65.0,20.2,53.0,1008.4
NW,1.0,16.8,Yes,8.3,1007.1,15.0,NW,37.0,No,7.0,13.0,2009-09-08,11.4,SydneyAirport,3.6,20.3,NE,6.0,50.0,17.1,52.0,1008.2
WSW,1.0,15.7,No,11.2,1009.0,39.0,WNW,52.0,No,3.0,24.0,2009-09-09,10.3,SydneyAirport,3.6,20.7,WSW,0.0,44.0,19.3,33.0,1010.4
W,1.0,15.9,No,10.9,1013.8,20.0,W,46.0,No,1.0,28.0,2009-09-10,9.6,SydneyAirport,5.0,21.5,E,0.0,41.0,19.3,34.0,1015.9
NE,0.0,16.1,No,10.7,1018.9,22.0,WNW,33.0,No,1.0,17.0,2009-09-11,8.7,SydneyAirport,5.0,22.3,ENE,0.0,41.0,20.3,37.0,1022.7
NE,0.0,17.8,No,10.9,1018.5,30.0,WNW,41.0,No,0.0,13.0,2009-09-12,10.5,SydneyAirport,6.0,29.2,NE,0.0,42.0,27.2,21.0,1022.5
NW,0.0,25.0,No,10.9,1014.9,26.0,NNW,44.0,No,0.0,19.0,2009-09-13,13.9,SydneyAirport,8.2,32.7,WNW,0.0,15.0,32.1,10.0,1019.3
S,3.0,17.6,No,6.2,1021.3,28.0,S,54.0,No,3.0,39.0,2009-09-14,15.8,SydneyAirport,7.4,19.1,SSE,0.0,73.0,18.2,58.0,1022.0
ENE,8.0,18.3,No,6.9,1016.0,24.0,W,35.0,No,6.0,9.0,2009-09-15,15.6,SydneyAirport,6.4,22.2,NE,0.0,71.0,20.8,64.0,1021.2
S,8.0,17.3,No,0.0,1019.7,17.0,S,39.0,No,7.0,17.0,2009-09-16,15.6,SydneyAirport,3.4,21.7,S,0.0,83.0,17.9,87.0,1022.9
N,3.0,21.7,No,7.6,1009.3,35.0,N,65.0,No,7.0,11.0,2009-09-17,14.7,SydneyAirport,1.6,33.2,NNW,0.0,65.0,32.7,19.0,1017.0
NW,2.0,20.3,No,10.2,1018.6,31.0,WSW,50.0,No,1.0,20.0,2009-09-18,17.8,SydneyAirport,10.4,22.2,S,0.0,51.0,18.7,63.0,1018.0
NE,1.0,18.8,No,9.7,1012.6,26.0,WNW,37.0,No,5.0,9.0,2009-09-19,12.8,SydneyAirport,5.4,23.5,NE,0.0,57.0,21.3,51.0,1019.2
NNE,5.0,21.4,No,8.5,1010.6,30.0,W,43.0,Yes,7.0,9.0,2009-09-20,13.6,SydneyAirport,5.8,26.8,NE,0.0,42.0,24.7,27.0,1014.7
NE,3.0,17.7,Yes,8.1,1012.0,19.0,S,48.0,No,8.0,20.0,2009-09-21,15.5,SydneyAirport,8.2,26.7,ESE,1.4,76.0,19.6,63.0,1014.9
W,0.0,26.6,No,8.2,997.8,35.0,NNW,76.0,Yes,1.0,31.0,2009-09-22,16.7,SydneyAirport,3.4,32.0,NNW,0.0,38.0,31.4,27.0,1002.4
NW,7.0,17.1,Yes,8.0,998.0,48.0,NW,81.0,No,2.0,56.0,2009-09-23,16.9,SydneyAirport,11.2,22.1,W,10.6,38.0,21.8,31.0,996.3
W,1.0,19.1,No,11.3,1009.5,28.0,WSW,52.0,No,1.0,24.0,2009-09-24,14.4,SydneyAirport,7.6,25.0,W,0.0,34.0,24.0,22.0,1012.2
NE,0.0,20.9,No,11.2,1006.7,37.0,NNW,52.0,No,1.0,20.0,2009-09-25,13.2,SydneyAirport,8.0,26.0,NE,0.0,28.0,24.3,26.0,1013.3
W,1.0,18.0,No,9.0,1004.5,46.0,NW,78.0,No,4.0,48.0,2009-09-26,17.4,SydneyAirport,11.2,20.7,WNW,0.0,18.0,19.1,14.0,1004.3
W,1.0,14.0,No,10.8,1003.9,52.0,WNW,81.0,No,2.0,48.0,2009-09-27,9.7,SydneyAirport,8.0,18.1,W,0.0,26.0,16.9,20.0,1006.4
,1.0,15.6,No,7.8,1005.6,20.0,W,,No,5.0,30.0,2009-09-28,10.2,SydneyAirport,8.2,22.0,SSE,0.0,39.0,18.6,42.0,1007.8
WSW,1.0,16.6,No,11.1,1011.8,20.0,WSW,33.0,No,2.0,22.0,2009-09-29,10.9,SydneyAirport,4.0,19.7,ESE,0.0,41.0,19.1,44.0,1014.2
NE,3.0,19.4,No,11.0,1012.0,31.0,NW,44.0,No,4.0,13.0,2009-09-30,10.8,SydneyAirport,5.4,26.3,NE,0.0,46.0,23.7,28.0,1017.7
S,3.0,18.3,No,10.8,1007.3,30.0,SSW,61.0,No,1.0,6.0,2009-10-01,12.7,SydneyAirport,7.0,33.8,NW,0.0,51.0,33.2,6.0,1013.3
S,7.0,17.3,No,0.5,1010.5,20.0,SSW,65.0,Yes,8.0,15.0,2009-10-02,16.1,SydneyAirport,10.2,20.4,SSE,0.0,81.0,18.4,74.0,1013.4
S,8.0,13.8,Yes,0.0,1014.0,41.0,SSW,72.0,Yes,8.0,39.0,2009-10-03,13.4,SydneyAirport,3.0,15.6,S,7.0,92.0,14.8,87.0,1011.9
SSE,8.0,14.1,Yes,0.0,1019.8,20.0,NNW,39.0,Yes,8.0,7.0,2009-10-04,12.9,SydneyAirport,2.4,17.2,ENE,25.4,88.0,17.1,61.0,1021.4
SSW,7.0,14.3,Yes,2.2,1017.0,17.0,WNW,52.0,Yes,6.0,15.0,2009-10-05,13.0,SydneyAirport,1.8,19.4,ESE,2.0,91.0,19.3,58.0,1020.2
SSW,7.0,12.8,Yes,6.4,1016.5,17.0,W,52.0,Yes,3.0,17.0,2009-10-06,11.5,SydneyAirport,2.6,19.4,ESE,6.4,87.0,18.9,50.0,1020.5
SW,1.0,13.5,Yes,8.8,1011.6,35.0,WSW,63.0,Yes,6.0,20.0,2009-10-07,10.0,SydneyAirport,3.6,19.6,SW,2.0,52.0,16.4,45.0,1014.5
SSW,6.0,13.7,Yes,7.4,1020.0,57.0,SW,81.0,No,5.0,52.0,2009-10-08,10.1,SydneyAirport,6.8,15.9,SSW,2.2,57.0,15.7,59.0,1018.0
SSE,4.0,13.6,No,4.7,1025.9,43.0,SSW,59.0,Yes,6.0,30.0,2009-10-09,9.6,SydneyAirport,5.2,15.9,SSW,0.0,73.0,14.8,62.0,1025.4
SSW,2.0,13.8,Yes,6.7,1027.5,20.0,SSW,44.0,Yes,7.0,30.0,2009-10-10,9.7,SydneyAirport,3.4,16.8,S,12.8,75.0,15.2,70.0,1029.4
NE,7.0,14.3,Yes,6.7,1019.6,20.0,N,39.0,No,7.0,9.0,2009-10-11,11.9,SydneyAirport,3.4,19.9,NNE,1.8,85.0,19.1,50.0,1025.1
NNW,2.0,17.3,No,4.7,1006.2,13.0,WNW,56.0,No,8.0,15.0,2009-10-12,11.3,SydneyAirport,4.8,23.3,NE,0.4,61.0,21.7,59.0,1011.8
WNW,1.0,20.4,No,11.2,998.5,48.0,SW,83.0,No,1.0,9.0,2009-10-13,16.7,SydneyAirport,5.0,25.5,WNW,0.0,30.0,24.3,17.0,1001.9
WNW,1.0,20.2,No,8.9,1000.6,48.0,NW,91.0,No,6.0,33.0,2009-10-14,16.3,SydneyAirport,11.2,22.8,WNW,0.0,29.0,18.5,31.0,1000.5
W,4.0,19.1,No,10.0,1006.1,31.0,WNW,72.0,No,7.0,13.0,2009-10-15,13.8,SydneyAirport,7.6,23.5,WNW,0.4,38.0,22.4,23.0,1008.3
WSW,1.0,15.4,No,12.1,1011.7,31.0,WSW,56.0,No,3.0,37.0,2009-10-16,11.7,SydneyAirport,7.4,21.6,W,0.0,40.0,20.9,21.0,1011.9
