RainTomorrow,WindSpeed3pm,WindDir3pm,Rainfall,Pressure9am,RainToday,WindGustDir,Humidity3pm,WindSpeed9am,Pressure3pm,Humidity9am,Cloud9am,MinTempF,Temp9amF,Cloud3pm,MaxTempF,WindGustSpeed,Date,Location,WindDir9am,Temp3pmF
No,15.0,SW,0.4,1025.3,No,WSW,58.0,0.0,1022.7,96.0,0.0,33.08,48.2,,62.059999999999995,22.0,2009-05-11,Ballarat,,59.36
No,15.0,SW,0.0,1023.4,No,SW,62.0,9.0,1020.3,70.0,3.0,37.4,45.5,7.0,57.56,24.0,2009-05-12,Ballarat,S,54.32
No,26.0,W,0.6,1017.7,No,W,58.0,13.0,1014.7,92.0,8.0,44.06,48.56,8.0,55.94,41.0,2009-05-13,Ballarat,NW,55.58
No,35.0,WNW,0.4,1013.4,No,WNW,74.0,19.0,1011.3,92.0,7.0,39.56,49.1,8.0,56.66,54.0,2009-05-14,Ballarat,NW,53.42
Yes,28.0,WNW,0.0,1010.6,No,WNW,87.0,26.0,1007.9,97.0,7.0,48.92,52.7,8.0,62.959999999999994,56.0,2009-05-15,Ballarat,NNW,57.379999999999995
Yes,26.0,WSW,3.2,1013.3,Yes,W,68.0,24.0,1015.2,88.0,8.0,46.58,47.84,6.0,52.7,59.0,2009-05-16,Ballarat,WSW,51.44
No,15.0,SSW,1.6,1022.3,Yes,WSW,76.0,15.0,1020.8,99.0,8.0,44.6,48.92,8.0,55.58,31.0,2009-05-17,Ballarat,WSW,54.5
No,13.0,NNE,0.2,1024.3,No,NNE,42.0,17.0,1021.5,91.0,2.0,37.4,48.379999999999995,,63.14,30.0,2009-05-18,Ballarat,SE,61.88
No,19.0,NNE,0.0,1021.6,No,NNE,52.0,26.0,1019.7,67.0,5.0,39.56,54.5,,64.22,37.0,2009-05-19,Ballarat,NE,62.24
No,6.0,NNE,0.0,1022.9,No,NE,48.0,17.0,1021.9,72.0,5.0,42.260000000000005,56.120000000000005,1.0,66.02,37.0,2009-05-20,Ballarat,NE,64.22
No,17.0,SSE,0.0,1025.7,No,S,43.0,11.0,1023.5,76.0,3.0,40.28,53.06,,64.75999999999999,30.0,2009-05-21,Ballarat,SE,63.32
No,20.0,NE,0.0,1025.4,No,N,39.0,11.0,1021.6,75.0,1.0,35.6,53.06,,66.2,35.0,2009-05-22,Ballarat,NE,65.3
No,28.0,NNE,0.0,1020.0,No,NNE,53.0,30.0,1018.1,60.0,7.0,47.48,57.379999999999995,,65.3,63.0,2009-05-23,Ballarat,NNE,62.78
No,31.0,NNE,0.0,1022.1,No,NNE,57.0,33.0,1020.0,68.0,7.0,55.76,56.66,8.0,63.86,63.0,2009-05-24,Ballarat,NNE,62.78
Yes,30.0,NNE,0.0,1018.6,No,NNE,99.0,31.0,1015.5,70.0,8.0,54.5,56.120000000000005,8.0,56.48,52.0,2009-05-25,Ballarat,NNE,53.24
No,17.0,WNW,10.4,1022.0,Yes,WNW,61.0,4.0,1020.6,86.0,5.0,40.46,47.120000000000005,6.0,57.56,26.0,2009-05-26,Ballarat,SW,56.120000000000005
No,11.0,SSW,0.4,1023.3,No,SW,81.0,7.0,1021.9,69.0,8.0,39.2,45.86,8.0,53.24,26.0,2009-05-27,Ballarat,SW,51.26
No,22.0,S,0.8,1025.7,No,S,67.0,17.0,1025.0,93.0,6.0,42.620000000000005,45.32,8.0,52.34,41.0,2009-05-28,Ballarat,SSW,50.0
No,30.0,SE,1.0,1028.4,No,SE,60.0,13.0,1027.1,89.0,3.0,43.519999999999996,46.4,1.0,54.32,54.0,2009-05-29,Ballarat,SE,51.98
No,28.0,SE,0.0,1031.7,No,ESE,74.0,22.0,1030.5,98.0,5.0,43.519999999999996,47.120000000000005,3.0,54.86,50.0,2009-05-30,Ballarat,SE,53.06
No,9.0,ENE,0.0,1033.9,No,SE,42.0,9.0,1030.7,79.0,3.0,35.78,47.66,,59.0,28.0,2009-05-31,Ballarat,ENE,57.74
Yes,17.0,ENE,0.0,1030.7,No,NE,94.0,22.0,1028.9,80.0,,47.48,51.08,,51.44,35.0,2009-06-01,Ballarat,NE,49.64
Yes,20.0,ESE,7.2,1029.6,Yes,ESE,82.0,11.0,1026.3,90.0,8.0,46.76,48.379999999999995,8.0,54.68,30.0,2009-06-02,Ballarat,E,53.24
Yes,17.0,NE,10.2,1022.6,Yes,NE,97.0,17.0,1018.9,94.0,8.0,48.2,51.44,8.0,54.32,31.0,2009-06-03,Ballarat,NE,53.24
Yes,15.0,N,8.8,1019.2,Yes,N,81.0,17.0,1017.2,66.0,8.0,49.28,50.36,7.0,55.22,35.0,2009-06-04,Ballarat,N,52.879999999999995
No,7.0,N,3.4,1018.2,Yes,N,64.0,0.0,1015.5,80.0,3.0,36.5,45.86,3.0,56.120000000000005,19.0,2009-06-05,Ballarat,,55.4
Yes,13.0,NNE,0.0,1013.0,No,N,94.0,11.0,1009.2,91.0,7.0,35.6,43.879999999999995,8.0,49.82,33.0,2009-06-06,Ballarat,NE,46.58
No,15.0,NW,3.8,1006.1,Yes,NNE,81.0,11.0,1004.9,100.0,7.0,40.46,44.06,8.0,48.74,24.0,2009-06-07,Ballarat,NNE,48.379999999999995
Yes,24.0,WNW,0.8,1007.5,No,WNW,89.0,17.0,1006.3,99.0,7.0,43.34,44.78,8.0,52.879999999999995,39.0,2009-06-08,Ballarat,N,44.42
Yes,28.0,W,6.2,1007.1,Yes,SW,81.0,20.0,1008.1,99.0,7.0,36.14,41.54,8.0,47.120000000000005,65.0,2009-06-09,Ballarat,NNW,42.980000000000004
No,17.0,SW,3.0,1020.5,Yes,S,90.0,15.0,1021.7,85.0,3.0,35.42,38.12,8.0,46.76,41.0,2009-06-10,Ballarat,SW,41.72
No,11.0,W,0.4,1026.3,No,WSW,72.0,0.0,1023.7,99.0,7.0,29.12,39.2,8.0,47.66,22.0,2009-06-11,Ballarat,,44.96
No,37.0,N,0.2,1021.7,No,N,76.0,31.0,1018.2,89.0,3.0,32.36,37.76,,46.58,59.0,2009-06-12,Ballarat,NNE,43.7
No,35.0,NNE,0.0,1011.4,No,N,92.0,31.0,1007.9,82.0,6.0,37.76,42.08,7.0,47.3,65.0,2009-06-13,Ballarat,NNE,43.879999999999995
No,24.0,NNE,0.0,1009.6,No,NNE,60.0,17.0,1008.3,82.0,4.0,39.74,45.14,7.0,57.02,37.0,2009-06-14,Ballarat,NE,54.14
No,13.0,SE,0.2,1014.0,No,SE,64.0,13.0,1014.9,94.0,2.0,33.62,45.86,,56.84,28.0,2009-06-15,Ballarat,ESE,54.32
No,13.0,SE,0.0,1023.7,No,SE,64.0,20.0,1023.5,100.0,7.0,41.36,43.7,,53.24,35.0,2009-06-16,Ballarat,SE,52.7
No,7.0,NNW,0.2,1029.2,No,SE,58.0,2.0,1027.8,100.0,1.0,28.94,39.92,,54.5,17.0,2009-06-17,Ballarat,ESE,53.96
No,15.0,N,0.2,1030.5,No,N,59.0,4.0,1028.8,99.0,3.0,30.02,40.46,,53.96,26.0,2009-06-18,Ballarat,ENE,52.7
No,24.0,NNE,0.2,1029.0,No,NNE,65.0,17.0,1025.4,100.0,1.0,29.48,42.8,,56.120000000000005,37.0,2009-06-19,Ballarat,NNE,54.5
Yes,37.0,NNE,0.0,1020.3,No,N,82.0,31.0,1016.1,77.0,8.0,41.36,46.4,8.0,51.620000000000005,63.0,2009-06-20,Ballarat,NNE,50.36
No,15.0,NE,2.6,1020.1,Yes,NE,84.0,6.0,1018.1,100.0,5.0,42.08,47.66,8.0,57.2,39.0,2009-06-21,Ballarat,NE,51.44
No,19.0,NNE,0.6,1019.1,No,NE,73.0,24.0,1017.1,100.0,6.0,44.96,47.3,,56.3,37.0,2009-06-22,Ballarat,NNE,55.76
Yes,28.0,N,0.4,1016.1,No,NE,99.0,26.0,1014.1,81.0,4.0,45.14,51.8,8.0,57.379999999999995,56.0,2009-06-23,Ballarat,ENE,49.82
No,9.0,NNE,8.0,1014.3,Yes,NNE,69.0,15.0,1013.1,100.0,4.0,34.7,44.78,,54.5,33.0,2009-06-24,Ballarat,NNE,53.96
No,19.0,NNE,0.0,1013.9,No,NNE,100.0,9.0,1011.0,100.0,8.0,32.36,42.260000000000005,7.0,48.379999999999995,26.0,2009-06-25,Ballarat,NNE,46.58
No,17.0,NNE,0.4,1009.3,No,N,70.0,15.0,1007.0,,8.0,42.08,44.78,6.0,54.32,28.0,2009-06-26,Ballarat,NE,52.879999999999995
No,9.0,S,0.0,1008.4,No,SE,73.0,0.0,1006.6,98.0,6.0,39.56,43.519999999999996,7.0,54.86,17.0,2009-06-27,Ballarat,,51.26
No,30.0,N,0.0,1006.8,No,N,73.0,4.0,1004.1,92.0,3.0,31.46,41.36,8.0,53.06,44.0,2009-06-28,Ballarat,NNE,50.72
No,37.0,N,0.4,1007.0,No,NNE,77.0,22.0,1005.4,99.0,7.0,41.36,47.66,5.0,56.48,50.0,2009-06-29,Ballarat,NNE,54.68
Yes,39.0,NNE,1.0,998.5,No,NW,70.0,37.0,988.7,83.0,6.0,47.66,52.7,7.0,60.26,83.0,2009-06-30,Ballarat,NNE,56.66
Yes,41.0,NW,7.0,999.9,Yes,NW,70.0,30.0,999.3,91.0,5.0,42.980000000000004,45.14,3.0,52.16,69.0,2009-07-01,Ballarat,NNW,51.08
Yes,35.0,WNW,1.6,1006.3,Yes,NW,76.0,24.0,1003.4,95.0,7.0,41.36,44.42,8.0,47.84,54.0,2009-07-02,Ballarat,N,47.48
Yes,26.0,SW,10.8,1011.3,Yes,SW,66.0,17.0,1013.5,98.0,8.0,40.82,42.44,3.0,49.46,48.0,2009-07-03,Ballarat,SW,47.66
Yes,26.0,WSW,4.0,1018.3,Yes,WSW,94.0,19.0,1017.7,97.0,7.0,42.44,47.3,7.0,50.18,46.0,2009-07-04,Ballarat,WSW,48.2
No,13.0,SW,4.0,,Yes,S,75.0,17.0,,79.0,6.0,40.46,42.620000000000005,,48.74,37.0,2009-07-05,Ballarat,SW,46.76
No,24.0,S,0.2,1023.5,No,S,81.0,13.0,1022.4,98.0,2.0,39.56,41.0,5.0,49.28,33.0,2009-07-06,Ballarat,WSW,48.74
No,7.0,E,0.6,1026.2,No,SSE,58.0,9.0,1024.0,84.0,0.0,31.1,40.28,,52.52,46.0,2009-07-07,Ballarat,SE,51.98
No,26.0,N,0.0,1028.2,No,NNE,63.0,30.0,1027.2,68.0,4.0,31.1,42.980000000000004,,51.620000000000005,46.0,2009-07-08,Ballarat,NNE,50.18
No,26.0,NNE,0.0,1029.6,No,NNE,59.0,24.0,1026.8,74.0,4.0,32.9,44.6,,53.78,44.0,2009-07-09,Ballarat,NNE,53.24
Yes,33.0,NNE,0.2,1024.1,No,NNE,75.0,28.0,1019.7,77.0,8.0,41.36,44.239999999999995,1.0,49.1,65.0,2009-07-10,Ballarat,NNE,48.56
Yes,48.0,NNE,1.8,1012.1,Yes,NNE,94.0,50.0,1007.8,82.0,8.0,44.239999999999995,47.84,8.0,47.84,94.0,2009-07-11,Ballarat,N,46.76
No,33.0,NNW,17.8,1005.3,Yes,NNW,73.0,24.0,1003.4,98.0,8.0,44.78,44.96,8.0,51.8,50.0,2009-07-12,Ballarat,NNE,51.620000000000005
Yes,15.0,WSW,1.0,1004.2,No,NNW,94.0,17.0,1002.9,98.0,7.0,38.48,44.06,8.0,49.1,39.0,2009-07-13,Ballarat,N,45.32
No,15.0,N,3.4,1004.6,Yes,N,89.0,17.0,1003.9,99.0,8.0,37.04,41.54,8.0,49.46,30.0,2009-07-14,Ballarat,NNE,45.86
No,9.0,NNW,0.4,1010.6,No,N,66.0,11.0,1011.1,98.0,7.0,41.0,42.980000000000004,8.0,47.84,20.0,2009-07-15,Ballarat,NE,47.66
No,15.0,S,0.0,1017.7,No,S,59.0,2.0,1017.7,98.0,7.0,27.86,39.2,2.0,51.620000000000005,24.0,2009-07-16,Ballarat,SSW,50.9
No,17.0,NNE,0.2,1022.8,No,NNW,64.0,7.0,1020.6,99.0,5.0,30.92,36.86,,52.34,41.0,2009-07-17,Ballarat,SE,49.1
No,41.0,NNE,0.2,1018.6,No,NNE,77.0,20.0,1014.4,94.0,5.0,35.78,40.64,8.0,49.64,56.0,2009-07-18,Ballarat,NNE,47.3
No,31.0,N,0.0,1017.4,No,N,82.0,24.0,1015.2,98.0,8.0,39.92,45.32,8.0,53.6,44.0,2009-07-19,Ballarat,N,52.52
No,44.0,N,0.0,1016.2,No,NNE,48.0,35.0,1011.9,75.0,5.0,41.72,44.239999999999995,1.0,58.82,61.0,2009-07-20,Ballarat,NNE,56.84
No,31.0,N,0.2,1013.4,No,NNE,57.0,26.0,1008.2,51.0,2.0,43.7,48.379999999999995,8.0,56.66,56.0,2009-07-21,Ballarat,NNE,51.8
Yes,20.0,W,0.0,1005.5,No,NNW,98.0,19.0,1003.6,90.0,8.0,41.36,43.879999999999995,8.0,53.78,59.0,2009-07-22,Ballarat,NNE,45.68
No,19.0,S,4.2,1019.1,Yes,SW,59.0,13.0,1021.2,98.0,8.0,36.5,38.3,,50.72,37.0,2009-07-23,Ballarat,WSW,49.1
No,28.0,NNW,0.0,1025.2,No,NNW,60.0,20.0,1022.6,94.0,3.0,28.76,38.660000000000004,6.0,49.46,46.0,2009-07-24,Ballarat,N,48.74
No,28.0,NNE,0.0,1023.2,No,NNE,61.0,30.0,1019.3,65.0,7.0,38.48,43.879999999999995,3.0,50.54,44.0,2009-07-25,Ballarat,NNE,49.28
No,26.0,NNE,0.0,1015.7,No,NNE,59.0,24.0,1012.9,67.0,6.0,33.62,44.6,4.0,50.9,37.0,2009-07-26,Ballarat,NNE,49.64
Yes,26.0,WSW,0.2,1017.3,No,W,92.0,17.0,1017.4,98.0,7.0,35.6,41.72,8.0,51.08,46.0,2009-07-27,Ballarat,N,48.02
Yes,24.0,NNW,3.2,1022.5,Yes,N,78.0,15.0,1021.1,98.0,6.0,40.46,42.08,8.0,52.16,35.0,2009-07-28,Ballarat,N,50.72
No,15.0,WNW,1.2,1025.2,Yes,WNW,79.0,13.0,1024.8,99.0,8.0,41.54,45.86,8.0,51.8,31.0,2009-07-29,Ballarat,NW,51.26
Yes,22.0,NNW,0.8,1024.1,No,NW,89.0,17.0,1020.5,99.0,6.0,39.74,44.239999999999995,8.0,51.8,35.0,2009-07-30,Ballarat,N,49.82
No,20.0,W,4.2,1021.9,Yes,W,67.0,19.0,1021.3,99.0,7.0,42.8,44.78,8.0,53.24,43.0,2009-07-31,Ballarat,WNW,51.98
Yes,19.0,WNW,1.0,1025.3,No,WNW,79.0,20.0,1023.9,98.0,8.0,38.839999999999996,44.78,8.0,53.24,43.0,2009-08-01,Ballarat,N,51.44
Yes,37.0,N,4.0,1024.8,Yes,NNW,76.0,28.0,1020.4,98.0,7.0,44.06,46.58,8.0,53.78,61.0,2009-08-02,Ballarat,NNE,49.64
No,13.0,WNW,1.8,1023.1,Yes,W,62.0,4.0,1022.6,80.0,1.0,39.2,42.8,3.0,50.36,72.0,2009-08-03,Ballarat,SSW,48.56
Yes,26.0,NNW,0.0,1018.1,No,N,73.0,24.0,1016.7,80.0,4.0,39.2,42.44,8.0,53.78,39.0,2009-08-04,Ballarat,NNE,51.8
No,28.0,NNW,2.8,1019.9,Yes,NNW,71.0,19.0,1017.4,98.0,8.0,35.96,44.06,8.0,53.96,44.0,2009-08-05,Ballarat,N,51.8
Yes,39.0,NNE,0.0,1014.4,No,NNE,65.0,35.0,1010.2,74.0,6.0,44.06,48.02,,55.94,59.0,2009-08-06,Ballarat,NNE,53.78
No,24.0,SW,2.6,1014.3,Yes,WSW,50.0,30.0,1019.0,84.0,3.0,42.260000000000005,43.7,2.0,50.36,72.0,2009-08-07,Ballarat,WSW,49.64
No,28.0,N,0.6,1025.0,No,N,57.0,15.0,1021.5,81.0,3.0,28.580000000000002,39.2,,51.8,39.0,2009-08-08,Ballarat,NNE,50.18
Yes,28.0,NNE,0.0,1019.0,No,NNE,56.0,22.0,1016.3,61.0,,35.06,40.64,,50.0,44.0,2009-08-09,Ballarat,NNE,46.94
No,22.0,NE,2.0,1015.9,Yes,NE,58.0,22.0,1011.3,86.0,7.0,40.64,43.519999999999996,8.0,51.44,43.0,2009-08-10,Ballarat,NE,49.82
No,20.0,ENE,0.4,1008.7,No,E,64.0,26.0,1007.8,77.0,6.0,43.519999999999996,47.120000000000005,8.0,56.66,44.0,2009-08-11,Ballarat,ESE,54.32
No,11.0,WSW,0.2,1012.3,No,S,79.0,0.0,1011.3,99.0,8.0,33.44,43.16,8.0,53.96,19.0,2009-08-12,Ballarat,,51.620000000000005
No,20.0,WSW,0.0,1015.1,No,WSW,63.0,7.0,1014.4,92.0,7.0,34.88,48.02,1.0,59.36,31.0,2009-08-13,Ballarat,N,57.02
No,22.0,N,0.0,1020.8,No,N,70.0,,1017.9,99.0,0.0,33.98,44.6,2.0,57.56,33.0,2009-08-14,Ballarat,,55.22
Yes,48.0,NNE,0.8,1015.5,No,NNE,58.0,31.0,1010.6,80.0,3.0,40.64,47.120000000000005,,59.72,76.0,2009-08-15,Ballarat,NNE,58.64
Yes,48.0,NNW,1.2,999.9,Yes,WNW,62.0,46.0,1001.7,72.0,6.0,46.94,52.16,4.0,55.58,83.0,2009-08-16,Ballarat,NNE,53.06
No,22.0,WNW,5.0,1016.1,Yes,NNW,52.0,26.0,1019.3,75.0,3.0,40.82,44.96,7.0,54.14,50.0,2009-08-17,Ballarat,W,51.8
No,22.0,N,0.0,1027.8,No,N,66.0,13.0,1025.6,99.0,8.0,35.24,43.7,8.0,55.94,35.0,2009-08-18,Ballarat,N,54.32
Yes,30.0,NNE,0.0,1024.4,No,NNE,58.0,26.0,1019.4,73.0,0.0,41.18,46.76,,57.56,48.0,2009-08-19,Ballarat,N,55.04
Yes,37.0,NNE,1.2,1017.2,Yes,N,70.0,20.0,1011.3,81.0,7.0,44.239999999999995,46.94,1.0,58.1,52.0,2009-08-20,Ballarat,NNE,56.66
Yes,39.0,W,2.2,997.0,Yes,W,64.0,33.0,1000.4,76.0,7.0,46.94,53.42,,54.32,85.0,2009-08-21,Ballarat,NW,48.379999999999995
No,41.0,N,2.2,1008.7,Yes,N,58.0,24.0,1005.4,89.0,2.0,31.46,39.92,3.0,53.6,57.0,2009-08-22,Ballarat,NNE,50.72
No,46.0,N,0.4,1007.2,No,N,62.0,35.0,1001.9,99.0,7.0,39.92,44.96,8.0,59.0,67.0,2009-08-23,Ballarat,N,58.28
Yes,30.0,NNW,0.8,1000.7,No,NNW,76.0,26.0,996.5,84.0,7.0,42.08,42.44,8.0,53.24,78.0,2009-08-24,Ballarat,W,49.46
Yes,56.0,NNW,11.2,1005.0,Yes,W,79.0,28.0,998.7,87.0,2.0,36.32,40.46,8.0,49.82,81.0,2009-08-25,Ballarat,N,46.94
No,33.0,NW,6.8,1009.6,Yes,WNW,62.0,31.0,1009.2,88.0,3.0,36.68,41.72,8.0,53.96,57.0,2009-08-26,Ballarat,N,52.879999999999995
No,37.0,NNW,0.0,1012.1,No,NNW,63.0,37.0,1010.3,91.0,6.0,41.18,44.239999999999995,8.0,55.58,63.0,2009-08-27,Ballarat,N,53.78
Yes,28.0,N,0.0,1013.7,No,NNW,66.0,20.0,1010.4,99.0,6.0,43.519999999999996,47.66,6.0,60.08,43.0,2009-08-28,Ballarat,N,57.379999999999995
Yes,19.0,W,5.2,998.8,Yes,W,90.0,33.0,998.4,99.0,8.0,47.3,48.02,8.0,51.98,61.0,2009-08-29,Ballarat,N,50.18
Yes,26.0,WNW,10.8,1012.3,Yes,W,69.0,24.0,1013.1,79.0,3.0,35.6,41.9,8.0,52.34,69.0,2009-08-30,Ballarat,WNW,50.72
Yes,28.0,WNW,1.6,1015.5,Yes,NW,89.0,26.0,1015.0,93.0,5.0,41.9,47.48,8.0,54.86,48.0,2009-08-31,Ballarat,NW,52.16
No,17.0,NW,2.0,1022.4,Yes,WNW,51.0,20.0,1020.5,73.0,6.0,34.88,45.68,,55.04,35.0,2009-09-01,Ballarat,NW,51.620000000000005
No,37.0,NNE,0.4,1021.2,No,NE,57.0,35.0,1016.6,70.0,3.0,40.82,47.48,,58.64,61.0,2009-09-02,Ballarat,NNE,57.2
No,35.0,NNW,0.0,1010.7,No,NNE,57.0,31.0,1008.3,67.0,2.0,46.4,51.620000000000005,8.0,62.059999999999995,56.0,2009-09-03,Ballarat,N,58.459999999999994
Yes,19.0,NW,0.2,1011.3,No,W,98.0,28.0,1010.6,99.0,6.0,39.74,45.14,8.0,53.06,52.0,2009-09-04,Ballarat,N,43.7
No,28.0,NW,4.0,1016.2,Yes,NNW,61.0,24.0,1015.0,99.0,7.0,33.8,41.54,6.0,54.68,44.0,2009-09-05,Ballarat,N,52.34
No,39.0,NNE,0.0,1012.6,No,N,56.0,30.0,1005.5,69.0,7.0,37.4,45.68,7.0,57.379999999999995,67.0,2009-09-06,Ballarat,NNE,54.86
Yes,17.0,W,0.8,1004.1,No,WSW,93.0,22.0,1004.0,88.0,6.0,36.32,46.58,8.0,53.24,39.0,2009-09-07,Ballarat,NNE,50.18
No,24.0,SSW,6.2,1013.6,Yes,SW,82.0,22.0,1014.0,96.0,8.0,45.32,46.58,8.0,51.98,46.0,2009-09-08,Ballarat,SSW,48.379999999999995
No,19.0,SW,1.0,1015.8,No,SW,63.0,19.0,1014.6,82.0,6.0,41.0,44.239999999999995,8.0,49.82,37.0,2009-09-09,Ballarat,SW,49.1
No,11.0,W,0.0,1018.4,No,N,68.0,13.0,1017.6,72.0,7.0,42.44,44.96,8.0,52.34,30.0,2009-09-10,Ballarat,SW,50.18
No,59.0,NNE,0.0,1016.1,No,NNE,39.0,39.0,1008.7,66.0,2.0,36.86,48.74,,65.66,87.0,2009-09-11,Ballarat,NNE,65.12
No,37.0,N,0.0,1012.6,No,NNW,28.0,22.0,1007.3,63.0,5.0,47.3,57.379999999999995,1.0,79.16,72.0,2009-09-12,Ballarat,NNE,75.2
No,39.0,NW,0.0,1013.0,No,NNW,56.0,7.0,1012.1,82.0,8.0,50.9,53.06,8.0,61.16,61.0,2009-09-13,Ballarat,N,57.56
No,9.0,W,0.6,1023.4,No,W,47.0,17.0,1021.6,73.0,1.0,31.64,45.68,7.0,55.4,31.0,2009-09-14,Ballarat,W,52.16
No,22.0,NNW,0.0,1021.2,No,N,44.0,17.0,1018.5,66.0,2.0,31.1,48.92,,59.36,39.0,2009-09-15,Ballarat,N,58.64
Yes,31.0,NNE,0.0,1021.2,No,NNE,44.0,31.0,1014.3,55.0,2.0,39.92,51.98,,63.68,46.0,2009-09-16,Ballarat,NNE,60.62
Yes,22.0,SW,5.8,1009.3,Yes,NNE,98.0,28.0,1010.0,99.0,8.0,50.72,54.5,8.0,54.68,52.0,2009-09-17,Ballarat,NNE,53.42
No,6.0,NE,9.4,1023.1,Yes,NNE,53.0,9.0,1018.7,82.0,2.0,34.34,47.48,,61.88,28.0,2009-09-18,Ballarat,SSW,60.980000000000004
Yes,28.0,N,0.0,1014.9,No,NNE,81.0,30.0,1012.7,63.0,6.0,42.260000000000005,50.36,8.0,60.440000000000005,50.0,2009-09-19,Ballarat,NNE,58.28
No,26.0,W,5.6,1015.4,Yes,W,55.0,9.0,1014.3,87.0,7.0,37.4,45.32,8.0,57.2,41.0,2009-09-20,Ballarat,NNW,55.94
Yes,17.0,NE,0.0,1013.7,No,NE,60.0,2.0,1005.6,59.0,0.0,35.6,52.7,1.0,59.9,44.0,2009-09-21,Ballarat,S,56.66
No,28.0,NNW,25.8,997.1,Yes,N,72.0,24.0,995.9,99.0,8.0,46.04,50.36,8.0,60.62,50.0,2009-09-22,Ballarat,N,58.28
No,28.0,WSW,0.8,1003.6,No,SW,77.0,24.0,1006.6,98.0,7.0,45.32,47.84,8.0,55.76,48.0,2009-09-23,Ballarat,SW,54.14
Yes,31.0,WNW,0.8,1011.3,No,,61.0,30.0,1009.0,96.0,6.0,43.519999999999996,50.0,,60.08,,2009-09-24,Ballarat,NNW,58.64
Yes,33.0,NW,4.8,1002.5,Yes,,86.0,28.0,999.4,84.0,7.0,45.32,49.28,8.0,50.72,,2009-09-25,Ballarat,NNE,47.84
Yes,30.0,WSW,15.8,1002.7,Yes,W,89.0,28.0,1004.8,83.0,7.0,39.74,41.9,8.0,49.82,61.0,2009-09-26,Ballarat,WNW,43.7
No,31.0,SW,4.8,1011.5,Yes,WSW,68.0,31.0,1012.3,85.0,7.0,37.22,41.18,8.0,48.56,65.0,2009-09-27,Ballarat,WSW,47.120000000000005
No,17.0,SW,1.0,1015.9,No,SW,57.0,20.0,1013.8,79.0,8.0,41.18,44.239999999999995,2.0,52.879999999999995,46.0,2009-09-28,Ballarat,SW,51.08
No,22.0,N,0.0,1015.0,No,NNE,60.0,15.0,1011.8,75.0,5.0,39.74,48.2,2.0,58.82,41.0,2009-09-29,Ballarat,N,58.459999999999994
No,37.0,N,0.0,1012.2,No,NNE,35.0,35.0,1008.2,56.0,3.0,44.239999999999995,53.96,,69.44,61.0,2009-09-30,Ballarat,N,68.36
No,15.0,SSW,0.0,1010.3,No,ENE,64.0,17.0,1011.4,79.0,8.0,48.379999999999995,51.44,,56.48,39.0,2009-10-01,Ballarat,S,55.4
No,33.0,SSE,0.0,1013.1,No,S,56.0,30.0,1011.9,76.0,6.0,42.8,46.58,8.0,51.26,48.0,2009-10-02,Ballarat,SSE,50.18
No,22.0,S,0.0,1016.5,No,S,62.0,31.0,1016.2,85.0,7.0,41.18,47.66,8.0,55.22,56.0,2009-10-03,Ballarat,S,53.42
No,19.0,WSW,0.0,1020.5,No,W,57.0,0.0,1019.1,99.0,7.0,36.86,45.68,2.0,60.62,28.0,2009-10-04,Ballarat,,58.82
No,22.0,WSW,0.0,1022.6,No,SW,65.0,9.0,1021.9,96.0,6.0,36.68,47.3,6.0,57.92,39.0,2009-10-05,Ballarat,WSW,54.68
Yes,19.0,SSW,0.2,1023.6,No,S,71.0,19.0,1022.3,83.0,6.0,40.28,44.06,2.0,51.98,52.0,2009-10-06,Ballarat,SSW,45.86
Yes,24.0,SSE,5.0,1024.1,Yes,S,69.0,28.0,1024.5,80.0,6.0,35.42,41.54,1.0,50.36,52.0,2009-10-07,Ballarat,S,49.1
No,20.0,SSE,2.4,1027.5,Yes,S,55.0,22.0,1026.9,84.0,8.0,34.52,42.260000000000005,8.0,53.6,41.0,2009-10-08,Ballarat,S,52.16
No,31.0,SE,0.0,1029.3,No,ESE,61.0,33.0,1028.7,77.0,2.0,38.660000000000004,46.04,3.0,55.76,52.0,2009-10-09,Ballarat,ESE,54.32
No,9.0,WNW,0.0,1029.0,No,ESE,45.0,9.0,1025.7,68.0,0.0,39.2,48.02,2.0,61.519999999999996,50.0,2009-10-10,Ballarat,ESE,60.26
No,22.0,N,0.0,1020.8,No,NNE,36.0,19.0,1015.7,60.0,0.0,37.22,54.32,,64.22,43.0,2009-10-11,Ballarat,NNE,63.14
Yes,31.0,W,0.4,1000.2,No,NNW,78.0,35.0,998.3,65.0,3.0,48.92,55.58,,62.959999999999994,63.0,2009-10-12,Ballarat,NNE,53.24
Yes,37.0,NNW,4.4,994.2,Yes,NW,79.0,30.0,992.5,98.0,8.0,38.48,41.36,8.0,57.02,61.0,2009-10-13,Ballarat,N,50.0
Yes,35.0,WSW,6.2,1001.1,Yes,WSW,67.0,26.0,1003.5,97.0,7.0,41.36,46.22,8.0,55.58,54.0,2009-10-14,Ballarat,W,53.96
Yes,26.0,SW,4.0,1006.3,Yes,W,77.0,33.0,1008.8,97.0,7.0,44.42,45.14,8.0,51.26,59.0,2009-10-15,Ballarat,W,46.58
Yes,13.0,SSW,2.8,1016.8,Yes,SSW,92.0,17.0,1017.9,98.0,8.0,39.02,46.58,8.0,56.84,46.0,2009-10-16,Ballarat,SW,51.620000000000005
