Wind.Speed.3.pm,Rainfall,Rain.Tomorrow,Wind.Speed.9.am,Location,Date,Pressure.9.am,Humidity.3.pm,Evaporation,Cloud.3.pm,Wind.Dir.9.am,Temp.3.pm.C,Wind.Dir.3.pm,Humidity.9.am,Cloud.9.am,Min.Temp.C,Pressure.3.pm,Wind.Gust.Speed,Rain.Today,Temp.9.am.C,Sunshine,Wind.Gust.Dir,Max.Temp.C
9.0,0.0,Yes,7.0,Portland,2009-05-31,1033.4,57.0,1.2,3.0,ENE,15.8,NE,92.0,1.0,4.9,1030.5,41.0,No,9.2,8.3,ENE,16.0
15.0,7.4,Yes,7.0,Portland,2009-06-01,1029.9,92.0,1.2,8.0,E,11.9,E,86.0,8.0,7.4,1028.4,28.0,Yes,9.7,0.0,E,12.3
17.0,2.4,Yes,15.0,Portland,2009-06-02,1029.0,87.0,1.2,8.0,E,12.9,E,94.0,4.0,9.5,1026.3,31.0,Yes,11.0,0.6,E,13.3
7.0,4.4,No,9.0,Portland,2009-06-03,1021.9,82.0,0.2,6.0,NNE,14.1,SW,97.0,8.0,9.7,1018.3,20.0,Yes,10.3,0.0,E,15.1
13.0,0.2,No,11.0,Portland,2009-06-04,1018.2,68.0,0.4,4.0,N,15.1,NNW,85.0,3.0,9.9,1016.0,26.0,No,10.9,7.3,WNW,15.7
9.0,0.2,No,9.0,Portland,2009-06-05,1016.9,67.0,0.8,4.0,N,15.6,N,100.0,8.0,5.5,1014.6,17.0,No,7.7,5.4,NNE,15.9
13.0,0.2,Yes,6.0,Portland,2009-06-06,1011.4,80.0,1.0,6.0,NNE,11.8,ENE,96.0,7.0,5.2,1007.9,22.0,No,7.7,0.0,ENE,13.3
6.0,6.2,Yes,7.0,Portland,2009-06-07,1005.6,94.0,1.0,8.0,N,10.8,NNW,99.0,8.0,5.0,1004.7,22.0,Yes,7.8,3.3,SW,11.7
13.0,21.0,Yes,22.0,Portland,2009-06-08,1006.1,91.0,0.8,8.0,SW,8.1,WSW,81.0,6.0,7.8,1006.7,50.0,Yes,9.1,3.4,WSW,12.1
37.0,25.2,Yes,31.0,Portland,2009-06-09,1007.4,79.0,0.6,6.0,SW,7.6,SW,67.0,7.0,5.9,1010.4,61.0,Yes,9.3,5.4,SW,11.7
9.0,7.0,Yes,11.0,Portland,2009-06-10,1022.4,71.0,1.2,6.0,SSW,10.2,S,77.0,7.0,5.7,1023.0,46.0,Yes,7.9,4.8,SSW,10.8
22.0,2.6,No,9.0,Portland,2009-06-11,1024.9,63.0,1.2,7.0,N,11.7,NNW,87.0,8.0,6.8,1021.9,31.0,Yes,7.5,3.7,N,11.9
13.0,0.0,Yes,15.0,Portland,2009-06-12,1018.1,69.0,1.6,7.0,N,10.4,N,80.0,7.0,4.0,1014.4,44.0,No,5.4,2.4,N,11.3
20.0,3.8,Yes,17.0,Portland,2009-06-13,1007.3,66.0,2.2,,NNE,12.2,N,88.0,8.0,5.4,1003.7,43.0,Yes,6.8,3.4,NNE,12.3
9.0,7.8,No,9.0,Portland,2009-06-14,1006.4,88.0,2.0,7.0,NE,11.6,ENE,93.0,6.0,6.4,1006.8,50.0,Yes,8.3,4.8,E,13.0
13.0,0.0,No,0.0,Portland,2009-06-15,1014.1,65.0,0.4,1.0,,13.5,E,99.0,2.0,1.6,1016.0,,No,6.0,8.9,,14.2
11.0,0.2,No,6.0,Portland,2009-06-16,1023.6,74.0,0.6,4.0,NW,14.5,W,97.0,2.0,3.6,1023.8,17.0,No,7.1,6.5,SW,15.3
9.0,0.4,No,11.0,Portland,2009-06-17,1028.8,76.0,0.8,5.0,NNW,14.0,WSW,94.0,3.0,2.5,1027.5,19.0,No,7.5,6.5,W,15.3
13.0,0.0,No,11.0,Portland,2009-06-18,1029.1,58.0,1.0,1.0,N,14.3,N,85.0,2.0,4.7,1027.1,24.0,No,8.2,8.7,NNW,14.6
17.0,0.0,No,13.0,Portland,2009-06-19,1026.8,62.0,1.2,3.0,N,14.3,N,94.0,4.0,3.3,1022.8,33.0,No,6.4,8.4,N,14.6
24.0,0.0,No,15.0,Portland,2009-06-20,1016.1,64.0,2.0,5.0,NNE,14.7,N,80.0,8.0,5.0,1010.8,44.0,No,10.0,3.0,N,15.0
13.0,0.2,No,11.0,Portland,2009-06-21,1018.2,60.0,2.6,2.0,N,15.5,NE,93.0,2.0,4.8,1016.1,22.0,No,6.7,8.2,N,15.8
20.0,0.0,Yes,11.0,Portland,2009-06-22,1016.1,64.0,0.6,6.0,N,15.0,NNE,93.0,2.0,5.7,1013.0,46.0,No,9.5,8.2,N,16.5
19.0,10.0,No,9.0,Portland,2009-06-23,1012.6,62.0,1.4,7.0,NE,12.3,NW,91.0,3.0,8.2,1010.5,30.0,Yes,9.8,5.1,N,14.8
13.0,0.2,No,6.0,Portland,2009-06-24,1012.8,77.0,1.4,6.0,NNE,12.4,E,92.0,3.0,1.9,1012.0,22.0,No,5.2,6.1,NNW,13.7
9.0,0.0,No,9.0,Portland,2009-06-25,1012.5,87.0,1.2,6.0,N,11.3,NNE,100.0,8.0,4.9,1009.8,20.0,No,6.3,5.2,NNW,13.3
7.0,0.2,No,11.0,Portland,2009-06-26,1007.9,66.0,0.8,3.0,N,14.1,NE,,2.0,2.4,1006.2,20.0,No,,5.2,N,14.4
9.0,0.2,No,2.0,Portland,2009-06-27,1008.3,74.0,0.2,5.0,NNW,13.7,SSE,99.0,2.0,0.4,1006.3,15.0,No,3.8,8.4,WSW,15.1
28.0,0.2,Yes,17.0,Portland,2009-06-28,1003.5,76.0,1.2,7.0,N,14.1,NNW,99.0,7.0,3.8,999.5,54.0,No,6.7,2.9,NNW,14.7
24.0,1.6,No,17.0,Portland,2009-06-29,1003.4,67.0,1.0,,N,15.9,NNW,99.0,7.0,6.7,1000.9,48.0,Yes,10.8,4.5,NNW,16.4
28.0,0.0,Yes,19.0,Portland,2009-06-30,990.3,90.0,2.6,8.0,N,10.3,NW,67.0,7.0,10.8,986.5,69.0,No,14.5,0.4,W,15.5
56.0,30.2,Yes,22.0,Portland,2009-07-01,995.5,69.0,0.8,7.0,NW,12.4,W,89.0,8.0,8.2,997.0,98.0,Yes,8.8,6.4,NW,13.4
43.0,9.0,Yes,31.0,Portland,2009-07-02,1003.8,70.0,1.2,7.0,W,11.8,W,70.0,8.0,6.7,1000.9,83.0,Yes,11.1,1.6,W,12.3
17.0,8.8,Yes,26.0,Portland,2009-07-03,1013.6,80.0,1.4,5.0,SW,11.4,SW,79.0,7.0,8.3,1015.6,61.0,Yes,9.9,5.0,SW,12.5
31.0,2.0,No,26.0,Portland,2009-07-04,1019.7,82.0,0.6,6.0,SW,12.0,SW,84.0,8.0,9.3,1019.4,46.0,Yes,11.4,2.9,WSW,12.9
13.0,0.6,No,13.0,Portland,2009-07-05,1024.2,64.0,1.0,8.0,SSW,10.6,SW,,8.0,9.5,1023.0,33.0,No,,0.0,SSW,11.4
13.0,0.2,Yes,15.0,Portland,2009-07-06,1023.9,62.0,0.4,6.0,WSW,11.9,S,79.0,5.0,7.4,1023.7,33.0,No,9.7,5.0,SW,12.2
17.0,1.6,No,7.0,Portland,2009-07-07,1026.7,60.0,1.0,1.0,N,11.8,ENE,82.0,6.0,3.7,1023.2,31.0,Yes,6.2,8.7,ENE,12.3
17.0,0.0,No,7.0,Portland,2009-07-08,1026.8,52.0,0.4,5.0,NNW,12.4,NNE,96.0,3.0,-1.5,1024.9,26.0,No,0.9,8.0,NNE,13.2
17.0,0.2,No,7.0,Portland,2009-07-09,1027.8,61.0,2.0,2.0,N,15.0,NNE,95.0,2.0,0.2,1024.0,26.0,No,4.3,8.8,NNE,15.3
24.0,0.2,Yes,22.0,Portland,2009-07-10,1018.9,67.0,2.4,8.0,N,11.4,NNE,65.0,8.0,4.3,1013.3,48.0,No,10.8,0.1,N,12.4
31.0,6.0,Yes,26.0,Portland,2009-07-11,1005.8,86.0,3.2,8.0,N,11.6,NNW,82.0,8.0,9.8,1001.8,61.0,Yes,10.8,0.0,N,11.8
22.0,13.2,Yes,26.0,Portland,2009-07-12,1000.6,71.0,0.4,7.0,NNW,12.5,NW,90.0,6.0,7.2,1000.3,61.0,Yes,9.1,3.7,NNW,13.7
17.0,12.4,Yes,13.0,Portland,2009-07-13,1002.7,85.0,0.8,1.0,NNW,10.7,WNW,100.0,7.0,7.3,1001.5,39.0,Yes,8.2,4.7,WNW,11.3
13.0,7.0,Yes,15.0,Portland,2009-07-14,1003.0,83.0,0.8,6.0,N,10.5,W,100.0,6.0,5.5,1003.1,24.0,Yes,6.5,3.7,N,12.1
0.0,1.6,Yes,11.0,Portland,2009-07-15,1009.4,89.0,0.6,6.0,NNW,11.0,,96.0,5.0,3.9,1010.1,24.0,Yes,8.1,6.0,WNW,13.0
9.0,4.6,No,4.0,Portland,2009-07-16,1018.0,80.0,0.4,6.0,SSE,12.1,S,97.0,4.0,2.9,1018.5,22.0,Yes,7.7,8.6,SSW,13.6
13.0,1.0,No,11.0,Portland,2009-07-17,1022.0,71.0,0.8,7.0,N,11.7,N,95.0,5.0,1.3,1019.4,24.0,No,5.2,5.1,NNW,13.0
24.0,0.0,Yes,19.0,Portland,2009-07-18,1012.9,70.0,0.8,7.0,N,12.9,N,82.0,7.0,3.5,1009.5,46.0,No,8.2,3.2,NNW,13.4
30.0,3.0,No,19.0,Portland,2009-07-19,1013.3,71.0,1.6,7.0,NNW,15.5,NNW,95.0,5.0,8.1,1010.6,44.0,Yes,11.0,5.2,N,15.6
17.0,0.0,No,39.0,Portland,2009-07-20,1008.7,64.0,2.8,7.0,NNW,14.2,NW,45.0,3.0,10.0,1008.5,63.0,No,13.7,3.0,NNW,15.2
26.0,0.4,Yes,15.0,Portland,2009-07-21,1006.9,49.0,1.8,3.0,N,14.9,NNW,53.0,8.0,7.8,1003.3,57.0,No,10.4,3.4,W,15.0
20.0,4.6,Yes,13.0,Portland,2009-07-22,1002.9,77.0,2.4,8.0,NNW,9.5,S,92.0,8.0,7.9,1005.0,,Yes,8.5,0.1,,9.9
9.0,16.6,No,11.0,Portland,2009-07-23,1020.2,73.0,1.6,5.0,WSW,10.3,SSW,89.0,6.0,6.7,1022.0,39.0,Yes,8.1,6.8,WSW,11.7
26.0,1.0,No,13.0,Portland,2009-07-24,1021.5,64.0,0.6,7.0,N,10.8,NNW,85.0,7.0,2.5,1018.2,,No,5.6,1.4,,12.4
22.0,1.0,No,13.0,Portland,2009-07-25,1019.2,53.0,1.0,2.0,N,15.0,NNW,95.0,7.0,5.6,1015.3,43.0,No,8.8,7.1,NNW,15.3
20.0,0.2,Yes,11.0,Portland,2009-07-26,1012.9,81.0,1.8,4.0,NNW,11.8,WNW,62.0,8.0,6.7,1011.6,50.0,No,8.4,3.1,W,12.5
28.0,10.2,Yes,24.0,Portland,2009-07-27,1015.2,80.0,1.0,6.0,W,11.0,WSW,87.0,6.0,7.8,1017.0,61.0,Yes,10.4,5.8,W,13.0
35.0,8.2,Yes,19.0,Portland,2009-07-28,1020.1,71.0,1.2,6.0,NW,13.3,WNW,96.0,7.0,8.5,1019.0,57.0,Yes,10.4,5.9,WNW,13.8
17.0,2.0,No,20.0,Portland,2009-07-29,1024.2,80.0,1.4,7.0,WSW,12.4,WSW,84.0,5.0,10.2,1024.1,37.0,Yes,11.5,7.2,WSW,13.8
30.0,0.8,Yes,22.0,Portland,2009-07-30,1022.0,95.0,0.6,8.0,NW,12.3,W,96.0,8.0,8.0,1018.5,52.0,No,10.7,0.5,WNW,13.7
26.0,6.6,Yes,15.0,Portland,2009-07-31,1021.1,69.0,0.6,7.0,WSW,12.9,W,76.0,7.0,8.6,1020.3,50.0,Yes,11.0,5.3,W,14.0
26.0,6.0,Yes,26.0,Portland,2009-08-01,1023.2,78.0,1.6,6.0,WNW,13.8,WNW,90.0,7.0,9.7,1022.4,56.0,Yes,11.3,5.9,WNW,14.8
31.0,2.0,Yes,24.0,Portland,2009-08-02,1021.5,69.0,1.6,6.0,NNW,13.7,NW,92.0,6.0,8.9,1016.2,93.0,Yes,11.1,3.3,WSW,14.7
22.0,7.2,Yes,13.0,Portland,2009-08-03,1022.5,60.0,2.2,7.0,SW,11.7,NW,53.0,2.0,6.4,1020.9,78.0,Yes,9.5,3.0,WSW,12.3
20.0,3.0,Yes,11.0,Portland,2009-08-04,1016.2,65.0,1.8,6.0,WSW,11.6,WSW,92.0,7.0,8.2,1016.6,41.0,Yes,10.5,7.6,NW,12.6
24.0,1.2,No,19.0,Portland,2009-08-05,1016.8,65.0,1.6,7.0,N,13.9,NNW,96.0,7.0,5.9,1014.6,39.0,Yes,9.1,4.7,NW,14.9
35.0,0.0,Yes,19.0,Portland,2009-08-06,1009.0,44.0,2.2,8.0,N,17.4,NW,74.0,8.0,9.1,1003.1,69.0,No,11.4,2.2,NW,18.2
24.0,8.0,No,28.0,Portland,2009-08-07,1015.7,58.0,3.6,2.0,SW,11.7,WSW,66.0,4.0,7.6,1020.1,67.0,Yes,9.3,8.4,WNW,12.0
20.0,0.0,No,20.0,Portland,2009-08-08,1022.2,60.0,2.2,6.0,NNW,12.9,NW,75.0,6.0,5.4,1019.6,44.0,No,8.8,8.9,NW,14.0
13.0,0.0,Yes,17.0,Portland,2009-08-09,1015.9,64.0,2.4,8.0,N,12.4,NNW,61.0,7.0,5.8,1013.9,28.0,No,7.5,0.0,N,12.6
11.0,1.2,Yes,9.0,Portland,2009-08-10,1011.8,63.0,1.2,8.0,NE,12.5,NNE,81.0,6.0,7.5,1009.5,43.0,Yes,8.9,0.2,E,14.6
20.0,2.8,Yes,20.0,Portland,2009-08-11,1009.6,74.0,0.6,7.0,E,13.3,E,79.0,5.0,8.8,1009.4,48.0,Yes,11.0,9.1,E,14.4
15.0,1.2,Yes,9.0,Portland,2009-08-12,1013.1,86.0,2.0,6.0,SE,13.5,SE,99.0,8.0,7.2,1011.8,26.0,Yes,12.4,5.0,ESE,14.7
30.0,2.6,No,13.0,Portland,2009-08-13,1014.2,67.0,1.4,6.0,WNW,14.2,WNW,97.0,3.0,6.8,1014.4,41.0,Yes,11.6,6.7,W,15.1
19.0,0.2,No,11.0,Portland,2009-08-14,1019.0,65.0,0.6,2.0,N,15.9,N,96.0,0.0,6.1,1015.4,44.0,No,8.3,6.0,W,16.3
22.0,0.0,Yes,24.0,Portland,2009-08-15,,46.0,2.8,5.0,N,20.8,N,60.0,5.0,8.3,,54.0,No,12.7,7.5,N,21.2
43.0,2.6,Yes,44.0,Portland,2009-08-16,997.4,83.0,5.8,8.0,NW,9.2,NW,82.0,8.0,10.7,1000.0,78.0,Yes,10.7,3.0,NW,13.9
28.0,13.6,Yes,28.0,Portland,2009-08-17,1014.6,69.0,1.8,4.0,W,12.7,W,64.0,4.0,6.9,1017.7,80.0,Yes,11.2,8.8,W,14.3
20.0,1.2,No,11.0,Portland,2009-08-18,1025.4,61.0,2.6,5.0,N,16.0,NNW,90.0,8.0,8.3,1022.4,33.0,Yes,10.6,6.2,NW,16.9
24.0,0.0,Yes,17.0,Portland,2009-08-19,1018.5,43.0,1.6,1.0,N,19.5,NNW,60.0,0.0,8.2,1014.0,50.0,No,11.7,7.6,NNW,19.7
2.0,5.2,Yes,9.0,Portland,2009-08-20,1014.4,56.0,2.8,4.0,N,18.3,WNW,96.0,6.0,10.7,1009.5,46.0,Yes,12.0,8.0,NW,18.4
43.0,8.6,Yes,50.0,Portland,2009-08-21,995.9,70.0,3.2,5.0,W,10.1,WSW,71.0,5.0,9.3,1000.1,89.0,Yes,11.5,7.9,WNW,12.7
30.0,2.4,No,20.0,Portland,2009-08-22,1004.8,60.0,2.6,1.0,N,13.8,NNW,81.0,3.0,5.1,1001.9,56.0,Yes,8.7,5.8,NNW,14.3
41.0,0.0,Yes,30.0,Portland,2009-08-23,1001.9,61.0,3.0,5.0,NNW,14.9,NNW,90.0,7.0,8.7,997.6,65.0,No,11.3,5.4,NW,16.1
43.0,17.4,Yes,30.0,Portland,2009-08-24,996.0,74.0,4.2,6.0,NNW,12.0,NW,79.0,4.0,7.1,991.7,74.0,Yes,9.4,3.4,WSW,12.6
59.0,11.0,Yes,31.0,Portland,2009-08-25,1000.7,68.0,2.2,6.0,NW,9.4,W,86.0,6.0,5.6,996.3,104.0,Yes,8.3,5.0,W,11.7
48.0,8.4,Yes,39.0,Portland,2009-08-26,1006.5,74.0,2.6,7.0,WNW,12.6,WNW,71.0,7.0,5.9,1007.0,81.0,Yes,11.7,5.4,WNW,13.9
39.0,1.8,Yes,24.0,Portland,2009-08-27,1007.7,75.0,2.4,6.0,NNW,14.5,WNW,87.0,5.0,10.2,1006.6,65.0,Yes,11.1,4.8,WNW,14.9
11.0,3.8,Yes,13.0,Portland,2009-08-28,1011.3,79.0,1.4,3.0,NNW,15.4,W,,3.0,9.4,1007.6,35.0,Yes,,5.0,NW,16.0
31.0,7.2,Yes,15.0,Portland,2009-08-29,999.3,92.0,1.4,8.0,WSW,9.8,WSW,99.0,8.0,9.9,998.7,72.0,Yes,10.5,1.5,WSW,13.8
37.0,5.8,Yes,35.0,Portland,2009-08-30,1011.3,87.0,1.8,7.0,WSW,11.1,W,73.0,7.0,6.4,1011.7,74.0,Yes,10.1,8.4,W,13.5
31.0,5.4,Yes,41.0,Portland,2009-08-31,1013.0,70.0,1.4,6.0,W,12.2,WSW,82.0,6.0,9.8,1015.1,69.0,Yes,12.4,5.6,WNW,13.8
20.0,3.6,No,13.0,Portland,2009-09-01,1021.3,57.0,1.8,3.0,NW,13.8,W,87.0,7.0,6.9,1019.1,41.0,Yes,9.3,7.2,WSW,14.1
28.0,0.2,No,19.0,Portland,2009-09-02,1016.6,51.0,2.6,3.0,N,17.8,N,90.0,5.0,5.7,1011.1,50.0,No,9.2,7.6,N,17.9
31.0,0.2,Yes,24.0,Portland,2009-09-03,1007.6,66.0,4.4,7.0,NW,13.9,NNW,71.0,6.0,9.2,1006.1,61.0,No,13.6,6.6,WNW,16.2
33.0,7.0,Yes,20.0,Portland,2009-09-04,1008.5,64.0,3.6,3.0,NNW,11.5,W,99.0,7.0,7.6,1010.1,56.0,Yes,8.8,7.2,W,12.4
26.0,15.4,No,33.0,Portland,2009-09-05,,67.0,1.6,,W,12.2,WNW,73.0,6.0,7.3,1013.9,57.0,Yes,10.0,7.0,WNW,12.9
17.0,0.6,Yes,17.0,Portland,2009-09-06,1007.8,69.0,2.8,8.0,N,12.3,NNE,68.0,,5.9,1001.6,43.0,No,9.5,2.2,NNW,12.6
17.0,8.0,No,20.0,Portland,2009-09-07,1003.5,75.0,0.6,6.0,SSW,13.4,SSW,84.0,6.0,7.8,1007.0,46.0,Yes,11.5,7.2,SSW,14.0
19.0,0.0,No,19.0,Portland,2009-09-08,1017.1,73.0,3.0,7.0,S,11.1,SSW,59.0,7.0,10.1,1017.7,39.0,No,10.7,5.1,SSW,12.5
13.0,0.4,No,15.0,Portland,2009-09-09,1018.4,61.0,0.2,7.0,SSW,11.6,SSW,81.0,6.0,8.6,1016.8,30.0,No,10.7,4.6,SSW,13.0
15.0,0.0,No,9.0,Portland,2009-09-10,1018.7,63.0,1.4,7.0,NNW,13.4,NNW,95.0,8.0,7.5,1017.0,24.0,No,9.5,5.3,NW,14.3
35.0,0.6,No,33.0,Portland,2009-09-11,1009.3,30.0,2.8,6.0,N,21.3,NNW,44.0,7.0,6.9,1001.9,65.0,No,14.2,7.6,N,22.8
35.0,0.0,Yes,26.0,Portland,2009-09-12,1006.7,31.0,5.4,,N,25.0,NNW,64.0,2.0,10.3,1001.1,70.0,No,15.6,8.3,NNW,25.8
37.0,2.8,Yes,20.0,Portland,2009-09-13,1011.2,81.0,6.6,8.0,NW,10.8,WNW,73.0,3.0,9.7,1011.2,76.0,Yes,13.0,7.7,WNW,15.6
26.0,2.8,No,17.0,Portland,2009-09-14,1022.8,52.0,2.4,4.0,NNW,12.7,WNW,78.0,5.0,6.0,1021.2,41.0,Yes,10.1,6.5,W,13.7
17.0,0.0,No,19.0,Portland,2009-09-15,1019.6,45.0,2.4,1.0,N,16.8,NW,70.0,1.0,3.4,1017.0,37.0,No,10.2,10.2,NNW,16.9
20.0,0.0,Yes,19.0,Portland,2009-09-16,1015.7,48.0,3.6,7.0,N,17.3,N,52.0,8.0,5.9,1010.3,52.0,No,12.7,1.2,W,17.9
24.0,16.2,Yes,19.0,Portland,2009-09-17,1009.2,76.0,0.6,7.0,SSW,12.7,SSW,99.0,8.0,11.9,1014.2,43.0,Yes,12.9,4.7,SSW,13.4
9.0,2.2,No,13.0,Portland,2009-09-18,1022.1,55.0,2.8,2.0,N,17.3,NNE,78.0,2.0,5.9,1017.5,26.0,Yes,11.7,10.3,NNE,17.5
39.0,0.0,No,28.0,Portland,2009-09-19,1010.9,85.0,2.2,8.0,NW,11.3,WSW,75.0,6.0,8.7,1013.0,57.0,No,14.8,8.6,W,15.5
37.0,0.0,No,30.0,Portland,2009-09-20,1013.6,65.0,3.2,5.0,NW,13.9,W,64.0,5.0,5.5,1013.2,57.0,No,11.9,7.0,W,14.9
22.0,0.0,Yes,7.0,Portland,2009-09-21,1013.0,72.0,1.6,8.0,N,12.9,ESE,82.0,6.0,5.5,1005.1,43.0,No,11.3,4.1,E,15.1
19.0,15.4,Yes,19.0,Portland,2009-09-22,995.6,89.0,5.0,4.0,NW,13.0,W,99.0,6.0,9.9,995.7,35.0,Yes,11.2,8.6,W,14.8
43.0,2.0,Yes,19.0,Portland,2009-09-23,1005.4,74.0,1.4,7.0,WSW,12.9,W,91.0,7.0,10.6,1007.9,59.0,Yes,11.1,6.1,W,14.6
33.0,3.2,Yes,39.0,Portland,2009-09-24,1008.5,65.0,2.2,4.0,WNW,15.1,WNW,74.0,6.0,10.5,1007.0,65.0,Yes,13.5,9.8,WNW,15.8
26.0,3.2,Yes,22.0,Portland,2009-09-25,999.9,70.0,4.4,6.0,NW,12.6,WNW,80.0,7.0,10.3,997.7,50.0,Yes,11.7,4.2,W,13.9
35.0,11.6,Yes,22.0,Portland,2009-09-26,1002.8,57.0,2.8,,SSW,11.4,SW,91.0,8.0,4.6,,65.0,Yes,8.0,5.9,SW,11.7
24.0,4.8,No,28.0,Portland,2009-09-27,,64.0,2.4,8.0,SW,10.3,SW,66.0,7.0,6.6,1016.2,59.0,Yes,10.1,1.9,SW,11.2
19.0,0.2,No,17.0,Portland,2009-09-28,1017.7,72.0,2.0,7.0,SSW,12.8,WSW,73.0,7.0,8.2,1015.4,33.0,No,10.7,4.3,W,13.5
19.0,0.4,No,15.0,Portland,2009-09-29,1013.4,46.0,1.2,4.0,N,18.3,NNW,93.0,6.0,4.8,1009.2,56.0,No,8.4,8.9,N,19.3
11.0,0.0,No,33.0,Portland,2009-09-30,1005.9,57.0,5.4,8.0,NNW,15.6,WNW,38.0,8.0,8.5,1005.8,52.0,No,16.0,0.3,NNW,16.7
24.0,0.0,No,20.0,Portland,2009-10-01,1011.4,80.0,2.2,7.0,WSW,12.4,WSW,69.0,7.0,5.7,1012.6,37.0,No,12.5,4.9,WSW,14.6
13.0,0.0,Yes,13.0,Portland,2009-10-02,1016.3,62.0,1.6,8.0,SSE,11.0,S,55.0,8.0,8.9,1016.0,31.0,No,10.8,0.2,SSE,12.4
19.0,1.2,No,17.0,Portland,2009-10-03,1020.2,65.0,2.0,8.0,SSE,13.1,S,76.0,6.0,5.5,1019.1,52.0,Yes,11.0,7.6,SSE,13.6
22.0,0.2,Yes,15.0,Portland,2009-10-04,1021.1,67.0,1.8,7.0,WNW,13.6,W,89.0,6.0,2.1,1020.6,33.0,No,9.8,4.1,W,14.5
15.0,1.6,Yes,19.0,Portland,2009-10-05,1023.8,65.0,2.4,6.0,SW,12.7,SSW,92.0,8.0,7.4,1024.5,39.0,Yes,10.4,4.0,SW,13.9
17.0,3.4,Yes,17.0,Portland,2009-10-06,1026.8,59.0,2.0,3.0,S,12.1,S,62.0,4.0,7.8,1026.7,39.0,Yes,9.9,9.7,SE,12.9
26.0,1.2,Yes,15.0,Portland,2009-10-07,,63.0,2.8,4.0,SSE,11.5,S,58.0,5.0,7.1,1028.7,43.0,Yes,9.8,9.0,S,13.0
19.0,1.2,No,17.0,Portland,2009-10-08,1030.5,61.0,2.4,6.0,SSE,11.9,S,57.0,8.0,7.9,1030.4,37.0,Yes,9.9,5.7,SSE,12.8
22.0,0.6,No,13.0,Portland,2009-10-09,1031.4,63.0,1.8,8.0,ENE,14.2,E,68.0,2.0,4.7,1030.5,41.0,No,11.1,11.5,ESE,14.5
17.0,0.0,No,22.0,Portland,2009-10-10,1030.0,60.0,3.0,,E,14.5,E,60.0,1.0,7.1,1026.4,44.0,No,11.1,11.8,E,15.1
22.0,0.0,Yes,9.0,Portland,2009-10-11,1019.0,28.0,3.8,5.0,NNE,20.8,N,87.0,3.0,5.7,1012.9,41.0,No,9.7,8.7,N,21.5
30.0,4.2,Yes,24.0,Portland,2009-10-12,999.1,67.0,4.6,,NW,12.7,WNW,82.0,6.0,9.6,997.5,59.0,Yes,10.8,4.6,W,13.7
30.0,9.6,Yes,26.0,Portland,2009-10-13,989.5,91.0,3.2,8.0,NW,11.2,WNW,96.0,7.0,7.2,990.4,74.0,Yes,9.9,3.4,WNW,14.4
33.0,5.0,Yes,31.0,Portland,2009-10-14,1002.7,79.0,3.2,8.0,WSW,12.8,WSW,71.0,6.0,9.1,1005.6,59.0,Yes,12.7,4.2,WSW,14.8
39.0,10.6,Yes,30.0,Portland,2009-10-15,1007.6,62.0,1.8,6.0,WSW,13.2,WSW,92.0,7.0,9.0,1010.5,59.0,Yes,9.1,8.9,WSW,13.6
24.0,5.8,Yes,15.0,Portland,2009-10-16,1019.0,74.0,3.2,6.0,SSW,13.2,S,88.0,8.0,8.3,1021.1,39.0,Yes,12.0,6.6,SSW,14.6
22.0,2.6,No,13.0,Portland,2009-10-17,1027.2,61.0,1.4,7.0,SSW,13.0,WSW,74.0,8.0,8.5,1027.6,33.0,Yes,10.9,0.6,W,13.9
22.0,0.2,No,13.0,Portland,2009-10-18,1028.4,64.0,2.8,7.0,NW,14.4,WNW,83.0,8.0,8.7,1027.9,35.0,No,10.7,1.4,W,15.2
9.0,0.4,No,17.0,Portland,2009-10-19,1026.6,53.0,0.6,2.0,NNE,20.1,WNW,97.0,2.0,6.4,1022.4,26.0,No,10.8,12.7,N,20.3
15.0,0.2,No,30.0,Portland,2009-10-20,1014.5,81.0,5.2,8.0,NW,14.8,SW,100.0,7.0,10.8,1016.5,52.0,No,18.0,6.7,WNW,18.0
19.0,0.0,No,15.0,Portland,2009-10-21,1022.8,53.0,3.6,2.0,SSW,14.1,SW,64.0,3.0,6.5,1023.7,28.0,No,12.4,11.5,S,15.1
19.0,0.0,No,9.0,Portland,2009-10-22,1024.3,61.0,3.2,6.0,ESE,15.0,ESE,80.0,6.0,5.0,1023.3,28.0,No,11.0,12.5,ESE,15.8
13.0,0.0,No,13.0,Portland,2009-10-23,1024.0,56.0,3.0,4.0,SSE,15.1,S,60.0,5.0,6.0,1023.6,28.0,No,12.8,12.1,SSE,15.8
22.0,0.0,No,9.0,Portland,2009-10-24,1021.2,62.0,4.0,6.0,S,15.8,W,79.0,6.0,4.3,1020.7,31.0,No,13.2,12.6,W,16.3
24.0,0.0,No,19.0,Portland,2009-10-25,1024.7,57.0,3.2,4.0,SSE,12.6,SSE,50.0,4.0,9.7,1026.2,46.0,No,12.1,11.4,S,14.2
20.0,0.0,No,17.0,Portland,2009-10-26,1029.9,57.0,4.8,7.0,SE,13.5,SE,60.0,8.0,10.0,1028.8,39.0,No,11.3,10.4,ESE,14.6
17.0,0.0,No,17.0,Portland,2009-10-27,1027.6,65.0,3.8,5.0,ENE,16.6,SE,80.0,7.0,9.4,1024.9,33.0,No,12.9,12.3,E,17.3
