Wind Gust Dir,Rain Today,Evaporation,Wind Dir 9 am,Min Temp F,Rain Tomorrow,Cloud 3 pm,Wind Speed 9 am,Temp 3 pm F,Rainfall,Wind Dir 3 pm,Humidity 3 pm,Wind Gust Speed,Location,Max Temp F,Date,Cloud 9 am,Humidity 9 am,Pressure 3 pm,Wind Speed 3 pm,Temp 9 am F,Pressure 9 am
SSW,No,1.8,SSW,37.04,No,,20.0,59.72,0.0,S,72.0,37.0,Richmond,64.22,2009-06-16,,65.0,1020.3,17.0,58.64,1018.6
SSW,No,0.8,,48.379999999999995,No,,0.0,58.459999999999994,0.2,SSE,77.0,28.0,Richmond,61.7,2009-06-17,,94.0,1027.0,13.0,50.72,1028.0
ESE,No,1.0,,43.7,Yes,,0.0,58.64,1.0,S,74.0,28.0,Richmond,64.04,2009-06-18,,88.0,1027.7,11.0,53.96,1030.0
SE,Yes,1.1,,40.82,Yes,,0.0,62.6,2.2,ESE,49.0,30.0,Richmond,63.5,2009-06-19,,99.0,1027.8,15.0,45.68,1030.5
N,Yes,,NNE,45.68,No,,6.0,60.08,2.6,E,90.0,17.0,Richmond,60.980000000000004,2009-06-20,,99.0,1024.3,6.0,50.18,1028.4
NE,No,,,50.18,Yes,,0.0,62.959999999999994,0.4,NE,90.0,17.0,Richmond,63.14,2009-06-21,,100.0,1020.5,9.0,55.22,1024.1
NE,Yes,2.2,NNE,52.879999999999995,No,,2.0,67.46,13.8,ENE,67.0,20.0,Richmond,67.82,2009-06-22,,100.0,1017.5,7.0,56.3,1020.2
S,No,1.3,,42.08,No,,0.0,63.68,0.0,SW,66.0,13.0,Richmond,66.2,2009-06-23,,100.0,1016.6,7.0,47.3,1020.0
ESE,No,0.8,N,38.839999999999996,No,,2.0,63.86,0.0,ENE,58.0,33.0,Richmond,65.3,2009-06-24,,99.0,1010.9,2.0,43.519999999999996,1017.0
W,No,1.0,NNE,39.74,No,,7.0,58.459999999999994,0.4,N,59.0,24.0,Richmond,60.8,2009-06-25,,88.0,1012.3,9.0,48.2,1015.0
NNE,No,0.8,,39.56,No,,0.0,64.4,0.0,NE,47.0,13.0,Richmond,64.75999999999999,2009-06-26,,99.0,1008.7,2.0,47.66,1013.1
ESE,No,,,42.260000000000005,No,,0.0,59.0,0.0,WSW,63.0,11.0,Richmond,59.9,2009-06-27,,99.0,1005.3,6.0,47.84,1008.5
W,No,,,45.86,No,,0.0,64.22,0.0,,56.0,17.0,Richmond,66.56,2009-06-28,,99.0,1004.6,0.0,49.82,1006.6
WNW,No,3.2,ENE,37.58,No,,2.0,69.62,0.0,WNW,41.0,31.0,Richmond,69.98,2009-06-29,,78.0,1010.1,15.0,51.26,1012.4
N,No,1.4,NNE,44.78,No,,15.0,66.74000000000001,0.0,NNE,57.0,30.0,Richmond,67.64,2009-06-30,,77.0,1008.0,17.0,56.66,1013.4
W,No,1.3,,56.66,No,,0.0,68.72,0.0,W,31.0,44.0,Richmond,70.16,2009-07-01,,56.0,1005.0,28.0,62.959999999999994,1006.1
WSW,No,3.4,NNE,50.0,No,,6.0,63.32,0.0,WNW,37.0,57.0,Richmond,65.12,2009-07-02,,42.0,1007.6,26.0,60.26,1007.7
W,No,3.3,W,50.0,No,,30.0,59.0,0.0,W,40.0,69.0,Richmond,61.34,2009-07-03,,45.0,1004.8,33.0,55.76,1004.7
W,No,,,35.42,No,,0.0,61.7,0.0,W,43.0,39.0,Richmond,62.6,2009-07-04,,64.0,1011.7,24.0,49.28,1012.8
S,No,,E,39.92,No,,2.0,63.5,0.0,,31.0,26.0,Richmond,63.86,2009-07-05,,64.0,1016.1,0.0,50.72,1016.8
SW,No,7.0,,30.02,No,,0.0,53.78,0.0,SSW,61.0,17.0,Richmond,54.86,2009-07-06,,99.0,1017.7,9.0,37.94,1021.3
S,No,0.6,,37.22,No,,0.0,56.84,0.0,SE,59.0,30.0,Richmond,58.1,2009-07-07,,90.0,1024.3,19.0,45.86,1025.3
E,No,,SW,41.54,Yes,,4.0,57.92,0.0,SSW,71.0,31.0,Richmond,59.540000000000006,2009-07-08,,98.0,1028.1,11.0,49.28,1030.0
ENE,Yes,1.3,NNE,41.72,No,,13.0,58.1,2.2,W,74.0,24.0,Richmond,59.18,2009-07-09,,99.0,1028.6,6.0,45.5,1031.6
SE,No,0.2,,43.519999999999996,No,,0.0,60.08,1.0,E,72.0,20.0,Richmond,63.68,2009-07-10,,99.0,1024.5,9.0,47.3,1028.8
NE,No,,,41.0,No,,0.0,59.540000000000006,0.4,ENE,68.0,17.0,Richmond,60.980000000000004,2009-07-11,,99.0,1018.4,9.0,45.5,1022.8
N,No,,,45.14,No,,0.0,64.4,0.0,NNE,57.0,35.0,Richmond,67.64,2009-07-12,,99.0,1008.8,17.0,47.84,1014.7
NW,No,2.8,NE,47.84,No,,13.0,62.78,0.2,WNW,39.0,28.0,Richmond,64.58,2009-07-13,,62.0,1006.1,15.0,58.64,1007.5
WNW,No,,N,42.260000000000005,No,,13.0,61.519999999999996,0.0,WNW,39.0,43.0,Richmond,63.32,2009-07-14,,70.0,1004.8,24.0,53.06,1007.7
NNW,No,,NNW,34.7,No,,6.0,55.94,0.0,WNW,62.0,17.0,Richmond,59.18,2009-07-15,,98.0,1008.3,9.0,41.36,1010.4
S,No,,,38.3,Yes,,0.0,60.980000000000004,0.0,SSW,44.0,24.0,Richmond,61.16,2009-07-16,,99.0,1010.2,13.0,42.8,1012.8
SW,Yes,6.0,SSW,42.620000000000005,No,,19.0,60.08,2.6,SSW,53.0,35.0,Richmond,62.42,2009-07-17,,64.0,1019.0,19.0,54.5,1019.7
NW,No,,,34.16,No,,0.0,64.94,0.0,,46.0,20.0,Richmond,65.48,2009-07-18,,95.0,1018.1,0.0,44.239999999999995,1022.7
NW,No,,,33.98,No,,0.0,66.74000000000001,0.2,NNE,39.0,19.0,Richmond,68.18,2009-07-19,,85.0,1019.3,4.0,43.7,1021.1
NNW,No,4.7,,34.52,No,,0.0,68.54,0.0,N,29.0,33.0,Richmond,69.25999999999999,2009-07-20,,85.0,1019.7,22.0,47.66,1025.4
NNW,No,2.0,S,34.34,No,,2.0,74.48,0.0,W,29.0,31.0,Richmond,74.66,2009-07-21,,81.0,1015.2,4.0,46.04,1021.4
NNW,No,2.1,NNE,46.04,Yes,,20.0,75.02,0.0,NNW,32.0,57.0,Richmond,77.0,2009-07-22,,54.0,1005.3,39.0,67.1,1011.6
SW,Yes,,SE,43.7,No,,6.0,57.92,1.4,SW,58.0,39.0,Richmond,65.12,2009-07-23,,60.0,1014.8,17.0,58.459999999999994,1012.6
NE,No,,,38.12,No,,0.0,61.34,0.6,NE,48.0,19.0,Richmond,62.42,2009-07-24,,69.0,1024.5,7.0,50.0,1026.4
NNE,No,,,30.38,No,,0.0,62.78,0.0,ESE,43.0,17.0,Richmond,64.04,2009-07-25,,99.0,1021.6,7.0,41.18,1026.5
WSW,No,,,37.76,Yes,,0.0,52.879999999999995,0.2,WSW,91.0,17.0,Richmond,53.6,2009-07-26,,99.0,1014.3,4.0,44.239999999999995,1019.6
WSW,Yes,9.0,,36.5,No,,0.0,64.75999999999999,7.8,NE,44.0,33.0,Richmond,65.66,2009-07-27,,99.0,1015.5,9.0,47.66,1016.6
W,No,2.0,,32.9,No,,0.0,63.86,0.0,W,38.0,35.0,Richmond,65.84,2009-07-28,,85.0,1020.4,26.0,44.96,1022.9
NE,No,1.4,,32.36,No,,0.0,65.12,0.0,NNE,42.0,15.0,Richmond,65.84,2009-07-29,,85.0,1022.2,4.0,44.96,1024.6
W,No,1.4,,33.08,No,,0.0,66.02,0.0,N,42.0,39.0,Richmond,66.56,2009-07-30,,89.0,1019.1,13.0,46.4,1024.9
W,No,2.6,S,36.32,No,,4.0,67.1,0.0,WSW,40.0,35.0,Richmond,67.28,2009-07-31,,80.0,1018.0,11.0,48.74,1020.3
W,No,,,33.08,No,,0.0,66.38,0.0,,38.0,31.0,Richmond,66.56,2009-08-01,,79.0,1021.2,0.0,47.3,1025.9
ENE,No,,NE,32.36,No,,2.0,66.02,0.0,NE,39.0,22.0,Richmond,66.2,2009-08-02,,82.0,1022.2,13.0,45.68,1028.1
WNW,No,4.8,NE,32.9,No,,4.0,67.64,0.0,SE,36.0,35.0,Richmond,69.44,2009-08-03,,53.0,1019.7,13.0,59.36,1020.6
WSW,No,2.4,,39.2,No,,0.0,65.12,0.0,WSW,38.0,39.0,Richmond,65.66,2009-08-04,,89.0,1017.5,26.0,46.04,1021.9
ENE,No,2.0,,33.08,No,,0.0,65.3,0.0,NE,42.0,17.0,Richmond,65.48,2009-08-05,,83.0,1019.9,4.0,45.32,1023.1
NE,No,1.4,,34.34,No,,0.0,67.82,0.0,NE,37.0,28.0,Richmond,68.54,2009-08-06,,91.0,1018.6,17.0,46.22,1024.1
WSW,No,2.0,N,36.14,No,,19.0,73.94,0.0,WNW,26.0,69.0,Richmond,75.56,2009-08-07,,56.0,1009.5,24.0,55.58,1015.8
SSW,No,,S,33.98,No,,4.0,62.6,0.0,,38.0,30.0,Richmond,63.14,2009-08-08,,60.0,1020.5,0.0,50.18,1024.1
NNE,No,,,29.48,No,,0.0,63.5,0.0,NE,34.0,17.0,Richmond,63.86,2009-08-09,,92.0,1017.2,6.0,41.54,1021.0
WSW,No,7.6,,32.36,No,,0.0,62.78,0.0,WSW,48.0,13.0,Richmond,63.68,2009-08-10,,99.0,1016.4,6.0,41.18,1020.1
WNW,No,1.0,,40.82,Yes,,0.0,64.22,0.0,NNE,62.0,54.0,Richmond,65.84,2009-08-11,,99.0,1011.5,15.0,46.04,1016.9
WNW,Yes,1.0,ENE,37.22,No,,7.0,64.04,5.8,NE,45.0,31.0,Richmond,66.38,2009-08-12,,91.0,1009.5,9.0,51.08,1012.9
W,No,1.4,N,38.12,No,,7.0,68.72,0.0,ENE,42.0,20.0,Richmond,68.72,2009-08-13,,68.0,1011.5,2.0,55.04,1014.1
W,No,2.2,,36.86,No,,0.0,68.9,0.0,ENE,37.0,20.0,Richmond,69.62,2009-08-14,,75.0,1015.9,9.0,52.7,1019.4
ENE,No,,N,33.8,No,,2.0,69.98,0.0,ENE,38.0,19.0,Richmond,70.52,2009-08-15,,89.0,1016.1,2.0,47.120000000000005,1020.1
NNE,No,,,33.62,No,,0.0,79.34,0.0,N,27.0,39.0,Richmond,79.88,2009-08-16,,93.0,1008.6,26.0,47.84,1015.9
SW,No,8.0,W,47.84,No,,17.0,69.8,0.0,WSW,22.0,48.0,Richmond,71.42,2009-08-17,,36.0,1014.3,24.0,67.82,1013.7
ESE,No,4.8,NE,32.9,No,,2.0,65.84,0.0,,30.0,17.0,Richmond,66.56,2009-08-18,,58.0,1025.8,0.0,50.0,1028.6
SE,No,2.0,,33.8,No,,0.0,68.72,0.0,NE,37.0,44.0,Richmond,69.08,2009-08-19,,82.0,1022.0,19.0,47.120000000000005,1028.4
NE,No,2.5,NE,39.02,No,,6.0,73.58,0.0,NNE,34.0,22.0,Richmond,73.75999999999999,2009-08-20,,92.0,1013.5,2.0,47.120000000000005,1019.9
W,No,1.6,WNW,37.58,No,,2.0,79.7,0.0,NNW,27.0,63.0,Richmond,80.06,2009-08-21,,73.0,1002.0,28.0,56.84,1009.2
SW,No,,,51.8,No,,0.0,68.9,0.0,NE,41.0,24.0,Richmond,70.16,2009-08-22,,59.0,1009.3,15.0,56.84,1012.8
NNE,No,,,43.34,No,,0.0,78.8,0.0,ENE,39.0,28.0,Richmond,79.52,2009-08-23,,77.0,1006.7,13.0,57.56,1012.2
W,No,9.6,E,51.26,No,,11.0,64.75999999999999,0.0,NW,68.0,72.0,Richmond,76.1,2009-08-24,,60.0,1006.2,20.0,71.06,1005.5
W,No,4.0,NNW,51.26,No,,19.0,65.48,0.8,W,31.0,83.0,Richmond,65.84,2009-08-25,,32.0,1007.3,28.0,60.980000000000004,1008.0
WSW,No,6.6,W,52.879999999999995,No,,26.0,67.46,0.0,WNW,25.0,72.0,Richmond,69.62,2009-08-26,,27.0,1011.4,41.0,60.62,1013.4
NNE,No,4.9,NW,46.4,No,,11.0,76.46,0.0,,24.0,26.0,Richmond,77.36,2009-08-27,,42.0,1012.8,0.0,62.42,1017.4
ENE,No,4.2,,35.6,No,,0.0,75.56,0.0,NE,25.0,22.0,Richmond,76.28,2009-08-28,,59.0,1012.5,13.0,54.86,1016.9
NW,No,,NE,50.0,No,,13.0,80.06,0.0,NW,39.0,81.0,Richmond,80.24000000000001,2009-08-29,,70.0,999.3,30.0,57.92,1007.5
WSW,No,,W,56.48,No,,20.0,63.14,0.2,WNW,31.0,76.0,Richmond,65.48,2009-08-30,,35.0,1011.5,33.0,59.540000000000006,1011.3
W,No,13.8,NNE,35.96,No,,11.0,68.0,0.0,WNW,34.0,41.0,Richmond,69.98,2009-08-31,,54.0,1014.6,26.0,55.58,1018.1
ENE,No,3.6,W,39.38,No,,2.0,70.16,0.0,ESE,36.0,26.0,Richmond,71.6,2009-09-01,,58.0,1018.7,6.0,56.120000000000005,1021.9
E,No,2.8,,38.12,No,,0.0,69.25999999999999,0.0,ESE,46.0,30.0,Richmond,69.98,2009-09-02,,75.0,1020.4,15.0,53.6,1025.2
ENE,No,2.4,,41.18,Yes,,0.0,58.459999999999994,0.0,SE,97.0,50.0,Richmond,66.2,2009-09-03,,94.0,1018.5,7.0,53.78,1020.9
NNW,Yes,0.6,NNE,52.879999999999995,No,,13.0,77.0,4.0,NW,34.0,37.0,Richmond,77.36,2009-09-04,,87.0,1009.8,22.0,59.540000000000006,1014.9
SSE,No,,S,48.56,No,,17.0,69.62,0.2,SE,32.0,37.0,Richmond,70.34,2009-09-05,,45.0,1014.5,11.0,62.24,1016.6
E,No,,N,39.02,No,,2.0,71.24000000000001,0.0,NE,40.0,33.0,Richmond,71.6,2009-09-06,,70.0,1012.9,19.0,53.96,1019.3
WNW,No,9.6,,47.84,No,,0.0,71.6,0.0,NE,50.0,85.0,Richmond,74.12,2009-09-07,,87.0,1000.0,17.0,53.42,1008.9
W,No,2.4,NW,48.2,No,,7.0,67.82,0.0,WSW,39.0,43.0,Richmond,69.08,2009-09-08,,49.0,1007.2,24.0,62.059999999999995,1008.7
WSW,No,2.7,WNW,43.16,No,,9.0,65.84,0.0,W,39.0,50.0,Richmond,68.18,2009-09-09,,46.0,1010.1,35.0,61.34,1010.8
W,No,3.8,NNW,40.1,No,,9.0,71.24000000000001,0.0,WSW,30.0,35.0,Richmond,71.78,2009-09-10,,45.0,1013.6,22.0,60.980000000000004,1016.1
ENE,No,4.0,,35.78,No,,0.0,73.75999999999999,0.0,ENE,26.0,24.0,Richmond,74.48,2009-09-11,,61.0,1018.2,17.0,54.5,1023.1
NE,No,,SSE,38.839999999999996,No,,4.0,86.0,0.0,ENE,24.0,26.0,Richmond,87.08000000000001,2009-09-12,,60.0,1018.0,17.0,57.02,1022.6
NW,No,,NE,44.06,No,,9.0,87.61999999999999,0.0,WNW,16.0,43.0,Richmond,88.16,2009-09-13,,41.0,1015.4,19.0,71.06,1019.5
SE,No,8.4,SE,49.28,No,,30.0,65.84,0.0,SE,59.0,37.0,Richmond,71.42,2009-09-14,,59.0,1021.0,20.0,68.54,1021.5
E,No,2.4,NE,57.56,No,,4.0,74.3,0.0,E,51.0,28.0,Richmond,75.38,2009-09-15,,77.0,1015.3,13.0,61.16,1021.6
SE,No,2.6,SW,51.620000000000005,No,,11.0,69.98,0.0,SE,67.0,20.0,Richmond,71.24000000000001,2009-09-16,,74.0,1019.4,11.0,61.519999999999996,1023.0
NW,No,1.7,,54.5,No,,0.0,87.44,0.0,NW,25.0,59.0,Richmond,89.78,2009-09-17,,98.0,1009.9,30.0,63.68,1017.4
SE,No,6.8,SSW,61.34,No,,11.0,73.75999999999999,0.0,SE,44.0,39.0,Richmond,77.0,2009-09-18,,43.0,1017.3,26.0,70.88,1018.2
NNE,No,,NE,48.56,No,,9.0,78.08,0.0,N,33.0,26.0,Richmond,78.44,2009-09-19,,62.0,1011.8,6.0,64.4,1019.1
SW,No,,E,45.5,No,,4.0,69.8,0.0,W,64.0,48.0,Richmond,83.48,2009-09-20,,55.0,1010.9,17.0,66.74000000000001,1015.0
N,No,11.6,ENE,51.44,No,,6.0,69.08,0.0,NNE,61.0,26.0,Richmond,76.46,2009-09-21,,76.0,1011.2,17.0,63.32,1015.4
NW,No,3.0,NE,56.48,No,,17.0,85.64,0.0,NNW,37.0,67.0,Richmond,86.53999999999999,2009-09-22,,55.0,998.3,30.0,76.28,1003.0
WNW,No,7.6,WNW,59.36,No,,33.0,68.18,0.0,W,38.0,72.0,Richmond,68.72,2009-09-23,,40.0,1000.0,41.0,62.42,998.3
WNW,No,,SW,50.18,No,,9.0,71.42,0.0,WNW,32.0,44.0,Richmond,73.75999999999999,2009-09-24,,39.0,1010.6,31.0,66.02,1012.8
NNW,No,,NNE,46.22,No,,17.0,79.88,0.0,N,22.0,44.0,Richmond,80.24000000000001,2009-09-25,,40.0,1006.1,24.0,67.1,1013.6
W,No,,W,60.8,No,,37.0,66.02,0.0,W,24.0,72.0,Richmond,67.28,2009-09-26,,31.0,1005.2,39.0,63.32,1005.3
SW,No,,W,46.58,No,,35.0,60.26,0.0,WNW,30.0,70.0,Richmond,62.78,2009-09-27,,32.0,1006.3,33.0,56.48,1007.9
W,No,30.2,W,48.56,No,,22.0,69.62,0.0,W,31.0,44.0,Richmond,70.7,2009-09-28,,39.0,1006.0,28.0,60.980000000000004,1008.2
ENE,No,5.8,E,38.839999999999996,No,,11.0,73.4,0.0,NW,29.0,30.0,Richmond,73.75999999999999,2009-09-29,,50.0,1010.8,7.0,60.8,1014.3
E,No,4.2,ENE,39.74,No,,4.0,80.96,0.0,ENE,18.0,20.0,Richmond,82.22,2009-09-30,,55.0,1011.6,11.0,61.88,1017.9
WNW,No,4.9,N,43.879999999999995,No,,13.0,89.96000000000001,0.0,WSW,11.0,39.0,Richmond,90.86,2009-10-01,,28.0,1007.5,24.0,72.68,1013.8
SE,No,,SSW,54.14,No,,7.0,69.25999999999999,0.0,SSE,59.0,37.0,Richmond,74.84,2009-10-02,,65.0,1009.3,20.0,64.58,1013.4
S,No,,SW,56.48,No,,17.0,56.66,0.0,SSW,92.0,44.0,Richmond,59.9,2009-10-03,,80.0,1014.5,13.0,58.1,1012.6
SSW,No,,SSW,51.44,No,,11.0,59.18,0.0,SSW,84.0,24.0,Richmond,62.6,2009-10-04,,99.0,1019.7,11.0,52.7,1021.9
SSW,No,,SW,52.34,No,,7.0,69.08,0.0,ENE,54.0,56.0,Richmond,69.62,2009-10-05,,99.0,1016.1,9.0,55.94,1020.4
E,No,14.7,S,46.94,No,,4.0,67.82,0.0,NE,47.0,30.0,Richmond,70.34,2009-10-06,,78.0,1015.9,9.0,57.56,1020.6
WSW,No,2.4,SSW,45.86,No,,7.0,63.5,0.0,WSW,33.0,50.0,Richmond,66.74000000000001,2009-10-07,,57.0,1012.3,26.0,56.3,1014.7
SSW,No,6.0,SSW,50.9,No,,28.0,66.74000000000001,0.8,S,38.0,52.0,Richmond,68.54,2009-10-08,,46.0,1019.4,28.0,58.1,1018.9
S,No,1.3,SSW,47.66,No,,24.0,54.68,0.0,SSE,80.0,44.0,Richmond,63.14,2009-10-09,,57.0,1026.8,30.0,57.56,1026.0
SSW,No,,S,44.96,Yes,,15.0,59.18,0.0,NE,71.0,30.0,Richmond,63.32,2009-10-10,,60.0,1027.1,20.0,57.92,1030.1
N,Yes,,WSW,49.64,No,,11.0,60.8,2.4,NNE,71.0,30.0,Richmond,64.94,2009-10-11,,87.0,1020.0,19.0,56.48,1025.6
NW,No,7.2,SW,43.7,No,,2.0,68.54,0.4,SW,65.0,61.0,Richmond,72.86,2009-10-12,,82.0,1006.6,9.0,56.48,1011.7
W,No,,WNW,54.68,No,,2.0,74.12,0.0,NW,26.0,67.0,Richmond,75.2,2009-10-13,,37.0,998.9,44.0,68.36,1002.3
WSW,No,,WNW,55.4,No,,22.0,65.3,0.0,W,40.0,76.0,Richmond,70.88,2009-10-14,,37.0,1001.8,31.0,67.28,1001.3
WSW,No,13.1,NW,51.98,No,,15.0,71.6,0.0,W,31.0,54.0,Richmond,73.94,2009-10-15,,43.0,1006.5,26.0,64.94,1008.5
WNW,No,6.0,S,50.9,No,,17.0,67.1,0.0,W,27.0,46.0,Richmond,69.8,2009-10-16,,42.0,1012.2,26.0,60.08,1012.8
SE,No,,E,40.82,No,,4.0,71.96,0.0,SE,32.0,35.0,Richmond,73.04,2009-10-17,,56.0,1019.3,9.0,57.92,1021.4
E,No,,SSW,52.34,No,,9.0,69.44,0.0,ESE,45.0,30.0,Richmond,72.5,2009-10-18,,69.0,1024.2,15.0,59.9,1027.7
ESE,No,13.2,NW,44.6,No,,2.0,76.1,0.0,E,35.0,35.0,Richmond,77.18,2009-10-19,,79.0,1023.0,11.0,57.56,1027.4
WNW,No,4.6,ENE,49.64,No,,9.0,87.44,0.0,NW,22.0,37.0,Richmond,88.88000000000001,2009-10-20,,72.0,1017.0,24.0,64.94,1023.5
SE,No,6.2,SE,47.3,No,,2.0,93.2,0.0,W,10.0,43.0,Richmond,94.1,2009-10-21,,51.0,1016.0,22.0,66.38,1020.1
ESE,No,6.8,N,62.6,No,,2.0,75.02,0.0,ESE,48.0,30.0,Richmond,77.18,2009-10-22,,67.0,1021.1,11.0,65.48,1024.9
WSW,No,4.0,N,55.4,No,,9.0,87.98,0.0,SSW,36.0,46.0,Richmond,92.66,2009-10-23,,68.0,1013.0,9.0,66.2,1019.7
ESE,No,,SE,61.88,No,,9.0,78.62,0.0,ESE,41.0,37.0,Richmond,80.06,2009-10-24,,63.0,1014.4,13.0,66.92,1019.6
S,No,,,56.48,Yes,,0.0,63.5,0.0,SSW,86.0,39.0,Richmond,67.28,2009-10-25,,75.0,1015.3,9.0,66.38,1016.0
SE,Yes,11.6,SSE,53.24,Yes,,22.0,59.0,18.4,SE,73.0,44.0,Richmond,61.519999999999996,2009-10-26,,99.0,1025.7,30.0,56.3,1023.6
S,Yes,1.0,SW,55.4,No,,11.0,60.62,1.4,NW,78.0,48.0,Richmond,63.86,2009-10-27,,88.0,1027.9,9.0,56.66,1029.9
ESE,No,0.6,NE,52.879999999999995,No,,6.0,78.25999999999999,0.2,SE,53.0,31.0,Richmond,80.24000000000001,2009-10-28,,83.0,1020.7,11.0,63.14,1026.0
SE,No,3.2,S,61.519999999999996,No,,9.0,72.68,0.0,E,60.0,31.0,Richmond,75.38,2009-10-29,,83.0,1022.9,13.0,64.22,1026.5
E,No,3.2,E,56.48,No,,4.0,82.4,0.2,ENE,48.0,30.0,Richmond,83.3,2009-10-30,,80.0,1019.1,13.0,66.92,1023.4
E,No,5.4,ENE,61.16,No,,9.0,79.16,0.0,E,50.0,33.0,Richmond,80.24000000000001,2009-10-31,,73.0,1021.8,17.0,71.24000000000001,1024.9
ENE,No,,N,53.42,No,,9.0,85.1,0.0,ENE,34.0,26.0,Richmond,87.61999999999999,2009-11-01,,74.0,1018.6,13.0,68.0,1024.5
SSE,No,10.8,ESE,60.440000000000005,No,,6.0,84.91999999999999,0.0,SE,56.0,41.0,Richmond,89.24,2009-11-02,,75.0,1015.5,20.0,71.78,1020.8
N,No,4.7,,63.14,No,,0.0,97.16,0.0,N,21.0,48.0,Richmond,100.58000000000001,2009-11-03,,73.0,1006.4,26.0,74.3,1011.9
SE,No,11.2,ENE,66.56,No,,7.0,69.08,0.2,ENE,75.0,44.0,Richmond,72.68,2009-11-04,,80.0,1014.8,15.0,66.74000000000001,1016.1
ESE,No,1.9,SSW,61.16,No,,9.0,68.9,0.6,E,65.0,39.0,Richmond,75.02,2009-11-05,,77.0,1021.0,24.0,68.54,1020.6
NE,No,2.0,S,59.9,No,,9.0,71.06,0.4,ENE,51.0,50.0,Richmond,71.42,2009-11-06,,88.0,1026.4,13.0,62.24,1027.8
ESE,No,,E,60.62,No,,4.0,77.36,0.6,E,43.0,35.0,Richmond,78.44,2009-11-07,,81.0,1028.7,19.0,67.64,1030.6
SE,No,,SW,58.459999999999994,Yes,,13.0,68.18,0.4,SW,98.0,22.0,Richmond,71.6,2009-11-08,,90.0,1028.3,13.0,65.48,1031.0
ENE,Yes,5.6,NE,62.24,No,,7.0,80.96,8.4,ENE,37.0,35.0,Richmond,82.75999999999999,2009-11-09,,74.0,1022.3,7.0,70.34,1027.1
E,No,6.4,ESE,52.34,No,,6.0,83.84,0.2,N,32.0,39.0,Richmond,85.82,2009-11-10,,75.0,1018.3,7.0,65.84,1022.6
SE,No,6.0,S,52.34,No,,6.0,84.38000000000001,0.0,ESE,36.0,39.0,Richmond,86.18,2009-11-11,,69.0,1019.5,20.0,67.82,1022.7
S,No,6.2,NNE,53.06,No,,4.0,97.52,0.0,ENE,23.0,69.0,Richmond,99.14,2009-11-12,,76.0,1011.8,19.0,66.02,1020.1
SSE,No,4.8,S,64.04,No,,9.0,72.14,0.4,SE,55.0,35.0,Richmond,72.5,2009-11-13,,72.0,1018.6,15.0,68.9,1020.2
NE,No,,NE,49.82,No,,11.0,86.72,0.0,NE,31.0,26.0,Richmond,89.78,2009-11-14,,65.0,1010.0,9.0,67.64,1016.0
ESE,No,,SSE,57.92,No,,7.0,,0.0,,,39.0,Richmond,83.3,2009-11-15,,61.0,,,73.75999999999999,1012.1
SSW,No,14.2,NNW,64.4,No,,6.0,96.08000000000001,0.0,ENE,35.0,61.0,Richmond,98.06,2009-11-16,,71.0,1001.0,15.0,71.96,1008.9
ESE,No,6.4,ESE,66.74000000000001,No,,13.0,71.78,0.0,ESE,50.0,44.0,Richmond,77.0,2009-11-17,,61.0,1009.3,24.0,69.98,1008.6
ENE,No,4.0,WNW,59.0,No,,6.0,86.0,0.2,NE,36.0,35.0,Richmond,86.53999999999999,2009-11-18,,61.0,1008.3,15.0,69.62,1012.7
S,No,6.6,E,57.74,No,,7.0,99.14,0.0,NNE,27.0,35.0,Richmond,99.86,2009-11-19,,68.0,1007.2,15.0,73.4,1010.1
WSW,No,6.2,SE,65.12,No,,2.0,96.98,0.0,S,23.0,41.0,Richmond,106.16,2009-11-20,,64.0,1004.6,20.0,80.42,1009.8
SE,No,,SSW,71.6,No,,13.0,94.28,0.0,SE,30.0,39.0,Richmond,95.9,2009-11-21,,43.0,1005.2,13.0,80.24000000000001,1010.0
NW,No,,N,64.75999999999999,No,,13.0,103.46000000000001,0.0,NW,16.0,57.0,Richmond,106.52,2009-11-22,,55.0,1001.1,33.0,82.22,1004.4
SE,No,23.6,SSE,67.64,No,,17.0,67.28,0.0,SSW,69.0,52.0,Richmond,72.14,2009-11-23,,62.0,1022.2,13.0,68.9,1020.9
SW,No,1.8,SSW,59.72,No,,17.0,66.92,0.0,S,76.0,31.0,Richmond,72.5,2009-11-24,,79.0,1024.4,15.0,62.959999999999994,1026.7
ENE,No,1.3,E,62.6,No,,9.0,87.61999999999999,0.0,NE,39.0,30.0,Richmond,90.14,2009-11-25,,75.0,1016.5,11.0,72.5,1022.0
ENE,No,6.4,WSW,63.5,Yes,,11.0,91.22,0.0,ENE,40.0,39.0,Richmond,95.36,2009-11-26,,70.0,1009.3,15.0,74.12,1017.1
WSW,Yes,7.8,W,67.64,No,,24.0,92.48,2.2,W,25.0,48.0,Richmond,93.56,2009-11-27,,45.0,1006.5,24.0,78.98,1010.2
WNW,No,,E,59.36,No,,4.0,101.84,0.2,NW,15.0,57.0,Richmond,104.36,2009-11-28,,51.0,998.9,30.0,76.28,1006.1
W,No,,NW,62.42,No,,13.0,88.16,0.0,W,18.0,54.0,Richmond,88.7,2009-11-29,,25.0,998.5,35.0,77.9,1000.9
SSW,No,28.6,SSW,56.66,Yes,,13.0,65.66,0.0,NNE,66.0,50.0,Richmond,75.56,2009-11-30,,50.0,1009.3,13.0,69.62,1008.0
