Temp9amC,RainTomorrow,WindSpeed3pm,Pressure9am,Location,WindGustSpeed,WindGustDir,WindSpeed9am,Cloud3pm,Humidity9am,Rainfall,MinTempC,Cloud9am,WindDir3pm,MaxTempC,WindDir9am,Date,Humidity3pm,Pressure3pm,RainToday,Temp3pmC
15.4,No,9.0,1018.1,Wollongong,31.0,SW,13.0,,50.0,0.0,11.8,,ESE,18.2,WSW,2009-05-17,51.0,1017.7,No,17.5
17.2,Yes,11.0,1025.8,Wollongong,24.0,SE,13.0,,71.0,0.0,11.9,,SE,19.3,SSW,2009-05-18,70.0,1023.8,No,18.6
16.5,Yes,26.0,1024.8,Wollongong,46.0,NNE,9.0,,83.0,1.4,13.8,8.0,E,20.8,WSW,2009-05-19,65.0,1022.2,Yes,18.7
18.0,Yes,39.0,1023.6,Wollongong,54.0,ENE,41.0,8.0,78.0,60.8,14.8,8.0,NE,19.6,E,2009-05-20,84.0,1021.9,Yes,15.8
18.2,No,39.0,1025.6,Wollongong,69.0,ESE,44.0,5.0,71.0,2.2,15.5,8.0,ESE,19.4,ESE,2009-05-21,64.0,1023.7,Yes,18.4
18.5,Yes,43.0,1025.7,Wollongong,76.0,ENE,44.0,7.0,76.0,0.0,17.0,6.0,ESE,19.8,ESE,2009-05-22,83.0,1022.7,No,18.0
19.7,No,35.0,1025.1,Wollongong,63.0,E,39.0,6.0,71.0,13.0,16.1,6.0,E,20.2,E,2009-05-23,72.0,1023.8,Yes,19.2
19.1,No,17.0,1027.1,Wollongong,39.0,E,28.0,5.0,66.0,0.0,18.3,4.0,E,20.1,E,2009-05-24,65.0,1026.0,No,19.2
18.2,No,13.0,1026.0,Wollongong,24.0,NNW,0.0,3.0,73.0,0.0,14.5,,NNE,20.8,,2009-05-25,69.0,1023.1,No,18.9
18.1,,,1021.6,Wollongong,,,13.0,,63.0,0.0,14.9,,,,WNW,2009-05-26,,1019.0,No,
,Yes,7.0,1020.0,Wollongong,24.0,SSE,,8.0,,,,,SW,18.6,,2009-05-27,87.0,1018.5,,16.5
14.7,No,31.0,1021.9,Wollongong,44.0,S,15.0,7.0,78.0,4.2,13.1,8.0,SSE,16.4,SSW,2009-05-28,71.0,1021.2,Yes,15.9
14.0,No,35.0,1023.5,Wollongong,57.0,SSW,19.0,8.0,64.0,0.8,11.4,,SSW,16.0,SSW,2009-05-29,76.0,1023.3,No,14.2
13.5,Yes,48.0,1028.5,Wollongong,63.0,SSE,22.0,7.0,74.0,0.0,11.7,6.0,SSE,18.0,SSW,2009-05-30,76.0,1028.4,No,15.4
17.0,No,11.0,1034.2,Wollongong,52.0,ESE,44.0,8.0,71.0,23.0,12.3,4.0,ENE,18.4,ESE,2009-05-31,63.0,1033.0,Yes,16.8
16.8,Yes,15.0,1033.4,Wollongong,37.0,NE,9.0,8.0,52.0,0.0,15.6,,E,17.9,ESE,2009-06-01,66.0,1030.9,No,17.2
14.8,Yes,11.0,1030.5,Wollongong,20.0,WSW,11.0,7.0,88.0,25.8,13.0,7.0,SSW,17.3,SW,2009-06-02,89.0,1027.6,Yes,16.2
14.8,Yes,11.0,1026.2,Wollongong,37.0,NNE,6.0,,93.0,57.4,14.0,8.0,NNW,18.9,WSW,2009-06-03,83.0,1022.4,Yes,18.0
16.0,No,9.0,1020.3,Wollongong,28.0,NW,6.0,8.0,84.0,1.6,13.7,,NNE,20.4,WSW,2009-06-04,75.0,1016.1,Yes,18.7
16.5,No,0.0,1014.3,Wollongong,28.0,WSW,13.0,7.0,67.0,0.0,14.4,6.0,,20.5,SW,2009-06-05,59.0,1012.1,No,18.6
14.1,No,15.0,1012.6,Wollongong,44.0,W,19.0,,54.0,0.0,11.6,,WNW,18.8,SSW,2009-06-06,42.0,1009.4,No,18.2
14.0,No,24.0,1007.6,Wollongong,50.0,WNW,19.0,1.0,69.0,0.0,12.4,8.0,NW,19.1,NNE,2009-06-07,47.0,1004.4,No,17.9
14.8,No,20.0,1008.4,Wollongong,46.0,WNW,11.0,,60.0,0.0,9.8,,W,18.1,NW,2009-06-08,42.0,1007.3,No,17.4
12.7,No,15.0,1008.6,Wollongong,78.0,W,30.0,1.0,51.0,0.0,10.2,,W,15.0,WNW,2009-06-09,45.0,1007.6,No,14.1
9.5,No,26.0,1010.0,Wollongong,80.0,W,35.0,,46.0,0.0,8.2,,W,13.8,WSW,2009-06-10,40.0,1012.6,No,12.9
10.6,No,22.0,1020.0,Wollongong,37.0,SW,15.0,,42.0,0.0,6.6,,SSW,16.0,W,2009-06-11,37.0,1018.0,No,15.5
12.9,No,7.0,1023.7,Wollongong,35.0,SW,4.0,,51.0,0.0,7.4,,NE,15.9,W,2009-06-12,51.0,1019.9,No,15.3
13.0,No,20.0,1016.8,Wollongong,30.0,WNW,17.0,1.0,35.0,0.0,10.6,,NNW,17.5,WNW,2009-06-13,48.0,1013.4,No,15.7
13.8,No,9.0,1014.0,Wollongong,33.0,NNW,9.0,8.0,46.0,0.0,11.4,6.0,N,15.6,NNW,2009-06-14,56.0,1011.0,No,15.1
13.4,Yes,9.0,1012.1,Wollongong,43.0,WNW,6.0,8.0,59.0,0.4,11.3,,NE,18.2,SW,2009-06-15,51.0,1010.4,No,16.1
12.0,Yes,20.0,1019.2,Wollongong,50.0,S,17.0,8.0,93.0,11.8,9.9,8.0,SSW,15.1,SSW,2009-06-16,86.0,1021.3,Yes,13.1
13.1,Yes,19.0,1028.0,Wollongong,41.0,S,19.0,8.0,74.0,4.6,11.4,2.0,SSW,15.6,SSW,2009-06-17,88.0,1027.6,Yes,14.2
12.2,Yes,13.0,1030.1,Wollongong,35.0,S,13.0,7.0,89.0,16.4,11.5,3.0,SSW,17.0,WSW,2009-06-18,81.0,1028.9,Yes,15.2
17.0,No,24.0,1030.9,Wollongong,43.0,ENE,26.0,,57.0,30.2,10.6,3.0,E,18.1,ESE,2009-06-19,57.0,1028.6,Yes,17.2
17.5,Yes,31.0,1028.3,Wollongong,54.0,NE,22.0,8.0,72.0,0.0,14.0,4.0,NE,18.1,ENE,2009-06-20,88.0,1024.6,No,15.4
16.8,Yes,15.0,1023.6,Wollongong,39.0,NE,19.0,8.0,78.0,13.0,14.5,,N,19.2,NNW,2009-06-21,77.0,1020.0,Yes,17.7
15.6,No,11.0,1019.9,Wollongong,39.0,NNW,11.0,,87.0,5.2,14.1,8.0,NE,18.7,NW,2009-06-22,77.0,1017.5,Yes,17.6
15.8,No,11.0,1019.6,Wollongong,26.0,WSW,0.0,,71.0,0.2,11.3,,N,19.1,,2009-06-23,68.0,1016.5,No,18.1
13.6,No,7.0,1015.4,Wollongong,33.0,WSW,11.0,,67.0,0.0,10.2,,NNE,17.4,WSW,2009-06-24,58.0,1010.6,No,16.6
13.4,No,11.0,1013.8,Wollongong,39.0,W,22.0,2.0,59.0,0.0,10.7,,WNW,16.6,WSW,2009-06-25,57.0,1011.2,No,15.2
14.5,No,15.0,1011.8,Wollongong,37.0,W,6.0,,52.0,0.0,10.7,,WNW,18.8,E,2009-06-26,44.0,1008.8,No,17.8
12.5,No,17.0,1008.4,Wollongong,39.0,WSW,11.0,,73.0,0.0,10.9,,SE,17.6,SW,2009-06-27,71.0,1005.3,No,15.9
14.5,No,7.0,1005.8,Wollongong,35.0,S,9.0,8.0,67.0,0.0,11.0,7.0,SE,18.9,WSW,2009-06-28,68.0,1004.3,No,16.2
15.1,No,13.0,1010.5,Wollongong,48.0,W,24.0,3.0,56.0,0.0,10.3,,W,21.3,WSW,2009-06-29,40.0,1009.4,No,20.9
13.9,No,26.0,1012.2,Wollongong,61.0,NNW,20.0,1.0,74.0,0.0,11.9,,NW,20.3,NW,2009-06-30,48.0,1006.3,No,20.0
17.8,No,33.0,1006.1,Wollongong,63.0,N,26.0,,46.0,0.0,13.3,,WNW,20.1,W,2009-07-01,29.0,1003.6,No,19.2
15.3,No,17.0,1007.1,Wollongong,56.0,W,6.0,,47.0,0.0,11.7,,W,17.8,E,2009-07-02,34.0,1005.7,No,17.0
12.8,No,30.0,1002.0,Wollongong,69.0,WSW,37.0,,46.0,0.0,10.9,,W,15.5,WSW,2009-07-03,43.0,1002.5,No,14.4
12.3,No,22.0,1011.7,Wollongong,65.0,WNW,20.0,,47.0,0.0,10.1,,W,17.0,WSW,2009-07-04,41.0,1010.4,No,16.5
13.4,No,15.0,1016.1,Wollongong,57.0,WSW,20.0,,45.0,0.0,11.5,,S,16.0,SW,2009-07-05,40.0,1016.0,No,15.8
11.6,No,7.0,1020.4,Wollongong,19.0,NNW,6.0,,59.0,0.0,6.6,,NNW,15.7,WSW,2009-07-06,45.0,1017.6,No,14.5
11.6,Yes,26.0,1025.4,Wollongong,46.0,S,24.0,7.0,62.0,0.0,8.3,,S,13.9,SSW,2009-07-07,63.0,1024.9,No,13.3
13.0,Yes,9.0,1030.0,Wollongong,33.0,NNW,19.0,8.0,77.0,7.8,9.6,,WSW,15.4,S,2009-07-08,89.0,1028.7,Yes,11.9
12.0,Yes,20.0,1031.4,Wollongong,35.0,SSE,15.0,6.0,91.0,9.2,10.4,8.0,SSE,15.6,SSW,2009-07-09,75.0,1029.1,Yes,15.3
12.4,No,13.0,,Wollongong,37.0,ESE,17.0,2.0,88.0,18.8,10.6,6.0,SSE,16.4,SSW,2009-07-10,74.0,1025.3,Yes,15.8
13.9,No,20.0,1022.3,Wollongong,35.0,NNW,6.0,4.0,75.0,0.2,10.1,,NNE,17.4,NW,2009-07-11,63.0,1018.0,No,15.5
13.3,No,26.0,1013.8,Wollongong,43.0,NNW,20.0,,69.0,0.0,12.0,8.0,NE,17.9,NW,2009-07-12,67.0,1007.8,No,17.2
13.3,No,24.0,1007.1,Wollongong,44.0,NW,7.0,1.0,68.0,0.0,9.5,,WNW,18.1,N,2009-07-13,37.0,1005.2,No,17.7
12.9,No,9.0,1005.9,Wollongong,54.0,NW,24.0,1.0,57.0,0.0,10.5,,WSW,16.3,NW,2009-07-14,44.0,1004.4,No,15.7
11.3,No,20.0,1009.4,Wollongong,31.0,SW,20.0,7.0,63.0,0.0,7.7,,SE,15.5,WNW,2009-07-15,60.0,1008.4,No,14.0
11.0,Yes,24.0,1012.2,Wollongong,57.0,S,13.0,,61.0,0.0,9.0,1.0,SSW,13.2,SW,2009-07-16,59.0,1011.1,No,13.0
12.4,No,31.0,1019.5,Wollongong,46.0,S,20.0,1.0,70.0,17.8,9.3,,S,15.1,SSW,2009-07-17,62.0,1019.8,Yes,14.5
13.0,No,9.0,1021.9,Wollongong,33.0,W,11.0,1.0,62.0,0.0,8.4,,SSE,18.5,WSW,2009-07-18,41.0,1017.7,No,17.5
13.9,No,19.0,1019.6,Wollongong,44.0,SW,2.0,,50.0,0.0,8.6,,WSW,19.5,NW,2009-07-19,34.0,1018.6,No,19.1
16.0,No,15.0,1023.5,Wollongong,46.0,W,9.0,,40.0,0.0,10.7,,NNE,20.3,E,2009-07-20,37.0,1018.7,No,19.5
15.6,No,19.0,1019.6,Wollongong,46.0,NNE,7.0,,44.0,0.0,8.9,,N,21.3,ESE,2009-07-21,43.0,1014.4,No,20.4
20.1,No,30.0,1009.8,Wollongong,72.0,W,41.0,1.0,53.0,0.0,13.9,,WNW,23.8,NNW,2009-07-22,26.0,1004.5,No,22.9
13.7,Yes,44.0,1012.2,Wollongong,72.0,WSW,26.0,8.0,52.0,0.6,9.0,,S,17.0,SW,2009-07-23,73.0,1016.0,No,12.1
11.8,No,7.0,1026.1,Wollongong,33.0,SSW,19.0,,57.0,1.2,8.8,,NE,15.6,SSW,2009-07-24,56.0,1024.2,Yes,15.5
12.3,No,15.0,1026.1,Wollongong,28.0,WNW,9.0,,56.0,0.0,7.3,,NE,16.7,SW,2009-07-25,54.0,1021.9,No,15.5
12.2,Yes,13.0,1018.4,Wollongong,33.0,NNW,11.0,8.0,62.0,0.0,10.4,,NNW,14.8,W,2009-07-26,69.0,1013.3,No,13.6
13.7,No,17.0,1015.7,Wollongong,54.0,WSW,11.0,,57.0,3.6,9.5,,W,18.2,W,2009-07-27,36.0,1014.5,Yes,17.9
14.2,No,17.0,1021.2,Wollongong,50.0,WSW,17.0,1.0,53.0,0.0,11.2,,WSW,17.9,SW,2009-07-28,39.0,1019.8,No,17.6
14.9,No,15.0,1023.1,Wollongong,41.0,WSW,20.0,4.0,50.0,0.0,11.1,,SW,19.3,WSW,2009-07-29,43.0,1021.6,No,18.8
13.9,No,13.0,1023.6,Wollongong,37.0,WSW,9.0,,60.0,0.0,8.5,,ESE,17.4,NW,2009-07-30,62.0,1018.9,No,16.4
14.6,No,17.0,1018.1,Wollongong,59.0,WSW,17.0,2.0,58.0,0.0,11.5,2.0,WSW,19.7,SW,2009-07-31,37.0,1017.2,No,19.5
13.9,No,24.0,1024.0,Wollongong,43.0,SW,17.0,,50.0,0.0,10.8,,SW,19.2,WSW,2009-08-01,35.0,1020.9,No,18.4
14.3,No,28.0,1026.8,Wollongong,37.0,W,15.0,,52.0,0.0,8.8,,ENE,18.6,NW,2009-08-02,59.0,1021.7,No,16.9
14.8,No,17.0,1018.7,Wollongong,48.0,SW,11.0,,47.0,0.0,10.9,,SSW,19.9,N,2009-08-03,25.0,1019.3,No,19.1
13.6,No,15.0,1021.1,Wollongong,35.0,NNW,19.0,,75.0,0.0,12.1,,WNW,18.3,NW,2009-08-04,33.0,1016.7,No,17.8
15.1,No,13.0,1022.0,Wollongong,33.0,SW,11.0,,45.0,0.0,10.8,,NNE,17.7,SW,2009-08-05,51.0,1019.9,No,15.5
15.0,No,17.0,1022.8,Wollongong,37.0,NE,9.0,,57.0,0.0,10.2,,N,19.9,WSW,2009-08-06,45.0,1017.8,No,18.9
16.4,No,13.0,1013.9,Wollongong,83.0,WSW,17.0,7.0,45.0,0.0,10.7,,S,21.9,NNE,2009-08-07,46.0,1010.9,No,19.3
11.9,No,20.0,1023.7,Wollongong,41.0,SSW,20.0,,42.0,0.0,8.8,,SSE,14.5,SSW,2009-08-08,51.0,1020.5,No,14.1
13.2,No,17.0,1020.5,Wollongong,24.0,NNE,0.0,,44.0,0.0,5.8,,NE,17.0,,2009-08-09,62.0,1017.6,No,15.5
14.3,No,20.0,1019.2,Wollongong,35.0,N,0.0,,63.0,0.0,8.8,,NE,16.7,,2009-08-10,67.0,1016.7,No,16.4
15.6,Yes,30.0,1015.6,Wollongong,44.0,NE,9.0,4.0,64.0,0.0,11.6,6.0,N,18.3,N,2009-08-11,60.0,1011.3,No,18.0
14.2,No,19.0,1011.8,Wollongong,43.0,W,22.0,1.0,63.0,3.8,9.9,,NW,19.3,WNW,2009-08-12,37.0,1008.6,Yes,19.1
15.8,No,19.0,1013.2,Wollongong,43.0,WSW,19.0,,52.0,0.0,12.6,,SSW,20.3,WSW,2009-08-13,40.0,1011.2,No,19.8
15.7,No,15.0,1018.9,Wollongong,26.0,WSW,6.0,,65.0,0.0,11.6,,NNE,18.9,SE,2009-08-14,68.0,1016.1,No,17.6
15.4,No,17.0,1018.4,Wollongong,39.0,SW,26.0,,48.0,0.0,11.0,,ENE,20.1,SW,2009-08-15,59.0,1015.9,No,17.9
16.8,No,30.0,1013.9,Wollongong,70.0,NNW,19.0,,37.0,0.0,12.5,,NE,23.8,WNW,2009-08-16,71.0,1007.8,No,18.9
17.2,No,26.0,1013.5,Wollongong,59.0,SW,22.0,,34.0,0.0,15.4,,SW,20.8,SW,2009-08-17,25.0,1015.0,No,19.1
14.9,No,9.0,1027.8,Wollongong,28.0,SSW,11.0,,36.0,0.0,8.5,,E,17.0,SSW,2009-08-18,39.0,1026.1,No,16.3
15.4,No,35.0,1027.2,Wollongong,43.0,NE,13.0,,61.0,0.0,9.8,,NE,19.6,N,2009-08-19,65.0,1022.3,No,16.7
15.0,No,20.0,1018.8,Wollongong,35.0,NE,2.0,,61.0,0.0,10.9,7.0,NNE,20.1,SW,2009-08-20,66.0,1013.4,No,18.8
18.6,No,24.0,1008.0,Wollongong,63.0,WNW,19.0,1.0,50.0,0.0,11.9,,NE,24.3,NE,2009-08-21,64.0,1001.3,No,19.0
14.2,No,28.0,1012.2,Wollongong,57.0,WNW,11.0,,50.0,0.4,10.4,,NE,19.9,WSW,2009-08-22,64.0,1009.2,No,17.0
19.9,No,19.0,1011.6,Wollongong,31.0,NW,19.0,,55.0,0.0,12.6,,NNE,22.6,NNW,2009-08-23,76.0,1006.9,No,18.9
22.4,No,37.0,1004.3,Wollongong,80.0,WNW,37.0,4.0,42.0,0.0,16.1,,NW,24.9,NW,2009-08-24,38.0,1002.6,No,21.6
14.3,No,19.0,1006.6,Wollongong,89.0,WNW,33.0,,37.0,0.0,13.7,,W,18.5,SW,2009-08-25,28.0,1006.7,No,18.2
14.2,No,13.0,1012.2,Wollongong,120.0,WNW,19.0,,34.0,0.0,10.6,,W,20.0,NW,2009-08-26,25.0,1011.1,No,19.9
15.5,No,35.0,1016.5,Wollongong,50.0,WNW,24.0,,54.0,0.0,11.8,,NE,19.3,NNE,2009-08-27,61.0,1012.5,No,17.6
19.2,No,13.0,1015.0,Wollongong,31.0,NNW,11.0,,40.0,0.0,13.3,,N,24.6,NE,2009-08-28,26.0,1012.0,No,23.2
16.6,No,41.0,1006.6,Wollongong,67.0,W,20.0,,54.0,0.4,13.2,2.0,NE,25.1,N,2009-08-29,76.0,996.7,No,18.2
13.6,No,33.0,1009.6,Wollongong,70.0,SW,33.0,,41.0,0.2,12.1,,WSW,17.5,SW,2009-08-30,27.0,1010.7,No,16.9
15.0,No,26.0,1016.3,Wollongong,59.0,WNW,28.0,,46.0,0.0,11.2,,WSW,19.8,SW,2009-08-31,32.0,1013.8,No,19.1
16.5,No,17.0,1021.3,Wollongong,46.0,SSW,24.0,,47.0,0.0,13.0,,E,20.7,SW,2009-09-01,62.0,1019.6,No,17.0
14.9,No,17.0,1024.7,Wollongong,31.0,NNE,6.0,,63.0,0.0,8.8,,NE,18.3,SSE,2009-09-02,64.0,1022.1,No,17.3
17.9,Yes,17.0,1019.8,Wollongong,39.0,NNE,11.0,8.0,71.0,0.0,12.6,,NNE,18.3,NNE,2009-09-03,87.0,1017.4,No,14.9
15.8,No,15.0,1014.1,Wollongong,41.0,NW,6.0,8.0,78.0,4.6,13.8,6.0,SW,24.4,N,2009-09-04,46.0,1009.0,Yes,22.9
17.1,No,13.0,1016.2,Wollongong,37.0,SW,20.0,,33.0,0.0,12.1,,E,18.2,SW,2009-09-05,64.0,1015.1,No,17.9
16.1,No,33.0,1018.6,Wollongong,46.0,NE,7.0,,60.0,0.0,9.4,2.0,NE,18.1,NNE,2009-09-06,71.0,1013.6,No,16.9
14.8,Yes,9.0,1008.2,Wollongong,48.0,WSW,6.0,,84.0,1.0,13.1,8.0,NNE,17.2,W,2009-09-07,72.0,1001.7,No,15.9
16.2,Yes,24.0,1007.6,Wollongong,43.0,WNW,11.0,8.0,54.0,1.4,11.9,,NNE,18.5,S,2009-09-08,62.0,1006.9,Yes,15.5
15.3,No,30.0,1009.2,Wollongong,57.0,W,22.0,,50.0,1.2,11.1,,WSW,19.6,WSW,2009-09-09,40.0,1009.2,Yes,18.0
16.0,No,15.0,1014.9,Wollongong,50.0,W,28.0,,41.0,0.0,11.9,,ENE,19.8,WSW,2009-09-10,53.0,1013.7,No,17.7
16.7,No,17.0,1021.9,Wollongong,39.0,NNE,4.0,,47.0,0.0,11.9,,NNE,19.2,SE,2009-09-11,61.0,1018.8,No,18.7
19.0,No,22.0,1021.1,Wollongong,43.0,NNW,19.0,,48.0,0.0,11.8,,NNE,24.4,NNE,2009-09-12,66.0,1017.7,No,20.0
23.9,No,28.0,1018.1,Wollongong,70.0,NW,11.0,,26.0,0.0,17.2,,NNW,30.9,E,2009-09-13,17.0,1014.1,No,29.8
16.3,No,13.0,1023.1,Wollongong,67.0,S,33.0,8.0,75.0,0.0,16.1,8.0,SSE,17.0,S,2009-09-14,70.0,1022.0,No,16.4
16.3,No,31.0,1021.0,Wollongong,41.0,NNE,7.0,,85.0,0.2,13.7,8.0,NE,19.3,ESE,2009-09-15,82.0,1016.0,No,18.1
16.8,No,6.0,1023.2,Wollongong,22.0,N,11.0,8.0,80.0,0.0,11.7,8.0,S,20.4,S,2009-09-16,88.0,1020.3,No,16.5
20.4,No,9.0,1015.5,Wollongong,46.0,WSW,19.0,,70.0,0.2,15.7,,S,29.7,ENE,2009-09-17,70.0,1010.1,No,21.8
20.6,No,22.0,1017.9,Wollongong,57.0,NW,22.0,,50.0,0.0,18.0,,SSE,21.3,SW,2009-09-18,70.0,1018.5,No,18.0
17.7,No,31.0,1018.5,Wollongong,39.0,NE,17.0,,69.0,0.0,11.9,,NNE,21.0,ENE,2009-09-19,74.0,1012.7,No,18.0
19.9,No,39.0,1014.1,Wollongong,46.0,NE,9.0,1.0,64.0,0.0,14.4,,NE,22.2,ENE,2009-09-20,60.0,1010.3,No,19.8
17.8,No,9.0,1015.0,Wollongong,41.0,N,11.0,2.0,68.0,0.0,13.8,,N,23.8,SSE,2009-09-21,78.0,1012.0,No,17.1
23.6,Yes,35.0,1001.4,Wollongong,80.0,NNW,31.0,,53.0,0.2,16.2,,NNW,30.0,NW,2009-09-22,33.0,997.0,No,29.1
16.9,No,44.0,994.7,Wollongong,100.0,W,39.0,,44.0,7.8,15.5,,WSW,20.6,NW,2009-09-23,40.0,996.2,Yes,19.8
18.2,No,26.0,1011.6,Wollongong,57.0,SW,19.0,,39.0,0.0,14.4,,SW,22.4,SW,2009-09-24,29.0,1010.5,No,20.9
18.3,No,43.0,1012.3,Wollongong,59.0,NE,19.0,,57.0,0.0,11.0,,NE,23.7,NE,2009-09-25,59.0,1004.9,No,19.1
16.6,No,37.0,1003.2,Wollongong,107.0,W,30.0,,37.0,0.0,15.8,,W,18.2,SW,2009-09-26,25.0,1003.6,No,17.3
12.5,No,56.0,1003.2,Wollongong,107.0,WNW,48.0,,34.0,0.0,9.7,,WSW,16.8,WSW,2009-09-27,31.0,1002.4,No,14.9
16.2,No,20.0,1007.0,Wollongong,70.0,SW,22.0,8.0,38.0,0.0,10.4,,SSE,20.9,SW,2009-09-28,69.0,1005.9,No,15.1
16.3,No,7.0,1014.0,Wollongong,24.0,SSW,17.0,,49.0,0.2,10.1,,SE,19.3,SSW,2009-09-29,65.0,1012.2,No,16.9
19.1,No,41.0,1016.7,Wollongong,50.0,NE,15.0,,49.0,0.0,11.8,,NE,25.1,NNE,2009-09-30,69.0,1011.7,No,18.8
18.9,No,20.0,1012.5,Wollongong,57.0,S,13.0,,49.0,0.0,14.1,,NNE,31.8,N,2009-10-01,22.0,1006.7,No,28.2
16.7,Yes,15.0,1013.5,Wollongong,57.0,S,22.0,8.0,74.0,0.0,15.1,1.0,S,18.4,S,2009-10-02,77.0,1009.6,No,17.4
13.2,Yes,30.0,1013.3,Wollongong,65.0,S,31.0,8.0,82.0,23.4,12.9,6.0,SSW,14.3,SSW,2009-10-03,89.0,1015.6,Yes,12.9
11.7,Yes,19.0,1022.4,Wollongong,48.0,SW,13.0,8.0,94.0,33.8,10.8,8.0,SSE,15.7,SW,2009-10-04,83.0,1020.7,Yes,14.9
15.1,Yes,4.0,1020.3,Wollongong,50.0,S,0.0,8.0,87.0,12.2,11.6,8.0,W,18.3,,2009-10-05,86.0,1018.2,Yes,14.7
15.6,Yes,19.0,1020.3,Wollongong,41.0,SW,19.0,8.0,70.0,13.2,12.2,,SE,17.5,SSW,2009-10-06,74.0,1016.9,Yes,16.0
12.2,Yes,44.0,1014.1,Wollongong,63.0,SSW,19.0,8.0,64.0,5.0,8.5,,S,17.5,WSW,2009-10-07,71.0,1013.5,Yes,12.5
13.4,No,48.0,1018.9,Wollongong,87.0,S,52.0,5.0,56.0,3.0,9.6,,S,15.8,SSW,2009-10-08,58.0,1021.2,Yes,15.1
13.0,Yes,50.0,1026.3,Wollongong,69.0,S,28.0,7.0,71.0,0.2,9.4,8.0,S,15.7,SSW,2009-10-09,59.0,1027.0,No,15.2
13.0,Yes,24.0,1030.3,Wollongong,39.0,S,22.0,8.0,74.0,6.6,9.8,8.0,ESE,16.1,SSW,2009-10-10,82.0,1027.9,Yes,14.1
14.0,No,31.0,1025.2,Wollongong,44.0,NE,2.0,3.0,86.0,4.6,11.3,8.0,NE,19.0,WNW,2009-10-11,73.0,1019.2,Yes,17.1
18.9,No,0.0,1010.7,Wollongong,61.0,NW,6.0,8.0,55.0,0.0,13.8,,,22.9,W,2009-10-12,75.0,1005.4,No,18.0
18.9,No,41.0,1001.4,Wollongong,87.0,WNW,13.0,,39.0,0.2,16.1,,NW,23.8,WNW,2009-10-13,25.0,997.0,No,23.3
18.4,No,30.0,1000.1,Wollongong,72.0,W,17.0,2.0,36.0,0.0,14.2,1.0,WSW,20.9,WNW,2009-10-14,41.0,999.3,No,18.1
16.5,No,26.0,1007.8,Wollongong,69.0,NNW,13.0,3.0,50.0,0.0,13.1,,WSW,22.2,WSW,2009-10-15,29.0,1005.8,No,21.7
15.3,No,30.0,1011.8,Wollongong,52.0,WSW,31.0,1.0,45.0,0.0,11.2,1.0,SW,20.5,WSW,2009-10-16,27.0,1011.6,No,19.7
16.4,Yes,28.0,1021.0,Wollongong,41.0,SSE,20.0,,50.0,0.0,10.7,,SSE,18.3,SSW,2009-10-17,54.0,1020.8,No,17.8
13.8,No,13.0,1027.9,Wollongong,33.0,S,15.0,,81.0,2.2,13.3,8.0,ENE,18.5,SW,2009-10-18,65.0,1025.1,Yes,17.9
16.7,No,17.0,1027.3,Wollongong,22.0,NNW,17.0,,74.0,0.0,12.0,,SE,19.8,S,2009-10-19,71.0,1024.9,No,19.0
19.4,No,35.0,1023.0,Wollongong,48.0,NE,19.0,,67.0,0.0,14.6,,NE,26.7,NNW,2009-10-20,74.0,1018.1,No,20.8
26.7,No,17.0,1018.5,Wollongong,54.0,S,26.0,,22.0,0.0,15.3,,NNE,32.6,WNW,2009-10-21,62.0,1017.3,No,23.9
17.2,No,15.0,1025.2,Wollongong,39.0,SSE,15.0,8.0,78.0,0.0,16.2,8.0,ENE,19.7,S,2009-10-22,73.0,1023.0,No,18.1
18.9,No,19.0,1019.4,Wollongong,43.0,SSE,13.0,,71.0,0.0,17.1,7.0,NNE,22.0,N,2009-10-23,74.0,1015.4,No,21.4
17.5,No,13.0,1019.9,Wollongong,39.0,S,13.0,,66.0,0.4,15.2,8.0,E,20.1,S,2009-10-24,64.0,1016.6,No,19.7
19.4,Yes,11.0,1016.1,Wollongong,67.0,S,15.0,8.0,73.0,0.0,16.2,,SW,19.8,SSE,2009-10-25,78.0,1015.5,No,16.9
15.3,No,39.0,1025.5,Wollongong,65.0,SE,46.0,8.0,79.0,36.8,11.7,8.0,SE,16.5,S,2009-10-26,75.0,1026.5,Yes,14.7
16.3,No,13.0,1030.2,Wollongong,43.0,ESE,22.0,7.0,62.0,0.6,14.2,8.0,NNE,19.7,E,2009-10-27,60.0,1027.6,No,18.1
19.6,No,15.0,1024.7,Wollongong,44.0,NW,19.0,,66.0,0.0,15.1,,NNE,22.5,NNW,2009-10-28,75.0,1022.5,No,20.9
17.1,No,11.0,1026.7,Wollongong,43.0,S,13.0,8.0,78.0,0.0,16.4,8.0,SE,20.8,SW,2009-10-29,75.0,1024.1,No,19.3
20.6,No,31.0,1022.9,Wollongong,39.0,NE,11.0,,76.0,0.0,16.2,,NE,22.3,NNE,2009-10-30,77.0,1020.4,No,21.4
20.3,No,30.0,1025.0,Wollongong,39.0,NE,17.0,,84.0,0.2,17.7,3.0,NE,21.9,NNE,2009-10-31,76.0,1023.4,No,21.2
20.6,No,35.0,1023.5,Wollongong,50.0,NE,15.0,,70.0,0.0,17.5,,NNE,21.8,NNE,2009-11-01,76.0,1018.8,No,20.2
