rain_today,cloud_9_am,wind_dir_3_pm,wind_gust_dir,wind_speed_9_am,max_temp_f,humidity_3_pm,min_temp_f,location,evaporation,temp_9_am_f,rain_tomorrow,date,temp_3_pm_f,wind_speed_3_pm,pressure_9_am,rainfall,wind_dir_9_am,sunshine,wind_gust_speed,humidity_9_am,cloud_3_pm,pressure_3_pm
No,8.0,WNW,NW,6.0,72.32,68.0,59.9,Canberra,4.8,62.78,Yes,2008-03-24,69.98,19.0,1018.7,0.6,SSE,1.9,28.0,89.0,7.0,1015.4
Yes,8.0,N,NNW,11.0,63.32,93.0,55.58,Canberra,2.8,61.519999999999996,Yes,2008-03-25,61.88,20.0,1010.2,6.4,N,0.0,43.0,94.0,8.0,1006.5
Yes,5.0,W,W,17.0,68.36,50.0,54.68,Canberra,2.6,59.18,No,2008-03-26,63.32,20.0,1007.9,19.8,NNW,9.1,46.0,76.0,4.0,1008.4
No,1.0,N,N,7.0,64.94,36.0,39.92,Canberra,4.6,47.120000000000005,No,2008-03-27,63.32,17.0,1014.8,0.0,SE,9.6,33.0,80.0,2.0,1012.6
No,1.0,WNW,W,7.0,64.75999999999999,35.0,39.92,Canberra,3.6,48.56,No,2008-03-28,62.959999999999994,19.0,1017.4,0.0,SE,11.0,31.0,78.0,3.0,1015.0
No,6.0,NW,NW,9.0,65.3,30.0,44.78,Canberra,3.4,47.84,No,2008-03-29,64.75999999999999,22.0,1015.1,0.0,N,10.0,57.0,90.0,6.0,1011.3
No,3.0,WNW,WNW,6.0,66.02,34.0,39.56,Canberra,6.4,52.16,No,2008-03-30,64.58,31.0,1011.2,0.0,WSW,10.8,50.0,60.0,2.0,1009.3
No,2.0,W,WNW,19.0,65.84,42.0,49.28,Canberra,6.4,55.58,No,2008-03-31,61.7,26.0,1012.7,0.0,NW,10.0,57.0,54.0,5.0,1013.0
No,0.0,WNW,NNW,7.0,71.24000000000001,34.0,38.3,Canberra,6.0,47.66,No,2008-04-01,70.16,11.0,1023.9,0.0,ESE,10.3,22.0,72.0,1.0,1021.2
No,1.0,NW,NNW,2.0,73.94,26.0,41.54,Canberra,3.6,49.1,Yes,2008-04-02,72.5,37.0,1018.0,0.0,SSW,5.6,83.0,90.0,8.0,1010.5
Yes,1.0,W,WNW,26.0,57.74,40.0,44.6,Canberra,9.6,48.379999999999995,No,2008-04-03,56.66,33.0,1010.3,2.6,NW,9.7,63.0,68.0,3.0,1012.7
No,0.0,WSW,N,6.0,66.02,33.0,32.72,Canberra,4.8,41.36,No,2008-04-04,63.68,7.0,1021.2,0.0,NW,9.6,22.0,77.0,1.0,1019.1
No,0.0,NNW,E,7.0,70.52,27.0,37.76,Canberra,3.2,46.76,No,2008-04-05,68.9,7.0,1025.2,0.0,SE,10.6,26.0,76.0,1.0,1022.3
No,1.0,NNW,E,7.0,71.24000000000001,35.0,42.620000000000005,Canberra,2.8,55.22,No,2008-04-06,69.44,11.0,1028.0,0.0,SSW,9.3,35.0,70.0,5.0,1024.1
No,1.0,ENE,ENE,11.0,68.9,48.0,46.58,Canberra,3.8,58.82,No,2008-04-07,67.1,11.0,1027.8,0.0,ESE,7.8,31.0,66.0,5.0,1024.0
No,5.0,SE,ESE,15.0,66.02,45.0,44.42,Canberra,4.2,56.84,No,2008-04-08,64.04,9.0,1028.2,0.0,SSE,4.1,39.0,68.0,4.0,1025.4
No,6.0,WNW,SW,9.0,67.1,49.0,42.08,Canberra,2.8,57.74,No,2008-04-09,65.48,6.0,1025.7,0.0,S,6.8,17.0,69.0,4.0,1021.8
No,1.0,N,E,4.0,73.22,28.0,44.96,Canberra,2.2,57.2,No,2008-04-10,71.96,6.0,1023.1,0.0,NNW,9.5,26.0,82.0,1.0,1019.2
No,0.0,WSW,ESE,2.0,74.12,29.0,44.78,Canberra,3.4,54.86,No,2008-04-11,72.32,7.0,1021.0,0.0,SE,10.2,39.0,72.0,1.0,1016.9
No,7.0,WNW,WNW,6.0,75.38,32.0,42.980000000000004,Canberra,4.6,52.7,Yes,2008-04-12,74.66,11.0,1019.2,0.0,SSW,6.1,35.0,75.0,3.0,1015.8
Yes,5.0,NW,W,13.0,67.64,56.0,44.78,Canberra,3.2,51.26,Yes,2008-04-13,66.38,15.0,1018.4,2.0,SSE,7.7,39.0,96.0,2.0,1013.8
Yes,1.0,SSE,S,9.0,64.4,40.0,42.08,Canberra,3.8,54.32,No,2008-04-14,64.22,20.0,1020.8,5.2,SSE,9.3,31.0,70.0,1.0,1019.6
No,1.0,S,SSE,7.0,69.25999999999999,36.0,41.72,Canberra,3.2,54.14,No,2008-04-15,68.72,9.0,1027.2,0.0,SSE,10.8,28.0,66.0,2.0,1023.9
No,1.0,SE,S,9.0,66.74000000000001,39.0,43.34,Canberra,3.4,54.68,No,2008-04-16,65.84,13.0,1027.9,0.0,S,10.6,31.0,65.0,1.0,1024.4
No,7.0,NW,WNW,7.0,69.8,44.0,41.54,Canberra,4.6,53.6,No,2008-04-17,68.72,7.0,1027.2,0.0,SSW,6.3,26.0,77.0,2.0,1023.3
No,3.0,ENE,ESE,17.0,67.46,43.0,46.22,Canberra,3.2,57.2,No,2008-04-18,66.38,11.0,1027.3,0.0,SSE,8.3,48.0,58.0,6.0,1024.1
No,6.0,ESE,SE,13.0,60.980000000000004,51.0,47.120000000000005,Canberra,3.0,56.48,No,2008-04-19,59.36,22.0,1029.5,0.0,SE,4.9,35.0,69.0,7.0,1027.4
No,4.0,ESE,ESE,11.0,65.66,65.0,46.58,Canberra,4.4,56.3,No,2008-04-20,60.08,30.0,1028.2,0.0,SSE,7.1,33.0,66.0,7.0,1024.2
No,1.0,SSE,E,9.0,69.08,34.0,36.32,Canberra,2.8,51.08,No,2008-04-21,67.64,7.0,1024.8,0.0,SE,10.1,30.0,77.0,2.0,1021.0
No,7.0,E,SE,13.0,66.02,49.0,42.08,Canberra,3.8,54.5,No,2008-04-22,63.86,22.0,1025.8,0.0,SSE,8.0,33.0,79.0,6.0,1023.5
No,6.0,ESE,ENE,0.0,66.2,43.0,45.5,Canberra,4.0,54.68,No,2008-04-23,64.58,7.0,1025.5,0.0,,6.8,26.0,74.0,5.0,1022.2
No,4.0,NE,NE,7.0,70.16,55.0,36.5,Canberra,2.0,48.56,No,2008-04-24,63.68,9.0,1023.7,0.0,ESE,7.9,28.0,82.0,4.0,1019.8
No,7.0,NW,WNW,0.0,69.62,42.0,41.0,Canberra,2.0,50.18,No,2008-04-25,69.08,7.0,1019.9,0.0,,8.9,22.0,84.0,6.0,1014.3
No,7.0,WNW,NW,2.0,71.06,34.0,38.839999999999996,Canberra,2.8,46.22,No,2008-04-26,68.36,20.0,1011.9,0.2,ESE,6.5,44.0,99.0,7.0,1006.7
No,6.0,NW,NW,26.0,65.66,51.0,46.22,Canberra,5.8,57.92,Yes,2008-04-27,61.88,31.0,1003.2,0.0,NNW,5.8,59.0,68.0,6.0,997.7
Yes,3.0,WNW,W,26.0,52.34,60.0,39.74,Canberra,4.4,44.78,No,2008-04-28,47.84,22.0,1006.3,7.2,WNW,5.6,57.0,75.0,6.0,1008.1
No,0.0,NNW,NNW,0.0,56.84,40.0,28.22,Canberra,1.8,43.34,No,2008-04-29,55.76,9.0,1020.6,0.2,,9.5,22.0,69.0,1.0,1019.6
No,1.0,N,N,2.0,58.64,40.0,28.76,Canberra,1.4,41.54,No,2008-04-30,57.02,19.0,1024.2,0.0,E,7.0,28.0,80.0,7.0,1020.5
No,7.0,NNW,WNW,6.0,56.84,54.0,38.839999999999996,Canberra,2.8,50.9,No,2008-05-01,54.32,26.0,1020.6,0.0,W,0.8,31.0,67.0,7.0,1018.5
No,1.0,WNW,W,6.0,63.14,38.0,35.78,Canberra,1.6,47.66,No,2008-05-02,60.62,28.0,1020.0,0.0,SSW,9.2,43.0,81.0,2.0,1017.3
No,1.0,W,NW,6.0,62.78,42.0,32.9,Canberra,4.0,45.32,No,2008-05-03,61.16,13.0,1020.8,0.0,ESE,9.4,31.0,74.0,1.0,1017.4
No,5.0,NNW,NNW,2.0,62.059999999999995,42.0,30.38,Canberra,2.4,43.16,No,2008-05-04,59.72,15.0,1022.7,0.0,SW,9.3,30.0,76.0,2.0,1018.5
No,6.0,WNW,NW,2.0,66.2,41.0,32.72,Canberra,3.4,45.86,No,2008-05-05,65.3,19.0,1019.8,0.0,NE,8.3,39.0,76.0,5.0,1015.8
No,7.0,NW,NW,7.0,62.24,53.0,45.5,Canberra,2.8,54.5,No,2008-05-06,59.72,26.0,1018.0,0.0,W,3.0,41.0,70.0,7.0,1013.8
No,1.0,WNW,WNW,17.0,63.68,43.0,46.94,Canberra,3.4,54.32,No,2008-05-07,61.7,30.0,1015.8,0.0,NW,9.4,43.0,73.0,1.0,1013.5
No,1.0,NW,NW,0.0,64.58,44.0,31.64,Canberra,4.4,44.06,No,2008-05-08,62.42,9.0,1021.4,0.0,,9.4,24.0,80.0,1.0,1018.9
No,0.0,N,NNW,2.0,69.8,36.0,32.18,Canberra,2.2,45.68,No,2008-05-09,69.25999999999999,9.0,1023.2,0.0,WNW,9.2,17.0,78.0,1.0,1020.3
No,1.0,NNW,NW,2.0,69.62,41.0,34.7,Canberra,2.4,47.120000000000005,No,2008-05-10,69.62,9.0,1023.2,0.0,NW,9.3,20.0,80.0,1.0,1020.0
No,7.0,NE,E,6.0,63.32,52.0,46.94,Canberra,2.0,56.3,No,2008-05-11,62.959999999999994,11.0,1024.4,0.0,WSW,1.6,20.0,80.0,7.0,1021.5
No,7.0,NNW,,4.0,66.56,47.0,48.92,Canberra,2.2,53.78,No,2008-05-12,65.84,15.0,1024.2,0.0,E,7.7,24.0,73.0,1.0,1020.3
No,1.0,NW,NNW,7.0,66.2,34.0,34.34,Canberra,2.2,46.22,No,2008-05-13,65.48,15.0,1024.7,0.0,SE,9.4,30.0,87.0,2.0,1021.4
No,1.0,NNW,NNW,,65.48,44.0,35.96,Canberra,2.0,47.3,No,2008-05-14,64.04,20.0,1024.4,0.0,,9.2,31.0,84.0,3.0,1021.0
No,1.0,NW,NW,2.0,64.22,40.0,31.28,Canberra,2.4,44.239999999999995,Yes,2008-05-15,63.86,20.0,1023.5,0.0,NNE,8.7,33.0,80.0,2.0,1018.7
Yes,7.0,NW,NW,9.0,60.8,69.0,40.1,Canberra,3.0,50.0,No,2008-05-16,59.36,15.0,1017.7,1.8,W,4.3,35.0,88.0,7.0,1013.7
No,7.0,NW,NW,30.0,54.14,78.0,46.22,Canberra,1.8,52.34,No,2008-05-17,45.14,24.0,1006.3,1.0,NNW,1.7,52.0,68.0,7.0,1005.9
No,6.0,WNW,NW,13.0,57.379999999999995,53.0,39.74,Canberra,1.6,46.22,No,2008-05-18,55.94,26.0,1008.4,0.8,NNW,8.8,41.0,71.0,6.0,1008.3
No,1.0,WNW,W,0.0,64.58,36.0,27.14,Canberra,2.2,38.3,No,2008-05-19,62.059999999999995,24.0,1017.8,0.0,,9.3,52.0,85.0,1.0,1014.3
No,8.0,WNW,WNW,6.0,62.6,52.0,32.54,Canberra,2.2,38.839999999999996,No,2008-05-20,61.16,24.0,1021.9,0.0,S,5.6,31.0,99.0,1.0,1018.6
No,6.0,W,E,2.0,63.32,47.0,38.839999999999996,Canberra,2.6,46.4,No,2008-05-21,61.88,7.0,1024.5,0.0,ESE,7.3,24.0,81.0,2.0,1022.9
No,1.0,E,ESE,7.0,58.459999999999994,43.0,36.32,Canberra,2.6,42.620000000000005,No,2008-05-22,56.84,6.0,1030.4,0.0,SSE,9.2,20.0,74.0,1.0,1026.0
No,7.0,SSW,SE,11.0,58.64,49.0,34.16,Canberra,2.4,41.54,No,2008-05-23,58.1,6.0,1028.5,0.0,SE,6.7,17.0,81.0,1.0,1024.8
No,0.0,SSW,SE,6.0,58.1,43.0,34.16,Canberra,1.2,43.7,No,2008-05-24,57.02,6.0,1026.7,0.0,SE,8.9,17.0,74.0,1.0,1023.5
No,1.0,NNW,W,6.0,63.5,48.0,31.46,Canberra,1.6,43.16,Yes,2008-05-25,62.959999999999994,15.0,1025.5,0.0,SE,8.4,39.0,81.0,5.0,1021.8
Yes,7.0,W,ESE,6.0,65.3,50.0,40.46,Canberra,2.0,44.6,Yes,2008-05-26,64.22,6.0,1026.6,3.8,NNW,5.1,22.0,99.0,4.0,1023.1
Yes,1.0,NW,NNW,0.0,64.58,55.0,40.82,Canberra,1.2,48.02,No,2008-05-27,63.86,13.0,1025.7,5.2,,8.5,22.0,93.0,1.0,1022.3
No,1.0,NW,NW,0.0,62.24,50.0,34.52,Canberra,1.6,43.16,No,2008-05-28,61.34,6.0,1027.2,0.0,,8.2,20.0,91.0,4.0,1024.7
No,2.0,WNW,NW,7.0,63.5,45.0,35.96,Canberra,1.2,41.9,No,2008-05-29,63.14,7.0,1032.1,0.2,SSE,8.5,20.0,92.0,1.0,1029.6
No,1.0,NNW,,2.0,64.4,46.0,31.82,Canberra,2.0,42.08,No,2008-05-30,63.32,15.0,1033.2,0.0,N,8.6,,83.0,1.0,1028.7
No,2.0,N,E,0.0,65.3,38.0,30.38,Canberra,2.2,40.46,No,2008-05-31,64.75999999999999,7.0,1030.2,0.0,,8.9,22.0,84.0,3.0,1027.4
No,7.0,ENE,NE,,57.2,67.0,33.08,Canberra,2.2,40.28,No,2008-06-01,57.02,7.0,1032.3,0.0,,2.7,17.0,99.0,7.0,1028.9
No,7.0,NNE,NNE,6.0,60.26,67.0,40.28,Canberra,1.0,49.82,No,2008-06-02,59.9,6.0,1030.3,0.0,SSE,0.6,15.0,85.0,7.0,1027.1
No,8.0,ESE,ESE,9.0,57.92,86.0,49.64,Canberra,0.6,53.78,Yes,2008-06-03,56.48,11.0,1028.5,0.8,S,0.0,20.0,99.0,8.0,1027.2
Yes,8.0,SE,SSE,9.0,59.18,65.0,51.08,Canberra,0.2,52.7,No,2008-06-04,55.94,20.0,1028.2,3.8,SE,2.6,41.0,78.0,7.0,1025.7
No,6.0,S,S,6.0,59.18,65.0,46.04,Canberra,2.2,50.54,No,2008-06-05,58.64,20.0,1025.9,0.0,SSE,2.7,31.0,84.0,7.0,1023.4
No,1.0,NNE,S,11.0,62.059999999999995,42.0,39.92,Canberra,1.6,49.28,No,2008-06-06,61.16,4.0,1025.2,0.0,SE,9.0,22.0,74.0,1.0,1022.1
No,1.0,ESE,NE,4.0,59.9,42.0,31.64,Canberra,1.4,40.82,No,2008-06-07,58.1,11.0,1027.6,0.0,N,9.0,28.0,86.0,1.0,1027.0
No,7.0,ENE,E,6.0,58.1,70.0,39.74,Canberra,2.0,46.22,No,2008-06-08,55.4,13.0,1034.3,0.0,SSE,3.0,30.0,76.0,7.0,1031.7
No,7.0,NE,NNE,6.0,61.34,65.0,45.32,Canberra,1.2,53.78,Yes,2008-06-09,58.1,19.0,1031.4,0.0,SSE,,30.0,75.0,7.0,1027.9
Yes,8.0,,NW,2.0,56.66,94.0,47.48,Canberra,2.2,50.54,Yes,2008-06-10,52.879999999999995,0.0,1027.8,6.2,E,0.0,31.0,97.0,8.0,1024.3
Yes,7.0,NW,NW,22.0,59.0,65.0,50.36,Canberra,0.2,55.22,No,2008-06-11,56.66,17.0,1022.9,4.8,NNW,0.5,46.0,90.0,7.0,1022.1
No,1.0,WNW,NW,15.0,61.519999999999996,48.0,45.14,Canberra,1.2,52.16,No,2008-06-12,58.459999999999994,24.0,1023.7,0.2,N,8.5,43.0,86.0,1.0,1019.7
No,4.0,WNW,WNW,19.0,55.4,58.0,47.66,Canberra,3.2,47.84,No,2008-06-13,51.98,28.0,1013.7,0.6,W,7.1,54.0,82.0,2.0,1014.1
No,4.0,S,S,7.0,53.24,49.0,33.8,Canberra,2.2,43.7,No,2008-06-14,51.8,24.0,1025.7,0.0,NW,7.2,48.0,73.0,1.0,1025.6
No,1.0,SSW,S,24.0,58.459999999999994,57.0,35.78,Canberra,2.6,48.2,No,2008-06-15,56.84,26.0,1029.0,0.0,S,8.2,43.0,72.0,2.0,1026.3
No,7.0,ESE,SSW,17.0,62.42,51.0,43.519999999999996,Canberra,2.6,49.1,No,2008-06-16,60.8,9.0,1027.8,0.0,SSW,5.9,26.0,78.0,2.0,1024.8
No,7.0,NNE,NNE,7.0,59.9,58.0,41.72,Canberra,1.6,48.92,No,2008-06-17,58.82,7.0,1028.6,0.0,SSW,5.8,20.0,80.0,1.0,1025.5
No,5.0,NNW,N,6.0,59.9,70.0,32.72,Canberra,1.0,39.2,No,2008-06-18,59.0,9.0,1026.7,0.0,N,4.7,13.0,97.0,7.0,1023.5
No,8.0,SSE,NNW,6.0,60.62,63.0,39.2,Canberra,0.6,47.120000000000005,Yes,2008-06-19,58.64,7.0,1022.5,0.0,SE,2.0,17.0,95.0,7.0,1019.7
Yes,8.0,WNW,W,6.0,53.06,86.0,47.120000000000005,Canberra,0.6,49.46,No,2008-06-20,52.34,7.0,1021.2,4.8,WNW,0.0,26.0,91.0,7.0,1019.2
No,3.0,WNW,WNW,6.0,57.02,59.0,32.72,Canberra,0.8,39.56,No,2008-06-21,53.78,19.0,1023.0,0.6,E,7.7,41.0,99.0,6.0,1021.0
No,5.0,SE,NW,9.0,57.2,44.0,39.56,Canberra,1.4,47.84,No,2008-06-22,54.5,9.0,1026.4,0.0,NNW,7.6,33.0,74.0,4.0,1025.7
No,7.0,N,NW,7.0,55.22,53.0,33.62,Canberra,2.0,41.9,No,2008-06-23,54.14,15.0,1025.1,0.0,W,6.8,24.0,92.0,7.0,1022.1
No,8.0,NW,WNW,2.0,55.4,69.0,33.44,Canberra,1.4,39.74,No,2008-06-24,53.06,28.0,1028.2,0.0,S,4.1,41.0,95.0,6.0,1024.2
No,3.0,WNW,NW,0.0,54.68,54.0,39.74,Canberra,2.0,46.04,No,2008-06-25,52.34,28.0,1026.3,0.0,,9.0,46.0,75.0,1.0,1021.9
No,6.0,WNW,WNW,20.0,53.24,48.0,43.34,Canberra,2.6,44.6,No,2008-06-26,52.7,28.0,1018.7,0.0,NNW,6.5,63.0,81.0,1.0,1020.4
No,1.0,NNW,NNW,7.0,57.74,51.0,38.3,Canberra,3.4,44.06,No,2008-06-27,54.86,24.0,1027.8,0.0,N,8.9,35.0,71.0,1.0,1025.0
No,4.0,NW,NW,6.0,58.64,41.0,29.3,Canberra,2.2,35.78,No,2008-06-28,58.1,9.0,1029.1,0.0,N,8.0,15.0,90.0,3.0,1026.0
No,7.0,N,NNW,6.0,60.8,38.0,34.16,Canberra,1.4,43.7,No,2008-06-29,58.28,22.0,1024.6,0.0,S,6.1,31.0,84.0,6.0,1020.9
No,1.0,NNW,W,22.0,59.72,68.0,32.9,Canberra,2.4,49.46,Yes,2008-06-30,55.22,28.0,1017.2,0.0,NW,6.4,70.0,53.0,7.0,1010.2
Yes,3.0,W,NW,33.0,53.06,56.0,41.54,Canberra,3.6,44.42,No,2008-07-01,51.98,33.0,1012.1,2.0,NW,5.6,78.0,73.0,1.0,1012.3
No,5.0,WNW,WNW,31.0,55.58,53.0,43.879999999999995,Canberra,2.8,51.08,No,2008-07-02,54.14,30.0,1013.5,0.2,NNW,8.2,61.0,62.0,1.0,1014.0
No,1.0,NNW,N,7.0,52.7,53.0,29.12,Canberra,2.8,37.4,No,2008-07-03,51.98,20.0,1024.3,0.0,ESE,8.9,31.0,82.0,1.0,1021.9
No,1.0,NE,ESE,4.0,53.6,52.0,26.42,Canberra,1.8,42.620000000000005,No,2008-07-04,50.36,13.0,1030.5,0.0,SSW,3.9,35.0,80.0,6.0,1030.0
No,1.0,WNW,W,,57.56,55.0,31.82,Canberra,1.4,40.46,No,2008-07-05,54.68,2.0,1032.9,0.0,,7.0,13.0,81.0,2.0,1028.9
No,5.0,NNW,NW,2.0,57.2,59.0,30.92,Canberra,1.2,38.660000000000004,No,2008-07-06,56.48,22.0,1030.0,0.0,WNW,7.1,41.0,86.0,5.0,1026.3
No,7.0,N,W,0.0,51.98,96.0,37.4,Canberra,1.4,43.34,Yes,2008-07-07,47.48,13.0,1024.4,0.8,,0.2,35.0,99.0,8.0,1021.1
Yes,6.0,NW,NW,0.0,49.1,72.0,37.22,Canberra,1.4,41.9,No,2008-07-08,45.32,15.0,1021.6,16.8,,6.5,35.0,93.0,6.0,1019.6
No,7.0,NW,WNW,9.0,47.84,68.0,29.66,Canberra,0.8,35.24,No,2008-07-09,46.4,15.0,1020.0,0.0,NW,2.8,39.0,95.0,6.0,1016.8
No,7.0,NW,NW,31.0,47.66,85.0,35.24,Canberra,1.8,42.8,Yes,2008-07-10,44.42,35.0,1014.6,0.0,NW,1.2,65.0,83.0,7.0,1010.5
Yes,7.0,WNW,NW,20.0,47.120000000000005,66.0,37.22,Canberra,1.4,41.9,No,2008-07-11,44.78,31.0,1016.7,1.6,NW,7.7,59.0,76.0,3.0,1018.2
No,1.0,NNW,N,2.0,51.98,54.0,27.32,Canberra,1.4,33.44,No,2008-07-12,49.82,7.0,1027.1,0.2,E,6.5,20.0,87.0,7.0,1022.7
No,7.0,NW,NNW,0.0,51.8,69.0,32.9,Canberra,1.0,37.04,No,2008-07-13,51.26,15.0,1024.4,0.0,,0.9,31.0,92.0,7.0,1021.9
No,5.0,NNW,NNW,7.0,61.7,51.0,36.86,Canberra,0.6,44.06,No,2008-07-14,60.62,22.0,1021.8,0.0,SW,8.9,41.0,93.0,1.0,1019.0
No,1.0,NNW,NNW,,56.48,46.0,28.94,Canberra,1.8,39.02,No,2008-07-15,55.94,17.0,1023.0,0.0,,5.2,28.0,83.0,7.0,1020.1
No,7.0,NNW,N,6.0,55.04,62.0,30.38,Canberra,2.0,36.86,No,2008-07-16,53.78,9.0,1024.1,0.2,SE,1.9,17.0,99.0,7.0,1020.8
No,7.0,NNW,NNW,0.0,52.7,55.0,28.76,Canberra,0.6,34.34,No,2008-07-17,51.8,24.0,1019.7,0.0,,4.7,41.0,99.0,3.0,1013.9
No,3.0,WNW,NW,24.0,51.08,73.0,34.34,Canberra,0.8,45.86,Yes,2008-07-18,46.76,33.0,1010.8,0.0,NNW,5.6,46.0,75.0,5.0,1009.4
Yes,1.0,NW,NW,15.0,52.879999999999995,48.0,36.32,Canberra,2.2,42.8,No,2008-07-19,51.26,22.0,1016.7,1.2,NNW,8.1,35.0,71.0,3.0,1014.9
No,7.0,NE,WNW,0.0,51.8,87.0,30.02,Canberra,1.8,36.32,Yes,2008-07-20,47.66,6.0,1014.4,0.2,,0.0,41.0,92.0,8.0,1009.0
Yes,7.0,WNW,WNW,26.0,52.879999999999995,56.0,36.14,Canberra,1.8,45.68,No,2008-07-21,52.16,31.0,1006.9,19.2,WNW,7.5,54.0,78.0,3.0,1010.3
No,1.0,SSW,S,2.0,52.879999999999995,33.0,28.04,Canberra,1.4,38.12,No,2008-07-22,51.8,28.0,1025.7,0.0,E,9.2,39.0,68.0,1.0,1025.8
No,1.0,ESE,ESE,6.0,52.16,48.0,25.7,Canberra,1.6,38.48,No,2008-07-23,50.18,11.0,1033.5,0.0,N,7.7,26.0,76.0,5.0,1031.1
No,3.0,E,ESE,7.0,53.96,51.0,30.2,Canberra,1.6,38.660000000000004,No,2008-07-24,51.44,13.0,1032.2,0.0,SE,8.4,30.0,82.0,5.0,1027.4
No,2.0,SE,S,7.0,55.22,25.0,28.22,Canberra,1.2,34.52,No,2008-07-25,54.14,13.0,1025.7,0.0,SE,8.1,31.0,92.0,1.0,1020.9
No,7.0,WNW,WNW,2.0,52.34,50.0,28.4,Canberra,2.2,34.16,No,2008-07-26,51.620000000000005,19.0,1020.0,0.2,SE,5.9,33.0,88.0,7.0,1015.3
No,7.0,WSW,SSE,6.0,49.46,66.0,27.86,Canberra,1.4,33.8,Yes,2008-07-27,46.04,13.0,1013.8,0.0,SSE,1.9,28.0,92.0,7.0,1010.0
Yes,2.0,S,S,28.0,51.26,56.0,29.12,Canberra,0.8,42.08,No,2008-07-28,49.28,37.0,1014.1,1.4,SSW,9.1,59.0,74.0,4.0,1014.9
No,3.0,S,,19.0,53.96,49.0,33.44,Canberra,1.8,43.7,No,2008-07-29,52.16,22.0,1020.9,0.0,S,8.6,,69.0,1.0,1016.8
No,1.0,NNW,NNW,0.0,53.96,48.0,26.96,Canberra,2.6,36.86,No,2008-07-30,52.7,15.0,1018.3,0.0,,8.7,31.0,84.0,1.0,1014.6
No,1.0,WNW,WNW,0.0,57.379999999999995,38.0,26.96,Canberra,2.2,37.4,No,2008-07-31,55.04,26.0,1017.3,0.0,,6.8,48.0,81.0,7.0,1012.9
No,8.0,NW,W,19.0,49.46,82.0,37.4,Canberra,2.6,49.28,Yes,2008-08-01,47.48,28.0,1005.1,1.0,NW,0.7,65.0,64.0,7.0,1001.3
Yes,1.0,WNW,WNW,28.0,52.7,56.0,39.92,Canberra,2.2,44.42,No,2008-08-02,50.9,31.0,1013.9,6.6,NNW,9.3,57.0,67.0,1.0,1014.9
No,1.0,WNW,WNW,4.0,55.04,48.0,36.14,Canberra,2.2,46.04,No,2008-08-03,52.879999999999995,24.0,1021.2,0.0,ENE,9.6,35.0,70.0,1.0,1018.1
No,1.0,W,W,4.0,54.14,60.0,28.4,Canberra,2.4,36.68,No,2008-08-04,48.379999999999995,19.0,1020.9,0.0,ESE,5.8,31.0,81.0,7.0,1018.3
No,3.0,SSW,S,0.0,51.620000000000005,72.0,28.580000000000002,Canberra,1.8,41.9,Yes,2008-08-05,44.96,26.0,1020.8,0.0,,4.2,50.0,78.0,8.0,1019.2
Yes,5.0,SSE,S,30.0,57.379999999999995,48.0,40.64,Canberra,1.6,48.02,No,2008-08-06,56.48,22.0,1018.2,4.0,S,8.3,48.0,67.0,1.0,1017.6
No,7.0,N,NNW,7.0,51.98,78.0,30.92,Canberra,3.0,38.839999999999996,Yes,2008-08-07,42.260000000000005,26.0,1018.4,0.0,SE,5.0,41.0,89.0,7.0,1015.9
Yes,6.0,N,N,6.0,54.5,62.0,37.58,Canberra,1.4,45.68,No,2008-08-08,52.34,30.0,1019.8,1.2,WNW,7.2,43.0,69.0,2.0,1019.1
No,1.0,NW,NW,6.0,49.28,70.0,26.78,Canberra,1.8,42.08,No,2008-08-09,46.58,24.0,1022.4,0.0,N,7.3,43.0,76.0,6.0,1019.0
No,8.0,NW,NW,30.0,45.68,68.0,25.7,Canberra,2.4,37.94,No,2008-08-10,41.18,24.0,1014.8,0.4,NW,4.7,50.0,92.0,6.0,1012.6
No,1.0,N,N,9.0,48.74,60.0,31.46,Canberra,1.4,40.46,No,2008-08-11,46.94,30.0,1017.4,0.4,NNW,9.9,39.0,72.0,1.0,1016.6
No,1.0,WNW,WNW,22.0,50.72,63.0,32.18,Canberra,1.8,44.6,No,2008-08-12,47.48,24.0,1021.3,0.0,NW,7.9,59.0,69.0,6.0,1020.1
No,1.0,NW,WNW,20.0,53.96,41.0,36.14,Canberra,2.8,43.7,No,2008-08-13,50.72,30.0,1024.2,0.0,WNW,9.8,44.0,58.0,1.0,1022.4
No,1.0,WNW,NW,28.0,51.26,45.0,35.78,Canberra,3.4,43.16,No,2008-08-14,49.1,39.0,1022.2,0.0,NNW,9.4,59.0,59.0,1.0,1018.2
No,1.0,NW,WNW,28.0,58.459999999999994,51.0,40.28,Canberra,4.4,48.56,No,2008-08-15,53.6,33.0,1014.7,0.0,WNW,8.4,52.0,54.0,3.0,1012.4
No,1.0,WSW,NNW,24.0,57.56,27.0,38.660000000000004,Canberra,3.0,47.66,No,2008-08-16,56.3,28.0,1012.7,0.0,WNW,10.0,46.0,52.0,1.0,1011.8
No,0.0,NNW,N,9.0,52.879999999999995,35.0,29.66,Canberra,4.0,40.1,No,2008-08-17,51.44,17.0,1023.3,0.0,ESE,10.4,30.0,59.0,1.0,1022.0
No,6.0,WNW,SSE,7.0,54.5,30.0,25.880000000000003,Canberra,3.0,34.52,No,2008-08-18,52.16,30.0,1025.2,0.0,NNW,6.8,48.0,89.0,7.0,1021.8
