MaxTempC,WindSpeed9am,Humidity9am,Sunshine,WindGustSpeed,Cloud3pm,RainTomorrow,Pressure3pm,Pressure9am,Location,WindGustDir,WindDir3pm,WindSpeed3pm,Date,Evaporation,MinTempC,RainToday,Temp3pmC,Cloud9am,WindDir9am,Humidity3pm,Temp9amC,Rainfall
27.7,15.0,53.0,10.5,28.0,6.0,Yes,1010.0,1012.1,Brisbane,ESE,ENE,13.0,2008-11-25,7.8,18.2,No,26.9,7.0,E,56.0,26.1,0.0
24.4,13.0,80.0,2.8,30.0,7.0,Yes,1010.8,1013.6,Brisbane,ENE,ENE,15.0,2008-11-26,9.8,19.5,Yes,22.6,7.0,SE,78.0,21.2,11.6
27.2,6.0,91.0,3.9,26.0,5.0,Yes,1010.8,1013.8,Brisbane,NE,ENE,13.0,2008-11-27,2.2,19.9,Yes,24.5,8.0,SSE,75.0,21.6,25.2
29.0,9.0,67.0,10.7,43.0,7.0,No,1007.9,1011.4,Brisbane,ENE,NNE,20.0,2008-11-28,3.2,21.2,Yes,27.4,7.0,N,71.0,27.1,2.2
31.6,13.0,68.0,0.7,54.0,8.0,Yes,1004.3,1006.5,Brisbane,WSW,W,28.0,2008-11-29,7.2,24.5,No,25.8,7.0,NNW,64.0,28.0,0.0
30.2,11.0,37.0,13.5,48.0,1.0,No,1008.1,1010.6,Brisbane,ESE,W,17.0,2008-11-30,4.6,18.9,Yes,29.8,1.0,SW,29.0,26.0,3.4
31.3,4.0,52.0,13.2,30.0,1.0,No,1010.1,1013.9,Brisbane,S,NE,13.0,2008-12-01,7.2,17.0,No,28.6,1.0,WNW,41.0,25.4,0.0
30.8,6.0,52.0,13.2,31.0,1.0,No,1010.1,1013.0,Brisbane,NE,NNE,13.0,2008-12-02,7.4,18.6,No,29.5,1.0,SE,57.0,27.0,0.0
29.6,9.0,60.0,11.1,35.0,6.0,Yes,1009.9,1013.7,Brisbane,WNW,NNE,17.0,2008-12-03,7.0,21.8,No,27.8,2.0,ENE,65.0,27.3,0.0
30.7,9.0,58.0,8.1,39.0,8.0,Yes,1013.2,1014.2,Brisbane,ESE,E,22.0,2008-12-04,7.6,21.4,Yes,25.8,2.0,E,67.0,28.2,3.6
29.0,6.0,66.0,5.5,28.0,6.0,Yes,1013.8,1017.3,Brisbane,NNW,NE,11.0,2008-12-05,5.8,20.5,Yes,27.8,6.0,WNW,66.0,26.0,9.6
33.4,4.0,64.0,7.2,35.0,7.0,Yes,1007.0,1011.7,Brisbane,NW,ENE,13.0,2008-12-06,5.6,22.1,Yes,31.0,6.0,WNW,61.0,28.0,7.8
33.4,7.0,68.0,5.3,39.0,7.0,No,1004.5,1007.7,Brisbane,SE,W,17.0,2008-12-07,5.4,22.6,Yes,32.6,7.0,NW,52.0,27.9,12.4
26.7,13.0,58.0,1.0,28.0,7.0,No,1010.7,1013.4,Brisbane,ESE,E,15.0,2008-12-08,5.2,21.9,No,25.0,8.0,ESE,55.0,25.0,0.0
27.6,7.0,63.0,11.1,30.0,4.0,No,1010.9,1013.0,Brisbane,NE,NE,15.0,2008-12-09,3.4,19.5,No,26.7,3.0,E,63.0,26.7,0.2
30.3,9.0,58.0,11.5,30.0,1.0,No,1007.6,1011.4,Brisbane,ENE,NE,17.0,2008-12-10,7.6,22.1,No,28.1,2.0,NNW,63.0,27.1,0.6
31.0,7.0,62.0,9.6,44.0,7.0,Yes,1006.8,1010.7,Brisbane,SSE,NE,15.0,2008-12-11,8.0,22.2,No,28.5,1.0,NE,66.0,28.8,0.0
27.6,15.0,77.0,4.1,26.0,7.0,No,1010.2,1013.8,Brisbane,SSE,SE,9.0,2008-12-12,5.4,22.1,Yes,26.0,8.0,SE,76.0,25.2,9.6
34.2,11.0,61.0,7.2,44.0,7.0,No,1000.6,1006.5,Brisbane,WNW,ENE,11.0,2008-12-13,4.2,21.9,No,30.7,7.0,NNW,63.0,27.1,0.0
31.7,17.0,49.0,13.1,54.0,1.0,No,1000.3,1002.2,Brisbane,W,W,22.0,2008-12-14,6.2,23.1,No,31.2,2.0,W,29.0,29.2,0.4
30.9,13.0,33.0,13.3,39.0,1.0,No,1005.9,1007.0,Brisbane,W,SW,13.0,2008-12-15,11.4,18.6,No,30.3,1.0,W,24.0,25.9,0.0
28.5,7.0,53.0,13.2,28.0,2.0,No,1012.1,1014.6,Brisbane,NE,N,13.0,2008-12-16,11.0,17.8,No,27.4,4.0,W,52.0,25.3,0.0
29.4,11.0,54.0,13.1,30.0,1.0,No,1010.7,1014.1,Brisbane,N,NNE,15.0,2008-12-17,6.8,19.0,No,28.4,2.0,NNW,50.0,26.6,0.0
30.8,7.0,49.0,12.6,37.0,2.0,Yes,1005.4,1010.6,Brisbane,N,NE,19.0,2008-12-18,8.4,20.3,No,28.2,1.0,N,61.0,28.2,0.0
31.8,11.0,54.0,12.8,33.0,2.0,No,1002.9,1006.9,Brisbane,SSE,NE,15.0,2008-12-19,10.2,20.5,Yes,31.1,1.0,NNE,57.0,28.5,2.0
27.5,17.0,59.0,9.7,44.0,8.0,No,1013.0,1013.5,Brisbane,SSE,E,20.0,2008-12-20,9.2,22.0,No,25.7,7.0,SE,53.0,25.4,0.0
28.0,19.0,52.0,7.5,48.0,4.0,No,1015.9,1018.1,Brisbane,E,SE,15.0,2008-12-21,8.2,18.4,No,25.3,7.0,SE,53.0,24.2,0.0
27.5,15.0,50.0,12.7,33.0,2.0,No,1015.4,1018.4,Brisbane,E,E,17.0,2008-12-22,7.4,17.9,No,26.9,5.0,SE,41.0,23.8,0.0
28.5,9.0,56.0,12.3,35.0,1.0,No,1011.8,1015.4,Brisbane,E,NNE,13.0,2008-12-23,9.2,17.2,No,27.3,3.0,NW,44.0,24.2,0.0
29.9,9.0,53.0,10.1,37.0,2.0,No,1008.2,1012.3,Brisbane,NNW,NNE,17.0,2008-12-24,9.4,21.1,No,28.4,1.0,NNE,56.0,27.4,0.0
29.5,6.0,66.0,,26.0,8.0,No,1011.4,1012.7,Brisbane,NE,E,9.0,2008-12-25,3.6,21.6,No,27.1,7.0,SSE,63.0,26.3,0.0
28.7,15.0,68.0,3.4,28.0,7.0,No,1012.8,1014.7,Brisbane,ESE,NNE,13.0,2008-12-26,4.6,21.8,No,27.0,7.0,ENE,61.0,26.8,0.8
29.2,11.0,60.0,6.3,30.0,7.0,Yes,1010.4,1013.9,Brisbane,NE,NNE,11.0,2008-12-27,6.0,23.8,No,27.0,6.0,NNE,60.0,26.9,0.6
30.4,6.0,87.0,3.2,24.0,6.0,No,1005.7,1010.1,Brisbane,ENE,ENE,15.0,2008-12-28,7.6,21.9,Yes,27.1,7.0,SW,64.0,22.2,4.2
32.2,6.0,65.0,11.1,43.0,1.0,Yes,1002.7,1007.0,Brisbane,SSW,NNE,13.0,2008-12-29,2.6,20.8,No,31.0,3.0,WNW,57.0,27.3,0.2
32.3,6.0,63.0,9.7,28.0,7.0,Yes,1000.6,1004.9,Brisbane,NE,NE,13.0,2008-12-30,8.0,20.6,Yes,31.8,1.0,NNW,59.0,27.3,6.6
34.9,7.0,37.0,12.4,28.0,0.0,No,1003.1,1005.4,Brisbane,NE,ENE,15.0,2008-12-31,6.4,21.5,Yes,33.7,0.0,SW,27.0,31.4,4.0
33.9,4.0,60.0,6.9,44.0,7.0,No,1005.1,1007.4,Brisbane,W,NNE,13.0,2009-01-01,9.0,22.2,No,30.9,5.0,SE,65.0,29.7,0.0
31.5,11.0,74.0,0.7,30.0,8.0,Yes,1009.7,1009.9,Brisbane,ESE,E,17.0,2009-01-02,7.4,23.2,No,29.4,8.0,SSW,47.0,25.0,0.0
26.0,15.0,85.0,0.0,41.0,8.0,Yes,1015.1,1015.3,Brisbane,SSE,SSE,15.0,2009-01-03,5.4,21.8,Yes,22.1,8.0,SE,86.0,22.7,4.4
27.5,17.0,55.0,7.0,35.0,7.0,No,1014.7,1017.4,Brisbane,ESE,SE,17.0,2009-01-04,4.2,20.1,Yes,26.3,7.0,SE,45.0,25.6,4.8
29.0,11.0,65.0,7.7,30.0,7.0,No,1012.1,1014.1,Brisbane,SSE,E,19.0,2009-01-05,7.8,20.4,No,27.7,7.0,SE,54.0,25.8,0.0
30.5,9.0,58.0,12.7,30.0,2.0,No,1011.1,1013.5,Brisbane,E,E,15.0,2009-01-06,6.4,20.8,No,29.6,3.0,ESE,49.0,27.3,0.0
29.8,9.0,62.0,11.4,30.0,7.0,Yes,1010.2,1013.0,Brisbane,NE,NE,17.0,2009-01-07,8.6,20.9,No,28.4,3.0,E,57.0,27.2,0.0
29.0,0.0,86.0,1.1,24.0,7.0,No,1008.5,1010.5,Brisbane,E,ENE,11.0,2009-01-08,8.2,22.5,Yes,28.0,7.0,,64.0,24.5,1.4
30.2,9.0,74.0,2.8,43.0,7.0,No,1010.4,1011.8,Brisbane,SSE,SSE,24.0,2009-01-09,4.4,23.1,No,28.9,8.0,S,47.0,24.9,0.6
29.1,20.0,52.0,9.6,43.0,5.0,No,1010.4,1012.4,Brisbane,SE,ESE,22.0,2009-01-10,6.4,19.0,No,26.3,3.0,SE,51.0,26.0,0.2
28.7,9.0,55.0,8.9,33.0,7.0,No,1010.6,1012.6,Brisbane,ESE,E,17.0,2009-01-11,9.0,19.6,No,26.2,7.0,SE,56.0,25.5,0.0
29.5,9.0,60.0,9.5,35.0,7.0,No,1013.2,1014.6,Brisbane,ESE,E,15.0,2009-01-12,7.6,18.6,No,27.8,7.0,E,54.0,26.0,0.0
30.2,17.0,55.0,11.5,37.0,4.0,No,1015.4,1017.2,Brisbane,E,E,20.0,2009-01-13,7.6,20.2,No,27.2,6.0,ESE,53.0,26.3,0.0
29.3,13.0,49.0,13.0,33.0,3.0,No,1015.3,1017.2,Brisbane,NE,ESE,17.0,2009-01-14,9.4,18.8,No,28.5,3.0,E,39.0,26.7,0.0
31.7,7.0,59.0,12.8,30.0,1.0,No,1013.1,1016.4,Brisbane,NNE,ENE,17.0,2009-01-15,8.4,19.0,No,29.7,3.0,W,45.0,26.1,0.0
32.9,7.0,54.0,12.4,31.0,6.0,No,1010.0,1013.8,Brisbane,NE,NE,15.0,2009-01-16,9.0,19.8,No,31.1,1.0,WNW,52.0,28.1,0.0
31.1,15.0,65.0,7.1,52.0,7.0,No,1014.0,1012.6,Brisbane,ESE,SE,22.0,2009-01-17,9.0,23.2,No,26.1,7.0,ESE,61.0,27.9,0.0
27.8,13.0,56.0,5.8,33.0,7.0,No,1018.1,1019.4,Brisbane,ESE,ESE,17.0,2009-01-18,8.8,20.3,No,25.1,7.0,ESE,56.0,25.4,0.0
28.9,13.0,49.0,9.0,31.0,7.0,No,1016.7,1019.2,Brisbane,ENE,ENE,15.0,2009-01-19,7.6,18.7,No,26.5,7.0,SE,50.0,26.4,0.0
30.9,9.0,49.0,12.5,26.0,3.0,No,1015.5,1017.7,Brisbane,ENE,ENE,17.0,2009-01-20,8.6,19.3,No,29.3,4.0,ENE,42.0,27.4,0.0
31.5,11.0,63.0,11.7,35.0,1.0,No,1013.5,1016.5,Brisbane,NE,NNE,17.0,2009-01-21,8.2,21.9,No,30.2,5.0,NNE,54.0,28.4,0.0
32.3,11.0,64.0,8.2,43.0,6.0,Yes,1010.6,1014.5,Brisbane,NE,NNE,17.0,2009-01-22,9.2,25.0,No,30.6,5.0,NNW,58.0,28.4,0.0
29.9,2.0,84.0,0.5,30.0,7.0,Yes,1009.5,1012.4,Brisbane,NNE,NNE,13.0,2009-01-23,7.0,24.2,Yes,28.3,7.0,N,77.0,26.6,26.6
32.5,6.0,68.0,3.8,30.0,7.0,No,1007.9,1011.5,Brisbane,NNE,NE,13.0,2009-01-24,2.8,23.6,Yes,30.3,7.0,SW,64.0,29.3,4.4
31.0,7.0,81.0,3.1,26.0,7.0,Yes,1012.9,1013.0,Brisbane,ENE,NE,15.0,2009-01-25,3.6,25.2,No,27.9,7.0,ENE,80.0,27.3,0.0
30.5,7.0,73.0,7.4,28.0,6.0,Yes,1015.0,1016.3,Brisbane,NE,ESE,11.0,2009-01-26,6.4,23.1,Yes,29.5,6.0,NNE,51.0,27.3,29.8
30.5,15.0,68.0,10.4,39.0,4.0,No,1015.1,1016.7,Brisbane,E,SE,20.0,2009-01-27,5.8,22.1,Yes,28.0,6.0,ESE,55.0,26.9,1.8
30.1,15.0,61.0,10.2,35.0,1.0,No,1015.3,1016.1,Brisbane,ESE,ESE,19.0,2009-01-28,8.6,20.8,No,28.6,6.0,ESE,54.0,27.8,0.2
29.0,13.0,67.0,5.2,35.0,7.0,Yes,1015.5,1017.3,Brisbane,E,ENE,19.0,2009-01-29,7.0,21.1,No,26.7,7.0,ENE,66.0,26.2,0.0
29.6,13.0,65.0,12.0,,2.0,,1014.9,1017.3,Brisbane,,E,19.0,2009-01-30,4.0,20.3,Yes,28.4,3.0,ESE,59.0,27.2,3.2
29.4,15.0,72.0,10.9,35.0,6.0,No,1015.0,1017.0,Brisbane,ENE,ESE,13.0,2009-01-31,8.2,,,28.0,5.0,E,64.0,26.1,
27.9,4.0,80.0,0.1,28.0,7.0,No,1012.9,1015.4,Brisbane,SE,ESE,13.0,2009-02-01,7.4,22.1,No,27.3,7.0,SSW,60.0,23.9,0.8
28.4,19.0,80.0,1.5,37.0,8.0,Yes,1010.4,1012.8,Brisbane,ESE,ESE,17.0,2009-02-02,5.6,23.0,No,26.9,7.0,SE,62.0,23.6,1.0
29.8,6.0,77.0,8.7,28.0,4.0,No,1008.0,1011.1,Brisbane,NE,ENE,13.0,2009-02-03,2.4,21.9,Yes,28.4,7.0,SSE,59.0,24.9,6.2
30.6,15.0,62.0,11.8,33.0,2.0,No,1007.1,1009.2,Brisbane,ENE,E,19.0,2009-02-04,5.8,22.7,No,29.4,3.0,ESE,51.0,28.8,0.6
30.4,11.0,60.0,11.8,33.0,3.0,No,1007.3,1009.0,Brisbane,E,ESE,19.0,2009-02-05,9.2,22.0,No,30.0,7.0,SE,55.0,28.1,0.0
31.1,11.0,60.0,12.1,33.0,2.0,No,1010.6,1011.4,Brisbane,E,E,19.0,2009-02-06,9.0,21.9,No,29.5,7.0,SE,53.0,27.3,0.0
30.8,17.0,55.0,9.0,31.0,2.0,No,1012.5,1014.4,Brisbane,ENE,ESE,17.0,2009-02-07,9.0,22.1,No,29.7,4.0,E,47.0,28.3,0.0
30.8,7.0,62.0,12.2,50.0,2.0,No,1009.4,1012.6,Brisbane,ENE,ENE,11.0,2009-02-08,8.4,20.2,No,30.3,6.0,S,50.0,27.1,0.0
36.1,7.0,60.0,12.0,31.0,1.0,No,1006.5,1010.0,Brisbane,WSW,NNE,13.0,2009-02-09,7.4,20.5,No,33.1,0.0,W,50.0,27.8,0.0
32.3,4.0,66.0,7.5,28.0,7.0,Yes,1007.3,1011.0,Brisbane,ENE,NE,11.0,2009-02-10,7.2,24.4,No,29.9,7.0,E,61.0,28.5,0.0
31.5,9.0,64.0,9.7,30.0,7.0,No,1004.7,1005.8,Brisbane,S,E,17.0,2009-02-11,8.0,23.3,Yes,30.7,7.0,NE,52.0,27.5,1.4
28.0,13.0,62.0,3.3,31.0,7.0,Yes,1011.6,1012.2,Brisbane,SSE,E,9.0,2009-02-12,6.8,21.7,No,24.3,7.0,SSE,82.0,25.5,0.0
23.5,9.0,91.0,0.0,48.0,8.0,Yes,1014.9,1016.7,Brisbane,SSE,SE,7.0,2009-02-13,8.0,20.6,Yes,21.8,8.0,SSE,91.0,21.8,23.8
25.6,13.0,91.0,0.1,35.0,8.0,Yes,1007.4,1011.5,Brisbane,S,SSW,6.0,2009-02-14,1.6,20.1,Yes,25.2,8.0,SE,73.0,21.5,36.8
31.8,11.0,62.0,11.4,24.0,5.0,No,1004.8,1007.0,Brisbane,SSW,NNE,9.0,2009-02-15,1.2,20.8,Yes,29.5,2.0,WSW,54.0,25.5,2.0
30.8,11.0,59.0,9.3,30.0,7.0,No,1006.8,1009.7,Brisbane,ESE,E,15.0,2009-02-16,5.8,21.1,No,28.9,2.0,S,56.0,26.7,0.0
28.4,6.0,65.0,2.3,30.0,8.0,Yes,1008.1,1009.5,Brisbane,NE,E,11.0,2009-02-17,6.4,21.6,No,25.6,7.0,S,73.0,26.7,0.0
27.8,7.0,76.0,2.5,26.0,7.0,Yes,1004.9,1008.1,Brisbane,E,SE,9.0,2009-02-18,3.2,22.3,Yes,27.5,7.0,SSE,70.0,26.1,17.4
31.6,7.0,72.0,10.3,31.0,2.0,Yes,1006.1,1009.4,Brisbane,W,ENE,13.0,2009-02-19,2.0,21.7,Yes,31.1,4.0,SE,62.0,27.2,2.2
32.5,4.0,76.0,5.0,33.0,6.0,Yes,1008.2,1011.1,Brisbane,W,E,13.0,2009-02-20,7.6,23.6,Yes,29.7,7.0,SW,68.0,26.5,3.4
28.7,6.0,87.0,1.9,28.0,7.0,No,1009.3,1011.7,Brisbane,W,ENE,9.0,2009-02-21,6.2,20.9,Yes,27.7,7.0,SW,72.0,23.1,35.2
30.1,13.0,67.0,11.0,35.0,4.0,No,,1014.5,Brisbane,ENE,,,2009-02-22,2.4,21.6,No,,5.0,SE,,27.5,1.0
29.7,11.0,65.0,11.3,31.0,1.0,No,1015.1,1016.6,Brisbane,ENE,E,19.0,2009-02-23,6.8,20.8,No,28.7,3.0,ESE,53.0,27.0,0.0
29.8,2.0,61.0,10.8,28.0,2.0,No,1015.3,1016.9,Brisbane,ENE,NE,15.0,2009-02-24,8.0,19.8,No,28.7,1.0,W,55.0,27.4,0.0
27.9,6.0,70.0,1.5,22.0,7.0,No,1014.0,1016.8,Brisbane,NE,ENE,11.0,2009-02-25,7.0,20.4,No,26.7,7.0,W,64.0,25.3,0.0
30.3,13.0,59.0,10.1,43.0,3.0,No,1012.9,1015.2,Brisbane,SE,SE,20.0,2009-02-26,3.6,20.9,No,27.8,3.0,SSE,55.0,27.3,0.0
30.1,11.0,51.0,11.9,44.0,3.0,No,1011.8,1015.2,Brisbane,ESE,E,15.0,2009-02-27,7.2,19.9,No,27.9,1.0,S,51.0,25.3,0.0
32.2,7.0,56.0,11.8,26.0,3.0,No,1009.4,1012.9,Brisbane,NNE,NE,9.0,2009-02-28,7.4,19.2,No,30.8,2.0,SW,45.0,25.3,0.0
33.8,6.0,63.0,9.2,22.0,7.0,No,1008.1,1011.4,Brisbane,E,NNE,9.0,2009-03-01,6.8,20.0,No,31.7,0.0,S,53.0,27.4,0.0
32.2,6.0,57.0,10.0,28.0,6.0,No,1012.0,1014.0,Brisbane,E,ENE,13.0,2009-03-02,5.8,23.0,No,29.8,6.0,SW,55.0,28.9,0.0
30.5,7.0,72.0,9.8,24.0,3.0,No,1014.0,1017.0,Brisbane,ENE,NE,13.0,2009-03-03,6.0,24.0,No,30.1,6.0,E,58.0,27.8,0.2
31.1,11.0,59.0,10.6,30.0,3.0,No,1010.0,1014.6,Brisbane,ENE,NE,13.0,2009-03-04,4.8,23.3,No,30.0,5.0,NE,56.0,29.0,0.2
31.5,15.0,32.0,10.7,39.0,1.0,No,1007.0,1010.4,Brisbane,WSW,WSW,7.0,2009-03-05,7.8,20.5,No,31.3,1.0,WSW,22.0,24.5,0.0
28.8,7.0,55.0,9.8,26.0,2.0,No,1010.6,1013.2,Brisbane,ENE,ENE,15.0,2009-03-06,9.0,20.4,No,28.4,7.0,SSE,50.0,25.0,0.0
29.8,9.0,62.0,11.2,28.0,3.0,No,1011.4,1014.8,Brisbane,NE,NE,17.0,2009-03-07,6.2,20.2,No,28.6,4.0,W,53.0,26.1,0.0
30.2,15.0,60.0,11.2,35.0,5.0,No,1012.9,1014.8,Brisbane,E,ESE,19.0,2009-03-08,7.0,20.2,No,27.9,4.0,E,54.0,27.1,0.0
26.4,19.0,59.0,0.0,35.0,8.0,Yes,1013.6,1016.1,Brisbane,SSE,SE,17.0,2009-03-09,9.8,20.7,No,23.6,7.0,SE,79.0,25.7,0.0
27.4,17.0,70.0,0.1,50.0,8.0,Yes,1013.5,1014.8,Brisbane,SE,SE,20.0,2009-03-10,3.8,21.9,Yes,25.8,8.0,SE,61.0,25.8,3.4
25.8,15.0,88.0,2.9,35.0,7.0,Yes,1015.7,1017.4,Brisbane,ESE,SE,15.0,2009-03-11,6.0,20.6,Yes,23.0,7.0,SSE,82.0,22.3,4.4
27.7,19.0,69.0,6.2,35.0,7.0,Yes,1017.5,1019.8,Brisbane,ENE,ESE,15.0,2009-03-12,4.4,19.9,Yes,26.1,7.0,ESE,59.0,24.6,5.6
25.3,7.0,75.0,3.9,30.0,7.0,Yes,1016.0,1017.7,Brisbane,ENE,E,15.0,2009-03-13,6.4,20.4,Yes,22.9,6.0,ESE,80.0,24.0,3.0
28.0,7.0,73.0,9.2,24.0,4.0,Yes,1013.1,1016.7,Brisbane,ENE,NE,11.0,2009-03-14,3.2,19.2,Yes,27.4,5.0,SSW,60.0,24.1,6.0
29.6,6.0,66.0,10.8,24.0,1.0,No,1010.2,1014.8,Brisbane,NE,NE,13.0,2009-03-15,5.6,19.8,Yes,28.4,4.0,SSE,55.0,26.2,3.0
30.5,7.0,65.0,9.3,46.0,1.0,Yes,1007.3,1012.5,Brisbane,SSW,NE,13.0,2009-03-16,6.4,20.2,No,29.3,3.0,W,57.0,25.9,0.0
30.3,9.0,72.0,10.0,24.0,2.0,No,1009.8,1012.6,Brisbane,ESE,ENE,13.0,2009-03-17,8.2,18.2,Yes,28.3,1.0,W,58.0,23.9,13.2
28.8,9.0,68.0,6.3,33.0,8.0,No,1014.4,1016.7,Brisbane,ESE,E,17.0,2009-03-18,4.0,21.1,No,27.1,7.0,SE,59.0,25.7,0.0
26.9,7.0,72.0,0.0,30.0,7.0,No,1014.4,1016.9,Brisbane,SE,ESE,13.0,2009-03-19,6.0,21.2,No,25.4,8.0,S,68.0,24.2,0.0
29.1,9.0,74.0,5.0,33.0,5.0,No,1012.1,1015.8,Brisbane,SE,ESE,17.0,2009-03-20,3.4,19.8,No,28.4,7.0,E,55.0,24.8,0.0
29.3,13.0,68.0,8.5,35.0,2.0,No,1012.1,1015.0,Brisbane,SSE,SE,20.0,2009-03-21,5.4,20.8,No,27.9,6.0,SSE,48.0,25.4,0.2
28.6,11.0,56.0,10.8,37.0,3.0,No,1013.0,1015.2,Brisbane,SE,SE,17.0,2009-03-22,6.0,19.3,No,27.4,1.0,S,51.0,25.7,0.0
28.6,7.0,63.0,11.0,30.0,2.0,No,1015.1,1017.2,Brisbane,SSE,ESE,17.0,2009-03-23,6.2,18.3,No,27.0,2.0,SSW,47.0,25.2,0.0
28.4,9.0,59.0,10.9,31.0,2.0,No,1017.1,1019.4,Brisbane,SE,SE,15.0,2009-03-24,6.2,18.1,No,27.6,1.0,SSE,45.0,25.4,0.0
28.5,9.0,55.0,9.1,31.0,5.0,No,1019.6,1021.9,Brisbane,E,ESE,13.0,2009-03-25,8.0,18.0,No,27.8,2.0,SSE,49.0,24.6,0.0
28.6,9.0,58.0,11.0,30.0,2.0,No,1018.8,1021.9,Brisbane,E,ESE,13.0,2009-03-26,5.8,17.7,No,27.9,2.0,SSW,43.0,24.5,0.0
29.4,7.0,62.0,11.0,30.0,1.0,No,1016.8,1019.7,Brisbane,ESE,E,17.0,2009-03-27,6.2,17.3,No,28.6,1.0,SSW,44.0,24.2,0.0
28.7,11.0,61.0,10.5,46.0,3.0,Yes,1017.7,1020.1,Brisbane,SSE,SE,22.0,2009-03-28,5.2,19.9,No,27.5,3.0,S,48.0,25.4,0.0
28.6,13.0,63.0,10.5,43.0,3.0,Yes,1015.8,1018.8,Brisbane,SE,ESE,22.0,2009-03-29,7.6,19.0,Yes,27.0,1.0,SE,49.0,24.7,3.2
27.2,9.0,81.0,6.8,31.0,6.0,Yes,1011.7,1014.4,Brisbane,SSE,SE,11.0,2009-03-30,7.0,20.1,Yes,22.7,7.0,WSW,84.0,22.5,2.2
30.0,13.0,59.0,9.6,30.0,4.0,No,1007.1,1009.7,Brisbane,WSW,W,7.0,2009-03-31,4.0,19.4,Yes,28.0,3.0,W,47.0,24.8,3.0
30.5,7.0,67.0,10.7,28.0,1.0,Yes,1010.9,1012.9,Brisbane,E,ENE,15.0,2009-04-01,4.4,19.0,No,28.9,3.0,SSE,56.0,26.2,0.2
24.8,15.0,93.0,0.0,54.0,8.0,Yes,1014.6,1015.6,Brisbane,ESE,SSE,15.0,2009-04-02,4.0,21.1,Yes,21.4,8.0,SSE,94.0,21.3,13.0
28.1,7.0,83.0,6.8,30.0,5.0,Yes,1015.1,1017.9,Brisbane,E,ENE,15.0,2009-04-03,1.8,20.1,Yes,26.9,6.0,ESE,67.0,24.7,66.2
28.1,7.0,92.0,4.5,22.0,7.0,No,1013.6,1017.2,Brisbane,SSE,NNE,11.0,2009-04-04,4.0,21.9,Yes,26.8,7.0,ENE,66.0,22.6,41.0
28.1,7.0,73.0,3.2,28.0,7.0,No,1012.2,1015.7,Brisbane,E,ESE,11.0,2009-04-05,3.6,20.8,No,25.4,7.0,SSW,75.0,24.9,0.8
29.2,9.0,72.0,7.5,28.0,7.0,Yes,1013.1,1016.0,Brisbane,ESE,ESE,11.0,2009-04-06,2.2,21.4,No,26.5,7.0,SSW,65.0,23.8,1.0
25.7,15.0,70.0,0.9,35.0,7.0,Yes,1019.0,1019.8,Brisbane,ESE,SE,11.0,2009-04-07,2.8,20.0,Yes,22.2,7.0,S,76.0,23.7,1.2
26.6,9.0,57.0,10.4,39.0,4.0,No,1020.6,1023.3,Brisbane,SSE,ESE,19.0,2009-04-08,3.6,18.1,Yes,24.8,2.0,SE,47.0,23.8,1.8
25.6,13.0,62.0,4.1,30.0,8.0,Yes,1020.2,1022.6,Brisbane,SE,E,13.0,2009-04-09,5.2,17.0,No,23.6,7.0,SSE,62.0,23.2,0.0
25.8,7.0,73.0,6.8,33.0,7.0,Yes,1021.5,1023.4,Brisbane,ESE,ESE,11.0,2009-04-10,3.0,17.7,Yes,21.4,7.0,SSW,80.0,22.7,5.6
25.8,4.0,74.0,2.6,28.0,8.0,Yes,1022.9,1024.5,Brisbane,ENE,SE,7.0,2009-04-11,3.8,18.3,Yes,23.2,7.0,SW,78.0,22.6,2.2
26.5,7.0,90.0,3.7,30.0,7.0,Yes,1020.7,1023.5,Brisbane,E,ENE,13.0,2009-04-12,4.4,19.3,Yes,24.9,8.0,S,67.0,21.1,14.6
25.5,6.0,89.0,0.0,39.0,8.0,Yes,1016.2,1019.8,Brisbane,ENE,,0.0,2009-04-13,0.8,19.7,Yes,22.3,8.0,SW,93.0,21.6,1.4
27.5,6.0,77.0,3.2,30.0,8.0,No,1011.9,1014.9,Brisbane,E,E,6.0,2009-04-14,0.6,21.2,Yes,26.6,7.0,E,67.0,25.1,43.8
30.7,11.0,74.0,9.7,28.0,3.0,No,1009.2,1012.5,Brisbane,E,WSW,9.0,2009-04-15,1.6,20.3,No,30.2,3.0,SW,45.0,25.3,0.4
29.5,9.0,68.0,10.6,22.0,2.0,No,1011.5,1014.5,Brisbane,ESE,E,13.0,2009-04-16,4.0,19.8,No,27.6,1.0,SW,41.0,23.9,0.0
29.7,6.0,64.0,10.4,30.0,2.0,No,1011.5,1014.8,Brisbane,SW,SE,11.0,2009-04-17,6.4,15.6,No,28.8,4.0,SSW,34.0,22.0,0.0
27.9,9.0,64.0,10.4,24.0,2.0,No,1012.9,1016.3,Brisbane,ESE,S,7.0,2009-04-18,5.0,16.5,No,27.8,2.0,SSW,40.0,22.4,0.6
27.2,13.0,57.0,10.6,28.0,5.0,No,1010.8,1014.1,Brisbane,SSE,SSW,15.0,2009-04-19,4.6,16.7,No,25.7,1.0,WSW,41.0,22.2,0.2
27.3,11.0,54.0,10.2,31.0,6.0,No,1010.1,1012.6,Brisbane,SSW,SSW,13.0,2009-04-20,3.6,18.6,No,26.9,1.0,SW,41.0,22.6,0.0
