wind dir 9 am,wind gust dir,date,wind speed 9 am,wind dir 3 pm,max temp c,temp 9 am c,humidity 3 pm,humidity 9 am,rain today,temp 3 pm c,location,wind gust speed,wind speed 3 pm,rain tomorrow,min temp c,rainfall
WNW,W,2009-07-22,13.0,NW,16.6,9.2,51.0,91.0,Yes,15.9,SalmonGums,31.0,15.0,No,5.1,3.8
NW,WNW,2009-07-23,17.0,WNW,16.8,10.2,84.0,72.0,No,13.0,SalmonGums,41.0,15.0,Yes,4.8,0.0
SW,W,2009-07-24,6.0,NW,13.7,9.2,77.0,95.0,Yes,13.6,SalmonGums,20.0,6.0,Yes,5.8,2.4
WSW,SW,2009-07-25,19.0,SW,11.5,6.8,69.0,91.0,Yes,9.8,SalmonGums,52.0,19.0,Yes,3.2,1.8
WNW,W,2009-07-26,15.0,W,13.5,6.5,46.0,72.0,Yes,13.2,SalmonGums,30.0,17.0,No,1.1,1.8
WNW,WNW,2009-07-27,15.0,W,16.8,8.2,48.0,82.0,No,16.3,SalmonGums,26.0,15.0,No,2.0,0.0
WNW,WNW,2009-07-28,11.0,NW,16.5,8.8,43.0,75.0,No,16.3,SalmonGums,22.0,7.0,No,-0.4,0.2
NW,W,2009-07-29,11.0,NW,17.3,9.6,46.0,88.0,No,16.8,SalmonGums,20.0,9.0,No,0.1,0.0
,NW,2009-07-30,0.0,WNW,17.9,12.0,38.0,93.0,No,17.4,SalmonGums,20.0,7.0,No,-1.7,0.2
NNW,NNW,2009-07-31,22.0,NNW,20.3,11.9,32.0,60.0,No,19.9,SalmonGums,33.0,11.0,No,-0.4,0.0
NNW,NW,2009-08-01,20.0,WNW,22.7,13.2,26.0,52.0,No,22.1,SalmonGums,33.0,15.0,No,5.2,0.0
WNW,SSE,2009-08-02,9.0,ENE,18.8,12.3,47.0,72.0,No,18.5,SalmonGums,22.0,6.0,No,1.1,0.0
NW,N,2009-08-03,13.0,SSW,20.2,14.1,41.0,59.0,No,18.9,SalmonGums,31.0,15.0,No,5.3,0.0
NNW,NNW,2009-08-04,13.0,NNW,21.7,12.6,34.0,78.0,No,20.7,SalmonGums,30.0,13.0,No,0.3,0.0
WNW,WNW,2009-08-05,13.0,WNW,22.6,12.8,29.0,67.0,No,21.6,SalmonGums,41.0,20.0,No,0.7,0.0
WNW,NW,2009-08-06,17.0,S,15.4,13.6,66.0,89.0,No,14.6,SalmonGums,43.0,24.0,No,12.3,0.6
NNE,N,2009-08-07,24.0,NNW,19.2,12.3,61.0,71.0,No,18.7,SalmonGums,39.0,20.0,No,2.9,0.2
NW,NNW,2009-08-08,11.0,W,21.9,14.7,55.0,90.0,No,21.1,SalmonGums,41.0,15.0,Yes,7.9,1.0
SSE,S,2009-08-09,19.0,S,15.4,11.9,71.0,94.0,Yes,14.2,SalmonGums,30.0,15.0,No,10.0,7.8
NE,NNE,2009-08-10,26.0,N,20.2,9.7,54.0,75.0,No,19.6,SalmonGums,46.0,19.0,Yes,2.3,0.0
W,SW,2009-08-11,15.0,W,16.7,10.9,33.0,72.0,Yes,15.9,SalmonGums,44.0,13.0,No,6.6,1.6
NNW,NNW,2009-08-12,19.0,NW,20.1,13.0,44.0,58.0,No,19.0,SalmonGums,54.0,24.0,No,3.2,0.0
NNW,NW,2009-08-13,20.0,NW,21.0,12.9,41.0,80.0,No,20.5,SalmonGums,54.0,31.0,No,6.6,0.6
NNW,NW,2009-08-14,26.0,NW,20.1,16.1,59.0,66.0,No,18.8,SalmonGums,78.0,39.0,Yes,12.1,0.2
W,WSW,2009-08-15,20.0,WNW,13.8,8.4,39.0,88.0,Yes,12.7,SalmonGums,67.0,35.0,No,8.3,3.2
WNW,W,2009-08-16,28.0,W,17.2,10.1,51.0,68.0,No,16.1,SalmonGums,50.0,22.0,No,5.1,0.2
NW,NNW,2009-08-17,17.0,NNW,20.4,13.1,32.0,74.0,No,20.0,SalmonGums,39.0,20.0,No,5.2,0.0
NNW,WNW,2009-08-18,20.0,WNW,22.5,14.6,29.0,35.0,No,21.9,SalmonGums,48.0,26.0,Yes,7.3,0.0
NW,NW,2009-08-19,9.0,WNW,18.5,14.0,60.0,92.0,Yes,17.7,SalmonGums,31.0,15.0,No,11.8,2.8
WNW,W,2009-08-20,30.0,W,17.8,14.4,53.0,74.0,No,17.3,SalmonGums,52.0,26.0,Yes,8.2,0.2
WSW,W,2009-08-21,15.0,WNW,16.4,10.8,34.0,72.0,Yes,15.4,SalmonGums,48.0,24.0,No,8.3,1.4
WNW,W,2009-08-22,24.0,NW,16.0,10.7,78.0,75.0,No,14.3,SalmonGums,43.0,17.0,Yes,7.1,0.0
W,WSW,2009-08-23,30.0,W,15.1,12.7,41.0,56.0,Yes,13.8,SalmonGums,59.0,30.0,No,9.7,1.2
W,WNW,2009-08-24,28.0,W,17.3,11.4,59.0,70.0,No,16.0,SalmonGums,48.0,19.0,No,6.4,0.0
SW,SW,2009-08-25,11.0,S,18.0,10.9,55.0,91.0,No,16.1,SalmonGums,28.0,13.0,No,8.9,0.2
NNW,NW,2009-08-26,19.0,W,21.8,11.9,33.0,74.0,No,21.0,SalmonGums,28.0,17.0,No,-1.3,0.2
WNW,SSE,2009-08-27,6.0,ESE,19.7,12.2,50.0,77.0,No,19.3,SalmonGums,22.0,6.0,Yes,2.9,0.0
W,SW,2009-08-28,7.0,SW,17.8,12.1,49.0,92.0,Yes,14.4,SalmonGums,48.0,28.0,Yes,6.0,1.4
WSW,SSW,2009-08-29,22.0,SSW,15.1,9.2,54.0,77.0,Yes,13.4,SalmonGums,43.0,17.0,No,4.5,2.0
W,W,2009-08-30,17.0,W,18.4,11.4,36.0,69.0,No,18.1,SalmonGums,35.0,15.0,No,1.5,0.0
N,NW,2009-08-31,9.0,NNW,19.8,13.1,32.0,60.0,No,19.5,SalmonGums,31.0,17.0,No,-0.3,0.0
NW,NW,2009-09-01,17.0,WNW,20.6,13.7,32.0,55.0,No,19.1,SalmonGums,61.0,30.0,No,2.0,0.0
W,W,2009-09-02,28.0,W,15.8,9.8,34.0,59.0,No,13.5,SalmonGums,57.0,31.0,No,6.2,0.6
WSW,SW,2009-09-03,19.0,SSW,15.0,10.1,55.0,66.0,No,13.1,SalmonGums,39.0,20.0,No,1.5,0.0
NE,NE,2009-09-04,19.0,N,19.9,11.4,29.0,63.0,No,18.6,SalmonGums,39.0,22.0,No,-3.6,0.0
W,NNW,2009-09-05,30.0,WNW,17.0,12.5,30.0,62.0,No,15.8,SalmonGums,69.0,39.0,No,8.7,0.0
WSW,SW,2009-09-06,24.0,SSW,16.2,10.7,54.0,64.0,No,14.0,SalmonGums,56.0,31.0,No,7.0,0.0
WNW,SW,2009-09-07,13.0,NW,20.7,13.7,31.0,61.0,No,19.6,SalmonGums,70.0,20.0,Yes,0.9,0.0
W,WNW,2009-09-08,13.0,NW,18.4,11.4,33.0,75.0,Yes,17.5,SalmonGums,26.0,9.0,No,3.9,1.4
NNW,WNW,2009-09-09,13.0,W,21.2,10.8,34.0,57.0,No,21.1,SalmonGums,37.0,19.0,No,3.5,0.0
NNW,NW,2009-09-10,43.0,NW,22.4,16.1,39.0,58.0,No,21.1,SalmonGums,87.0,48.0,Yes,9.1,0.0
WNW,NW,2009-09-11,35.0,NW,21.4,13.5,41.0,78.0,Yes,20.1,SalmonGums,70.0,33.0,Yes,10.9,1.6
W,WNW,2009-09-12,30.0,WNW,16.2,10.8,34.0,61.0,Yes,15.2,SalmonGums,59.0,30.0,No,6.8,10.8
WNW,W,2009-09-13,17.0,WSW,17.2,11.1,33.0,62.0,No,16.6,SalmonGums,35.0,15.0,No,4.0,0.0
NNW,NNW,2009-09-14,19.0,NW,22.5,14.9,27.0,51.0,No,21.8,SalmonGums,43.0,19.0,No,0.4,0.0
NW,SSW,2009-09-15,19.0,WNW,23.0,15.9,41.0,62.0,No,21.3,SalmonGums,46.0,17.0,Yes,4.3,0.0
W,WNW,2009-09-16,19.0,WSW,18.7,11.7,35.0,69.0,Yes,17.7,SalmonGums,39.0,17.0,No,8.7,7.4
NW,NNW,2009-09-17,15.0,NNW,23.3,15.2,26.0,59.0,No,23.3,SalmonGums,50.0,24.0,No,4.5,0.0
W,WNW,2009-09-18,22.0,W,19.3,13.1,27.0,61.0,No,18.1,SalmonGums,52.0,28.0,No,7.6,0.0
WSW,SSW,2009-09-19,19.0,SW,19.2,12.8,30.0,52.0,No,18.3,SalmonGums,39.0,15.0,No,3.7,0.0
NNE,W,2009-09-20,20.0,WNW,21.5,13.8,29.0,64.0,No,20.2,SalmonGums,48.0,19.0,No,0.4,0.0
WNW,W,2009-09-21,26.0,WNW,14.2,11.7,88.0,65.0,No,8.5,SalmonGums,65.0,19.0,Yes,9.9,0.8
W,SW,2009-09-22,22.0,SSW,17.8,9.0,45.0,69.0,Yes,16.4,SalmonGums,52.0,15.0,No,3.8,7.2
WNW,WNW,2009-09-23,26.0,W,22.5,16.6,37.0,60.0,No,21.5,SalmonGums,43.0,22.0,No,4.3,0.0
W,W,2009-09-24,28.0,SW,20.0,15.2,84.0,59.0,No,11.1,SalmonGums,67.0,28.0,Yes,5.7,0.0
SSW,S,2009-09-25,28.0,S,15.0,8.7,44.0,77.0,Yes,13.7,SalmonGums,48.0,28.0,No,4.4,2.8
ENE,ESE,2009-09-26,13.0,ESE,17.6,10.5,33.0,62.0,No,17.0,SalmonGums,28.0,11.0,No,-2.0,0.0
N,NNE,2009-09-27,24.0,N,23.6,13.8,23.0,49.0,No,22.5,SalmonGums,39.0,22.0,No,1.8,0.0
W,W,2009-09-28,13.0,SSW,21.7,16.1,71.0,39.0,No,15.2,SalmonGums,48.0,30.0,Yes,10.9,0.0
,SW,2009-09-29,0.0,S,13.7,10.9,83.0,90.0,Yes,9.1,SalmonGums,37.0,22.0,Yes,6.8,9.6
SSW,SSW,2009-09-30,15.0,SSW,15.5,12.1,75.0,72.0,Yes,11.6,SalmonGums,43.0,26.0,Yes,3.2,9.2
SW,SW,2009-10-01,15.0,SW,17.4,12.8,50.0,64.0,Yes,16.7,SalmonGums,28.0,2.0,No,2.3,1.2
ENE,N,2009-10-02,15.0,N,23.0,15.2,27.0,67.0,No,22.1,SalmonGums,31.0,19.0,No,0.7,0.0
SW,SSE,2009-10-03,19.0,S,20.2,15.8,51.0,64.0,No,18.6,SalmonGums,41.0,17.0,No,6.1,0.0
E,ESE,2009-10-04,15.0,SE,20.1,13.5,40.0,62.0,No,19.4,SalmonGums,41.0,11.0,No,3.8,0.0
E,E,2009-10-05,20.0,E,18.9,14.1,59.0,63.0,No,17.4,SalmonGums,50.0,17.0,No,6.1,0.0
NE,ESE,2009-10-06,28.0,E,26.5,18.6,29.0,52.0,No,25.8,SalmonGums,43.0,22.0,No,6.1,0.2
E,ESE,2009-10-07,20.0,ESE,27.2,17.3,28.0,62.0,No,25.9,SalmonGums,39.0,17.0,No,11.9,0.0
NNE,ESE,2009-10-08,17.0,SE,28.7,17.0,28.0,73.0,No,27.8,SalmonGums,44.0,19.0,No,10.8,0.0
ENE,E,2009-10-09,20.0,ESE,30.6,21.9,22.0,44.0,No,29.8,SalmonGums,33.0,7.0,No,9.8,0.4
NNW,WSW,2009-10-10,24.0,WSW,29.0,27.5,50.0,28.0,No,21.0,SalmonGums,52.0,24.0,No,14.2,0.0
WSW,W,2009-10-11,30.0,WSW,18.8,13.0,26.0,37.0,No,16.9,SalmonGums,56.0,28.0,No,8.7,0.4
WSW,W,2009-10-12,26.0,SW,19.1,14.5,46.0,54.0,No,18.4,SalmonGums,44.0,20.0,No,5.3,0.0
SW,SW,2009-10-13,19.0,SSW,21.0,15.5,50.0,65.0,No,20.4,SalmonGums,37.0,22.0,No,9.8,0.0
WSW,SSE,2009-10-14,15.0,S,21.5,13.9,43.0,70.0,No,20.3,SalmonGums,37.0,20.0,No,8.6,0.0
SE,SE,2009-10-15,11.0,SSE,21.8,14.8,34.0,59.0,No,20.7,SalmonGums,39.0,13.0,No,3.2,0.0
E,SE,2009-10-16,19.0,SSE,24.8,16.3,20.0,51.0,No,24.3,SalmonGums,35.0,9.0,No,0.5,0.0
NNE,NNE,2009-10-17,19.0,N,30.2,18.7,13.0,40.0,No,29.6,SalmonGums,39.0,15.0,No,5.9,0.0
N,NNE,2009-10-18,30.0,N,36.5,26.7,8.0,14.0,No,35.7,SalmonGums,48.0,26.0,No,13.8,0.0
SW,SSW,2009-10-19,20.0,S,21.3,19.2,40.0,65.0,No,20.3,SalmonGums,43.0,24.0,No,13.2,0.0
ESE,SE,2009-10-20,9.0,S,22.9,17.0,27.0,54.0,No,21.6,SalmonGums,41.0,9.0,No,2.7,0.0
ENE,E,2009-10-21,24.0,ENE,26.4,17.5,29.0,47.0,No,24.4,SalmonGums,43.0,22.0,No,4.2,0.0
E,SSW,2009-10-22,17.0,S,31.4,20.6,22.0,49.0,No,30.7,SalmonGums,46.0,19.0,No,10.5,0.0
SSE,SSW,2009-10-23,17.0,S,22.0,15.3,46.0,76.0,No,21.5,SalmonGums,41.0,20.0,No,13.3,0.0
SE,ESE,2009-10-24,26.0,ESE,20.9,13.9,46.0,66.0,No,19.0,SalmonGums,50.0,26.0,No,12.6,0.0
E,NE,2009-10-25,22.0,NE,29.0,17.7,25.0,56.0,No,28.3,SalmonGums,46.0,24.0,No,11.6,0.0
NNE,NNE,2009-10-26,22.0,NE,28.6,20.3,26.0,43.0,No,27.9,SalmonGums,35.0,11.0,No,11.5,0.0
NNE,NE,2009-10-27,19.0,NNE,34.9,22.3,13.0,41.0,No,33.6,SalmonGums,46.0,22.0,No,15.6,0.4
NNW,WSW,2009-10-28,20.0,NW,33.8,29.3,21.0,12.0,No,32.2,SalmonGums,67.0,30.0,No,20.1,0.0
SW,S,2009-10-29,19.0,S,25.0,18.1,31.0,51.0,No,23.4,SalmonGums,39.0,20.0,No,11.2,0.0
NE,ENE,2009-10-30,19.0,N,29.8,19.3,16.0,46.0,No,29.0,SalmonGums,33.0,15.0,No,4.1,0.0
SW,SSW,2009-10-31,22.0,S,23.9,17.5,48.0,68.0,No,19.9,SalmonGums,48.0,28.0,No,13.7,0.0
SSW,SW,2009-11-01,26.0,SSW,18.5,14.1,31.0,45.0,No,16.8,SalmonGums,52.0,31.0,No,9.3,0.0
S,SE,2009-11-02,19.0,S,21.4,15.2,31.0,47.0,No,19.5,SalmonGums,39.0,19.0,No,4.3,0.0
ESE,SSE,2009-11-03,11.0,ESE,25.4,14.9,20.0,49.0,No,24.2,SalmonGums,43.0,9.0,No,-0.5,0.0
ENE,SSE,2009-11-04,15.0,ESE,29.1,18.9,15.0,44.0,No,27.7,SalmonGums,41.0,9.0,No,4.1,0.0
NNE,NE,2009-11-05,26.0,N,30.4,22.1,13.0,34.0,No,28.1,SalmonGums,43.0,15.0,No,8.9,0.0
N,NNW,2009-11-06,22.0,E,31.9,25.6,18.0,18.0,No,30.9,SalmonGums,52.0,13.0,Yes,18.8,0.0
NNW,SSE,2009-11-07,13.0,NE,31.2,24.2,47.0,54.0,Yes,26.7,SalmonGums,41.0,7.0,Yes,16.2,1.6
SE,SSW,2009-11-08,9.0,S,32.1,22.2,38.0,61.0,Yes,28.7,SalmonGums,44.0,28.0,No,12.9,1.8
ESE,SE,2009-11-09,20.0,E,32.1,21.5,29.0,55.0,No,30.8,SalmonGums,56.0,22.0,No,12.2,0.0
NE,WNW,2009-11-10,24.0,SSE,37.1,28.5,14.0,31.0,No,36.6,SalmonGums,59.0,7.0,No,15.6,0.0
NNW,N,2009-11-11,19.0,N,40.6,31.4,14.0,30.0,No,39.4,SalmonGums,50.0,11.0,Yes,17.4,0.4
NNE,WNW,2009-11-12,13.0,W,32.3,29.0,45.0,47.0,Yes,28.2,SalmonGums,39.0,15.0,No,19.6,4.8
N,W,2009-11-13,26.0,NNW,38.3,29.9,19.0,39.0,No,36.9,SalmonGums,50.0,15.0,Yes,17.5,0.6
WNW,WNW,2009-11-14,15.0,WSW,33.8,25.4,25.0,51.0,Yes,32.9,SalmonGums,39.0,19.0,No,18.4,4.4
ESE,SSE,2009-11-15,22.0,SE,29.5,20.9,31.0,48.0,No,28.7,SalmonGums,37.0,19.0,No,13.3,0.0
N,NNW,2009-11-16,15.0,ESE,31.0,26.0,47.0,46.0,No,26.2,SalmonGums,57.0,17.0,Yes,15.4,0.0
SSE,SSW,2009-11-17,11.0,S,23.7,20.5,66.0,71.0,Yes,20.7,SalmonGums,35.0,20.0,No,15.0,12.0
NW,WNW,2009-11-18,20.0,NNW,29.3,20.9,28.0,44.0,No,27.5,SalmonGums,59.0,35.0,Yes,11.8,0.0
NW,NW,2009-11-19,28.0,WNW,22.0,16.2,36.0,60.0,Yes,21.5,SalmonGums,54.0,24.0,Yes,12.6,3.6
S,SSW,2009-11-20,26.0,S,19.9,15.0,49.0,84.0,Yes,18.7,SalmonGums,57.0,31.0,No,10.7,2.0
SW,SSW,2009-11-21,17.0,S,22.3,15.7,32.0,52.0,No,21.1,SalmonGums,41.0,19.0,No,8.1,0.2
S,NE,2009-11-22,9.0,SSE,25.7,17.7,17.0,46.0,No,25.3,SalmonGums,35.0,9.0,No,9.1,0.2
N,N,2009-11-23,24.0,N,31.9,23.1,10.0,26.0,No,30.9,SalmonGums,39.0,11.0,No,7.2,0.0
NNW,NNW,2009-11-24,20.0,N,35.7,29.5,7.0,10.0,No,35.6,SalmonGums,43.0,15.0,No,11.4,0.0
NNW,SSW,2009-11-25,31.0,S,38.9,32.6,39.0,12.0,No,27.0,SalmonGums,56.0,35.0,No,21.0,0.0
WSW,SW,2009-11-26,20.0,SW,18.7,16.5,83.0,63.0,No,13.2,SalmonGums,67.0,22.0,Yes,12.0,0.0
SW,SW,2009-11-27,24.0,SSW,19.9,14.3,36.0,49.0,Yes,18.8,SalmonGums,44.0,22.0,No,9.4,2.6
SSE,SSE,2009-11-28,13.0,SE,25.4,16.6,24.0,47.0,No,24.4,SalmonGums,37.0,11.0,No,10.3,0.0
NNE,NNE,2009-11-29,22.0,NW,34.3,19.9,11.0,43.0,No,33.5,SalmonGums,39.0,13.0,No,9.8,0.0
NW,SSW,2009-11-30,17.0,S,36.8,26.2,15.0,26.0,No,34.3,SalmonGums,46.0,17.0,No,18.2,0.0
SW,S,2009-12-01,17.0,S,32.1,22.6,34.0,53.0,No,27.8,SalmonGums,52.0,24.0,No,7.5,0.0
SW,,2009-12-02,17.0,S,,18.4,36.0,60.0,No,20.8,SalmonGums,,31.0,No,12.9,1.0
ESE,S,2009-12-03,11.0,SE,27.1,18.3,19.0,42.0,No,26.6,SalmonGums,43.0,17.0,No,,0.0
E,SE,2009-12-04,13.0,E,32.7,22.5,13.0,34.0,No,31.8,SalmonGums,43.0,17.0,No,7.4,0.0
NNE,N,2009-12-05,20.0,NNW,36.8,25.1,15.0,30.0,No,34.1,SalmonGums,43.0,20.0,No,11.4,0.0
SSW,SSW,2009-12-06,20.0,S,28.9,21.1,37.0,65.0,No,25.8,SalmonGums,50.0,28.0,No,15.7,0.0
SE,SE,2009-12-07,31.0,S,22.3,17.2,41.0,71.0,No,21.7,SalmonGums,52.0,28.0,No,13.6,0.4
SE,SSW,2009-12-08,9.0,S,26.2,16.7,16.0,41.0,No,25.0,SalmonGums,43.0,9.0,No,2.2,0.0
SW,SSW,2009-12-09,20.0,SSW,23.8,16.2,31.0,79.0,No,21.5,SalmonGums,50.0,28.0,No,5.1,0.0
SSE,SE,2009-12-10,20.0,S,23.5,16.4,30.0,51.0,No,22.7,SalmonGums,39.0,22.0,No,11.6,0.0
NE,SE,2009-12-11,13.0,ESE,28.4,18.0,18.0,46.0,No,27.3,SalmonGums,41.0,20.0,No,3.5,0.0
NE,SSE,2009-12-12,15.0,SE,33.1,22.9,12.0,35.0,No,32.2,SalmonGums,44.0,15.0,No,6.9,0.0
NNE,NE,2009-12-13,22.0,NE,37.5,28.4,12.0,26.0,No,35.3,SalmonGums,50.0,15.0,No,15.4,0.0
NNE,N,2009-12-14,35.0,NW,42.4,35.0,10.0,11.0,No,42.3,SalmonGums,59.0,20.0,No,23.0,0.0
S,S,2009-12-15,20.0,S,28.6,21.1,33.0,55.0,No,25.1,SalmonGums,48.0,30.0,No,15.4,0.2
SSE,SSE,2009-12-16,19.0,S,21.1,19.2,53.0,50.0,No,18.2,SalmonGums,44.0,24.0,No,13.5,0.0
SSE,SSE,2009-12-17,19.0,S,24.8,16.7,26.0,44.0,No,23.9,SalmonGums,41.0,20.0,No,3.3,0.0
E,SSE,2009-12-18,13.0,,30.3,20.6,17.0,40.0,No,29.3,SalmonGums,54.0,0.0,No,5.0,0.0
NNE,NE,2009-12-19,24.0,SE,35.1,23.9,12.0,32.0,No,33.8,SalmonGums,35.0,19.0,No,13.2,0.0
NNE,S,2009-12-20,22.0,W,39.7,31.8,11.0,21.0,No,38.0,SalmonGums,52.0,15.0,No,13.5,0.0
S,S,2009-12-21,20.0,S,27.3,21.6,54.0,64.0,No,23.2,SalmonGums,48.0,31.0,No,16.9,0.0
ESE,SSE,2009-12-22,17.0,E,35.5,22.4,27.0,55.0,No,33.6,SalmonGums,44.0,11.0,Yes,16.1,0.0
SSW,S,2009-12-23,31.0,SSW,24.4,16.4,39.0,83.0,Yes,22.6,SalmonGums,59.0,37.0,No,15.1,3.8
SE,S,2009-12-24,13.0,SSW,28.5,19.2,17.0,47.0,No,28.0,SalmonGums,43.0,9.0,No,6.5,0.0
N,NNE,2009-12-25,13.0,ENE,32.5,24.3,17.0,38.0,No,31.1,SalmonGums,37.0,13.0,No,10.8,0.0
N,WNW,2009-12-26,26.0,WSW,38.4,28.8,9.0,21.0,No,38.0,SalmonGums,59.0,22.0,No,18.4,0.0
S,S,2009-12-27,22.0,SSE,29.5,21.7,33.0,61.0,No,27.5,SalmonGums,43.0,22.0,No,16.3,0.0
E,ENE,2009-12-28,19.0,NE,39.6,23.0,13.0,48.0,No,38.4,SalmonGums,33.0,19.0,No,13.1,0.0
NNE,N,2009-12-29,33.0,N,43.4,35.8,7.0,13.0,No,41.6,SalmonGums,59.0,33.0,No,22.9,0.0
W,S,2009-12-30,30.0,SSW,30.5,25.6,29.0,35.0,No,27.0,SalmonGums,57.0,33.0,No,24.0,0.0
SSE,S,2009-12-31,22.0,ESE,28.0,18.6,25.0,46.0,No,27.3,SalmonGums,43.0,20.0,No,13.4,0.0
SSE,S,2010-01-01,15.0,SSE,28.3,20.4,30.0,43.0,No,25.7,SalmonGums,43.0,30.0,No,8.6,0.0
NE,SE,2010-01-02,17.0,ESE,32.0,19.9,14.0,47.0,No,30.1,SalmonGums,46.0,13.0,No,5.9,0.0
NNE,NE,2010-01-03,22.0,ENE,35.4,24.0,9.0,39.0,No,35.3,SalmonGums,41.0,9.0,No,12.8,0.0
SSW,SSW,2010-01-04,15.0,SSW,32.9,26.1,35.0,39.0,No,29.3,SalmonGums,48.0,31.0,No,10.0,0.0
E,S,2010-01-05,20.0,SSE,38.8,23.8,13.0,52.0,No,37.8,SalmonGums,48.0,7.0,No,15.4,0.0
N,NNE,2010-01-06,31.0,N,45.7,35.7,5.0,13.0,No,43.8,SalmonGums,72.0,35.0,No,15.3,0.0
SSE,S,2010-01-07,17.0,S,31.0,24.3,35.0,55.0,No,28.1,SalmonGums,48.0,31.0,No,18.6,0.0
SE,SSE,2010-01-08,19.0,SSE,33.5,23.0,28.0,58.0,No,32.2,SalmonGums,46.0,26.0,No,17.3,0.0
NE,SW,2010-01-09,19.0,N,43.7,25.8,11.0,50.0,No,42.7,SalmonGums,56.0,28.0,No,15.5,0.0
S,SSW,2010-01-10,26.0,S,28.7,19.6,42.0,75.0,No,25.8,SalmonGums,50.0,31.0,No,18.3,0.2
SSW,S,2010-01-11,22.0,S,26.6,19.2,37.0,54.0,No,23.2,SalmonGums,52.0,33.0,No,11.2,0.2
S,ESE,2010-01-12,13.0,SE,27.0,18.7,23.0,46.0,No,26.3,SalmonGums,43.0,19.0,No,8.5,0.0
N,ESE,2010-01-13,22.0,NE,33.1,22.2,16.0,40.0,No,32.3,SalmonGums,48.0,7.0,No,11.6,0.0
N,N,2010-01-14,19.0,NE,37.6,28.5,12.0,23.0,No,36.3,SalmonGums,35.0,13.0,No,12.0,0.0
SSW,SSW,2010-01-15,33.0,S,26.2,21.2,44.0,62.0,No,24.1,SalmonGums,56.0,31.0,No,17.9,0.0
ENE,SSE,2010-01-16,20.0,SSE,29.9,19.5,19.0,45.0,No,27.7,SalmonGums,46.0,13.0,No,13.2,0.0
ENE,NNE,2010-01-17,22.0,NE,34.1,21.8,11.0,39.0,No,33.4,SalmonGums,41.0,20.0,No,12.3,0.0
N,SW,2010-01-18,26.0,WNW,40.3,28.4,9.0,27.0,No,39.3,SalmonGums,46.0,7.0,No,16.2,0.0
SSW,SSE,2010-01-19,15.0,SSE,37.9,25.5,27.0,52.0,No,33.7,SalmonGums,43.0,24.0,No,13.6,0.0
ESE,SSE,2010-01-20,30.0,S,33.6,23.2,31.0,57.0,No,32.8,SalmonGums,61.0,26.0,No,14.9,0.0
S,S,2010-01-21,30.0,S,24.1,17.1,41.0,74.0,No,23.2,SalmonGums,56.0,28.0,No,14.6,0.6
S,SSE,2010-01-22,6.0,E,29.2,18.7,23.0,50.0,No,27.9,SalmonGums,41.0,19.0,No,14.7,0.0
NE,ESE,2010-01-23,22.0,ESE,34.3,21.7,17.0,50.0,No,32.9,SalmonGums,52.0,11.0,Yes,11.7,0.0
NE,NNW,2010-01-24,13.0,NE,35.7,21.4,24.0,84.0,Yes,34.5,SalmonGums,48.0,26.0,No,18.7,10.2
SSW,S,2010-01-25,22.0,SSW,35.0,28.2,34.0,47.0,No,31.6,SalmonGums,54.0,26.0,No,21.4,0.2
SSE,SE,2010-01-26,20.0,SSE,23.8,18.8,63.0,88.0,No,23.1,SalmonGums,43.0,26.0,No,17.3,0.4
SE,SE,2010-01-27,22.0,SE,28.2,19.5,50.0,87.0,No,26.3,SalmonGums,41.0,22.0,No,16.4,0.6
SE,SSE,2010-01-28,22.0,SE,30.3,22.0,23.0,51.0,No,29.7,SalmonGums,52.0,22.0,No,15.5,0.0
ENE,E,2010-01-29,17.0,NE,33.1,21.0,14.0,48.0,No,30.8,SalmonGums,39.0,11.0,No,7.3,0.0
N,S,2010-01-30,17.0,SSW,37.8,28.4,40.0,29.0,No,28.8,SalmonGums,63.0,41.0,No,15.5,0.0
SE,ESE,2010-01-31,24.0,SSE,28.5,18.9,26.0,45.0,No,26.8,SalmonGums,50.0,26.0,No,13.4,0.4
NNE,ENE,2010-02-01,22.0,NNW,35.5,21.9,23.0,49.0,No,33.7,SalmonGums,39.0,17.0,No,13.7,0.0
SE,SSW,2010-02-02,9.0,SW,33.5,23.8,28.0,53.0,No,32.1,SalmonGums,57.0,11.0,No,17.4,0.0
S,SSW,2010-02-03,33.0,S,22.7,17.6,31.0,54.0,No,21.1,SalmonGums,57.0,33.0,No,13.1,0.6
SE,SE,2010-02-04,9.0,SE,24.3,17.9,27.0,43.0,No,23.5,SalmonGums,43.0,15.0,No,8.5,0.0
NNE,NNE,2010-02-05,28.0,N,31.7,19.8,20.0,46.0,No,30.4,SalmonGums,43.0,17.0,No,11.4,0.0
NNW,NNW,2010-02-06,17.0,NE,35.8,28.6,37.0,29.0,No,30.1,SalmonGums,48.0,17.0,Yes,19.5,0.0
SE,SSE,2010-02-07,13.0,SSE,29.2,21.5,30.0,67.0,Yes,27.8,SalmonGums,44.0,22.0,No,14.4,13.2
E,E,2010-02-08,20.0,SSE,33.6,24.7,30.0,57.0,No,32.3,SalmonGums,52.0,13.0,Yes,13.6,0.0
ENE,ENE,2010-02-09,26.0,ENE,36.0,26.3,31.0,59.0,Yes,34.8,SalmonGums,48.0,15.0,No,18.0,6.4
