wind dir 9 am,rainfall,wind gust speed,max temp f,humidity 9 am,wind speed 3 pm,rain today,temp 3 pm f,wind speed 9 am,temp 9 am f,location,humidity 3 pm,date,min temp f,wind gust dir,wind dir 3 pm,rain tomorrow
W,0.0,59.0,36.68,98.0,31.0,No,35.6,24.0,30.02,MountGinini,85.0,2009-07-19,26.42,W,W,No
WNW,0.0,59.0,37.4,98.0,28.0,No,37.04,28.0,31.28,MountGinini,72.0,2009-07-20,29.84,NNW,WNW,No
WNW,0.0,59.0,42.620000000000005,74.0,22.0,No,41.36,13.0,35.24,MountGinini,48.0,2009-07-21,30.2,NW,WNW,No
WNW,0.2,72.0,42.8,98.0,33.0,No,33.26,28.0,36.5,MountGinini,98.0,2009-07-22,35.24,NW,WNW,Yes
SW,8.2,52.0,31.1,98.0,2.0,Yes,30.38,15.0,30.02,MountGinini,98.0,2009-07-23,28.94,W,S,Yes
,2.2,56.0,33.8,88.0,20.0,Yes,33.44,0.0,26.240000000000002,MountGinini,86.0,2009-07-24,24.08,W,W,No
WSW,0.0,43.0,36.86,17.0,17.0,No,34.34,17.0,32.72,MountGinini,45.0,2009-07-25,22.82,WNW,WNW,No
WNW,0.0,48.0,32.9,98.0,20.0,No,32.54,24.0,31.82,MountGinini,98.0,2009-07-26,28.22,NNW,W,Yes
WSW,3.6,54.0,32.54,97.0,30.0,Yes,30.02,26.0,28.4,MountGinini,93.0,2009-07-27,25.16,SW,WSW,No
WSW,0.2,52.0,32.36,98.0,24.0,No,31.64,22.0,29.12,MountGinini,98.0,2009-07-28,27.68,WSW,WSW,No
WSW,0.2,52.0,37.4,98.0,26.0,No,35.6,28.0,32.18,MountGinini,85.0,2009-07-29,28.04,WSW,WSW,No
SSW,0.0,63.0,37.22,86.0,,No,,19.0,29.84,MountGinini,,2009-07-30,25.7,WSW,,Yes
WSW,2.6,57.0,35.42,98.0,20.0,Yes,33.98,15.0,32.0,MountGinini,90.0,2009-07-31,29.12,SW,W,No
SW,0.0,69.0,36.5,98.0,28.0,No,34.34,33.0,28.76,MountGinini,88.0,2009-08-01,27.14,SW,WSW,No
WSW,0.0,54.0,35.6,98.0,28.0,No,33.8,22.0,30.56,MountGinini,97.0,2009-08-02,26.240000000000002,WSW,WSW,No
WSW,0.4,87.0,38.12,98.0,,No,,35.0,31.1,MountGinini,,2009-08-03,28.94,W,,No
WNW,0.0,57.0,35.6,41.0,31.0,No,32.0,20.0,29.12,MountGinini,86.0,2009-08-04,26.78,WSW,WSW,No
W,0.0,61.0,36.32,98.0,22.0,No,34.34,20.0,32.0,MountGinini,98.0,2009-08-05,27.5,W,W,No
W,0.6,50.0,41.18,98.0,15.0,No,38.48,31.0,33.98,MountGinini,86.0,2009-08-06,32.0,WSW,WNW,No
WNW,0.0,76.0,37.04,93.0,39.0,No,29.84,37.0,34.16,MountGinini,98.0,2009-08-07,31.46,W,WSW,Yes
SSE,3.8,61.0,41.0,32.0,,Yes,,22.0,34.88,MountGinini,,2009-08-08,20.66,S,,No
WSW,0.0,28.0,44.06,22.0,,No,,17.0,36.32,MountGinini,,2009-08-09,29.3,NW,,No
NW,0.0,39.0,40.46,54.0,17.0,No,37.22,19.0,33.8,MountGinini,54.0,2009-08-10,30.2,N,NW,Yes
NE,1.2,54.0,39.56,98.0,20.0,Yes,38.660000000000004,15.0,35.6,MountGinini,98.0,2009-08-11,33.8,NW,NNW,Yes
W,7.2,52.0,33.62,98.0,26.0,Yes,32.0,22.0,32.0,MountGinini,98.0,2009-08-12,31.1,W,W,Yes
WSW,6.2,,35.96,98.0,,Yes,,28.0,33.62,MountGinini,,2009-08-13,30.92,,,
,,41.0,43.879999999999995,,,,,,,MountGinini,,2009-08-14,31.28,SW,,No
SW,0.0,56.0,47.3,87.0,,No,,33.0,35.96,MountGinini,,2009-08-15,29.3,SW,,No
WNW,0.0,74.0,46.22,71.0,41.0,No,38.48,31.0,39.02,MountGinini,98.0,2009-08-16,34.88,NW,NW,Yes
W,7.4,,36.68,98.0,,Yes,34.52,30.0,29.66,MountGinini,69.0,2009-08-17,29.3,,,
,,,,,,,,,,MountGinini,,2009-08-18,,,,
,,37.0,50.36,,,,,,,MountGinini,,2009-08-19,,WNW,,No
WSW,0.0,43.0,50.54,80.0,,No,,20.0,36.5,MountGinini,,2009-08-20,33.62,WNW,,No
NW,0.0,94.0,38.839999999999996,98.0,39.0,No,35.6,33.0,38.660000000000004,MountGinini,98.0,2009-08-21,35.42,NW,WNW,Yes
W,22.0,72.0,39.74,76.0,,Yes,,19.0,29.84,MountGinini,,2009-08-22,24.98,WNW,,Yes
W,4.0,78.0,46.04,98.0,31.0,Yes,44.06,33.0,37.94,MountGinini,97.0,2009-08-23,29.66,WNW,WNW,Yes
WNW,1.8,106.0,38.12,98.0,39.0,Yes,35.6,37.0,36.86,MountGinini,98.0,2009-08-24,36.86,WNW,WNW,Yes
W,5.4,109.0,27.68,97.0,33.0,Yes,26.96,35.0,24.439999999999998,MountGinini,98.0,2009-08-25,23.9,WNW,WNW,Yes
W,4.6,78.0,31.46,,26.0,Yes,29.12,30.0,,MountGinini,98.0,2009-08-26,20.66,WSW,W,No
W,0.0,59.0,40.28,97.0,28.0,No,40.1,28.0,31.46,MountGinini,44.0,2009-08-27,23.72,WNW,WNW,No
W,0.6,59.0,47.84,62.0,24.0,No,45.86,30.0,38.839999999999996,MountGinini,46.0,2009-08-28,31.46,WNW,W,Yes
NW,3.6,,44.42,98.0,46.0,Yes,43.879999999999995,35.0,38.12,MountGinini,98.0,2009-08-29,34.7,,NW,Yes
,32.6,102.0,32.18,,30.0,Yes,29.48,,,MountGinini,93.0,2009-08-30,,W,WSW,Yes
WSW,2.4,,,98.0,39.0,Yes,32.36,22.0,30.56,MountGinini,98.0,2009-08-31,24.26,,W,Yes
,2.6,61.0,43.879999999999995,,,Yes,,,,MountGinini,,2009-09-01,,W,,No
W,0.0,46.0,47.120000000000005,49.0,,No,,17.0,36.86,MountGinini,,2009-09-02,26.78,NE,,No
NW,0.0,72.0,50.18,60.0,,No,,24.0,43.519999999999996,MountGinini,,2009-09-03,33.44,NW,,Yes
WNW,10.0,,43.879999999999995,98.0,,Yes,,20.0,39.38,MountGinini,,2009-09-04,34.88,,,No
,0.2,41.0,45.68,,19.0,No,42.620000000000005,,,MountGinini,51.0,2009-09-05,,WSW,WSW,No
W,0.0,56.0,49.46,24.0,20.0,No,47.3,15.0,39.2,MountGinini,31.0,2009-09-06,27.68,NNW,NW,Yes
NNW,7.0,67.0,38.839999999999996,98.0,,Yes,,28.0,36.5,MountGinini,,2009-09-07,33.62,NW,,Yes
WSW,11.0,46.0,41.36,98.0,,Yes,,20.0,34.16,MountGinini,,2009-09-08,30.74,SW,,Yes
SW,8.4,46.0,33.08,98.0,22.0,Yes,32.72,22.0,31.1,MountGinini,98.0,2009-09-09,28.76,W,WSW,No
,0.4,,,98.0,,No,,0.0,30.92,MountGinini,,2009-09-10,28.4,,,
,,50.0,51.44,,,,,,,MountGinini,,2009-09-11,,NNW,,No
NW,0.0,65.0,58.1,51.0,24.0,No,57.56,28.0,45.86,MountGinini,42.0,2009-09-12,36.32,NW,NW,No
WNW,0.0,85.0,61.16,39.0,33.0,No,59.36,37.0,49.82,MountGinini,33.0,2009-09-13,42.620000000000005,WNW,NW,No
NNW,0.0,,53.96,26.0,13.0,No,53.42,11.0,45.32,MountGinini,28.0,2009-09-14,37.94,,NW,
,,35.0,54.14,,11.0,,52.879999999999995,,,MountGinini,41.0,2009-09-15,,W,WNW,No
N,0.0,41.0,60.26,19.0,15.0,No,57.02,15.0,53.24,MountGinini,40.0,2009-09-16,41.54,NW,N,No
NW,0.0,,60.26,38.0,35.0,No,51.08,33.0,52.7,MountGinini,58.0,2009-09-17,44.6,,WNW,Yes
,20.4,,,,,Yes,,,,MountGinini,,2009-09-18,,,,
,,43.0,53.42,,,,,,,MountGinini,,2009-09-19,,WNW,,No
WNW,0.0,67.0,52.7,86.0,,No,,30.0,43.519999999999996,MountGinini,,2009-09-20,39.02,W,,No
WSW,0.4,69.0,55.04,28.0,,No,,11.0,44.96,MountGinini,,2009-09-21,32.36,NNW,,Yes
NW,25.0,80.0,54.14,98.0,,Yes,,37.0,43.879999999999995,MountGinini,,2009-09-22,41.18,NW,,Yes
W,18.8,,,98.0,39.0,Yes,36.14,35.0,31.46,MountGinini,98.0,2009-09-23,30.74,,W,
,,85.0,40.82,,,,,,,MountGinini,,2009-09-24,,SW,,No
WNW,0.0,113.0,51.26,83.0,26.0,No,47.48,30.0,40.64,MountGinini,63.0,2009-09-25,32.9,WNW,NW,Yes
W,13.0,74.0,27.5,98.0,26.0,Yes,26.42,28.0,26.060000000000002,MountGinini,98.0,2009-09-26,25.7,W,WNW,Yes
W,20.0,52.0,30.74,,24.0,Yes,27.32,20.0,,MountGinini,98.0,2009-09-27,21.02,W,WSW,Yes
WSW,4.4,52.0,35.78,98.0,20.0,Yes,33.98,9.0,30.74,MountGinini,98.0,2009-09-28,23.36,WSW,SW,No
SW,0.2,31.0,45.5,97.0,13.0,No,44.78,13.0,34.34,MountGinini,69.0,2009-09-29,29.84,WSW,W,No
W,0.2,,48.379999999999995,58.0,26.0,No,46.4,20.0,41.36,MountGinini,53.0,2009-09-30,31.46,,WNW,No
,0.0,70.0,60.62,,39.0,No,56.120000000000005,,,MountGinini,34.0,2009-10-01,,W,WNW,No
ENE,0.0,43.0,54.68,49.0,,No,,9.0,51.8,MountGinini,,2009-10-02,47.120000000000005,W,,Yes
ESE,5.2,48.0,34.52,98.0,,Yes,33.8,17.0,32.54,MountGinini,98.0,2009-10-03,31.46,ESE,,Yes
,3.8,,38.839999999999996,98.0,11.0,Yes,37.4,0.0,31.64,MountGinini,98.0,2009-10-04,30.38,,NNE,Yes
,6.4,,47.48,,,Yes,,,,MountGinini,,2009-10-05,,,,Yes
,3.8,,42.08,,26.0,Yes,41.0,,,MountGinini,88.0,2009-10-06,,,NW,Yes
,5.4,,,,,Yes,,,,MountGinini,,2009-10-07,,,,Yes
,2.8,,,,,Yes,,,,MountGinini,,2009-10-08,,,,No
,0.2,,,,,No,,,,MountGinini,,2009-10-09,,,,No
,0.0,,,,,No,,,,MountGinini,,2009-10-10,,,,No
,0.0,31.0,46.22,,15.0,No,41.36,,,MountGinini,98.0,2009-10-11,,W,NW,Yes
NW,2.4,72.0,43.34,98.0,24.0,Yes,40.82,26.0,40.1,MountGinini,98.0,2009-10-12,33.44,NNW,NNW,Yes
WNW,7.6,72.0,35.24,98.0,31.0,Yes,31.82,35.0,30.38,MountGinini,98.0,2009-10-13,30.02,WNW,WNW,Yes
,15.2,80.0,33.8,98.0,33.0,Yes,33.08,0.0,30.56,MountGinini,98.0,2009-10-14,30.38,WNW,W,Yes
W,8.0,69.0,35.78,98.0,22.0,Yes,34.16,35.0,31.1,MountGinini,98.0,2009-10-15,30.56,WNW,WNW,Yes
SW,9.4,,,97.0,,Yes,,24.0,29.12,MountGinini,,2009-10-16,25.52,,,No
,0.0,35.0,48.56,,,No,,,,MountGinini,,2009-10-17,,SW,,Yes
N,9.2,,,98.0,,Yes,,11.0,39.02,MountGinini,,2009-10-18,31.64,,,No
,0.0,,,,,No,,,,MountGinini,,2009-10-19,,,,No
,0.0,,,,22.0,No,60.440000000000005,,,MountGinini,37.0,2009-10-20,,,WNW,No
,0.0,54.0,67.28,,28.0,No,65.3,,,MountGinini,23.0,2009-10-21,,W,W,No
NW,0.0,39.0,67.82,36.0,,No,,17.0,57.2,MountGinini,,2009-10-22,49.28,WNW,,No
W,0.0,,60.440000000000005,51.0,,No,,20.0,51.08,MountGinini,,2009-10-23,45.68,,,No
,0.0,56.0,61.16,,,No,,,,MountGinini,,2009-10-24,,W,,No
NW,0.0,46.0,51.8,54.0,9.0,No,47.120000000000005,17.0,47.120000000000005,MountGinini,90.0,2009-10-25,43.519999999999996,E,WNW,Yes
E,8.2,63.0,41.18,98.0,,Yes,,28.0,31.46,MountGinini,,2009-10-26,31.1,E,,No
NNE,0.0,,,98.0,,No,,13.0,39.38,MountGinini,,2009-10-27,27.32,,,No
,0.2,,60.8,,,No,,,,MountGinini,,2009-10-28,,,,Yes
,9.8,,57.92,,11.0,Yes,49.28,,,MountGinini,94.0,2009-10-29,42.44,,NNW,Yes
,3.8,,64.75999999999999,,,Yes,,,,MountGinini,,2009-10-30,,,,Yes
,11.0,,69.44,,,Yes,,,,MountGinini,,2009-10-31,,,,Yes
,27.2,,,,,Yes,,,,MountGinini,,2009-11-01,,,,Yes
,2.0,43.0,73.4,,,Yes,,,,MountGinini,,2009-11-02,,WNW,,Yes
WNW,1.4,,66.92,68.0,37.0,Yes,55.4,31.0,58.64,MountGinini,69.0,2009-11-03,53.42,,W,No
,0.4,,58.28,,26.0,No,55.94,,,MountGinini,53.0,2009-11-04,,,W,No
,0.0,,54.32,93.0,,No,,,42.8,MountGinini,,2009-11-05,36.32,,,
,,,51.98,,,,,,,MountGinini,,2009-11-06,38.48,,,No
,0.2,,,99.0,,No,,,45.5,MountGinini,,2009-11-07,40.82,,,No
,0.0,,,,,No,,,,MountGinini,,2009-11-08,44.239999999999995,,,No
,0.0,,,,,No,,,,MountGinini,,2009-11-09,50.18,,,No
,0.0,,,,,No,,,,MountGinini,,2009-11-10,51.8,,,
,,,,,,,,,,MountGinini,,2009-11-11,,,,
,,,,,,,,,,MountGinini,,2009-11-12,,,,
,,30.0,65.84,,,,,,,MountGinini,,2009-11-13,,ESE,,No
SW,0.0,,,58.0,,No,,28.0,58.82,MountGinini,,2009-11-14,51.8,,,
,,,75.02,,,,,,,MountGinini,,2009-11-15,,,,
,,87.0,73.58,,28.0,,71.06,,,MountGinini,40.0,2009-11-16,55.94,WSW,W,No
S,0.0,43.0,66.56,36.0,,No,,13.0,55.04,MountGinini,,2009-11-17,43.519999999999996,WSW,,No
W,0.0,30.0,72.5,47.0,,No,,20.0,56.48,MountGinini,,2009-11-18,42.620000000000005,W,,No
NNW,0.4,,,24.0,20.0,No,77.54,22.0,71.78,MountGinini,31.0,2009-11-19,56.3,,NW,
,,61.0,82.04,,22.0,,80.78,,,MountGinini,34.0,2009-11-20,,NW,NW,No
W,0.0,44.0,66.38,80.0,17.0,No,64.58,20.0,59.36,MountGinini,70.0,2009-11-21,57.02,WSW,WNW,Yes
NW,2.2,81.0,63.32,75.0,35.0,Yes,59.72,35.0,59.36,MountGinini,98.0,2009-11-22,54.32,NNW,WNW,No
ENE,0.4,39.0,52.7,98.0,13.0,No,46.4,19.0,47.66,MountGinini,98.0,2009-11-23,42.980000000000004,W,NE,Yes
ENE,1.8,39.0,62.059999999999995,98.0,15.0,Yes,52.879999999999995,22.0,42.620000000000005,MountGinini,99.0,2009-11-24,41.36,ENE,NW,No
WSW,0.4,35.0,76.46,84.0,13.0,No,73.04,13.0,61.88,MountGinini,40.0,2009-11-25,42.44,ENE,SW,No
NNW,0.0,59.0,74.3,54.0,,No,,15.0,66.02,MountGinini,,2009-11-26,53.6,NW,,Yes
W,16.8,78.0,57.02,98.0,28.0,Yes,52.16,31.0,45.14,MountGinini,97.0,2009-11-27,44.06,NNW,W,No
NW,0.0,57.0,63.86,76.0,24.0,No,62.059999999999995,31.0,56.48,MountGinini,45.0,2009-11-28,45.14,NW,WNW,No
WNW,0.4,52.0,44.239999999999995,98.0,22.0,No,41.18,26.0,39.2,MountGinini,98.0,2009-11-29,39.02,NW,WNW,Yes
SSE,8.4,41.0,49.46,98.0,13.0,Yes,43.519999999999996,24.0,40.46,MountGinini,98.0,2009-11-30,37.94,S,ESE,Yes
SSE,2.0,48.0,50.0,79.0,13.0,Yes,48.92,19.0,36.5,MountGinini,56.0,2009-12-01,28.94,SSE,SSE,No
E,0.0,30.0,60.62,70.0,7.0,No,57.74,15.0,42.980000000000004,MountGinini,49.0,2009-12-02,30.56,SSE,NW,No
WNW,0.0,46.0,63.68,62.0,22.0,No,62.059999999999995,19.0,51.8,MountGinini,37.0,2009-12-03,41.9,WNW,W,No
NW,0.0,44.0,65.12,28.0,17.0,No,63.5,19.0,58.82,MountGinini,30.0,2009-12-04,51.08,W,W,No
SW,0.0,44.0,61.16,43.0,22.0,No,59.9,24.0,49.28,MountGinini,36.0,2009-12-05,40.82,WSW,WNW,No
WNW,0.0,28.0,70.16,41.0,13.0,No,67.82,13.0,54.32,MountGinini,42.0,2009-12-06,41.72,NW,NW,No
W,0.0,44.0,70.7,50.0,24.0,No,68.72,22.0,54.32,MountGinini,36.0,2009-12-07,50.36,WSW,WNW,No
NNW,0.0,76.0,71.96,38.0,19.0,No,69.98,17.0,61.88,MountGinini,35.0,2009-12-08,52.34,W,W,Yes
NW,2.6,30.0,60.26,91.0,13.0,Yes,57.92,17.0,45.32,MountGinini,58.0,2009-12-09,38.3,NW,WNW,No
WNW,0.2,61.0,61.16,52.0,20.0,No,56.120000000000005,30.0,52.16,MountGinini,49.0,2009-12-10,43.16,W,WNW,Yes
WSW,2.4,,55.94,57.0,20.0,Yes,53.96,24.0,39.2,MountGinini,43.0,2009-12-11,32.9,,WNW,
,,56.0,63.14,,26.0,,61.16,,,MountGinini,44.0,2009-12-12,37.04,SW,WSW,No
WSW,0.0,39.0,70.7,48.0,19.0,No,69.62,17.0,55.22,MountGinini,30.0,2009-12-13,43.16,W,SW,No
NE,0.0,28.0,67.1,98.0,11.0,No,63.68,13.0,48.2,MountGinini,52.0,2009-12-14,45.86,WNW,NW,No
NW,0.2,31.0,74.3,78.0,13.0,No,70.7,13.0,56.66,MountGinini,38.0,2009-12-15,45.14,W,W,No
WNW,0.2,41.0,78.25999999999999,46.0,20.0,No,75.74000000000001,19.0,64.94,MountGinini,33.0,2009-12-16,55.22,W,WNW,No
NW,0.0,78.0,81.14,42.0,44.0,No,80.6,31.0,68.18,MountGinini,18.0,2009-12-17,62.059999999999995,WNW,WNW,Yes
WNW,6.6,54.0,62.24,99.0,19.0,Yes,60.08,17.0,49.64,MountGinini,35.0,2009-12-18,48.74,WSW,WNW,No
SW,0.0,54.0,68.18,56.0,19.0,No,65.84,24.0,50.36,MountGinini,35.0,2009-12-19,41.72,SSW,WSW,No
N,0.0,33.0,65.48,98.0,17.0,No,64.04,11.0,45.68,MountGinini,47.0,2009-12-20,42.980000000000004,NNW,NW,No
WNW,0.0,35.0,71.6,33.0,20.0,No,69.44,9.0,57.02,MountGinini,29.0,2009-12-21,45.68,W,NW,No
NW,0.2,43.0,75.56,26.0,19.0,No,73.94,11.0,62.78,MountGinini,28.0,2009-12-22,53.78,E,WNW,No
WNW,0.0,43.0,78.62,64.0,15.0,No,75.74000000000001,17.0,61.519999999999996,MountGinini,28.0,2009-12-23,53.78,NW,W,No
NNW,0.0,61.0,73.94,52.0,31.0,No,70.52,24.0,62.24,MountGinini,38.0,2009-12-24,59.18,NW,NNW,Yes
N,25.4,41.0,55.94,99.0,20.0,Yes,54.14,13.0,53.96,MountGinini,99.0,2009-12-25,52.16,SSW,NNE,Yes
NE,37.8,35.0,54.32,99.0,15.0,Yes,52.34,15.0,49.64,MountGinini,99.0,2009-12-26,46.04,E,E,Yes
NNE,4.2,31.0,65.3,99.0,9.0,Yes,59.540000000000006,15.0,51.98,MountGinini,98.0,2009-12-27,48.56,ENE,NW,Yes
SE,29.6,,68.54,85.0,4.0,Yes,63.68,6.0,59.0,MountGinini,76.0,2009-12-28,50.54,,ESE,
,,,71.6,,9.0,,68.9,,,MountGinini,52.0,2009-12-29,,,ENE,
,,44.0,69.44,,,,,,,MountGinini,,2009-12-30,48.2,E,,No
NW,0.0,39.0,70.16,81.0,,No,,15.0,61.88,MountGinini,,2009-12-31,50.54,NW,,Yes
WSW,20.4,54.0,67.28,99.0,19.0,Yes,65.3,13.0,53.96,MountGinini,77.0,2010-01-01,50.72,NW,W,Yes
SW,2.4,56.0,64.4,99.0,20.0,Yes,60.62,30.0,53.24,MountGinini,84.0,2010-01-02,53.24,SW,W,Yes
NNW,10.6,,68.18,90.0,13.0,Yes,67.46,7.0,53.24,MountGinini,50.0,2010-01-03,45.86,,WNW,
,,33.0,66.56,,17.0,,63.14,,,MountGinini,51.0,2010-01-04,44.239999999999995,WNW,WNW,No
WNW,0.2,54.0,69.62,98.0,19.0,No,60.440000000000005,24.0,55.04,MountGinini,70.0,2010-01-05,46.58,WSW,W,Yes
W,2.2,44.0,71.78,64.0,22.0,Yes,68.72,17.0,59.72,MountGinini,45.0,2010-01-06,51.08,WNW,WNW,No
NNW,0.0,,71.06,53.0,,No,,9.0,58.82,MountGinini,,2010-01-07,44.42,,,
,,31.0,72.14,85.0,17.0,,69.98,,58.82,MountGinini,47.0,2010-01-08,46.4,NW,WNW,No
W,0.0,,,74.0,,No,,24.0,62.78,MountGinini,,2010-01-09,57.379999999999995,,,
,,48.0,82.04,,20.0,,79.7,,,MountGinini,31.0,2010-01-10,60.8,SW,WSW,No
NW,0.0,35.0,81.86,58.0,13.0,No,81.68,20.0,67.28,MountGinini,41.0,2010-01-11,58.28,W,WNW,No
WNW,0.0,56.0,82.22,57.0,26.0,No,76.46,24.0,69.62,MountGinini,33.0,2010-01-12,64.22,NW,NW,No
NNW,0.0,,,53.0,15.0,No,70.34,13.0,68.9,MountGinini,58.0,2010-01-13,62.24,,SW,
,,,,,19.0,,67.46,,,MountGinini,61.0,2010-01-14,,,WNW,
,,30.0,71.78,,13.0,,68.72,,,MountGinini,46.0,2010-01-15,,WNW,W,No
NW,0.0,46.0,68.0,98.0,,No,61.16,22.0,57.379999999999995,MountGinini,86.0,2010-01-16,51.08,NNW,,No
W,0.2,52.0,60.8,78.0,28.0,No,59.0,20.0,54.86,MountGinini,45.0,2010-01-17,49.1,W,W,No
WSW,0.2,61.0,45.68,84.0,37.0,No,42.620000000000005,26.0,33.62,MountGinini,60.0,2010-01-18,32.54,SW,WSW,No
SSW,0.2,50.0,58.64,39.0,19.0,No,57.2,15.0,42.260000000000005,MountGinini,39.0,2010-01-19,30.92,WSW,WSW,No
WSW,0.0,,68.0,29.0,28.0,No,65.48,22.0,52.879999999999995,MountGinini,33.0,2010-01-20,41.18,,W,
,,57.0,77.36,47.0,26.0,,74.84,,59.72,MountGinini,34.0,2010-01-21,52.7,WSW,W,No
NNW,0.0,69.0,80.06,38.0,31.0,No,75.74000000000001,26.0,67.82,MountGinini,27.0,2010-01-22,56.120000000000005,W,NNW,No
NW,0.0,67.0,77.36,47.0,26.0,No,75.38,30.0,65.3,MountGinini,33.0,2010-01-23,62.24,NW,WNW,No
ENE,0.2,31.0,72.68,90.0,,No,70.52,11.0,49.64,MountGinini,41.0,2010-01-24,41.9,NW,,No
NW,0.2,35.0,75.92,39.0,,No,73.75999999999999,13.0,64.22,MountGinini,23.0,2010-01-25,48.56,NW,,No
W,0.0,44.0,76.64,33.0,19.0,No,73.04,17.0,62.24,MountGinini,21.0,2010-01-26,54.68,W,SW,No
NE,0.0,33.0,75.56,62.0,15.0,No,74.3,15.0,58.64,MountGinini,33.0,2010-01-27,51.620000000000005,WNW,NW,No
NNE,0.0,43.0,72.68,98.0,19.0,No,70.7,13.0,53.24,MountGinini,36.0,2010-01-28,51.26,NW,WNW,No
SW,0.0,,76.1,35.0,11.0,No,73.75999999999999,17.0,60.980000000000004,MountGinini,26.0,2010-01-29,53.24,,S,
,,43.0,69.08,98.0,20.0,,67.46,,50.18,MountGinini,50.0,2010-01-30,46.76,NE,ENE,No
NE,0.2,44.0,71.06,98.0,13.0,No,64.58,20.0,51.620000000000005,MountGinini,53.0,2010-01-31,48.379999999999995,NE,NNE,No
ESE,0.0,50.0,72.32,88.0,24.0,No,68.18,13.0,58.28,MountGinini,59.0,2010-02-01,51.620000000000005,NE,ENE,No
E,0.0,,67.1,98.0,28.0,No,64.94,37.0,50.0,MountGinini,48.0,2010-02-02,45.5,,E,
,,,62.78,,30.0,,59.18,,,MountGinini,80.0,2010-02-03,48.379999999999995,,ENE,
,,65.0,60.08,,31.0,,57.92,,,MountGinini,99.0,2010-02-04,,ENE,ENE,Yes
N,33.8,,61.16,99.0,22.0,Yes,55.4,6.0,58.64,MountGinini,99.0,2010-02-05,55.04,,S,
,,50.0,55.94,99.0,17.0,,55.04,,51.08,MountGinini,98.0,2010-02-06,49.64,SE,ESE,No
ESE,1.0,43.0,60.980000000000004,99.0,20.0,No,59.18,24.0,51.620000000000005,MountGinini,98.0,2010-02-07,49.64,ENE,ENE,Yes
ENE,1.2,41.0,67.46,99.0,15.0,Yes,62.959999999999994,17.0,55.58,MountGinini,85.0,2010-02-08,51.620000000000005,E,ENE,No
NE,0.2,24.0,73.22,60.0,9.0,No,69.25999999999999,7.0,60.62,MountGinini,57.0,2010-02-09,51.26,E,N,No
WSW,0.0,37.0,74.12,89.0,15.0,No,61.34,20.0,62.059999999999995,MountGinini,69.0,2010-02-10,56.84,S,SE,Yes
W,1.8,54.0,72.86,71.0,15.0,Yes,67.28,7.0,62.42,MountGinini,67.0,2010-02-11,56.48,NW,NW,Yes
W,1.4,69.0,62.6,99.0,24.0,Yes,56.84,24.0,56.66,MountGinini,99.0,2010-02-12,56.48,NW,WSW,Yes
NE,11.0,33.0,56.120000000000005,99.0,11.0,Yes,55.04,17.0,52.34,MountGinini,99.0,2010-02-13,51.08,ENE,WNW,Yes
E,33.6,50.0,56.3,98.0,13.0,Yes,53.78,9.0,50.54,MountGinini,99.0,2010-02-14,49.64,SSE,SSE,Yes
WSW,24.2,65.0,60.62,99.0,15.0,Yes,54.32,9.0,50.54,MountGinini,98.0,2010-02-15,48.74,SSE,SW,Yes
SSE,2.0,56.0,64.22,98.0,13.0,Yes,61.88,20.0,46.22,MountGinini,63.0,2010-02-16,44.06,S,SW,No
SW,0.2,41.0,69.98,93.0,11.0,No,68.72,30.0,52.52,MountGinini,42.0,2010-02-17,46.04,SW,W,No
E,0.0,30.0,62.959999999999994,28.0,17.0,No,60.08,15.0,51.08,MountGinini,45.0,2010-02-18,45.32,E,E,No
ENE,0.0,37.0,62.78,98.0,9.0,No,61.88,22.0,48.92,MountGinini,66.0,2010-02-19,42.44,E,NE,No
WNW,0.0,43.0,66.38,94.0,19.0,No,63.14,19.0,53.78,MountGinini,53.0,2010-02-20,48.2,WNW,WNW,No
W,0.0,44.0,71.06,79.0,19.0,No,67.1,22.0,58.1,MountGinini,65.0,2010-02-21,52.7,W,WNW,No
WNW,0.4,63.0,67.82,85.0,28.0,No,60.62,20.0,59.9,MountGinini,98.0,2010-02-22,54.32,WSW,WNW,No
SW,0.8,69.0,66.2,58.0,9.0,No,65.3,20.0,48.379999999999995,MountGinini,45.0,2010-02-23,45.5,W,N,No
N,0.0,30.0,63.86,86.0,7.0,No,61.88,2.0,48.92,MountGinini,65.0,2010-02-24,40.1,ESE,N,No
E,0.4,35.0,62.059999999999995,98.0,17.0,No,61.16,15.0,46.04,MountGinini,60.0,2010-02-25,44.6,ENE,ENE,No
NNE,0.0,35.0,67.64,35.0,,No,,20.0,50.72,MountGinini,,2010-02-26,38.839999999999996,ENE,,No
W,0.0,,,89.0,22.0,No,63.86,24.0,53.6,MountGinini,65.0,2010-02-27,48.379999999999995,,WSW,
,,,,,19.0,,61.34,,,MountGinini,78.0,2010-02-28,,,W,
,,46.0,54.86,,,,,,,MountGinini,,2010-03-01,37.76,SE,,No
E,0.2,50.0,58.64,98.0,,No,,33.0,37.76,MountGinini,,2010-03-02,34.88,ESE,,No
E,0.0,44.0,66.38,44.0,,No,,26.0,52.16,MountGinini,,2010-03-03,37.58,ESE,,No
NNE,0.0,,64.4,50.0,,No,,24.0,55.22,MountGinini,,2010-03-04,49.28,,,
,,41.0,55.94,,,,,,,MountGinini,,2010-03-05,48.379999999999995,NE,,Yes
