WindDir9am,Rainfall,RainTomorrow,Date,WindSpeed9am,Pressure9am,Temp9amF,MaxTempF,RainToday,Humidity3pm,WindDir3pm,Sunshine,Temp3pmF,WindGustDir,Humidity9am,Evaporation,MinTempF,Cloud9am,Cloud3pm,Pressure3pm,Location,WindGustSpeed,WindSpeed3pm
WSW,5.8,Yes,2008-11-22,41.0,996.9,49.1,59.9,Yes,50.0,SSW,6.1,56.48,S,78.0,6.4,46.22,8.0,7.0,998.1,Melbourne,72.0,35.0
SSW,15.2,No,2008-11-23,37.0,1003.9,58.82,64.75999999999999,Yes,60.0,S,5.4,62.42,SSW,74.0,4.6,46.76,7.0,7.0,1004.1,Melbourne,63.0,33.0
SW,0.0,No,2008-11-24,26.0,1009.9,56.120000000000005,63.68,No,57.0,SE,4.7,60.62,SW,65.0,5.0,54.86,8.0,7.0,1010.0,Melbourne,37.0,24.0
W,0.0,No,2008-11-25,7.0,1013.8,59.540000000000006,79.16,No,37.0,ENE,13.3,77.0,S,63.0,4.4,50.54,1.0,1.0,1011.2,Melbourne,39.0,11.0
E,0.0,No,2008-11-26,7.0,1010.9,63.68,85.64,No,27.0,N,11.4,82.75999999999999,N,59.0,7.4,53.42,3.0,6.0,1006.4,Melbourne,54.0,22.0
N,0.0,No,2008-11-27,48.0,1004.5,74.3,87.08000000000001,No,36.0,N,6.4,84.38000000000001,N,47.0,11.2,63.32,7.0,7.0,1000.9,Melbourne,72.0,35.0
S,0.4,Yes,2008-11-28,4.0,1004.8,62.959999999999994,69.25999999999999,No,63.0,SSE,1.3,65.3,SSE,75.0,7.2,59.9,8.0,7.0,1004.4,Melbourne,33.0,19.0
SSW,5.4,No,2008-11-29,26.0,1008.1,59.18,67.28,Yes,50.0,S,3.7,66.38,SSE,69.0,3.4,56.66,7.0,6.0,1008.5,Melbourne,44.0,24.0
WNW,0.0,Yes,2008-11-30,13.0,1010.7,58.28,77.36,No,24.0,NNW,9.7,75.74000000000001,NNW,59.0,3.6,50.36,6.0,6.0,1005.5,Melbourne,59.0,26.0
WSW,1.4,No,2008-12-01,24.0,1009.0,59.72,69.44,Yes,32.0,W,10.1,66.74000000000001,WSW,52.0,7.2,53.24,5.0,6.0,1007.8,Melbourne,56.0,31.0
WNW,0.0,No,2008-12-02,30.0,1009.9,62.6,73.58,No,29.0,W,7.5,71.6,WNW,44.0,6.8,51.26,6.0,7.0,1007.2,Melbourne,46.0,17.0
WSW,0.0,No,2008-12-03,22.0,1009.9,60.62,67.82,No,48.0,S,6.7,67.46,SSW,62.0,5.6,57.74,7.0,2.0,1012.2,Melbourne,48.0,26.0
E,0.0,No,2008-12-04,9.0,1018.9,59.36,78.08,No,27.0,NNE,5.8,76.28,N,52.0,5.8,50.72,5.0,7.0,1012.7,Melbourne,39.0,24.0
NW,0.6,No,2008-12-05,30.0,1006.5,75.38,91.22,No,21.0,NNW,13.4,88.88000000000001,NW,41.0,6.8,59.18,4.0,3.0,1003.4,Melbourne,67.0,31.0
SW,0.0,No,2008-12-06,11.0,1010.0,65.3,77.0,No,42.0,W,9.1,75.92,NW,54.0,12.6,60.62,3.0,6.0,1005.0,Melbourne,63.0,30.0
SW,0.4,No,2008-12-07,26.0,1013.1,57.56,66.92,No,38.0,S,11.2,66.2,SW,53.0,7.0,51.98,1.0,3.0,1013.0,Melbourne,52.0,11.0
S,0.0,No,2008-12-08,13.0,1015.4,56.3,72.32,No,41.0,S,11.9,68.54,S,61.0,8.0,52.52,6.0,3.0,1011.5,Melbourne,37.0,24.0
WSW,0.0,Yes,2008-12-09,13.0,1007.6,60.08,67.1,No,85.0,S,0.0,60.26,S,72.0,5.6,52.7,7.0,8.0,1008.1,Melbourne,41.0,20.0
SSE,4.8,No,2008-12-10,28.0,1013.7,57.92,67.28,Yes,42.0,S,10.3,64.22,S,57.0,1.2,55.58,7.0,1.0,1012.8,Melbourne,48.0,30.0
SSE,0.0,No,2008-12-11,19.0,1015.6,60.440000000000005,73.04,No,54.0,S,13.2,69.08,S,58.0,6.4,53.42,2.0,1.0,1012.3,Melbourne,37.0,24.0
N,0.0,Yes,2008-12-12,24.0,1007.4,64.58,72.5,No,82.0,ENE,0.3,65.3,N,68.0,8.0,57.379999999999995,8.0,8.0,1003.7,Melbourne,59.0,15.0
NW,36.2,Yes,2008-12-13,17.0,988.9,61.88,62.78,Yes,93.0,SSW,0.0,59.72,SW,96.0,4.8,60.26,8.0,8.0,993.6,Melbourne,76.0,48.0
SSW,21.8,No,2008-12-14,31.0,1004.9,58.64,67.46,Yes,61.0,SSW,7.3,65.48,SSW,90.0,6.6,55.04,8.0,7.0,1007.3,Melbourne,50.0,35.0
WSW,0.8,No,2008-12-15,24.0,1013.0,57.02,70.52,No,41.0,W,5.7,64.58,S,54.0,5.8,55.76,8.0,7.0,1012.1,Melbourne,35.0,13.0
NW,0.0,Yes,2008-12-16,6.0,1013.1,62.6,67.82,No,67.0,S,2.0,66.02,SSE,66.0,4.0,55.4,7.0,7.0,1012.3,Melbourne,33.0,9.0
,3.4,Yes,2008-12-17,,1013.1,59.9,70.34,Yes,51.0,N,1.2,69.44,SSE,82.0,2.2,56.66,7.0,6.0,1009.9,Melbourne,28.0,4.0
W,1.4,Yes,2008-12-18,9.0,1006.3,59.36,68.54,Yes,61.0,S,4.3,65.48,SW,85.0,3.8,57.379999999999995,7.0,7.0,1005.7,Melbourne,41.0,26.0
SSW,4.0,No,2008-12-19,20.0,1014.3,56.66,65.66,Yes,40.0,SSE,10.2,63.5,SSE,60.0,4.2,51.620000000000005,7.0,4.0,1016.4,Melbourne,56.0,35.0
SE,0.2,No,2008-12-20,15.0,1021.8,59.36,70.16,No,53.0,SSE,13.1,68.72,SSE,60.0,4.6,49.82,2.0,6.0,1019.7,Melbourne,41.0,22.0
N,0.0,No,2008-12-21,22.0,1018.8,63.14,86.72,No,25.0,NNE,10.8,83.3,N,67.0,6.0,54.5,1.0,2.0,1014.1,Melbourne,48.0,26.0
N,0.0,No,2008-12-22,48.0,1008.1,77.36,95.36,No,22.0,NNW,7.5,91.76,N,36.0,14.8,63.14,7.0,7.0,1003.4,Melbourne,85.0,41.0
SSW,0.0,No,2008-12-23,28.0,1013.9,61.519999999999996,69.98,No,54.0,S,7.9,67.46,SSW,73.0,9.8,60.980000000000004,8.0,2.0,1014.1,Melbourne,41.0,24.0
SE,0.0,No,2008-12-24,19.0,1013.8,60.440000000000005,75.92,No,49.0,SSW,13.8,68.9,SE,56.0,5.4,54.86,7.0,1.0,1012.2,Melbourne,31.0,13.0
SSW,0.0,No,2008-12-25,9.0,1015.2,64.04,73.22,No,49.0,SSE,13.5,71.78,SE,63.0,6.4,58.82,4.0,7.0,1013.5,Melbourne,37.0,22.0
N,0.0,No,2008-12-26,22.0,1010.1,68.18,84.02,No,43.0,SE,9.9,76.64,S,58.0,7.8,57.02,6.0,7.0,1008.5,Melbourne,67.0,17.0
NNW,0.0,No,2008-12-27,20.0,1006.1,71.6,80.96,No,64.0,S,9.4,70.34,S,58.0,6.4,62.24,4.0,6.0,1003.3,Melbourne,39.0,20.0
NNE,0.0,No,2008-12-28,9.0,1004.1,68.9,82.04,No,41.0,SE,10.5,78.25999999999999,SSE,52.0,6.0,58.64,3.0,6.0,1002.1,Melbourne,48.0,22.0
SW,0.0,Yes,2008-12-29,20.0,1008.2,63.14,70.7,No,40.0,SW,9.8,68.72,SW,50.0,8.6,58.64,5.0,7.0,1008.3,Melbourne,54.0,30.0
W,1.8,No,2008-12-30,24.0,1003.4,59.0,75.56,Yes,31.0,WSW,8.0,73.4,WSW,88.0,6.2,58.1,7.0,7.0,1002.4,Melbourne,59.0,35.0
W,0.0,No,2008-12-31,22.0,1006.3,60.62,75.38,No,32.0,W,8.4,69.62,WSW,55.0,9.4,55.22,8.0,7.0,1005.0,Melbourne,48.0,17.0
W,0.0,No,2009-01-01,33.0,1005.4,60.62,68.72,No,39.0,SW,8.8,67.28,SW,68.0,5.6,58.459999999999994,7.0,7.0,1006.5,Melbourne,69.0,43.0
SW,0.2,No,2009-01-02,31.0,1018.2,55.22,65.48,No,39.0,SSE,12.9,64.58,SSE,56.0,7.2,50.0,5.0,3.0,1019.6,Melbourne,56.0,26.0
E,0.6,No,2009-01-03,13.0,1021.1,56.120000000000005,68.72,No,45.0,S,10.5,65.48,SSE,54.0,6.2,48.56,1.0,8.0,1018.1,Melbourne,31.0,19.0
NE,0.0,No,2009-01-04,2.0,1016.5,59.9,81.68,No,37.0,SSE,12.5,80.78,SSE,67.0,6.4,52.879999999999995,3.0,5.0,1013.0,Melbourne,35.0,20.0
SW,0.0,No,2009-01-05,9.0,1011.9,66.2,78.98,No,34.0,SSE,12.3,78.08,SE,56.0,7.4,56.48,6.0,4.0,1010.5,Melbourne,33.0,20.0
NNE,0.0,No,2009-01-06,11.0,1010.5,70.88,86.36,No,40.0,S,13.7,82.22,SSE,45.0,7.2,60.440000000000005,0.0,1.0,1007.9,Melbourne,50.0,28.0
SSW,0.0,No,2009-01-07,17.0,1010.0,64.04,69.62,No,66.0,SSE,4.4,69.08,S,89.0,8.8,63.68,8.0,7.0,1010.5,Melbourne,46.0,28.0
SSW,0.0,No,2009-01-08,28.0,1017.7,59.9,67.64,No,42.0,SSE,11.5,65.12,SE,57.0,5.2,54.68,4.0,4.0,1019.2,Melbourne,56.0,35.0
SSE,0.0,No,2009-01-09,19.0,1021.7,59.9,71.24000000000001,No,41.0,S,12.6,68.54,S,47.0,5.6,54.68,6.0,7.0,1017.8,Melbourne,43.0,28.0
WSW,0.0,No,2009-01-10,7.0,1013.9,60.440000000000005,74.12,No,60.0,S,10.2,68.54,S,67.0,7.2,55.94,7.0,2.0,1010.5,Melbourne,43.0,24.0
SW,0.0,No,2009-01-11,9.0,1012.1,58.28,74.12,No,58.0,SSE,10.2,69.44,S,89.0,6.6,57.74,8.0,2.0,1010.2,Melbourne,41.0,17.0
SSW,0.0,No,2009-01-12,11.0,1018.7,61.88,77.0,No,53.0,SE,7.8,71.96,SSE,75.0,5.2,56.66,8.0,5.0,1017.7,Melbourne,26.0,17.0
N,0.0,No,2009-01-13,35.0,1014.0,68.9,100.03999999999999,No,12.0,NNW,13.5,96.44,N,61.0,6.8,57.02,0.0,0.0,1009.8,Melbourne,52.0,22.0
N,0.0,No,2009-01-14,35.0,1008.0,89.96000000000001,90.68,No,64.0,S,12.3,72.86,N,14.0,18.6,68.72,3.0,4.0,1009.5,Melbourne,57.0,24.0
SW,0.0,No,2009-01-15,28.0,1015.9,63.68,76.28,No,42.0,SE,10.1,73.4,SW,52.0,9.2,60.26,7.0,6.0,1014.8,Melbourne,44.0,22.0
SW,0.0,No,2009-01-16,28.0,1017.3,63.86,70.7,No,40.0,S,9.9,67.28,WSW,48.0,8.6,59.18,6.0,6.0,1019.0,Melbourne,61.0,28.0
SSE,0.0,No,2009-01-17,28.0,1023.0,61.16,68.18,No,47.0,S,12.1,66.2,S,45.0,8.8,58.1,7.0,2.0,1023.1,Melbourne,41.0,26.0
SE,0.0,No,2009-01-18,7.0,1022.0,59.36,77.18,No,51.0,SSE,13.0,70.88,SSE,60.0,6.6,53.78,1.0,0.0,1019.3,Melbourne,31.0,20.0
N,0.0,No,2009-01-19,28.0,1014.0,68.9,96.44,No,20.0,WNW,13.4,91.22,N,52.0,7.8,56.66,1.0,1.0,1009.0,Melbourne,54.0,22.0
N,0.0,No,2009-01-20,37.0,1005.5,80.06,104.9,No,36.0,SSE,12.0,80.06,SW,33.0,15.8,67.64,0.0,4.0,1006.4,Melbourne,100.0,37.0
NE,0.0,No,2009-01-21,9.0,1010.5,68.54,83.84,No,50.0,SSE,10.9,76.64,S,66.0,14.4,62.959999999999994,5.0,7.0,1006.9,Melbourne,37.0,24.0
NNW,0.0,No,2009-01-22,41.0,998.0,82.22,96.08000000000001,No,12.0,NW,7.6,95.9,W,57.0,8.0,64.75999999999999,7.0,7.0,993.9,Melbourne,94.0,46.0
N,0.0,No,2009-01-23,9.0,1008.3,62.24,89.24,No,15.0,NW,12.3,84.02,WNW,54.0,15.6,58.28,3.0,1.0,1002.7,Melbourne,59.0,24.0
WSW,0.0,No,2009-01-24,30.0,1007.9,65.84,74.12,No,48.0,WSW,11.4,70.7,WSW,52.0,12.8,61.34,6.0,2.0,1011.8,Melbourne,54.0,30.0
NNE,0.0,No,2009-01-25,7.0,1018.5,62.059999999999995,80.78,No,21.0,SE,13.3,79.34,S,58.0,8.0,55.4,0.0,0.0,1016.7,Melbourne,39.0,24.0
SSE,0.0,No,2009-01-26,13.0,1022.3,65.3,77.9,No,52.0,SSE,12.7,74.84,SSE,65.0,7.2,57.92,6.0,1.0,1020.8,Melbourne,46.0,26.0
NNE,0.0,No,2009-01-27,7.0,1017.9,66.02,97.52,No,47.0,SSE,12.3,81.14,N,71.0,7.6,61.88,1.0,1.0,1014.1,Melbourne,37.0,26.0
N,0.0,No,2009-01-28,24.0,1012.2,78.25999999999999,110.11999999999999,No,10.0,NNW,13.4,108.5,N,30.0,12.0,65.84,0.0,1.0,1008.9,Melbourne,50.0,15.0
N,0.0,No,2009-01-29,39.0,1011.1,95.9,111.74,No,10.0,N,10.3,110.11999999999999,N,17.0,20.4,78.25999999999999,1.0,5.0,1009.2,Melbourne,59.0,26.0
N,0.0,No,2009-01-30,15.0,1011.8,88.34,113.18,No,9.0,N,12.8,109.94,N,35.0,18.6,78.25999999999999,1.0,1.0,1008.6,Melbourne,50.0,22.0
SW,0.0,No,2009-01-31,7.0,1013.3,80.06,86.9,No,60.0,S,10.8,82.58,SSW,53.0,14.2,72.5,2.0,7.0,1014.2,Melbourne,46.0,26.0
SSW,0.0,No,2009-02-01,11.0,1016.5,73.22,92.84,No,41.0,ESE,7.1,88.52,SSW,68.0,7.6,68.54,7.0,7.0,1012.0,Melbourne,39.0,11.0
WSW,0.0,No,2009-02-02,7.0,1012.2,71.96,83.3,No,63.0,S,2.7,79.88,S,77.0,6.6,69.44,7.0,6.0,1010.3,Melbourne,37.0,26.0
S,0.0,No,2009-02-03,15.0,1013.1,71.78,86.36,No,40.0,S,8.4,85.46000000000001,SSW,75.0,4.2,68.9,7.0,3.0,1010.3,Melbourne,52.0,28.0
NNE,0.0,No,2009-02-04,4.0,1009.5,67.82,86.36,No,46.0,S,11.0,85.46000000000001,S,76.0,7.2,62.24,7.0,0.0,1006.2,Melbourne,35.0,17.0
WSW,0.0,No,2009-02-05,11.0,1005.7,78.08,84.56,No,60.0,SSE,13.1,75.92,SSE,58.0,8.0,67.64,0.0,2.0,1008.0,Melbourne,39.0,24.0
SSE,0.0,No,2009-02-06,11.0,1010.8,66.02,91.58000000000001,No,50.0,SSE,8.5,79.16,S,75.0,8.8,64.22,8.0,2.0,1007.3,Melbourne,44.0,19.0
N,0.0,No,2009-02-07,54.0,1003.1,91.58000000000001,115.52,No,6.0,NW,8.5,113.72,SW,23.0,10.8,65.66,3.0,1.0,998.3,Melbourne,83.0,39.0
SW,0.8,No,2009-02-08,20.0,1012.5,68.54,72.5,No,61.0,SSE,2.3,67.82,S,80.0,20.2,65.48,7.0,7.0,1014.2,Melbourne,44.0,28.0
SSE,0.6,No,2009-02-09,33.0,1016.9,65.3,70.52,No,39.0,S,9.0,68.0,SSE,42.0,7.4,60.980000000000004,6.0,5.0,1016.5,Melbourne,56.0,35.0
SSW,0.0,No,2009-02-10,26.0,1017.4,61.16,70.16,No,36.0,S,10.0,67.82,SSE,39.0,7.2,57.379999999999995,6.0,5.0,1017.0,Melbourne,54.0,33.0
S,0.0,No,2009-02-11,31.0,1019.3,60.62,68.36,No,46.0,S,0.7,64.58,SSE,48.0,6.8,57.74,7.0,7.0,1019.6,Melbourne,54.0,33.0
S,0.0,No,2009-02-12,17.0,1021.5,61.34,74.66,No,35.0,SE,10.9,72.14,SSE,60.0,5.8,57.92,5.0,4.0,1021.0,Melbourne,57.0,35.0
W,0.0,No,2009-02-13,13.0,1025.8,59.36,82.4,No,27.0,SSE,11.8,78.8,S,58.0,7.8,55.04,0.0,0.0,1023.1,Melbourne,43.0,11.0
W,0.0,No,2009-02-14,7.0,1023.3,62.6,83.12,No,28.0,SE,12.3,80.6,SSE,58.0,5.8,57.2,0.0,0.0,1019.6,Melbourne,41.0,26.0
SW,0.0,No,2009-02-15,2.0,1018.9,62.78,85.28,No,26.0,S,11.7,83.66,S,70.0,6.8,58.64,4.0,5.0,1016.1,Melbourne,54.0,28.0
SW,0.0,No,2009-02-16,7.0,1019.6,66.2,86.18,No,37.0,SSW,12.2,82.58,SSW,66.0,7.8,60.8,0.0,1.0,1016.3,Melbourne,37.0,22.0
NNE,0.0,No,2009-02-17,20.0,1016.9,67.46,89.06,No,21.0,S,12.0,88.34,N,55.0,8.2,60.440000000000005,0.0,1.0,1013.5,Melbourne,37.0,19.0
W,0.0,No,2009-02-18,9.0,1012.9,66.2,82.04,No,43.0,SSE,7.7,79.88,SSE,73.0,9.4,62.6,7.0,7.0,1009.6,Melbourne,35.0,26.0
W,0.0,No,2009-02-19,15.0,1009.1,65.12,86.9,No,38.0,S,11.3,82.58,SSE,78.0,6.6,62.24,5.0,1.0,1007.2,Melbourne,37.0,22.0
SW,0.0,No,2009-02-20,19.0,1012.9,64.58,76.28,No,50.0,SW,7.4,72.68,S,68.0,8.0,64.4,7.0,4.0,1013.1,Melbourne,46.0,28.0
S,0.2,No,2009-02-21,22.0,1017.6,65.66,74.84,No,52.0,S,8.9,72.14,SSE,66.0,6.4,63.32,7.0,4.0,1017.5,Melbourne,44.0,30.0
SSE,0.0,No,2009-02-22,13.0,1017.8,64.58,77.9,No,57.0,SSE,10.1,73.58,SSE,71.0,6.4,62.42,7.0,1.0,1014.5,Melbourne,35.0,19.0
N,0.0,No,2009-02-23,24.0,1010.5,67.82,95.0,No,12.0,WNW,9.0,93.56,SW,67.0,6.6,61.16,6.0,1.0,1007.4,Melbourne,56.0,28.0
SW,0.0,Yes,2009-02-24,19.0,1018.9,60.8,70.34,No,34.0,SSE,12.2,68.72,SSE,51.0,10.6,57.74,4.0,2.0,1019.2,Melbourne,50.0,28.0
SSW,1.2,No,2009-02-25,17.0,1020.6,58.459999999999994,70.88,Yes,60.0,S,3.4,68.9,S,90.0,7.6,57.379999999999995,8.0,6.0,1019.8,Melbourne,37.0,20.0
WSW,0.2,No,2009-02-26,9.0,1019.6,58.1,88.16,No,37.0,SSE,11.0,81.14,SSE,86.0,4.4,57.56,7.0,1.0,1016.5,Melbourne,35.0,20.0
N,0.0,No,2009-02-27,48.0,1014.0,72.14,93.2,No,24.0,NNW,8.7,90.5,N,42.0,7.8,57.74,7.0,4.0,1010.7,Melbourne,72.0,31.0
SW,0.0,Yes,2009-02-28,17.0,1013.2,63.68,73.75999999999999,No,43.0,SSE,6.3,71.78,S,66.0,12.4,60.980000000000004,7.0,2.0,1012.2,Melbourne,48.0,31.0
SSW,1.6,No,2009-03-01,17.0,1015.0,60.08,67.64,Yes,61.0,S,0.8,65.3,SE,85.0,6.2,58.1,8.0,8.0,1014.9,Melbourne,41.0,28.0
SE,0.0,No,2009-03-02,17.0,1015.8,62.6,78.08,No,46.0,E,10.1,74.84,SSE,60.0,4.6,59.540000000000006,7.0,1.0,1011.9,Melbourne,37.0,9.0
N,0.8,Yes,2009-03-03,35.0,1009.4,66.56,90.5,No,36.0,N,1.0,84.38000000000001,N,71.0,7.6,62.24,7.0,7.0,1000.8,Melbourne,93.0,61.0
NW,2.4,Yes,2009-03-04,15.0,1012.6,59.540000000000006,66.2,Yes,44.0,W,4.4,65.3,W,43.0,10.0,57.2,3.0,7.0,1012.1,Melbourne,63.0,44.0
SW,2.0,Yes,2009-03-05,28.0,1016.0,55.76,63.68,Yes,65.0,S,0.2,60.980000000000004,SW,83.0,4.6,54.5,7.0,7.0,1016.4,Melbourne,52.0,30.0
WSW,6.6,No,2009-03-06,19.0,1016.5,55.58,68.18,Yes,55.0,SSW,5.4,64.58,SW,89.0,2.6,54.68,8.0,7.0,1015.5,Melbourne,39.0,15.0
W,0.4,No,2009-03-07,13.0,1016.6,61.16,68.72,No,57.0,SSE,6.4,67.1,SW,61.0,3.4,55.4,7.0,7.0,1016.4,Melbourne,33.0,26.0
SE,0.0,No,2009-03-08,20.0,1021.5,59.72,70.16,No,48.0,S,5.0,67.64,SSE,59.0,4.2,58.459999999999994,6.0,3.0,1020.6,Melbourne,41.0,24.0
WSW,0.0,No,2009-03-09,13.0,1021.5,56.66,77.36,No,45.0,SW,10.1,75.02,S,73.0,4.2,49.46,1.0,0.0,1018.7,Melbourne,31.0,9.0
SW,0.0,No,2009-03-10,17.0,1021.1,60.440000000000005,79.16,No,49.0,SSW,6.2,77.9,SW,87.0,4.0,56.3,8.0,7.0,1018.9,Melbourne,30.0,9.0
N,0.0,Yes,2009-03-11,7.0,1021.4,65.12,85.64,No,40.0,WNW,5.5,84.2,ESE,81.0,4.6,60.440000000000005,7.0,5.0,1018.2,Melbourne,39.0,4.0
NNW,5.4,Yes,2009-03-12,13.0,1019.2,68.54,77.36,Yes,60.0,N,2.4,74.48,N,78.0,4.8,64.75999999999999,8.0,7.0,1017.2,Melbourne,59.0,44.0
NNW,3.0,No,2009-03-13,15.0,1016.8,68.9,84.2,Yes,51.0,ENE,9.8,81.5,N,75.0,3.8,63.86,2.0,3.0,1013.9,Melbourne,37.0,9.0
N,0.4,Yes,2009-03-14,52.0,1008.1,72.86,73.94,No,90.0,E,4.1,64.94,WSW,64.0,6.8,65.48,7.0,7.0,1006.8,Melbourne,83.0,6.0
NNW,20.4,No,2009-03-15,20.0,1011.6,55.22,66.02,Yes,42.0,NW,2.9,63.68,W,75.0,3.6,53.6,7.0,6.0,1010.9,Melbourne,50.0,28.0
NW,0.4,No,2009-03-16,17.0,1012.1,59.36,71.42,No,50.0,WSW,5.0,66.74000000000001,WSW,59.0,5.6,54.86,7.0,7.0,1012.2,Melbourne,48.0,30.0
WSW,0.2,No,2009-03-17,17.0,1017.9,59.36,68.18,No,53.0,SSW,4.9,65.12,SW,65.0,5.0,57.02,8.0,7.0,1018.0,Melbourne,41.0,20.0
NNE,0.0,No,2009-03-18,13.0,1017.8,59.36,83.3,No,20.0,N,8.8,80.78,N,63.0,4.0,57.74,5.0,1.0,1012.8,Melbourne,41.0,26.0
N,0.0,No,2009-03-19,28.0,1013.9,68.9,91.58000000000001,No,17.0,NNW,10.2,89.06,NW,34.0,8.0,58.64,2.0,1.0,1011.0,Melbourne,50.0,26.0
NNE,0.0,No,2009-03-20,9.0,1015.9,64.75999999999999,74.84,No,57.0,S,10.5,72.32,S,75.0,8.8,62.24,5.0,1.0,1013.6,Melbourne,31.0,20.0
N,0.0,No,2009-03-21,37.0,1013.5,68.9,94.28,No,13.0,N,10.6,92.66,N,52.0,6.2,59.72,1.0,1.0,1010.4,Melbourne,59.0,37.0
NW,0.0,Yes,2009-03-22,11.0,1010.3,77.9,78.08,No,69.0,S,6.1,69.25999999999999,N,25.0,14.8,68.72,5.0,4.0,1012.8,Melbourne,48.0,28.0
SSW,1.6,No,2009-03-23,19.0,1017.1,61.519999999999996,67.82,Yes,54.0,S,4.5,66.56,SSE,67.0,8.0,58.459999999999994,7.0,5.0,1016.4,Melbourne,33.0,13.0
WNW,0.0,Yes,2009-03-24,6.0,1017.7,60.62,69.98,No,58.0,SSE,3.4,67.46,SSE,72.0,1.0,56.84,6.0,7.0,1015.4,Melbourne,26.0,20.0
N,2.4,No,2009-03-25,6.0,1016.5,64.04,75.02,Yes,56.0,S,3.2,75.02,SSE,95.0,2.2,60.26,7.0,7.0,1014.8,Melbourne,31.0,19.0
WNW,0.0,No,2009-03-26,11.0,1019.4,62.78,75.2,No,47.0,SW,8.4,73.94,S,83.0,2.6,59.72,3.0,5.0,1020.6,Melbourne,52.0,28.0
SW,0.0,No,2009-03-27,13.0,1027.2,58.1,68.9,No,45.0,SE,9.4,66.92,SSW,65.0,5.4,54.86,6.0,3.0,1025.8,Melbourne,33.0,13.0
N,0.0,No,2009-03-28,15.0,1024.4,52.879999999999995,80.06,No,38.0,SSW,9.6,76.28,N,77.0,4.0,49.46,3.0,1.0,1021.1,Melbourne,26.0,11.0
N,0.0,No,2009-03-29,19.0,1022.5,57.379999999999995,76.46,No,50.0,S,11.1,72.86,S,51.0,6.2,52.34,0.0,1.0,1022.0,Melbourne,37.0,24.0
SSW,0.0,No,2009-03-30,11.0,1026.3,60.980000000000004,72.5,No,57.0,SSE,9.3,69.25999999999999,S,80.0,4.8,57.2,5.0,4.0,1023.7,Melbourne,31.0,15.0
NE,0.0,No,2009-03-31,17.0,1023.7,60.26,86.18,No,29.0,SE,10.5,85.1,N,85.0,4.2,58.1,0.0,0.0,1020.7,Melbourne,39.0,7.0
,0.0,No,2009-04-01,0.0,1022.6,63.14,85.64,No,33.0,SSE,10.3,84.02,SSE,71.0,6.2,59.72,2.0,3.0,1020.1,Melbourne,30.0,19.0
N,0.0,No,2009-04-02,33.0,1021.4,71.42,91.03999999999999,No,26.0,NNE,10.4,90.14,N,53.0,6.2,62.42,3.0,5.0,1017.8,Melbourne,50.0,30.0
N,0.0,Yes,2009-04-03,35.0,1015.3,76.28,76.46,No,90.0,SW,2.1,61.88,,55.0,10.6,70.16,7.0,8.0,1015.6,Melbourne,,20.0
WSW,18.0,No,2009-04-04,20.0,1022.8,54.68,67.28,Yes,43.0,SSW,4.8,65.84,SSW,71.0,6.2,52.34,4.0,6.0,1022.4,Melbourne,37.0,19.0
NW,0.0,No,2009-04-05,15.0,1020.3,60.26,68.18,No,78.0,WSW,4.2,60.980000000000004,SW,61.0,2.4,54.5,6.0,7.0,1018.2,Melbourne,54.0,33.0
SW,0.2,Yes,2009-04-06,22.0,1025.8,55.04,62.959999999999994,No,52.0,SSW,3.9,61.16,SW,61.0,3.4,48.56,5.0,7.0,1025.2,Melbourne,37.0,19.0
SW,2.2,Yes,2009-04-07,19.0,1030.0,54.14,65.12,Yes,62.0,S,2.8,64.94,S,94.0,2.6,52.52,8.0,7.0,1028.1,Melbourne,35.0,28.0
SW,1.6,No,2009-04-08,7.0,1028.4,60.62,67.82,Yes,56.0,SSE,6.1,66.38,S,62.0,1.8,54.14,7.0,3.0,1026.0,Melbourne,31.0,13.0
ENE,0.0,No,2009-04-09,7.0,1023.9,59.0,75.92,No,52.0,NW,8.7,73.04,WNW,72.0,2.6,56.66,7.0,1.0,1018.3,Melbourne,33.0,17.0
SW,0.0,No,2009-04-10,7.0,1020.1,60.26,67.1,No,64.0,S,3.9,66.02,SSE,81.0,4.0,57.02,7.0,7.0,1019.1,Melbourne,30.0,24.0
S,0.0,No,2009-04-11,7.0,1024.0,60.8,72.5,No,55.0,SSW,4.8,71.24000000000001,S,80.0,3.2,57.92,7.0,2.0,1020.7,Melbourne,28.0,11.0
N,0.0,No,2009-04-12,9.0,1022.8,59.9,71.42,No,52.0,SSE,10.7,69.25999999999999,SSE,69.0,1.4,54.14,0.0,1.0,1021.2,Melbourne,35.0,20.0
SE,0.0,No,2009-04-13,4.0,1022.7,55.76,79.16,No,29.0,SE,11.0,78.98,SSE,80.0,4.0,49.64,1.0,2.0,1018.2,Melbourne,28.0,17.0
N,0.0,Yes,2009-04-14,31.0,1013.9,62.24,83.84,No,15.0,WNW,10.5,83.66,WNW,53.0,6.0,53.78,1.0,1.0,1008.7,Melbourne,50.0,26.0
W,1.2,No,2009-04-15,46.0,1007.1,58.28,63.86,Yes,46.0,SW,6.3,59.9,WSW,54.0,9.0,55.22,4.0,5.0,1011.2,Melbourne,96.0,28.0
N,0.0,No,2009-04-16,31.0,1013.0,55.94,68.9,No,33.0,NW,5.6,68.0,NNW,47.0,5.6,45.14,4.0,5.0,1009.8,Melbourne,59.0,31.0
