WindDir9am,Humidity3pm,RainToday,Location,RainTomorrow,Humidity9am,Cloud3pm,WindGustDir,Temp9amC,Date,Temp3pmC,MinTempC,Pressure9am,WindSpeed3pm,Evaporation,WindGustSpeed,Rainfall,Pressure3pm,Sunshine,WindSpeed9am,WindDir3pm,MaxTempC,Cloud9am
W,55.0,No,Sydney,No,87.0,5.0,,11.3,2008-07-07,19.3,9.7,1024.4,11.0,2.2,,0.0,1019.7,4.3,9.0,N,19.8,7.0
W,49.0,No,Sydney,No,80.0,4.0,,12.1,2008-07-08,16.4,10.5,1020.9,7.0,1.6,,0.2,1017.4,5.5,11.0,SE,17.2,1.0
W,43.0,No,Sydney,Yes,57.0,7.0,,9.6,2008-07-09,13.2,6.9,1018.0,20.0,2.8,,0.0,1015.7,4.6,15.0,WSW,13.3,2.0
WNW,38.0,Yes,Sydney,No,58.0,3.0,,10.2,2008-07-10,15.8,7.2,1014.6,26.0,2.4,,1.8,1010.0,4.9,11.0,NW,15.8,7.0
W,27.0,No,Sydney,No,46.0,1.0,,11.3,2008-07-11,16.1,10.0,1016.5,20.0,4.8,,0.0,1017.0,9.8,24.0,WSW,16.5,1.0
W,45.0,No,Sydney,No,67.0,7.0,,7.8,2008-07-12,15.0,5.7,1027.5,13.0,3.4,,0.0,1023.5,8.3,17.0,NE,15.9,4.0
W,58.0,No,Sydney,No,67.0,8.0,,11.5,2008-07-13,17.1,7.8,1024.2,17.0,2.6,,0.0,1021.2,0.0,4.0,N,17.3,8.0
,54.0,No,Sydney,No,80.0,1.0,,12.0,2008-07-14,22.9,10.1,1021.5,7.0,1.8,,0.0,1017.3,6.1,0.0,E,23.1,7.0
W,70.0,No,Sydney,No,81.0,1.0,,11.1,2008-07-15,17.4,9.7,1020.8,11.0,1.8,,0.0,1018.4,9.7,20.0,ESE,19.8,1.0
WNW,50.0,No,Sydney,No,81.0,1.0,,10.8,2008-07-16,17.4,8.9,1022.2,11.0,2.0,,0.0,1019.1,9.6,13.0,SSE,18.0,1.0
W,38.0,No,Sydney,No,84.0,5.0,,10.1,2008-07-17,17.3,8.2,1019.2,17.0,1.4,,0.0,1013.3,9.0,15.0,N,18.5,4.0
W,21.0,No,Sydney,No,73.0,1.0,,10.1,2008-07-18,17.9,8.2,1010.1,39.0,4.0,,0.0,1007.3,8.7,13.0,W,18.7,1.0
W,32.0,No,Sydney,No,53.0,2.0,,10.9,2008-07-19,18.2,8.1,1016.2,6.0,3.4,,0.0,1014.1,9.5,4.0,W,18.2,1.0
N,55.0,No,Sydney,Yes,41.0,8.0,,14.6,2008-07-20,16.8,10.8,1015.4,4.0,3.2,,0.0,1008.6,0.0,6.0,NE,17.6,8.0
NW,31.0,Yes,Sydney,No,56.0,1.0,,13.1,2008-07-21,16.7,10.4,1006.2,31.0,1.6,,2.8,1008.1,9.7,26.0,W,17.5,1.0
W,31.0,No,Sydney,No,52.0,1.0,,8.8,2008-07-22,13.9,7.2,1024.8,22.0,3.8,,0.0,1025.2,10.0,19.0,SSW,15.1,0.0
W,61.0,No,Sydney,Yes,67.0,6.0,,7.0,2008-07-23,14.1,5.5,1031.5,19.0,4.0,,0.0,1029.6,4.0,22.0,SSW,14.7,6.0
W,70.0,Yes,Sydney,Yes,95.0,7.0,,10.9,2008-07-24,14.7,6.9,1029.3,22.0,0.2,,7.0,1025.4,1.7,19.0,ESE,15.9,8.0
WSW,81.0,Yes,Sydney,Yes,93.0,7.0,,10.5,2008-07-25,12.6,9.8,1022.6,17.0,2.4,,8.8,1020.1,0.1,15.0,S,12.7,8.0
W,47.0,Yes,Sydney,No,79.0,5.0,,8.4,2008-07-26,15.5,6.2,1018.3,13.0,1.4,,16.2,1014.3,8.6,24.0,SSE,17.0,1.0
W,41.0,No,Sydney,Yes,71.0,7.0,,9.1,2008-07-27,16.4,6.3,1013.1,6.0,2.0,,0.0,1008.6,7.6,11.0,ESE,17.6,2.0
W,79.0,Yes,Sydney,Yes,79.0,8.0,,8.4,2008-07-28,10.2,7.0,1011.3,31.0,3.0,,3.8,1011.3,3.6,20.0,SW,13.6,6.0
W,59.0,Yes,Sydney,No,86.0,6.0,,9.1,2008-07-29,13.5,8.0,1017.2,20.0,1.4,,33.2,1015.1,6.9,22.0,SSW,15.0,6.0
W,43.0,No,Sydney,No,65.0,1.0,,9.4,2008-07-30,16.2,6.0,1016.7,11.0,2.6,,0.2,1013.7,9.7,19.0,ESE,17.0,2.0
W,42.0,No,Sydney,No,71.0,2.0,,7.9,2008-07-31,18.5,6.0,1016.6,11.0,3.4,,0.0,1011.6,10.2,19.0,E,20.3,1.0
WNW,46.0,No,Sydney,No,40.0,7.0,,17.2,2008-08-01,16.8,7.9,1004.8,26.0,4.6,,0.0,1003.3,1.8,17.0,WNW,20.8,6.0
W,32.0,No,Sydney,No,48.0,1.0,,11.9,2008-08-02,16.6,9.7,1013.2,24.0,4.6,,0.0,1013.3,10.1,28.0,W,16.8,1.0
W,34.0,No,Sydney,No,52.0,1.0,,11.6,2008-08-03,18.7,9.4,1020.4,7.0,3.6,,0.0,1017.7,10.0,20.0,W,18.8,0.0
W,45.0,No,Sydney,No,62.0,6.0,,10.6,2008-08-04,15.0,8.1,1020.4,13.0,3.0,,0.0,1017.1,5.9,13.0,E,17.2,6.0
W,52.0,No,Sydney,No,67.0,5.0,,9.2,2008-08-05,16.3,6.6,1019.1,13.0,3.4,,0.0,1016.1,8.5,22.0,SSE,16.3,1.0
W,70.0,No,Sydney,No,89.0,7.0,,9.5,2008-08-06,14.3,8.8,1014.9,13.0,3.4,,0.0,1015.6,3.4,15.0,SSW,15.5,7.0
W,75.0,No,Sydney,Yes,74.0,7.0,,10.9,2008-08-07,11.4,8.3,1017.9,19.0,0.4,,0.8,1014.6,6.0,20.0,NW,16.5,1.0
W,38.0,Yes,Sydney,No,58.0,5.0,,11.7,2008-08-08,18.4,8.2,1016.4,19.0,1.4,,4.6,1016.9,5.7,17.0,SW,18.6,7.0
W,37.0,No,Sydney,No,56.0,4.0,,9.9,2008-08-09,16.4,6.9,1021.9,15.0,4.0,,0.0,1018.1,9.6,19.0,WNW,17.3,1.0
NW,38.0,No,Sydney,No,62.0,2.0,,10.5,2008-08-10,13.5,6.7,1016.2,24.0,3.0,,0.0,1011.8,5.9,19.0,WNW,15.6,2.0
W,35.0,No,Sydney,No,46.0,4.0,,9.4,2008-08-11,15.4,7.0,1016.0,20.0,3.6,,0.4,1015.4,10.7,33.0,W,15.9,1.0
W,28.0,No,Sydney,No,50.0,1.0,,10.7,2008-08-12,15.8,6.8,1021.7,30.0,3.0,,0.0,1018.8,10.0,19.0,W,16.3,1.0
WSW,34.0,No,Sydney,No,49.0,2.0,,12.2,2008-08-13,16.0,8.4,1023.0,15.0,4.0,,0.0,1021.9,10.5,22.0,ESE,17.4,1.0
W,28.0,No,Sydney,No,51.0,1.0,,10.2,2008-08-14,18.0,7.2,1021.1,26.0,4.0,,0.0,1015.6,10.4,22.0,WSW,18.5,0.0
W,33.0,No,Sydney,No,49.0,1.0,,12.4,2008-08-15,18.1,9.4,1013.4,31.0,4.6,,0.0,1010.2,10.7,22.0,W,18.8,1.0
W,42.0,No,Sydney,No,48.0,4.0,,13.2,2008-08-16,16.6,10.5,1011.8,15.0,4.0,,0.0,1010.5,9.2,22.0,SE,18.0,1.0
W,35.0,No,Sydney,No,45.0,1.0,,10.4,2008-08-17,15.5,6.9,1021.9,15.0,4.6,,0.0,1021.8,10.4,17.0,SSE,16.4,1.0
W,33.0,No,Sydney,No,59.0,7.0,,9.2,2008-08-18,15.3,5.6,1024.9,19.0,3.4,,0.0,1021.2,7.6,20.0,SSW,15.8,6.0
W,32.0,No,Sydney,No,65.0,5.0,,9.5,2008-08-19,17.5,5.3,1028.8,15.0,1.8,,0.6,1025.4,10.8,22.0,ENE,17.6,1.0
E,35.0,No,Sydney,No,58.0,7.0,,12.6,2008-08-20,19.2,8.2,1026.6,4.0,3.8,,0.0,1023.2,7.4,2.0,W,19.5,7.0
W,44.0,No,Sydney,Yes,58.0,7.0,,12.0,2008-08-21,18.2,9.4,1022.5,11.0,3.2,,0.0,1017.1,1.1,7.0,ENE,20.2,8.0
W,87.0,Yes,Sydney,Yes,90.0,8.0,,10.5,2008-08-22,10.5,10.2,1016.1,17.0,3.4,,2.6,1015.5,0.0,15.0,SSW,11.9,8.0
SSW,53.0,Yes,Sydney,No,65.0,7.0,,11.2,2008-08-23,13.4,7.3,1022.8,28.0,1.6,,20.8,1024.1,5.9,24.0,S,14.8,7.0
W,47.0,No,Sydney,No,63.0,2.0,,9.8,2008-08-24,16.6,5.5,1029.6,22.0,3.0,,0.0,1027.9,10.4,24.0,SSE,17.3,1.0
W,48.0,No,Sydney,No,76.0,5.0,,11.1,2008-08-25,16.0,8.2,1029.9,19.0,3.6,,0.0,1024.8,7.1,15.0,NE,16.4,7.0
WNW,51.0,No,Sydney,No,78.0,3.0,,11.1,2008-08-26,18.7,8.5,1023.4,15.0,2.6,,0.0,1019.3,9.3,19.0,E,21.5,2.0
W,,No,Sydney,Yes,59.0,4.0,,13.1,2008-08-27,15.3,9.2,1025.1,26.0,4.0,,0.0,1025.3,8.4,19.0,SSE,17.6,3.0
W,59.0,Yes,Sydney,No,85.0,5.0,,12.0,2008-08-28,15.8,8.8,1028.0,20.0,3.2,,2.4,1025.3,8.5,13.0,S,16.9,3.0
WNW,62.0,No,Sydney,No,70.0,4.0,,12.5,2008-08-29,16.1,8.7,1025.7,20.0,4.2,,0.0,1022.3,10.1,19.0,SSE,18.2,2.0
W,65.0,No,Sydney,Yes,82.0,7.0,,12.1,2008-08-30,15.7,8.1,1023.4,17.0,,,0.0,1019.1,6.3,13.0,ENE,16.0,5.0
NNE,71.0,Yes,Sydney,No,91.0,7.0,,15.3,2008-08-31,19.1,12.1,1011.2,22.0,,,12.0,1009.555,0.3,15.0,N,19.2,7.0
W,41.0,No,Sydney,No,54.0,0.0,,15.0,2008-09-01,19.0,10.4,1022.9,19.0,4.0,,0.2,1020.8,11.3,7.0,E,21.0,0.0
W,39.0,No,Sydney,No,56.0,1.0,,14.1,2008-09-02,18.9,8.7,1026.1,17.0,3.0,,0.0,1024.4,11.1,19.0,ESE,20.6,0.0
SSE,64.0,No,Sydney,No,67.0,7.0,,15.8,2008-09-03,16.0,9.7,1032.6,30.0,3.4,,0.0,1032.4,6.2,22.0,SSE,17.9,7.0
SE,64.0,No,Sydney,Yes,55.0,8.0,,15.4,2008-09-04,15.8,13.5,1034.2,26.0,4.6,,0.4,1031.0,0.7,20.0,ESE,17.1,7.0
ESE,88.0,Yes,Sydney,Yes,76.0,8.0,,15.6,2008-09-05,14.2,13.1,1024.9,20.0,4.4,,1.6,1020.8,0.0,28.0,ESE,15.7,8.0
S,88.0,Yes,Sydney,Yes,92.0,8.0,,13.0,2008-09-06,12.3,11.8,1014.8,30.0,,,62.2,1013.1,0.0,22.0,S,14.2,8.0
W,51.0,Yes,Sydney,No,69.0,6.0,,14.1,2008-09-07,18.3,9.5,1016.4,15.0,0.0,,21.6,1014.1,9.4,15.0,ESE,19.0,2.0
W,51.0,No,Sydney,No,68.0,2.0,,13.9,2008-09-08,16.4,9.4,1019.5,24.0,3.4,,0.0,1018.2,9.9,15.0,SSE,17.5,1.0
WSW,43.0,No,Sydney,No,49.0,1.0,,12.6,2008-09-09,15.4,8.4,1025.0,20.0,6.2,,0.0,1021.9,10.9,13.0,SE,16.4,1.0
W,44.0,No,Sydney,No,66.0,1.0,,12.4,2008-09-10,16.6,7.0,1022.7,19.0,4.0,,0.0,1019.1,10.7,17.0,ESE,16.8,1.0
WNW,60.0,No,Sydney,No,72.0,2.0,,12.3,2008-09-11,16.8,7.1,1019.2,20.0,3.0,,0.0,1014.2,10.3,15.0,ENE,17.7,1.0
W,35.0,No,Sydney,No,53.0,1.0,,14.8,2008-09-12,21.9,8.7,1014.9,20.0,3.6,,0.0,1010.8,10.8,11.0,NE,24.3,1.0
E,47.0,No,Sydney,Yes,40.0,1.0,,24.3,2008-09-13,25.0,14.8,1014.1,7.0,7.4,,0.0,1010.4,10.6,4.0,NE,30.6,3.0
N,79.0,Yes,Sydney,Yes,82.0,6.0,,18.0,2008-09-14,19.3,17.2,1011.8,7.0,9.6,,3.6,1007.4,2.8,15.0,NW,23.5,8.0
N,23.0,Yes,Sydney,No,58.0,1.0,,22.5,2008-09-15,27.8,16.9,1009.7,39.0,3.0,,4.0,1003.4,11.0,28.0,NW,27.9,1.0
W,25.0,No,Sydney,No,30.0,1.0,,14.3,2008-09-16,19.5,12.3,1015.8,19.0,10.6,,0.0,1016.5,11.3,39.0,WSW,19.8,1.0
S,58.0,No,Sydney,No,60.0,6.0,,14.8,2008-09-17,15.0,10.7,1026.4,11.0,7.2,,0.0,1023.4,4.6,15.0,SE,16.3,6.0
W,61.0,No,Sydney,No,63.0,4.0,,15.7,2008-09-18,18.3,9.4,1021.4,22.0,3.6,,0.0,1016.2,10.1,6.0,NE,19.4,1.0
,47.0,No,Sydney,No,67.0,0.0,,19.4,2008-09-19,24.0,14.6,1015.8,20.0,4.2,,0.0,1011.0,10.4,0.0,NE,25.8,1.0
N,17.0,No,Sydney,No,46.0,6.0,,25.8,2008-09-20,31.6,18.8,1010.1,26.0,7.6,,0.0,1005.9,10.9,6.0,W,32.8,0.0
E,61.0,No,Sydney,No,73.0,0.0,,18.0,2008-09-21,20.7,15.8,1019.8,19.0,9.0,,0.0,1014.4,10.9,9.0,NE,21.6,4.0
W,33.0,No,Sydney,Yes,64.0,7.0,,19.1,2008-09-22,27.6,13.2,1011.6,37.0,4.4,,0.0,1007.0,7.5,6.0,NW,29.8,0.0
SSW,60.0,Yes,Sydney,Yes,88.0,5.0,,15.6,2008-09-23,16.9,15.6,1015.5,24.0,10.4,,2.6,1018.0,3.0,17.0,SSE,17.0,8.0
WNW,50.0,Yes,Sydney,No,60.0,1.0,,16.2,2008-09-24,17.5,9.7,1030.3,19.0,2.4,,2.2,1028.6,11.1,11.0,E,18.6,3.0
W,54.0,No,Sydney,No,67.0,1.0,,16.0,2008-09-25,18.2,10.3,1031.6,19.0,4.0,,0.0,1027.8,10.9,6.0,E,18.6,1.0
ESE,53.0,No,Sydney,No,56.0,5.0,,17.9,2008-09-26,21.6,11.3,1024.3,11.0,6.2,,0.0,1018.4,11.4,4.0,NE,22.2,1.0
S,62.0,No,Sydney,No,67.0,1.0,,20.4,2008-09-27,21.4,14.0,1021.6,9.0,5.6,,0.0,1015.7,11.4,7.0,E,25.4,4.0
WNW,62.0,No,Sydney,No,35.0,2.0,,25.4,2008-09-28,21.5,19.8,1009.8,28.0,6.6,,0.0,1007.1,8.4,17.0,SSE,32.9,2.0
SW,63.0,No,Sydney,No,42.0,7.0,,19.4,2008-09-29,16.1,13.5,1013.8,24.0,6.6,,0.0,1015.6,7.1,19.0,SE,21.8,1.0
W,48.0,No,Sydney,No,61.0,1.0,,16.5,2008-09-30,19.0,11.9,1020.3,15.0,6.4,,0.8,1016.777,11.1,6.0,NE,19.2,2.0
WNW,69.0,No,Sydney,No,70.0,1.0,,19.0,2008-10-01,20.5,12.6,1020.9,22.0,5.2,,0.0,1015.7,10.6,9.0,NE,24.7,6.0
NE,39.0,No,Sydney,No,44.0,1.0,,24.7,2008-10-02,29.7,18.9,1016.9,19.0,6.6,,0.0,1013.5,10.0,4.0,NE,31.1,3.0
WNW,20.0,No,Sydney,Yes,41.0,7.0,,29.6,2008-10-03,33.9,22.5,1014.8,11.0,8.6,,0.0,1010.3,9.8,15.0,W,34.8,1.0
ESE,88.0,Yes,Sydney,Yes,89.0,8.0,,18.9,2008-10-04,19.0,17.5,1015.2,9.0,10.4,,9.6,1012.9,0.0,13.0,NE,19.4,7.0
SSW,86.0,Yes,Sydney,Yes,93.0,8.0,,14.9,2008-10-05,16.0,14.6,1018.4,11.0,1.0,,3.4,1015.3,0.0,11.0,S,19.1,8.0
SSW,71.0,Yes,Sydney,No,85.0,7.0,,18.5,2008-10-06,20.2,14.9,1009.2,22.0,2.0,,1.8,1003.9,3.3,15.0,ENE,22.8,8.0
W,42.0,No,Sydney,No,51.0,1.0,,12.8,2008-10-07,17.2,9.7,1017.7,24.0,3.4,,0.4,1014.4,11.7,22.0,E,20.6,1.0
W,47.0,No,Sydney,No,53.0,1.0,,14.0,2008-10-08,18.4,10.9,1018.8,15.0,,,0.0,1018.6,10.0,19.0,E,19.7,4.0
W,58.0,No,Sydney,No,56.0,1.0,,15.8,2008-10-09,19.2,10.5,1026.2,22.0,5.4,,0.0,1025.7,11.7,17.0,ESE,19.9,1.0
WNW,57.0,No,Sydney,No,76.0,3.0,,16.9,2008-10-10,20.5,12.6,1029.0,20.0,6.0,,0.0,1025.4,10.7,11.0,E,21.5,3.0
W,65.0,No,Sydney,No,82.0,3.0,,16.0,2008-10-11,20.0,14.6,1027.4,22.0,6.6,,0.0,1024.3,7.2,6.0,E,22.3,5.0
W,69.0,No,Sydney,No,76.0,1.0,,18.6,2008-10-12,20.8,14.2,1025.0,28.0,3.6,,0.0,1021.8,10.6,11.0,E,22.5,1.0
W,43.0,No,Sydney,No,72.0,2.0,,20.2,2008-10-13,27.7,16.1,1021.4,24.0,7.0,,0.0,1016.6,9.2,6.0,NE,29.2,2.0
SSW,84.0,No,Sydney,Yes,89.0,7.0,,16.8,2008-10-14,17.6,16.6,1021.7,20.0,9.2,,0.6,1016.0,2.3,20.0,E,21.0,8.0
SSE,55.0,Yes,Sydney,No,63.0,8.0,,15.9,2008-10-15,18.1,15.1,1022.4,17.0,3.2,,9.0,1021.2,5.0,20.0,SE,18.9,7.0
W,42.0,No,Sydney,No,64.0,1.0,,16.6,2008-10-16,20.3,11.8,1025.5,19.0,4.2,,0.0,1023.4,11.4,7.0,E,22.1,1.0
W,49.0,No,Sydney,No,71.0,2.0,,17.6,2008-10-17,22.4,12.9,1024.2,20.0,5.8,,0.0,1021.0,11.7,7.0,ENE,24.9,1.0
S,82.0,No,Sydney,No,77.0,2.0,,18.6,2008-10-18,19.7,16.7,1025.4,24.0,7.4,,0.0,1022.0,10.3,4.0,E,23.2,5.0
W,48.0,No,Sydney,No,64.0,2.0,,21.3,2008-10-19,26.6,16.5,1022.3,9.0,7.8,,0.0,1018.5,10.8,6.0,NE,26.8,1.0
SSW,55.0,No,Sydney,Yes,76.0,1.0,,18.1,2008-10-20,21.8,17.1,1022.3,20.0,8.0,,0.0,1019.3,5.7,20.0,SE,22.2,7.0
SSW,59.0,Yes,Sydney,Yes,68.0,7.0,,16.8,2008-10-21,18.8,14.5,1020.9,35.0,5.2,,1.8,1019.6,8.4,26.0,SSE,19.2,6.0
WSW,74.0,Yes,Sydney,Yes,87.0,7.0,,10.3,2008-10-22,12.4,9.9,1022.1,24.0,6.0,,12.6,1021.9,2.3,19.0,S,14.3,7.0
SW,75.0,Yes,Sydney,Yes,71.0,7.0,,11.9,2008-10-23,14.1,7.9,1023.2,26.0,4.2,,11.4,1022.5,5.0,24.0,S,15.7,6.0
WNW,51.0,Yes,Sydney,No,66.0,6.0,,14.4,2008-10-24,18.2,9.0,1023.2,17.0,2.4,,2.0,1019.0,10.2,15.0,E,20.2,6.0
W,47.0,No,Sydney,No,66.0,1.0,,17.3,2008-10-25,22.2,12.3,1018.3,19.0,4.8,,0.0,1015.1,11.5,17.0,E,24.0,1.0
ESE,57.0,No,Sydney,No,58.0,7.0,,20.2,2008-10-26,23.6,14.4,1016.8,19.0,8.0,,0.0,1013.4,8.7,6.0,NNE,24.4,6.0
E,38.0,No,Sydney,No,55.0,1.0,,23.7,2008-10-27,29.8,19.8,1015.2,20.0,7.6,,0.0,1010.8,11.8,6.0,NE,33.6,2.0
S,70.0,No,Sydney,Yes,67.0,8.0,,20.8,2008-10-28,20.5,17.6,1020.8,22.0,11.4,,0.0,1019.9,5.7,11.0,SSE,21.9,5.0
ESE,91.0,Yes,Sydney,Yes,93.0,8.0,,17.2,2008-10-29,16.7,16.8,1024.3,13.0,4.6,,6.2,1023.8,0.0,11.0,SE,17.3,8.0
W,70.0,Yes,Sydney,No,92.0,6.0,,17.0,2008-10-30,23.5,15.1,1022.6,20.0,1.2,,7.6,1016.7,3.7,9.0,NE,25.8,8.0
N,24.0,No,Sydney,No,53.0,7.0,,25.6,2008-10-31,34.6,16.9,1010.0,26.0,3.2,,0.2,1005.3,5.0,17.0,WNW,35.0,6.0
S,64.0,No,Sydney,No,73.0,7.0,,18.9,2008-11-01,20.4,18.0,1021.9,24.0,10.2,,0.4,1022.9,2.4,19.0,SSE,21.2,7.0
W,60.0,No,Sydney,Yes,72.0,7.0,,18.3,2008-11-02,20.0,17.5,1024.9,17.0,4.6,,0.8,1021.0,0.2,11.0,NE,23.1,7.0
WNW,35.0,Yes,Sydney,No,62.0,4.0,,23.1,2008-11-03,28.6,17.2,1009.7,24.0,3.4,,2.8,1006.0,10.3,22.0,W,30.3,2.0
S,62.0,No,Sydney,No,59.0,6.0,,17.5,2008-11-04,17.8,15.5,1015.0,31.0,7.8,,0.2,1015.9,6.2,22.0,SSE,19.0,7.0
W,60.0,No,Sydney,No,59.0,8.0,,18.2,2008-11-05,20.1,14.5,1015.5,20.0,7.8,,0.0,1010.6,5.0,4.0,NE,21.0,6.0
W,45.0,No,Sydney,No,58.0,7.0,,21.0,2008-11-06,25.0,15.2,1009.6,17.0,6.0,,0.0,1006.7,10.3,9.0,ENE,30.3,5.0
WNW,60.0,No,Sydney,No,61.0,8.0,,18.7,2008-11-07,21.3,16.0,1014.5,13.0,8.4,,0.0,1011.1,4.1,15.0,E,24.1,6.0
NNW,47.0,No,Sydney,No,62.0,8.0,,22.1,2008-11-08,22.8,18.4,1001.8,17.0,5.2,,0.2,1003.8,0.2,24.0,WSW,25.2,7.0
W,60.0,No,Sydney,No,46.0,2.0,,20.7,2008-11-09,21.5,16.6,1017.2,20.0,4.4,,0.4,1017.9,11.0,13.0,E,23.0,1.0
E,56.0,No,Sydney,No,63.0,1.0,,21.9,2008-11-10,22.2,17.4,1023.5,20.0,8.0,,0.0,1021.9,8.1,2.0,E,23.3,5.0
,49.0,No,Sydney,No,66.0,2.0,,20.5,2008-11-11,22.3,15.9,1023.9,19.0,5.2,,0.0,1020.9,9.9,0.0,E,23.1,3.0
NNW,54.0,No,Sydney,No,69.0,1.0,,20.5,2008-11-12,24.0,16.4,1020.1,22.0,6.6,,0.0,1017.1,10.7,6.0,ENE,24.6,7.0
ENE,65.0,No,Sydney,No,61.0,3.0,,23.4,2008-11-13,24.2,19.0,1019.3,,8.0,,0.0,1016.0,11.9,13.0,,24.9,3.0
ENE,57.0,No,Sydney,Yes,65.0,5.0,,24.3,2008-11-14,26.1,19.2,1013.8,22.0,10.6,,0.0,1010.6,9.1,13.0,NE,27.0,5.0
SSE,73.0,Yes,Sydney,Yes,92.0,7.0,,18.6,2008-11-15,21.5,18.5,1013.6,19.0,9.4,,6.6,1012.1,2.4,17.0,SE,23.1,8.0
S,64.0,Yes,Sydney,No,75.0,7.0,,19.1,2008-11-16,19.4,17.2,1016.4,28.0,3.4,,1.2,1016.7,4.0,20.0,SE,22.4,7.0
E,50.0,No,Sydney,No,60.0,7.0,,18.8,2008-11-17,20.0,15.5,1019.8,15.0,6.8,,0.0,1017.5,1.4,4.0,NE,20.9,7.0
NNE,60.0,No,Sydney,Yes,60.0,8.0,,20.6,2008-11-18,21.6,16.2,1017.0,24.0,4.0,,0.0,1013.7,8.3,22.0,NE,23.4,7.0
NNE,78.0,Yes,Sydney,Yes,91.0,8.0,,18.4,2008-11-19,20.9,17.0,1011.4,20.0,7.8,,6.2,1008.2,1.0,9.0,E,22.1,8.0
WNW,59.0,Yes,Sydney,No,70.0,5.0,,22.0,2008-11-20,26.7,17.3,1001.1,13.0,4.6,,29.4,997.5,7.5,15.0,N,27.6,3.0
WSW,46.0,No,Sydney,No,34.0,3.0,,22.1,2008-11-21,23.7,16.7,1001.2,31.0,7.0,,0.2,996.4,11.8,19.0,E,27.7,1.0
WNW,30.0,No,Sydney,No,49.0,6.0,,20.3,2008-11-22,17.2,17.9,990.2,,10.0,,0.0,991.4,9.8,31.0,,20.6,3.0
WNW,55.0,No,Sydney,Yes,50.0,5.0,,13.8,2008-11-23,18.4,12.2,986.7,26.0,9.8,,0.2,991.0,2.1,19.0,SSW,19.7,7.0
SSW,49.0,Yes,Sydney,No,47.0,4.0,,19.7,2008-11-24,20.7,13.6,1003.5,20.0,5.0,,2.4,1005.1,10.5,19.0,SSE,22.3,1.0
SSW,63.0,No,Sydney,No,62.0,3.0,,18.5,2008-11-25,19.3,15.5,1015.6,24.0,5.6,,0.0,1015.3,9.4,15.0,SSE,21.8,5.0
E,55.0,No,Sydney,No,55.0,8.0,,18.5,2008-11-26,19.2,16.4,1016.6,19.0,7.6,,0.0,1014.1,0.1,7.0,E,21.8,7.0
NNE,64.0,No,Sydney,No,58.0,1.0,,21.8,2008-11-27,22.7,15.9,1012.7,26.0,5.0,,0.0,1008.9,10.5,17.0,NE,23.6,7.0
NW,75.0,No,Sydney,Yes,71.0,7.0,,22.9,2008-11-28,22.2,19.5,1005.0,17.0,7.8,,0.2,1003.9,0.7,24.0,N,24.6,8.0
S,79.0,Yes,Sydney,Yes,92.0,7.0,,20.3,2008-11-29,19.8,19.3,1002.2,24.0,2.6,,10.8,1002.0,6.9,13.0,S,23.3,7.0
SSW,55.0,Yes,Sydney,No,64.0,1.0,,19.8,2008-11-30,21.4,15.0,1009.9,19.0,4.8,,11.2,1007.2,12.3,13.0,E,24.9,2.0
ENE,21.0,No,Sydney,No,29.0,7.0,,24.9,2008-12-01,30.8,17.6,1009.1,24.0,7.6,,0.0,1004.6,10.9,2.0,WNW,31.3,3.0
W,65.0,No,Sydney,No,65.0,1.0,,20.8,2008-12-02,23.4,16.6,1011.1,26.0,12.0,,0.0,1007.2,12.9,6.0,E,23.8,1.0
W,19.0,No,Sydney,No,67.0,5.0,,22.5,2008-12-03,32.3,18.4,1007.7,19.0,8.0,,0.0,1005.6,8.0,13.0,W,33.2,7.0
ESE,57.0,No,Sydney,No,59.0,6.0,,19.6,2008-12-04,21.5,18.4,1020.2,22.0,10.0,,0.0,1018.5,2.2,20.0,E,21.8,8.0
N,70.0,No,Sydney,No,78.0,5.0,,20.9,2008-12-05,24.1,19.3,1015.0,24.0,4.8,,0.0,1008.6,6.7,15.0,E,27.0,8.0
W,56.0,No,Sydney,No,57.0,6.0,,27.0,2008-12-06,28.8,20.8,1006.9,20.0,6.4,,0.0,1004.1,9.8,13.0,SSE,34.8,7.0
W,78.0,No,Sydney,Yes,81.0,7.0,,21.1,2008-12-07,21.7,20.0,1007.9,20.0,7.6,,0.0,1008.4,4.9,11.0,SE,26.1,8.0
E,72.0,Yes,Sydney,Yes,74.0,6.0,,20.3,2008-12-08,21.9,18.2,1014.3,31.0,4.4,,6.8,1010.9,6.3,19.0,E,22.3,7.0
W,60.0,Yes,Sydney,No,81.0,6.0,,19.5,2008-12-09,24.9,17.4,1011.2,17.0,5.4,,1.8,1006.3,9.9,7.0,NE,25.9,3.0
S,66.0,No,Sydney,Yes,71.0,8.0,,21.9,2008-12-10,21.7,19.5,1007.1,30.0,9.4,,0.0,1009.6,5.2,35.0,SSE,23.4,3.0
ESE,58.0,Yes,Sydney,Yes,90.0,8.0,,17.5,2008-12-11,19.7,17.2,1013.8,26.0,4.6,,3.4,1015.0,0.0,15.0,ESE,19.9,8.0
ENE,92.0,Yes,Sydney,Yes,85.0,8.0,,17.6,2008-12-12,18.4,17.4,1015.8,30.0,4.0,,3.6,1009.9,0.0,13.0,ENE,24.5,8.0
