Wind_Dir_3_pm,Temp_3_pm_F,Rain_Tomorrow,Rainfall,Humidity_9_am,Evaporation,Wind_Dir_9_am,Humidity_3_pm,Min_Temp_F,Temp_9_am_F,Pressure_3_pm,Cloud_3_pm,Wind_Speed_9_am,Max_Temp_F,Sunshine,Location,Cloud_9_am,Date,Pressure_9_am,Wind_Gust_Dir,Wind_Gust_Speed,Wind_Speed_3_pm,Rain_Today
ESE,84.74,No,0.0,65.0,4.4,SE,50.0,66.74000000000001,79.34,1009.6,2.0,15.0,85.82,10.3,Cairns,3.0,2009-04-21,1012.8,E,33.0,22.0,No
ESE,83.3,No,0.0,57.0,5.8,S,48.0,68.36,79.34,1010.8,6.0,20.0,86.36,11.0,Cairns,2.0,2009-04-22,1013.8,SE,46.0,35.0,No
SE,84.38000000000001,No,0.0,57.0,7.4,SSE,51.0,66.56,78.62,1011.0,2.0,22.0,86.36,11.3,Cairns,1.0,2009-04-23,1013.9,SE,44.0,24.0,No
SE,84.74,No,0.0,66.0,7.6,SSE,49.0,69.98,78.8,1010.6,3.0,17.0,86.53999999999999,11.1,Cairns,6.0,2009-04-24,1013.9,E,33.0,22.0,No
ENE,84.02,No,0.0,77.0,7.0,SW,50.0,65.66,73.58,1010.6,7.0,6.0,85.64,9.9,Cairns,7.0,2009-04-25,1014.1,ENE,31.0,24.0,No
NNE,85.46000000000001,No,0.0,65.0,6.2,SE,54.0,65.84,77.18,1010.0,3.0,13.0,88.52,10.6,Cairns,2.0,2009-04-26,1013.6,SE,26.0,15.0,No
SE,85.64,No,0.0,65.0,3.8,SSE,52.0,69.08,81.86,1011.6,6.0,15.0,88.88000000000001,10.7,Cairns,6.0,2009-04-27,1014.1,ESE,41.0,31.0,No
SE,85.82,No,0.0,60.0,8.0,SSE,36.0,68.0,80.24000000000001,1012.9,1.0,20.0,87.8,10.7,Cairns,1.0,2009-04-28,1016.2,SE,44.0,30.0,No
ESE,84.38000000000001,No,0.0,64.0,8.0,SSE,52.0,71.78,79.34,1012.0,1.0,20.0,86.36,10.6,Cairns,5.0,2009-04-29,1015.6,SE,48.0,30.0,No
ESE,84.02,No,0.0,61.0,7.0,SSE,54.0,70.34,79.88,1012.3,6.0,19.0,86.53999999999999,10.5,Cairns,7.0,2009-04-30,1014.6,SE,46.0,28.0,No
SE,84.2,No,0.0,59.0,8.4,SSE,45.0,68.54,79.52,1013.0,3.0,20.0,86.18,10.7,Cairns,2.0,2009-05-01,1015.9,SE,50.0,31.0,No
SSE,79.88,No,0.2,74.0,8.2,S,63.0,73.4,77.36,1013.4,7.0,17.0,81.32,2.1,Cairns,7.0,2009-05-02,1016.3,SSE,37.0,17.0,No
ESE,81.32,No,0.0,69.0,3.6,SSE,62.0,70.52,77.72,1014.5,7.0,13.0,85.28,2.5,Cairns,7.0,2009-05-03,1016.9,SE,41.0,20.0,No
SSE,77.9,No,0.6,71.0,4.2,SSE,71.0,71.6,77.72,1015.3,7.0,20.0,83.84,3.8,Cairns,7.0,2009-05-04,1017.0,SE,48.0,19.0,No
SE,80.24000000000001,No,0.8,67.0,5.6,SSE,59.0,73.04,77.0,1014.8,6.0,28.0,83.3,5.8,Cairns,6.0,2009-05-05,1017.5,SE,46.0,24.0,No
SSE,73.58,Yes,0.4,77.0,7.4,SSE,91.0,71.06,75.74000000000001,1013.7,8.0,17.0,81.32,1.4,Cairns,7.0,2009-05-06,1016.1,S,37.0,17.0,No
SE,80.96,Yes,13.2,83.0,1.8,S,65.0,68.72,72.68,1013.1,3.0,22.0,82.58,5.2,Cairns,7.0,2009-05-07,1015.9,S,37.0,28.0,Yes
SSE,72.68,Yes,11.8,87.0,4.6,S,88.0,69.44,71.6,1014.2,8.0,24.0,74.3,0.1,Cairns,8.0,2009-05-08,1016.1,S,43.0,22.0,Yes
SSE,75.56,Yes,13.0,87.0,2.0,S,83.0,69.62,73.94,1013.4,7.0,17.0,78.08,2.6,Cairns,7.0,2009-05-09,1015.3,S,37.0,17.0,Yes
SSE,75.92,Yes,6.6,80.0,3.2,SSE,76.0,71.6,74.48,1012.4,8.0,24.0,80.24000000000001,0.7,Cairns,8.0,2009-05-10,1014.5,SSE,41.0,17.0,Yes
SSE,72.68,Yes,3.4,83.0,2.6,S,90.0,69.44,72.14,1012.3,8.0,17.0,73.94,0.0,Cairns,8.0,2009-05-11,1014.7,S,37.0,13.0,Yes
WSW,77.0,Yes,6.8,86.0,1.6,SSE,80.0,68.54,72.86,1010.8,7.0,19.0,81.14,5.5,Cairns,7.0,2009-05-12,1013.7,S,37.0,7.0,Yes
SE,79.7,No,2.0,71.0,3.6,SSE,69.0,70.52,76.1,1009.8,3.0,15.0,82.94,6.0,Cairns,6.0,2009-05-13,1012.4,S,33.0,22.0,Yes
ESE,81.68,No,0.0,72.0,5.2,SSE,65.0,69.62,77.9,1009.5,7.0,17.0,83.84,9.2,Cairns,2.0,2009-05-14,1011.9,SE,37.0,30.0,No
SSE,79.88,No,1.0,80.0,5.0,S,68.0,71.06,74.48,1011.9,5.0,20.0,80.6,1.9,Cairns,7.0,2009-05-15,1014.6,SE,41.0,17.0,No
SE,78.8,No,0.0,71.0,4.0,S,56.0,72.86,75.56,1013.5,6.0,19.0,81.86,6.3,Cairns,7.0,2009-05-16,1015.7,SE,46.0,33.0,No
SE,78.98,No,0.0,57.0,5.4,SSE,47.0,63.86,75.2,1012.2,5.0,17.0,81.68,9.3,Cairns,1.0,2009-05-17,1016.3,SE,46.0,28.0,No
ESE,79.52,No,0.0,64.0,6.0,SE,51.0,64.75999999999999,74.12,1010.3,1.0,19.0,82.58,10.7,Cairns,1.0,2009-05-18,1014.6,ESE,35.0,26.0,No
NE,80.24000000000001,No,0.0,58.0,6.2,S,60.0,64.4,76.64,1009.4,2.0,13.0,82.22,8.4,Cairns,2.0,2009-05-19,1013.0,SE,30.0,20.0,No
ENE,79.7,No,0.0,67.0,6.4,N,63.0,64.4,76.28,1007.9,3.0,6.0,80.78,10.0,Cairns,1.0,2009-05-20,1011.7,NNE,26.0,15.0,No
NE,78.62,No,0.0,60.0,4.2,W,43.0,63.14,70.52,1007.0,0.0,9.0,81.14,10.4,Cairns,1.0,2009-05-21,1011.3,NE,30.0,19.0,No
NNE,77.54,No,0.0,54.0,5.6,WSW,37.0,55.58,67.46,1008.0,0.0,11.0,79.34,10.9,Cairns,0.0,2009-05-22,1012.4,NE,24.0,17.0,No
N,77.9,No,0.0,61.0,5.8,ESE,48.0,55.04,69.98,1009.2,1.0,4.0,79.52,10.7,Cairns,1.0,2009-05-23,1013.1,NNE,20.0,11.0,No
ENE,79.34,No,0.0,65.0,3.0,SE,49.0,60.08,72.32,1011.4,5.0,17.0,81.32,10.4,Cairns,7.0,2009-05-24,1014.3,SE,30.0,20.0,No
ESE,81.68,Yes,0.0,66.0,4.8,W,55.0,59.18,72.5,1013.1,4.0,6.0,83.3,10.2,Cairns,4.0,2009-05-25,1015.8,ESE,33.0,22.0,No
SSE,72.32,Yes,14.2,93.0,4.2,SSE,89.0,68.54,71.78,1013.4,8.0,20.0,72.68,0.2,Cairns,7.0,2009-05-26,1015.9,SSE,39.0,13.0,Yes
SE,78.98,No,12.2,90.0,2.2,SSE,68.0,68.72,71.24000000000001,1012.9,7.0,15.0,81.14,3.8,Cairns,7.0,2009-05-27,1016.2,SE,37.0,24.0,Yes
SE,79.16,No,0.4,74.0,4.0,SSE,63.0,68.9,75.74000000000001,1013.9,3.0,17.0,82.22,8.9,Cairns,2.0,2009-05-28,1016.5,SE,39.0,24.0,No
ESE,79.34,No,0.0,69.0,5.0,S,57.0,65.66,74.48,1014.5,6.0,19.0,82.58,9.0,Cairns,7.0,2009-05-29,1017.0,SE,39.0,26.0,No
SE,79.88,No,0.0,66.0,5.2,SSE,55.0,66.92,75.38,1014.9,7.0,22.0,83.3,6.8,Cairns,5.0,2009-05-30,1017.3,SE,44.0,28.0,No
S,74.48,Yes,0.6,75.0,6.0,SSE,80.0,69.98,75.74000000000001,1015.8,7.0,19.0,80.78,3.1,Cairns,7.0,2009-05-31,1018.6,SSE,41.0,17.0,No
SE,78.62,No,3.6,74.0,2.6,SSE,61.0,69.98,75.38,1015.7,6.0,20.0,81.86,5.2,Cairns,3.0,2009-06-01,1018.7,SE,39.0,22.0,Yes
SE,79.88,No,0.6,75.0,4.0,SSE,57.0,71.06,74.48,1015.9,7.0,22.0,81.68,6.5,Cairns,7.0,2009-06-02,1017.8,SE,43.0,30.0,No
SE,80.06,No,0.0,67.0,5.4,SSE,63.0,66.38,75.74000000000001,1012.6,7.0,15.0,83.66,9.3,Cairns,1.0,2009-06-03,1016.7,SE,37.0,26.0,No
ESE,80.96,No,0.0,71.0,4.6,S,55.0,67.1,75.74000000000001,1012.2,4.0,19.0,83.12,10.4,Cairns,5.0,2009-06-04,1016.1,SE,35.0,24.0,No
ENE,81.68,No,0.0,63.0,5.2,S,51.0,63.32,75.02,1012.0,1.0,11.0,82.58,10.9,Cairns,2.0,2009-06-05,1015.2,ENE,28.0,22.0,No
NE,77.9,No,0.0,76.0,4.8,WNW,68.0,63.5,73.04,1011.5,2.0,2.0,80.78,10.7,Cairns,2.0,2009-06-06,1015.1,NE,28.0,13.0,No
N,77.36,No,0.0,79.0,4.0,W,69.0,62.6,73.58,1011.8,7.0,6.0,80.42,9.4,Cairns,1.0,2009-06-07,1015.0,NNE,28.0,13.0,No
ENE,81.14,No,0.0,87.0,4.2,,65.0,65.12,72.14,1013.3,2.0,0.0,83.12,7.7,Cairns,7.0,2009-06-08,1016.4,SE,30.0,20.0,No
ESE,79.7,No,0.0,76.0,3.6,SE,51.0,63.5,70.16,1014.4,7.0,17.0,80.96,7.9,Cairns,8.0,2009-06-09,1017.9,SSE,33.0,15.0,No
ESE,77.18,No,0.0,53.0,6.0,SSE,47.0,62.78,73.22,1015.0,1.0,17.0,80.78,10.9,Cairns,1.0,2009-06-10,1018.1,ESE,35.0,28.0,No
SE,76.46,No,0.0,53.0,5.8,SSE,44.0,58.64,70.52,1015.1,1.0,15.0,79.16,10.6,Cairns,2.0,2009-06-11,1018.6,ESE,48.0,31.0,No
ESE,76.28,No,0.0,54.0,7.8,SSE,47.0,62.959999999999994,71.42,1015.9,1.0,19.0,78.62,10.7,Cairns,7.0,2009-06-12,1018.7,SE,52.0,33.0,No
ESE,78.98,No,0.0,56.0,7.0,SSE,47.0,60.8,73.04,1013.9,1.0,17.0,80.6,10.7,Cairns,1.0,2009-06-13,1017.3,ESE,33.0,22.0,No
E,77.72,No,0.0,72.0,4.8,SE,54.0,61.16,70.7,1012.7,6.0,17.0,80.78,7.6,Cairns,5.0,2009-06-14,1015.7,ESE,30.0,19.0,No
ESE,79.52,No,0.0,73.0,6.0,SSW,61.0,65.66,70.88,1011.9,7.0,2.0,80.06,1.6,Cairns,7.0,2009-06-15,1014.6,S,22.0,7.0,No
ESE,80.42,No,0.0,62.0,0.6,S,45.0,63.86,73.58,1013.5,4.0,19.0,82.04,9.3,Cairns,3.0,2009-06-16,1015.9,SSE,35.0,15.0,No
ESE,79.88,No,0.0,55.0,7.0,S,55.0,61.88,74.48,1014.1,1.0,17.0,82.04,8.7,Cairns,5.0,2009-06-17,1017.9,SE,41.0,26.0,No
SSE,74.3,No,0.0,74.0,4.8,S,76.0,67.1,73.58,1014.3,8.0,17.0,78.62,0.8,Cairns,7.0,2009-06-18,1016.8,SSE,37.0,20.0,No
SE,77.54,No,0.0,72.0,3.2,SSE,56.0,70.52,72.5,1013.6,3.0,19.0,79.7,3.5,Cairns,7.0,2009-06-19,1016.9,SE,37.0,26.0,No
SE,76.64,No,0.0,67.0,4.4,SE,44.0,60.8,70.16,1013.7,6.0,19.0,79.34,7.4,Cairns,1.0,2009-06-20,1017.4,SE,31.0,24.0,No
ESE,79.16,No,0.2,66.0,6.2,SE,52.0,60.8,71.24000000000001,1012.6,7.0,17.0,81.68,6.7,Cairns,7.0,2009-06-21,1015.9,SE,33.0,20.0,No
SE,77.9,No,0.0,66.0,4.2,S,61.0,64.04,72.86,1013.1,7.0,15.0,81.68,5.4,Cairns,7.0,2009-06-22,1015.0,SE,33.0,19.0,No
ESE,80.42,No,0.0,70.0,4.0,SE,56.0,63.32,72.68,1012.4,2.0,19.0,82.58,8.8,Cairns,2.0,2009-06-23,1015.9,ENE,31.0,20.0,No
ESE,78.44,No,0.0,65.0,5.0,SE,56.0,64.58,74.48,1013.9,4.0,17.0,82.04,8.2,Cairns,2.0,2009-06-24,1016.7,ESE,33.0,22.0,No
ESE,78.8,No,0.0,70.0,4.4,SE,63.0,62.78,72.14,1012.5,3.0,20.0,82.4,8.3,Cairns,3.0,2009-06-25,1016.7,SSE,30.0,19.0,No
NNE,78.8,No,0.0,72.0,3.4,NW,71.0,63.86,75.2,1009.9,1.0,6.0,80.96,9.8,Cairns,1.0,2009-06-26,1013.8,NNE,20.0,13.0,No
NNW,81.86,No,0.0,71.0,4.0,WSW,57.0,66.74000000000001,78.44,1007.0,1.0,9.0,86.9,10.7,Cairns,1.0,2009-06-27,1011.8,N,31.0,13.0,No
NE,81.5,No,0.0,74.0,4.4,S,66.0,63.5,75.2,1009.0,1.0,15.0,85.1,10.4,Cairns,1.0,2009-06-28,1012.4,S,30.0,17.0,No
ESE,80.78,No,0.0,67.0,5.4,SSE,59.0,65.3,76.46,1011.5,2.0,15.0,84.38000000000001,9.5,Cairns,2.0,2009-06-29,1014.3,SE,30.0,17.0,No
NE,82.4,No,0.0,74.0,4.6,SE,58.0,66.02,75.56,1013.8,2.0,11.0,82.94,6.2,Cairns,7.0,2009-06-30,1016.7,NNE,24.0,17.0,No
NE,79.52,No,0.0,71.0,5.2,S,66.0,66.56,76.1,1013.3,3.0,13.0,82.04,8.9,Cairns,2.0,2009-07-01,1016.2,ENE,28.0,17.0,No
NE,78.44,No,0.0,79.0,5.8,W,63.0,61.7,69.62,1012.5,7.0,11.0,80.78,7.7,Cairns,7.0,2009-07-02,1015.4,SE,22.0,15.0,No
ESE,80.6,No,0.0,72.0,0.8,WNW,49.0,60.62,73.04,1011.8,7.0,7.0,83.84,10.0,Cairns,6.0,2009-07-03,1015.6,NE,28.0,15.0,No
SE,76.28,No,0.0,51.0,4.4,ESE,34.0,56.84,67.64,1013.9,0.0,20.0,78.25999999999999,10.8,Cairns,0.0,2009-07-04,1017.2,SE,33.0,20.0,No
E,77.0,No,0.0,53.0,7.2,SE,45.0,52.52,67.64,1013.0,2.0,15.0,79.34,10.0,Cairns,1.0,2009-07-05,1016.9,ENE,30.0,19.0,No
ENE,77.36,No,0.0,63.0,4.8,ESE,55.0,55.94,70.88,1012.5,3.0,9.0,80.42,9.8,Cairns,1.0,2009-07-06,1015.6,ENE,30.0,22.0,No
NE,80.24000000000001,No,0.0,71.0,4.4,,55.0,58.1,71.42,1011.5,1.0,0.0,81.32,10.3,Cairns,1.0,2009-07-07,1015.4,ENE,26.0,17.0,No
NE,81.68,No,0.0,65.0,5.0,SW,48.0,61.519999999999996,74.66,1012.6,1.0,6.0,83.3,9.9,Cairns,2.0,2009-07-08,1014.8,SSE,37.0,19.0,No
SE,77.0,No,0.0,72.0,5.8,SSE,57.0,66.38,72.14,1013.1,3.0,20.0,81.68,5.3,Cairns,5.0,2009-07-09,1015.4,SE,39.0,28.0,No
SE,76.64,No,0.2,63.0,4.6,SSE,49.0,61.7,71.6,1012.6,1.0,26.0,79.88,10.6,Cairns,1.0,2009-07-10,1016.3,SSE,37.0,28.0,No
SE,77.0,No,0.0,56.0,7.4,SE,50.0,58.64,69.44,1012.8,7.0,17.0,81.32,9.0,Cairns,3.0,2009-07-11,1016.2,SE,35.0,24.0,No
SSE,73.4,No,0.0,67.0,6.2,S,70.0,66.02,72.32,1013.4,7.0,19.0,75.74000000000001,0.4,Cairns,6.0,2009-07-12,1015.7,SE,33.0,15.0,No
NE,77.9,No,0.0,69.0,1.4,SE,64.0,61.519999999999996,70.88,1012.3,5.0,17.0,81.14,10.7,Cairns,1.0,2009-07-13,1015.3,NE,26.0,19.0,No
N,78.25999999999999,No,0.0,73.0,4.6,NE,63.0,60.26,71.78,1010.7,3.0,2.0,80.96,10.7,Cairns,5.0,2009-07-14,1014.7,NNE,31.0,15.0,No
ENE,79.16,No,0.0,65.0,4.6,WSW,44.0,61.34,70.7,1012.4,1.0,9.0,81.86,10.8,Cairns,2.0,2009-07-15,1015.0,ENE,33.0,20.0,No
E,75.38,No,0.0,51.0,5.6,S,36.0,56.84,69.44,1013.6,1.0,15.0,77.9,10.9,Cairns,2.0,2009-07-16,1017.5,ESE,33.0,19.0,No
ESE,73.75999999999999,No,0.0,41.0,3.6,S,36.0,53.6,68.0,1014.9,0.0,17.0,76.46,11.0,Cairns,1.0,2009-07-17,1019.3,ESE,43.0,30.0,No
ESE,76.28,No,0.0,42.0,6.2,S,39.0,56.120000000000005,71.42,1016.3,2.0,15.0,78.98,9.1,Cairns,5.0,2009-07-18,1019.4,ESE,37.0,20.0,No
ESE,78.44,No,0.0,61.0,7.2,S,54.0,59.36,72.14,1016.0,2.0,20.0,80.6,9.2,Cairns,3.0,2009-07-19,1019.4,SE,39.0,30.0,No
ESE,76.64,No,0.0,65.0,5.8,SSE,64.0,66.56,75.56,1018.2,7.0,17.0,83.84,7.4,Cairns,6.0,2009-07-20,1020.5,SE,50.0,31.0,No
ESE,79.52,No,0.0,58.0,6.8,SSE,47.0,69.98,76.46,1016.5,2.0,22.0,83.3,7.2,Cairns,4.0,2009-07-21,1019.8,SE,44.0,30.0,No
SE,81.32,No,0.0,57.0,7.4,S,40.0,69.62,76.1,1014.2,5.0,13.0,84.02,8.6,Cairns,4.0,2009-07-22,1017.9,SE,33.0,24.0,No
ESE,80.96,No,0.0,62.0,6.0,SE,50.0,60.62,71.78,1013.5,4.0,19.0,82.4,9.0,Cairns,2.0,2009-07-23,1016.7,ESE,33.0,17.0,No
E,83.66,No,0.0,61.0,6.4,S,36.0,60.980000000000004,75.2,1014.3,1.0,15.0,85.82,10.6,Cairns,6.0,2009-07-24,1017.6,SSE,31.0,22.0,No
SE,75.2,Yes,0.0,80.0,7.4,SSE,68.0,66.2,71.42,1015.1,8.0,19.0,79.34,1.0,Cairns,7.0,2009-07-25,1018.2,SE,44.0,30.0,No
SSE,70.34,No,3.2,68.0,3.0,S,84.0,66.38,72.32,1015.1,8.0,15.0,74.84,0.6,Cairns,7.0,2009-07-26,1017.6,SSE,33.0,20.0,Yes
ESE,80.24000000000001,No,0.0,74.0,4.6,ESE,42.0,62.059999999999995,69.08,1013.4,1.0,19.0,82.58,2.0,Cairns,5.0,2009-07-27,1016.5,SE,35.0,26.0,No
SSE,69.08,Yes,0.0,61.0,6.0,S,92.0,62.959999999999994,72.32,1015.3,8.0,15.0,78.25999999999999,1.5,Cairns,7.0,2009-07-28,1016.6,ESE,46.0,17.0,No
SSE,78.98,No,1.6,58.0,2.2,SSE,42.0,66.56,72.86,1016.6,5.0,28.0,80.6,8.6,Cairns,7.0,2009-07-29,1019.0,SE,54.0,28.0,Yes
S,68.36,No,0.0,61.0,8.0,SSE,78.0,67.82,73.4,1017.1,8.0,24.0,79.52,3.7,Cairns,3.0,2009-07-30,1018.4,SE,50.0,17.0,No
ESE,76.46,No,0.0,68.0,5.6,SSE,49.0,65.66,71.96,1015.7,3.0,24.0,79.7,6.8,Cairns,5.0,2009-07-31,1018.1,SSE,48.0,31.0,No
SE,76.64,No,0.0,74.0,6.6,SE,56.0,61.16,71.24000000000001,1016.2,6.0,28.0,79.34,3.7,Cairns,7.0,2009-08-01,1019.0,SE,54.0,37.0,No
SSE,74.84,Yes,0.0,61.0,5.6,SSE,52.0,68.54,73.94,1016.7,7.0,24.0,79.88,7.4,Cairns,1.0,2009-08-02,1019.4,SSE,50.0,28.0,No
SSE,77.54,No,6.2,82.0,6.4,SSE,57.0,66.56,70.52,1015.5,2.0,20.0,80.24000000000001,7.3,Cairns,4.0,2009-08-03,1018.1,SE,43.0,22.0,Yes
SSE,77.36,No,0.2,69.0,6.4,SSE,50.0,67.64,72.5,1013.5,7.0,26.0,82.4,7.8,Cairns,3.0,2009-08-04,1016.8,SSE,48.0,26.0,No
ESE,78.25999999999999,No,0.0,63.0,6.0,SSE,38.0,60.440000000000005,73.22,1013.5,3.0,24.0,82.4,10.1,Cairns,1.0,2009-08-05,1015.7,ESE,46.0,30.0,No
ESE,76.1,No,0.0,64.0,8.0,SSE,65.0,60.62,73.75999999999999,1013.9,6.0,24.0,81.86,6.0,Cairns,1.0,2009-08-06,1016.2,SE,44.0,30.0,No
ESE,78.62,No,0.2,64.0,6.4,SSE,54.0,68.18,73.94,1013.5,5.0,22.0,82.4,7.3,Cairns,1.0,2009-08-07,1017.1,S,37.0,28.0,No
SE,80.24000000000001,No,0.0,63.0,6.6,SSE,35.0,63.32,72.5,1012.2,2.0,19.0,82.4,10.9,Cairns,5.0,2009-08-08,1015.8,SE,43.0,31.0,No
ESE,78.62,No,0.0,47.0,8.0,S,42.0,57.379999999999995,73.94,1013.3,5.0,19.0,82.22,11.0,Cairns,1.0,2009-08-09,1016.4,ESE,41.0,28.0,No
E,78.98,No,0.0,62.0,7.4,S,46.0,65.48,75.56,1014.2,4.0,13.0,82.58,8.2,Cairns,1.0,2009-08-10,1017.6,SE,33.0,22.0,No
ESE,78.62,No,0.0,63.0,6.2,SE,53.0,63.68,73.22,1015.0,6.0,15.0,83.84,7.9,Cairns,1.0,2009-08-11,1018.2,ESE,39.0,30.0,No
E,81.32,No,0.0,64.0,7.4,S,52.0,66.38,76.1,1014.3,1.0,17.0,84.2,8.8,Cairns,2.0,2009-08-12,1017.9,ESE,31.0,22.0,No
NE,80.06,No,0.0,63.0,5.2,SE,48.0,63.68,73.4,1016.1,1.0,17.0,81.68,11.0,Cairns,2.0,2009-08-13,1018.8,ENE,31.0,20.0,No
N,77.72,No,0.0,61.0,6.8,SSW,56.0,53.6,72.14,1015.7,0.0,4.0,81.68,10.6,Cairns,0.0,2009-08-14,1019.0,NNE,28.0,15.0,No
NNE,81.32,No,0.0,56.0,4.4,,42.0,53.96,71.42,1015.6,1.0,0.0,84.38000000000001,10.4,Cairns,2.0,2009-08-15,1018.2,NNE,24.0,15.0,No
ENE,81.14,No,0.0,58.0,4.6,SSE,49.0,60.08,75.02,1015.8,1.0,15.0,84.2,10.7,Cairns,1.0,2009-08-16,1019.8,SE,35.0,22.0,No
ESE,80.06,No,0.0,58.0,8.0,SSE,42.0,65.12,74.84,1016.2,1.0,15.0,82.04,11.0,Cairns,3.0,2009-08-17,1019.5,ESE,39.0,28.0,No
SE,81.5,No,0.0,55.0,8.0,SSE,32.0,60.08,75.38,1016.7,1.0,19.0,82.75999999999999,11.0,Cairns,1.0,2009-08-18,1019.7,SE,43.0,31.0,No
S,73.58,Yes,0.0,59.0,7.6,SE,73.0,69.98,78.44,1018.5,7.0,28.0,82.75999999999999,5.9,Cairns,3.0,2009-08-19,1021.2,SE,48.0,13.0,No
E,78.8,No,1.4,65.0,4.8,SSE,46.0,67.64,73.4,1015.3,4.0,17.0,82.58,7.0,Cairns,7.0,2009-08-20,1019.3,SE,39.0,26.0,Yes
NE,80.42,No,0.0,56.0,6.2,S,51.0,61.16,75.74000000000001,1014.1,1.0,15.0,82.4,11.0,Cairns,1.0,2009-08-21,1017.9,ENE,31.0,22.0,No
NE,78.8,No,0.0,60.0,5.6,ESE,56.0,60.26,73.94,1014.2,1.0,17.0,82.22,10.7,Cairns,1.0,2009-08-22,1017.6,NE,33.0,17.0,No
E,81.32,No,0.0,61.0,6.0,S,44.0,61.34,75.2,1013.7,1.0,17.0,83.48,11.2,Cairns,2.0,2009-08-23,1016.8,ESE,33.0,22.0,No
NNE,80.6,No,0.0,60.0,7.2,S,62.0,62.42,76.28,1013.7,2.0,15.0,83.48,10.4,Cairns,2.0,2009-08-24,1016.4,NE,28.0,17.0,No
NE,80.96,No,0.0,66.0,5.8,SE,66.0,64.4,76.46,1012.5,1.0,17.0,84.38000000000001,10.1,Cairns,1.0,2009-08-25,1015.8,NE,30.0,19.0,No
NE,81.5,No,0.0,68.0,6.2,SE,58.0,69.08,78.08,1013.1,1.0,13.0,84.02,10.2,Cairns,2.0,2009-08-26,1016.4,NNE,30.0,19.0,No
E,82.22,No,0.0,69.0,5.6,SSE,47.0,68.72,76.46,1014.1,1.0,17.0,85.1,10.5,Cairns,3.0,2009-08-27,1016.5,ESE,35.0,26.0,No
ESE,83.48,No,0.0,58.0,7.8,S,43.0,65.48,77.0,1012.9,1.0,17.0,85.28,11.1,Cairns,1.0,2009-08-28,1017.2,SE,35.0,28.0,No
NE,84.56,No,0.0,61.0,8.0,S,45.0,67.28,77.72,1013.8,1.0,17.0,86.36,10.7,Cairns,3.0,2009-08-29,1017.4,ENE,31.0,20.0,No
NE,83.12,No,0.0,60.0,7.4,S,49.0,64.4,78.8,1012.5,1.0,13.0,85.46000000000001,10.6,Cairns,1.0,2009-08-30,1016.4,NE,33.0,26.0,No
NE,81.5,No,0.0,60.0,6.8,SE,57.0,61.34,77.72,1014.1,1.0,13.0,84.56,10.7,Cairns,1.0,2009-08-31,1016.2,NE,30.0,20.0,No
E,84.02,No,0.0,61.0,5.8,SE,45.0,63.14,76.46,1014.5,2.0,15.0,85.46000000000001,9.7,Cairns,5.0,2009-09-01,1017.7,E,35.0,24.0,No
ENE,82.04,No,0.0,60.0,7.4,SSE,57.0,69.62,79.16,1014.2,1.0,17.0,85.82,11.2,Cairns,2.0,2009-09-02,1018.3,NE,33.0,22.0,No
E,81.32,No,1.0,76.0,9.0,S,58.0,70.34,76.28,1013.9,3.0,15.0,85.46000000000001,8.4,Cairns,5.0,2009-09-03,1017.7,ENE,41.0,24.0,No
ESE,80.96,No,0.6,65.0,6.2,SSE,50.0,70.88,75.74000000000001,1012.0,2.0,17.0,84.02,6.7,Cairns,6.0,2009-09-04,1016.1,SSE,35.0,20.0,No
NE,84.02,No,0.0,57.0,5.8,S,47.0,66.56,77.9,1012.2,1.0,15.0,86.36,11.0,Cairns,2.0,2009-09-05,1016.0,NE,41.0,19.0,No
NNE,80.78,No,0.0,60.0,6.4,SE,62.0,65.3,78.98,1012.5,1.0,15.0,84.38000000000001,10.8,Cairns,1.0,2009-09-06,1016.5,NE,44.0,15.0,No
NNE,82.04,No,0.0,65.0,6.8,NNE,55.0,63.86,78.8,1011.1,1.0,4.0,84.91999999999999,10.6,Cairns,2.0,2009-09-07,1015.0,N,31.0,17.0,No
N,81.14,No,0.0,44.0,6.6,NW,62.0,64.94,81.5,1009.5,3.0,15.0,84.74,9.9,Cairns,2.0,2009-09-08,1013.4,N,37.0,17.0,No
NE,83.3,No,0.0,63.0,5.6,SE,47.0,67.1,80.24000000000001,1011.1,1.0,15.0,87.98,10.8,Cairns,1.0,2009-09-09,1014.3,ENE,35.0,28.0,No
ENE,83.66,No,0.0,61.0,7.0,SE,53.0,63.14,75.56,1013.2,2.0,17.0,85.46000000000001,8.5,Cairns,7.0,2009-09-10,1016.6,ENE,33.0,20.0,No
ESE,82.75999999999999,No,0.0,60.0,6.0,SSE,45.0,68.36,78.25999999999999,1015.3,2.0,20.0,86.72,10.8,Cairns,6.0,2009-09-11,1018.7,E,37.0,24.0,No
ESE,82.94,No,0.0,45.0,7.8,SE,42.0,70.88,78.98,1018.1,2.0,37.0,85.1,10.6,Cairns,2.0,2009-09-12,1020.7,SE,52.0,33.0,No
ESE,82.94,No,0.0,49.0,10.0,SE,36.0,72.14,79.16,1017.3,2.0,20.0,86.36,10.4,Cairns,3.0,2009-09-13,1020.2,SE,39.0,30.0,No
ESE,81.68,No,0.0,38.0,9.6,ESE,40.0,70.7,80.42,1014.6,3.0,20.0,86.53999999999999,6.6,Cairns,6.0,2009-09-14,1018.7,ESE,39.0,28.0,No
