WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
ENE,78.25999999999999,83.12,2009-04-23,No,1.0,No,10.7,84.91999999999999,64.75999999999999,0.0,Townsville,E,1015.3,53.0,1012.3,35.0,2.0,7.4,15.0,24.0,SE,64.0
NE,78.25999999999999,82.22,2009-04-24,No,1.0,No,10.5,84.2,67.64,0.0,Townsville,ENE,1015.2,49.0,1011.4,30.0,3.0,7.0,15.0,20.0,SE,63.0
NNE,78.62,82.58,2009-04-25,No,2.0,No,10.7,85.1,64.22,0.0,Townsville,NNE,1014.3,59.0,1011.3,26.0,5.0,6.8,0.0,15.0,,65.0
ENE,80.06,84.56,2009-04-26,No,1.0,No,10.6,87.26,66.74000000000001,0.0,Townsville,NE,1013.9,62.0,1010.4,28.0,1.0,4.8,2.0,19.0,E,68.0
SSW,82.04,88.34,2009-04-27,No,3.0,No,10.4,89.24,67.28,0.0,Townsville,SSW,1015.3,25.0,1012.2,39.0,4.0,5.8,15.0,11.0,SSE,27.0
ENE,77.9,84.91999999999999,2009-04-28,No,2.0,No,10.4,87.26,61.7,0.0,Townsville,ENE,1017.5,39.0,1014.1,33.0,2.0,8.0,2.0,24.0,E,61.0
ENE,78.44,83.12,2009-04-29,No,2.0,No,11.0,85.1,65.66,0.0,Townsville,ENE,1017.1,47.0,1013.3,35.0,2.0,7.0,17.0,28.0,SE,65.0
NE,76.28,82.58,2009-04-30,No,4.0,No,9.6,84.74,63.14,0.0,Townsville,ENE,1016.4,42.0,1013.0,31.0,5.0,7.2,15.0,20.0,SE,63.0
ENE,77.36,82.22,2009-05-01,No,5.0,No,10.6,85.64,62.959999999999994,0.0,Townsville,ENE,1017.5,44.0,1014.7,44.0,7.0,7.0,19.0,31.0,SSE,54.0
ENE,78.25999999999999,80.78,2009-05-02,No,5.0,No,7.8,85.1,65.84,0.0,Townsville,ENE,1018.0,55.0,1014.6,41.0,7.0,8.0,19.0,26.0,SE,59.0
E,78.25999999999999,81.68,2009-05-03,No,7.0,No,5.3,85.46000000000001,66.92,0.0,Townsville,E,1018.6,52.0,1015.6,44.0,7.0,7.2,15.0,33.0,SSE,58.0
NE,79.16,81.14,2009-05-04,No,7.0,No,10.3,85.1,67.1,0.0,Townsville,ESE,1019.3,52.0,1016.6,43.0,7.0,7.4,24.0,28.0,SSE,52.0
E,76.1,82.22,2009-05-05,No,7.0,Yes,8.1,84.02,63.68,0.0,Townsville,ESE,1019.5,53.0,1016.2,48.0,7.0,8.4,15.0,31.0,S,50.0
ESE,69.98,78.8,2009-05-06,Yes,8.0,No,0.3,81.5,66.92,1.2,Townsville,ESE,1019.2,55.0,1015.2,48.0,7.0,6.4,9.0,30.0,SE,84.0
SE,73.58,72.86,2009-05-07,No,7.0,No,1.7,82.22,69.08,0.4,Townsville,SE,1017.8,82.0,1016.0,56.0,8.0,3.2,17.0,15.0,SSW,69.0
SE,75.56,79.7,2009-05-08,No,7.0,No,2.4,82.4,69.8,0.2,Townsville,SE,1018.4,54.0,1015.6,39.0,7.0,4.2,11.0,22.0,SSE,60.0
ESE,75.56,78.8,2009-05-09,No,7.0,No,0.3,82.04,70.7,1.0,Townsville,E,1017.5,52.0,1015.0,41.0,7.0,5.8,22.0,24.0,SSE,60.0
SE,75.2,76.82,2009-05-10,No,7.0,No,0.0,79.16,67.46,0.0,Townsville,SE,1016.5,56.0,1014.2,30.0,8.0,5.4,15.0,15.0,SSE,59.0
ESE,74.3,76.46,2009-05-11,No,7.0,Yes,0.2,79.88,68.54,0.0,Townsville,ESE,1015.6,57.0,1013.5,37.0,7.0,4.0,13.0,22.0,SE,68.0
E,74.84,77.18,2009-05-12,Yes,4.0,No,7.0,82.22,67.46,3.0,Townsville,NE,1014.9,66.0,1012.1,33.0,7.0,3.4,15.0,17.0,SE,73.0
ENE,73.75999999999999,81.68,2009-05-13,No,7.0,No,6.2,82.75999999999999,69.62,0.0,Townsville,S,1014.2,50.0,1010.4,37.0,4.0,5.6,15.0,20.0,SSE,67.0
ENE,76.1,78.62,2009-05-14,No,2.0,No,9.7,81.86,68.36,0.0,Townsville,NE,1013.3,69.0,1010.7,37.0,5.0,5.0,9.0,30.0,SSW,63.0
NE,75.74000000000001,78.98,2009-05-15,No,7.0,No,7.5,82.58,68.18,0.0,Townsville,ENE,1016.4,55.0,1013.1,37.0,7.0,6.2,4.0,22.0,S,63.0
ENE,74.48,80.42,2009-05-16,No,1.0,No,9.1,84.02,61.34,0.0,Townsville,ENE,1017.6,38.0,1014.3,39.0,6.0,5.2,9.0,26.0,SE,59.0
NE,72.14,78.44,2009-05-17,No,6.0,No,9.4,81.14,55.22,0.0,Townsville,ENE,1017.2,32.0,1013.1,33.0,6.0,7.4,9.0,19.0,SSE,56.0
NE,73.22,78.44,2009-05-18,No,2.0,No,10.5,80.78,56.120000000000005,0.0,Townsville,ENE,1016.1,51.0,1012.1,35.0,2.0,5.2,4.0,26.0,ENE,54.0
NE,72.68,77.54,2009-05-19,No,6.0,No,5.2,80.96,64.04,0.0,Townsville,NE,1013.7,57.0,1010.0,30.0,7.0,6.0,4.0,17.0,WSW,65.0
N,73.22,80.24000000000001,2009-05-20,No,2.0,No,9.7,83.48,60.26,0.0,Townsville,N,1011.9,53.0,1007.7,28.0,2.0,4.6,2.0,13.0,N,73.0
W,71.42,80.24000000000001,2009-05-21,No,0.0,No,10.5,81.5,59.0,0.0,Townsville,SSW,1011.2,24.0,1007.0,35.0,1.0,5.4,13.0,13.0,SW,38.0
W,70.7,80.96,2009-05-22,No,0.0,No,11.1,81.68,52.879999999999995,0.0,Townsville,W,1012.1,23.0,1007.5,37.0,1.0,6.6,20.0,17.0,SW,37.0
NNE,69.98,76.64,2009-05-23,No,0.0,No,11.0,78.98,54.5,0.0,Townsville,SW,1013.5,41.0,1009.2,28.0,1.0,6.4,15.0,19.0,SW,46.0
ENE,69.98,78.62,2009-05-24,No,1.0,No,10.3,81.32,53.24,0.0,Townsville,ENE,1014.9,41.0,1012.2,30.0,1.0,3.6,0.0,22.0,,59.0
SE,72.14,70.16,2009-05-25,No,7.0,No,0.3,75.74000000000001,59.9,0.0,Townsville,SSE,1017.3,93.0,1015.3,31.0,8.0,5.4,13.0,13.0,SSE,71.0
ESE,73.94,77.18,2009-05-26,No,7.0,No,4.8,82.04,67.1,0.4,Townsville,ENE,1018.0,62.0,1014.9,41.0,7.0,1.2,11.0,24.0,SE,61.0
ENE,74.48,77.18,2009-05-27,No,7.0,No,8.2,80.96,65.66,0.0,Townsville,ENE,1017.3,66.0,1013.9,35.0,7.0,5.2,13.0,22.0,SE,69.0
ENE,73.58,77.72,2009-05-28,No,2.0,No,10.0,81.14,62.78,0.2,Townsville,NE,1017.8,67.0,1014.9,37.0,2.0,4.8,7.0,28.0,SSW,73.0
NE,73.22,77.54,2009-05-29,No,2.0,No,9.3,81.68,60.440000000000005,0.0,Townsville,ENE,1018.2,62.0,1015.8,33.0,3.0,4.6,4.0,26.0,SE,73.0
ENE,70.7,79.52,2009-05-30,No,7.0,No,7.3,81.86,59.9,0.0,Townsville,ENE,1019.0,49.0,1016.8,44.0,5.0,5.6,0.0,33.0,,77.0
ESE,74.84,80.6,2009-05-31,No,7.0,No,5.7,81.68,64.04,0.0,Townsville,ESE,1020.5,52.0,1017.1,48.0,3.0,6.0,13.0,30.0,SE,66.0
ESE,72.68,79.16,2009-06-01,No,7.0,No,5.9,81.86,63.86,0.4,Townsville,E,1020.4,58.0,1017.5,57.0,3.0,6.4,15.0,31.0,SE,77.0
E,75.92,79.52,2009-06-02,No,3.0,No,7.5,82.22,61.88,0.0,Townsville,ESE,1019.5,50.0,1017.1,39.0,5.0,6.6,17.0,28.0,SE,64.0
ENE,73.94,79.7,2009-06-03,No,6.0,No,7.4,82.58,65.12,0.0,Townsville,ENE,1018.1,57.0,1014.2,31.0,2.0,6.0,6.0,26.0,S,69.0
NE,73.58,78.98,2009-06-04,No,1.0,No,9.8,81.5,60.62,0.0,Townsville,ENE,1017.6,59.0,1013.2,28.0,2.0,4.6,6.0,17.0,S,73.0
NE,74.3,78.98,2009-06-05,No,1.0,No,9.8,80.78,60.440000000000005,0.0,Townsville,NE,1015.7,62.0,1012.8,28.0,2.0,4.0,0.0,20.0,,75.0
ENE,75.02,78.44,2009-06-06,No,2.0,No,9.8,82.22,59.72,0.0,Townsville,NE,1015.1,60.0,1011.7,31.0,2.0,5.0,2.0,17.0,W,77.0
W,75.38,79.52,2009-06-07,No,2.0,No,9.0,84.38000000000001,61.88,0.0,Townsville,NNE,1015.2,63.0,1011.7,28.0,7.0,4.2,13.0,13.0,W,71.0
SE,71.06,82.22,2009-06-08,No,3.0,No,9.2,83.84,60.8,0.0,Townsville,SW,1017.8,21.0,1013.9,35.0,3.0,5.4,20.0,13.0,SW,28.0
SSE,71.42,79.88,2009-06-09,No,5.0,No,10.5,80.24000000000001,56.66,0.0,Townsville,SSW,1019.7,22.0,1015.7,35.0,7.0,6.2,17.0,9.0,SSW,29.0
ENE,68.54,78.08,2009-06-10,No,5.0,No,10.8,79.34,48.56,0.0,Townsville,ENE,1019.9,24.0,1016.2,33.0,1.0,7.2,11.0,9.0,W,35.0
ENE,67.28,75.56,2009-06-11,No,0.0,No,10.5,77.9,50.18,0.0,Townsville,ENE,1020.3,28.0,1016.9,35.0,0.0,5.8,9.0,20.0,W,54.0
NE,66.02,72.14,2009-06-12,No,0.0,No,10.6,74.66,49.1,0.0,Townsville,SE,1021.3,41.0,1017.9,35.0,6.0,5.6,11.0,19.0,SSE,47.0
NE,67.28,74.84,2009-06-13,No,1.0,No,10.2,77.72,51.8,0.0,Townsville,ENE,1018.8,55.0,1015.1,30.0,2.0,5.2,9.0,19.0,SSW,60.0
ENE,68.18,75.56,2009-06-14,No,7.0,No,8.9,78.98,55.58,0.0,Townsville,NE,1016.8,48.0,1013.4,30.0,3.0,4.6,7.0,24.0,SSE,76.0
ENE,71.24000000000001,78.25999999999999,2009-06-15,No,1.0,No,9.9,81.68,57.56,0.0,Townsville,ENE,1015.7,61.0,1012.2,28.0,3.0,4.0,2.0,19.0,WNW,77.0
SSW,69.62,81.5,2009-06-16,No,7.0,No,10.5,82.22,56.48,0.0,Townsville,SSW,1017.8,15.0,1014.3,43.0,7.0,6.0,26.0,15.0,SSW,25.0
NE,71.42,75.74000000000001,2009-06-17,No,1.0,No,10.2,80.6,51.44,0.0,Townsville,ENE,1019.7,60.0,1015.8,35.0,1.0,5.8,9.0,28.0,SSW,31.0
ENE,69.08,75.56,2009-06-18,No,5.0,No,8.9,80.42,57.2,0.0,Townsville,ESE,1019.0,59.0,1015.6,37.0,5.0,4.4,6.0,31.0,SSW,67.0
ENE,70.16,74.66,2009-06-19,No,1.0,No,10.4,77.54,57.2,0.0,Townsville,ENE,1018.8,37.0,1014.8,33.0,1.0,5.0,9.0,22.0,SE,42.0
NE,65.66,77.18,2009-06-20,No,1.0,No,10.4,78.98,49.64,0.0,Townsville,NE,1018.2,46.0,1014.3,35.0,6.0,6.6,7.0,20.0,NNW,68.0
ENE,69.62,78.44,2009-06-21,No,7.0,No,5.9,81.14,58.1,0.0,Townsville,E,1017.3,60.0,1013.8,39.0,7.0,4.0,0.0,26.0,,78.0
E,72.86,76.82,2009-06-22,No,7.0,No,1.0,78.44,66.02,0.0,Townsville,E,1016.6,62.0,1014.1,30.0,7.0,5.2,6.0,17.0,SSW,67.0
NE,72.86,79.34,2009-06-23,No,2.0,No,9.2,81.14,58.82,0.0,Townsville,NE,1017.3,56.0,1013.4,26.0,1.0,3.0,2.0,19.0,W,74.0
NE,73.04,79.16,2009-06-24,No,2.0,No,9.6,80.42,58.82,0.0,Townsville,ENE,1017.7,53.0,1014.3,30.0,3.0,4.0,2.0,17.0,WSW,74.0
ENE,71.42,77.0,2009-06-25,No,1.0,No,9.5,78.98,57.02,0.0,Townsville,ENE,1017.7,64.0,1013.4,28.0,1.0,5.4,6.0,19.0,WNW,78.0
NNE,72.32,78.44,2009-06-26,No,6.0,No,7.7,81.32,57.74,0.0,Townsville,NNE,1013.8,59.0,1009.4,30.0,3.0,3.4,0.0,22.0,,82.0
S,76.1,86.18,2009-06-27,No,1.0,No,9.4,87.26,61.88,0.0,Townsville,WSW,1011.7,28.0,1007.0,37.0,1.0,3.4,20.0,17.0,SW,44.0
ENE,73.22,80.24000000000001,2009-06-28,No,4.0,No,10.6,84.74,56.3,0.0,Townsville,SSW,1013.5,35.0,1009.4,31.0,0.0,7.0,17.0,19.0,SW,31.0
ENE,71.24000000000001,79.52,2009-06-29,No,2.0,No,9.8,81.68,53.78,0.0,Townsville,NE,1015.4,28.0,1012.4,31.0,3.0,5.0,7.0,20.0,SSE,51.0
ENE,70.52,77.36,2009-06-30,No,5.0,No,8.5,80.6,54.32,0.0,Townsville,ENE,1017.9,62.0,1014.6,33.0,3.0,5.8,9.0,26.0,S,66.0
NE,74.66,78.44,2009-07-01,No,3.0,No,10.7,80.42,61.519999999999996,0.0,Townsville,NE,1016.7,60.0,1014.0,30.0,3.0,6.2,7.0,22.0,SE,70.0
N,73.22,80.6,2009-07-02,No,3.0,No,9.7,83.84,57.92,0.0,Townsville,NNE,1015.8,57.0,1011.6,28.0,5.0,4.8,0.0,11.0,,74.0
S,69.98,80.24000000000001,2009-07-03,No,2.0,No,10.5,81.5,62.78,0.0,Townsville,SSW,1017.7,12.0,1012.9,56.0,1.0,6.6,35.0,24.0,SSW,18.0
E,66.92,75.56,2009-07-04,No,0.0,No,11.0,77.18,51.620000000000005,0.0,Townsville,SSW,1018.7,26.0,1014.7,37.0,0.0,9.2,17.0,13.0,SW,30.0
ENE,64.75999999999999,74.48,2009-07-05,No,0.0,No,10.4,75.74000000000001,48.02,0.0,Townsville,NE,1018.0,40.0,1014.4,30.0,2.0,5.4,2.0,20.0,WNW,62.0
ENE,66.02,75.56,2009-07-06,No,1.0,No,10.2,76.82,49.64,0.0,Townsville,ENE,1017.0,52.0,1013.8,30.0,2.0,5.0,2.0,19.0,WSW,69.0
ENE,70.52,76.1,2009-07-07,No,1.0,No,10.5,79.16,58.459999999999994,0.0,Townsville,ENE,1016.3,63.0,1012.8,31.0,3.0,4.6,15.0,24.0,SSE,74.0
ENE,72.68,77.54,2009-07-08,No,3.0,No,8.6,80.6,61.7,0.0,Townsville,ENE,1016.4,52.0,1013.9,43.0,3.0,4.0,15.0,28.0,SE,69.0
ENE,71.42,74.84,2009-07-09,No,1.0,No,10.3,79.52,62.78,0.0,Townsville,ENE,1017.6,58.0,1014.4,35.0,2.0,6.8,15.0,26.0,SSW,56.0
NE,66.74000000000001,75.74000000000001,2009-07-10,No,0.0,No,10.4,78.25999999999999,52.52,0.0,Townsville,SSE,1018.3,33.0,1013.7,33.0,1.0,5.8,9.0,20.0,S,59.0
ENE,68.18,74.3,2009-07-11,No,1.0,No,10.5,77.36,48.2,0.0,Townsville,E,1017.3,48.0,1014.1,39.0,2.0,6.6,6.0,28.0,S,35.0
ENE,67.82,73.94,2009-07-12,No,1.0,No,10.4,77.36,54.5,0.0,Townsville,ENE,1017.3,58.0,1013.8,31.0,1.0,5.2,4.0,26.0,SE,67.0
ENE,71.06,77.0,2009-07-13,No,2.0,No,10.3,78.62,55.4,0.0,Townsville,ENE,1016.0,65.0,1012.3,31.0,2.0,5.4,13.0,26.0,ESE,72.0
N,72.68,78.8,2009-07-14,No,2.0,No,9.3,81.5,57.56,0.0,Townsville,NNW,1014.4,55.0,1010.3,33.0,3.0,4.4,13.0,17.0,SW,76.0
SW,68.0,77.9,2009-07-15,No,0.0,No,10.9,79.34,59.9,0.0,Townsville,SW,1016.4,12.0,1012.9,50.0,0.0,8.0,31.0,13.0,SSW,21.0
S,63.68,75.2,2009-07-16,No,1.0,No,10.7,76.64,47.84,0.0,Townsville,SSW,1019.2,20.0,1014.1,43.0,1.0,6.6,24.0,15.0,SSW,31.0
NE,65.84,71.6,2009-07-17,No,1.0,No,10.9,73.4,44.06,0.0,Townsville,S,1021.0,23.0,1016.3,37.0,0.0,5.8,9.0,20.0,SE,27.0
NE,64.94,73.75999999999999,2009-07-18,No,1.0,No,10.8,74.84,44.42,0.0,Townsville,E,1021.0,38.0,1017.9,33.0,1.0,5.2,7.0,17.0,SSE,46.0
ENE,66.74000000000001,76.64,2009-07-19,No,1.0,No,10.6,80.24000000000001,49.28,0.0,Townsville,NE,1020.9,38.0,1017.5,33.0,1.0,5.2,7.0,20.0,S,57.0
E,68.0,78.44,2009-07-20,No,7.0,No,7.4,81.68,53.96,0.0,Townsville,E,1022.0,51.0,1019.8,52.0,6.0,5.2,7.0,35.0,SSE,71.0
E,73.04,77.0,2009-07-21,No,7.0,No,3.9,80.06,63.68,0.0,Townsville,SE,1022.2,49.0,1018.4,41.0,7.0,6.8,15.0,28.0,ESE,59.0
E,71.06,77.0,2009-07-22,No,7.0,No,3.1,80.24000000000001,66.74000000000001,0.2,Townsville,E,1019.5,51.0,1015.6,44.0,7.0,7.0,9.0,24.0,SE,69.0
ENE,72.14,75.92,2009-07-23,No,1.0,No,10.3,80.42,55.76,0.0,Townsville,NE,1018.2,63.0,1014.7,33.0,1.0,4.8,9.0,26.0,S,68.0
ENE,71.96,79.52,2009-07-24,No,1.0,No,9.7,82.04,54.86,0.0,Townsville,ENE,1018.2,44.0,1015.1,31.0,2.0,5.2,2.0,22.0,ESE,67.0
ENE,71.42,76.1,2009-07-25,No,3.0,No,10.2,79.34,58.82,0.0,Townsville,ENE,1019.8,57.0,1016.3,41.0,2.0,6.6,9.0,33.0,SSE,65.0
ENE,69.62,74.84,2009-07-26,No,7.0,No,5.6,79.52,59.72,0.0,Townsville,ESE,1019.3,53.0,1015.7,41.0,7.0,6.2,9.0,28.0,S,69.0
ENE,71.24000000000001,77.36,2009-07-27,No,3.0,No,9.8,79.34,57.02,0.0,Townsville,ENE,1017.6,49.0,1014.6,31.0,2.0,5.4,9.0,26.0,SE,70.0
ENE,71.6,75.56,2009-07-28,No,1.0,No,6.5,80.42,54.68,0.0,Townsville,E,1018.5,55.0,1016.3,48.0,6.0,5.6,6.0,28.0,SW,63.0
ENE,69.25999999999999,77.0,2009-07-29,No,2.0,No,9.2,79.7,52.52,0.0,Townsville,ENE,1021.4,48.0,1018.6,43.0,6.0,8.4,11.0,30.0,SSW,36.0
ENE,68.72,73.58,2009-07-30,No,2.0,No,9.6,79.16,56.84,0.0,Townsville,E,1020.9,49.0,1017.7,39.0,5.0,6.4,9.0,31.0,S,50.0
ENE,68.9,75.56,2009-07-31,No,2.0,No,9.5,79.52,53.96,0.0,Townsville,NE,1020.5,54.0,1016.8,41.0,1.0,6.8,7.0,28.0,SSW,45.0
ENE,70.88,76.1,2009-08-01,No,4.0,No,10.7,80.06,57.74,0.0,Townsville,ENE,1021.4,39.0,1017.7,41.0,3.0,7.0,24.0,31.0,SSE,50.0
ENE,68.72,75.56,2009-08-02,No,2.0,No,9.8,78.98,53.78,0.0,Townsville,E,1021.8,50.0,1018.6,43.0,7.0,7.4,9.0,30.0,S,42.0
SE,70.88,75.92,2009-08-03,No,3.0,No,6.4,80.42,55.04,0.0,Townsville,E,1020.4,48.0,1017.1,43.0,7.0,6.8,11.0,28.0,S,49.0
ENE,70.7,75.92,2009-08-04,No,1.0,No,10.0,80.96,54.5,0.0,Townsville,NE,1019.0,52.0,1015.3,39.0,6.0,6.6,11.0,30.0,SSW,55.0
ENE,71.42,74.84,2009-08-05,No,0.0,No,9.8,81.14,54.86,0.0,Townsville,ESE,1017.4,49.0,1014.7,39.0,0.0,5.8,11.0,30.0,SSE,53.0
ENE,69.8,75.2,2009-08-06,No,3.0,No,7.2,80.06,52.7,0.0,Townsville,E,1018.2,58.0,1015.3,39.0,3.0,6.6,7.0,31.0,SSE,59.0
NE,72.5,75.74000000000001,2009-08-07,No,1.0,No,10.1,80.78,57.02,0.0,Townsville,NE,1019.1,64.0,1014.5,39.0,1.0,5.6,17.0,30.0,SE,61.0
ENE,70.7,77.18,2009-08-08,No,0.0,No,10.0,80.24000000000001,54.32,0.0,Townsville,ENE,1017.0,46.0,1013.3,35.0,1.0,5.4,0.0,28.0,,68.0
ENE,71.6,76.46,2009-08-09,No,2.0,No,10.4,78.8,52.879999999999995,0.0,Townsville,ENE,1017.5,53.0,1014.6,37.0,2.0,6.6,7.0,22.0,SE,60.0
ENE,70.52,75.92,2009-08-10,No,1.0,No,10.0,77.9,55.94,0.0,Townsville,ENE,1018.7,63.0,1015.7,35.0,2.0,6.0,13.0,30.0,ESE,64.0
NE,72.14,76.46,2009-08-11,No,1.0,No,10.7,80.24000000000001,58.1,0.0,Townsville,NE,1019.2,63.0,1016.2,37.0,2.0,5.8,6.0,28.0,SE,63.0
NE,72.14,77.9,2009-08-12,No,1.0,No,10.4,81.14,57.2,0.0,Townsville,NE,1019.4,55.0,1015.2,30.0,1.0,5.6,7.0,20.0,SE,72.0
N,72.86,78.25999999999999,2009-08-13,No,1.0,No,10.4,81.5,54.5,0.0,Townsville,NNE,1019.4,49.0,1016.2,33.0,1.0,5.0,7.0,15.0,WSW,71.0
N,72.32,82.4,2009-08-14,No,1.0,No,9.9,85.64,53.06,0.0,Townsville,N,1019.5,30.0,1015.4,24.0,0.0,5.4,6.0,15.0,N,74.0
ENE,72.32,82.58,2009-08-15,No,1.0,No,10.6,84.02,51.26,0.0,Townsville,ENE,1019.2,27.0,1015.5,30.0,1.0,5.6,9.0,17.0,SSE,69.0
ENE,77.18,77.18,2009-08-16,No,3.0,No,10.2,81.68,62.78,0.0,Townsville,ENE,1020.4,62.0,1017.2,33.0,1.0,5.2,13.0,26.0,E,65.0
ENE,75.56,77.9,2009-08-17,No,2.0,No,10.2,80.06,57.379999999999995,0.0,Townsville,ESE,1020.5,42.0,1017.3,31.0,1.0,6.4,15.0,24.0,SE,54.0
NE,74.48,78.62,2009-08-18,No,1.0,No,10.7,80.78,56.48,0.0,Townsville,ENE,1021.1,54.0,1018.0,37.0,1.0,6.4,15.0,28.0,SE,62.0
ENE,74.12,77.9,2009-08-19,No,2.0,No,10.7,81.14,63.5,0.0,Townsville,ENE,1023.5,54.0,1019.7,48.0,2.0,6.6,15.0,35.0,SE,58.0
ENE,73.75999999999999,77.0,2009-08-20,No,1.0,No,10.9,80.06,58.1,0.0,Townsville,ENE,1020.7,55.0,1016.3,33.0,1.0,7.6,19.0,28.0,SE,57.0
NE,75.92,78.25999999999999,2009-08-21,No,2.0,No,10.4,81.14,58.1,0.0,Townsville,NE,1018.1,53.0,1014.5,31.0,2.0,7.0,17.0,17.0,E,62.0
N,75.38,79.16,2009-08-22,No,2.0,No,10.8,82.04,61.88,0.0,Townsville,NW,1018.0,54.0,1014.4,30.0,1.0,5.6,11.0,13.0,NW,65.0
ENE,75.56,78.62,2009-08-23,No,3.0,No,10.7,81.14,59.36,0.0,Townsville,ENE,1017.7,59.0,1014.3,31.0,1.0,5.4,6.0,15.0,NNW,68.0
ENE,75.92,79.7,2009-08-24,No,4.0,No,10.6,82.75999999999999,58.1,0.0,Townsville,NE,1017.1,51.0,1014.2,33.0,2.0,6.6,15.0,24.0,ENE,59.0
ENE,76.1,81.86,2009-08-25,No,7.0,No,7.4,84.38000000000001,66.38,0.0,Townsville,ENE,1016.3,58.0,1012.9,31.0,3.0,6.4,6.0,20.0,WNW,74.0
NE,78.62,82.94,2009-08-26,No,3.0,No,10.6,84.02,66.2,0.0,Townsville,NNE,1016.7,51.0,1013.7,31.0,1.0,3.4,13.0,13.0,NE,63.0
ENE,79.52,80.78,2009-08-27,No,5.0,No,10.4,83.66,66.92,0.0,Townsville,ENE,1017.6,55.0,1014.8,33.0,1.0,8.4,19.0,24.0,ENE,63.0
ENE,77.9,79.88,2009-08-28,No,3.0,No,10.7,82.4,61.7,0.0,Townsville,ENE,1018.2,57.0,1014.1,31.0,1.0,7.2,19.0,24.0,E,64.0
NE,78.44,80.06,2009-08-29,No,5.0,No,10.5,83.84,61.34,0.0,Townsville,NE,1018.2,54.0,1014.9,30.0,1.0,6.0,11.0,19.0,SSE,65.0
NE,77.9,83.12,2009-08-30,No,3.0,No,10.5,83.3,60.62,0.0,Townsville,NE,1017.2,46.0,1013.4,33.0,1.0,6.8,11.0,20.0,SE,66.0
NE,76.1,80.78,2009-08-31,No,7.0,No,8.3,83.48,63.86,0.0,Townsville,ENE,1016.9,57.0,1014.1,31.0,1.0,6.6,9.0,20.0,SSW,71.0
NE,75.92,79.52,2009-09-01,No,6.0,No,8.2,83.84,62.24,0.0,Townsville,ENE,1018.4,60.0,1015.4,35.0,1.0,5.0,9.0,26.0,SE,72.0
NE,77.18,82.22,2009-09-02,No,7.0,Yes,7.0,83.84,71.42,0.0,Townsville,ENE,1018.6,61.0,1015.3,31.0,3.0,8.0,17.0,20.0,ENE,76.0
ENE,75.92,81.14,2009-09-03,Yes,7.0,No,9.5,84.38000000000001,71.96,1.2,Townsville,ENE,1018.8,53.0,1014.9,46.0,2.0,4.2,20.0,33.0,ESE,77.0
NE,75.92,78.8,2009-09-04,No,2.0,No,10.6,81.68,67.46,0.0,Townsville,E,1017.5,55.0,1013.4,35.0,2.0,9.0,20.0,24.0,ESE,57.0
ENE,78.08,82.22,2009-09-05,No,3.0,No,10.6,83.66,64.4,0.0,Townsville,ENE,1016.2,54.0,1011.8,33.0,3.0,7.2,2.0,28.0,N,61.0
N,78.8,82.75999999999999,2009-09-06,No,3.0,No,10.0,85.28,62.959999999999994,0.0,Townsville,NNE,1016.4,51.0,1012.3,35.0,1.0,6.8,6.0,20.0,W,68.0
NNE,78.08,82.22,2009-09-07,No,4.0,No,10.2,84.74,66.74000000000001,0.0,Townsville,NNW,1014.5,56.0,1011.3,35.0,3.0,6.2,17.0,24.0,NNW,67.0
N,78.98,82.75999999999999,2009-09-08,No,5.0,No,10.4,86.72,72.68,0.0,Townsville,NE,1013.5,59.0,1009.3,33.0,1.0,4.6,19.0,20.0,N,64.0
ENE,76.82,84.56,2009-09-09,No,0.0,No,10.6,87.98,64.58,0.0,Townsville,SSW,1015.4,25.0,1010.8,33.0,0.0,7.4,22.0,20.0,SW,15.0
ENE,77.72,85.64,2009-09-10,No,0.0,No,10.6,87.26,56.84,0.0,Townsville,ENE,1017.5,20.0,1013.5,33.0,1.0,9.8,6.0,28.0,SE,49.0
ENE,77.54,80.78,2009-09-11,No,1.0,No,10.9,86.36,59.18,0.0,Townsville,ENE,1019.9,57.0,1015.7,39.0,1.0,8.6,6.0,31.0,SSE,60.0
E,78.44,81.32,2009-09-12,No,1.0,No,10.5,84.38000000000001,63.14,0.0,Townsville,ENE,1022.6,41.0,1019.5,52.0,1.0,7.6,24.0,30.0,ESE,50.0
ENE,78.08,81.68,2009-09-13,No,5.0,No,8.9,84.91999999999999,68.54,0.0,Townsville,ENE,1022.2,43.0,1018.6,39.0,4.0,10.4,15.0,30.0,SSE,47.0
ENE,78.44,79.7,2009-09-14,No,1.0,No,10.8,83.84,65.48,0.0,Townsville,NE,1020.0,54.0,1015.3,37.0,2.0,10.2,15.0,31.0,ESE,51.0
ENE,77.9,80.24000000000001,2009-09-15,No,2.0,No,10.0,83.48,68.36,0.0,Townsville,ENE,1018.5,54.0,1014.4,39.0,1.0,9.6,17.0,30.0,SE,57.0
ENE,75.92,81.14,2009-09-16,No,2.0,Yes,10.5,83.66,66.38,0.0,Townsville,E,1019.7,46.0,1016.3,41.0,1.0,10.4,26.0,28.0,ESE,51.0
